,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Feather River Total,,250,,238,13,303,,186,5,300,,220,12,330,107,240,15,324,
,083510 - Physical Fitness and Body Movement      ,,,,,,,,,,,,,,88,,,,
,121300 - Cardiovascular Technician               ,,,,,,,6,,15,,2,7,20,,5,10,13,
,130500 - Child Development/Early Care and Educati,23,,27,13,24,,21,5,21,,28,5,24,19,,5,22,
,150100 - English                                 ,,,,,,,,,,,,,2,,2,,1,
,"170100 - Mathematics, General                    ",,,,,,,,,,,4,,5,,4,,,
,493009 - Supervised Tutoring                     ,227,,211,,279,,159,,264,,186,,279,,229,,288,
