,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Crafton Hills Total,,38,,57,,156,,272,153,100,,238,80,318,,238,110,271,
,083700 - Health Education                        ,,,4,,11,,14,12,,,,,,,,,,
,120510 - Phlebotomy                              ,,,,,,,,,,,,,,,40,,30,
,123030 - Certified Nurse Assistant               ,,,,,76,,174,85,48,,130,80,146,,104,85,120,
,123080 - Home Health Aide                        ,,,,,,,,,,,60,,86,,58,,60,
,129900 - Other Health Occupations                ,,,,,,,,8,7,,,,7,,2,,11,
,"130100 - Family and Consumer Sciences, General   ",23,,26,,34,,53,48,,,10,,26,,,,,
,493084 - English as a Second Language - Writing  ,15,,27,,35,,31,,45,,38,,53,,34,25,50,
