,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Coalinga College Total,,"1,492",,"1,300",575,"1,472",,"1,446",70,257,,"1,719",82,936,,"2,045",202,,
,"010100 - Agriculture Technology and Sciences, Gen",,,,,,,,,,,,,92,,102,74,,
,150100 - English                                 ,130,,80,49,131,,26,47,96,,45,24,98,,55,32,,
,"170100 - Mathematics, General                    ",18,,22,6,19,,10,,10,,14,,27,,,,,
,170200 - Mathematics Skills                      ,168,,27,16,83,,154,23,104,,111,58,132,,230,96,,
,302020 - Piloting                                ,,,,,,,,,9,,,,,,,,,
,493009 - Supervised Tutoring                     ,"1,132",,"1,167",504,"1,180",,"1,210",,1,,"1,463",,587,,"1,658",,,
,493084 - English as a Second Language - Writing  ,44,,4,,59,,46,,37,,76,,,,,,,
,493090 - Citizenship / ESL Civics                ,,,,,,,,,,,10,,,,,,,
