,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Yuba Total,,628,,682,109,826,,767,111,"1,024",,"1,041",175,"1,110",,"1,030",153,"1,027",
,100400 - Music                                   ,20,,21,,28,,31,,35,,22,,21,,24,,26,
,100700 - Dramatic Arts                           ,2,,3,,2,,5,,7,,6,,6,,6,,1,
,129900 - Other Health Occupations                ,35,,49,,18,,23,,34,,27,,26,,23,,25,
,"170100 - Mathematics, General                    ",,,,,,,,,,,,,12,,45,,33,
,493009 - Supervised Tutoring                     ,492,,504,109,644,,604,111,828,,886,175,910,,785,153,761,
,493084 - English as a Second Language - Writing  ,7,,5,,8,,5,,20,,8,,15,,16,,24,
,493087 - English as a Second Language - Integrate,72,,93,,118,,99,,100,,92,,120,,131,,157,
,493100 - Vocational ESL                          ,,,7,,8,,,,,,,,,,,,,
