,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Columbia Total,,19,,376,158,367,,407,150,449,,483,119,416,,425,150,476,
,070200 - Computer Information Systems            ,,,,,,,,,,,,,,,,,4,
,083510 - Physical Fitness and Body Movement      ,,,69,63,81,,76,60,84,,96,76,83,,75,53,79,
,100210 - Painting and Drawing                    ,1,,2,,,,4,2,1,,4,,4,,2,,1,
,100400 - Music                                   ,,,79,32,99,,95,57,113,,112,43,108,,108,51,78,
,101100 - Photography                             ,,,7,,9,,9,,4,,9,,,,6,5,5,
,123030 - Certified Nurse Assistant               ,,,,,,,,,,,,,,,,6,,
,493009 - Supervised Tutoring                     ,,,191,42,155,,192,8,224,,247,,200,,219,35,309,
,493087 - English as a Second Language - Integrate,18,,28,21,23,,31,23,23,,15,,21,,15,,,
