,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Compton Total,,48,,128,10,184,12,153,23,238,13,237,77,322,55,476,61,413,
,070200 - Computer Information Systems            ,48,,65,,62,,37,10,33,,21,,,,,,,
,123030 - Certified Nurse Assistant               ,,,,,,,,,,,,,38,,52,,48,
,493009 - Supervised Tutoring                     ,,,,,,,,,,,,12,8,23,118,20,124,
,493012 - Job Seeking/Changing Skills             ,,,20,,26,,20,,24,,,26,,,25,,,
,493086 - English as a Second Language - Listening,,,,,,,,,,,,,11,,50,,38,
,493087 - English as a Second Language - Integrate,,,23,10,51,12,60,13,113,13,183,12,214,32,210,41,156,
,493100 - Vocational ESL                          ,,,20,,45,,36,,68,,33,27,51,,21,,47,
