,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Palo Verde Total,,162,,165,,157,,202,,296,,72,10,298,,250,,221,
,"070100 - Information Technology, General         ",40,,26,,26,,29,,,,,,35,,81,,,
,100400 - Music                                   ,9,,10,,12,,9,,19,,,,,,,,,
,"120100 - Health Occupations, General             ",,,,,,,11,,20,,2,,,,,,,
,130300 - Fashion                                 ,16,,55,,65,,60,,82,,59,,61,,16,,66,
,493062 - Secondary Education (Grades 9-12) and G.,,,,,,,,,47,,11,10,61,,52,,24,
,493087 - English as a Second Language - Integrate,49,,56,,27,,48,,86,,,,94,,71,,77,
,493090 - Citizenship / ESL Civics                ,48,,18,,27,,45,,42,,,,47,,30,,54,
