District,College,Course ID,Control Number,Course Title,Sections Count,TOP Code,Credit Status,Transfer Status,Maximum Units,Minimum Units,Basic Skills Status,SAM Status,Prior To Transfer Status,Non-Credit Category,General Education Status,Support Status,Term
Cabrillo CCD,Cabrillo,DM-4        ,CCC000595384,Digital Graphics                                                    ,1,Digital Media-061400                                                                 ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,DM-5        ,CCC000595385,Design for Digital Media                                            ,1,Digital Media-061400                                                                 ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MA-100      ,CCC000595413,MA Essentials                                                       ,1,Medical Assisting-120800                                                             ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MA-184      ,CCC000595418,Health Care Comm.                                                   ,1,Medical Assisting-120800                                                             ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CABT-405    ,CCC000595471,Beginning Tech Skills I                                             ,1,Office Technology/Office Computer Applications-051400                                ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,Workforce Preparation                                                      ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CEM-151     ,CCC000595567,Construction Fundamentals                                           ,1,Civil and Construction Management Technology-095700                                  ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CEM-151L    ,CCC000595568,Construction Lab                                                    ,2,Civil and Construction Management Technology-095700                                  ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,01.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CEM-157     ,CCC000595571,Construction Law                                                    ,1,Civil and Construction Management Technology-095700                                  ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CEM-162     ,CCC000595574,Sustainable Construction                                            ,1,Energy Systems Technology-094610                                                     ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CEM-164C    ,CCC000595582,Fund 2013 CRC                                                       ,1,Construction Inspection-095720                                                       ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CEM-168A    ,CCC000595586,Fund 15 U Plum Code                                                 ,1,Construction Inspection-095720                                                       ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CEM-175R    ,CCC000595589,N El Code Res                                                       ,1,Construction Inspection-095720                                                       ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HSERV-55A   ,CCC000597461,Hmn Sv Practicum I                                                  ,2,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HSERV-56A   ,CCC000597532,AOD Practicum I                                                     ,2,Alcohol and Controlled Substances-210440                                             ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,KIN-65B     ,CCC000597737,Masters Swimming II                                                 ,2,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,02.00,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,KIN-65C     ,CCC000597738,Masters Swimming III                                                ,1,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,02.00,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CABT-171    ,CCC000599360,CRM Tech I                                                          ,2,Office Technology/Office Computer Applications-051400                                ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,02.00,02.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,KIN-39C     ,CCC000599583,Gyrokin? Yoga III                                                   ,1,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,02.00,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,KIN-39D     ,CCC000599584,Gyrokin? Yoga IV                                                    ,1,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,02.00,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,KIN-10BL    ,CCC000601015,Sports Med Lab II                                                   ,1,Athletic Training and Sports Medicine-122800                                         ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,01.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,BIO-41T     ,CCC000601443,Biotech Fundamental                                                 ,1,Biotechnology and Biomedical Technology-043000                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,ENGL-101A   ,CCC000601444,College Comp Plus                                                   ,14,English-150100                                                                       ,Credit - Not Degree Applicable                                             ,Not transferable                                                           ,02.00,02.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,One level below transfer                                                   ,"Not Applicable, Credit course                                              ",Y,Course is a support course                                                 ,Fall 2025
Cabrillo CCD,Cabrillo,ESL-300     ,CCC000601500,High Adv Academic ESL                                               ,2,English as a Second Language - Integrated-493087                                     ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Two levels below transfer                                                  ,English as a Second Language (ESL)                                         ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,ESL-354     ,CCC000601502,High-Inter. Academic ESL                                            ,1,English as a Second Language - Integrated-493087                                     ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,One level below transfer                                                   ,English as a Second Language (ESL)                                         ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,ESL-355     ,CCC000601503,Low-Adv Academic ESL                                                ,1,English as a Second Language - Integrated-493087                                     ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Two levels below transfer                                                  ,English as a Second Language (ESL)                                         ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MUS-31A     ,CCC000601832,Recording I                                                         ,1,Commercial Music-100500                                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MUS-31B     ,CCC000601833,Recording II                                                        ,1,Commercial Music-100500                                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MUS-31LS    ,CCC000601834,Live Sound Production                                               ,1,Commercial Music-100500                                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MUS-57A     ,CCC000601837,Music Production I                                                  ,1,Commercial Music-100500                                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MUS-80S     ,CCC000601840,Special Studies I                                                   ,2,Commercial Music-100500                                                              ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,DANCE-80S   ,CCC000606822,Special Studies I                                                   ,1,Dance-100800                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,DANCE-80SB  ,CCC000606823,Special Studies II                                                  ,1,Dance-100800                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,MUS-57NS    ,CCC000606873,Music Notation Software                                             ,1,Commercial Music-100500                                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,KIN-416     ,CCC000611732,Advanced CPR: Healthcare Pro                                        ,1,Aquatics and Lifesaving-083570                                                       ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,Short-term Vocational Program/Career Techincal                             ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HS-130      ,CCC000611810,Intro to Comm Hlth Work                                             ,1,Community Health Care Worker-126100                                                  ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,DMCP-402    ,CCC000614726,Prep for Employment                                                 ,4,Job Seeking/Changing Skills-493012                                                   ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,Workforce Preparation                                                      ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,DMCP-403    ,CCC000614727,Professional Career Search                                          ,4,Job Seeking/Changing Skills-493012                                                   ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,Workforce Preparation                                                      ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,DMCP-404    ,CCC000614728,Success in the Workplace                                            ,3,Interpersonal Skills-493011                                                          ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,Workforce Preparation                                                      ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HS-430      ,CCC000618469,Intro to Comm Hlth Work                                             ,1,Community Health Care Worker-126100                                                  ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,Short-term Vocational Program/Career Techincal                             ,Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,ACCT-6      ,CCC000619087,Sprdshts for Acctng                                                 ,1,Accounting-050200                                                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,BUS-18      ,CCC000619096,Business Law                                                        ,4,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,BUS-82      ,CCC000619097,Marketing Principles                                                ,1,Marketing and Distribution-050900                                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,BUS-88      ,CCC000619098,New Small Business                                                  ,1,Small Business and Entrepreneurship-050640                                           ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CABT-101    ,CCC000619099,Computer Proficiency                                                ,4,Office Technology/Office Computer Applications-051400                                ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CABT-121    ,CCC000619101,Effective Presentations                                             ,1,Office Technology/Office Computer Applications-051400                                ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CAHM-151B   ,CCC000619107,Adv Culinary Arts                                                   ,1,"Nutrition, Foods, and Culinary Arts-130600                                           ",Credit - Degree Applicable                                                 ,Not transferable                                                           ,09.00,09.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CAHM-157L   ,CCC000619108,Cater/Bev/Op Lab                                                    ,1,Culinary Arts-130630                                                                 ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,05.00,02.50,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HSERV-50    ,CCC000619111,Intro to Human Serv                                                 ,1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HSERV-52    ,CCC000619113,Intro to Counseling                                                 ,1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HSERV-55B   ,CCC000619114,Hmn Sv Practicum II                                                 ,2,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,01.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,HSERV-56B   ,CCC000619115,Aod Practicum II                                                    ,1,Alcohol and Controlled Substances-210440                                             ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,01.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,RT-50A      ,CCC000619350,Patient Care                                                        ,1,Radiologic Technology-122500                                                         ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,RT-50B      ,CCC000619351,Ethics and Legalities                                               ,1,Radiologic Technology-122500                                                         ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,RT-51       ,CCC000619352,Positioning I                                                       ,1,Radiologic Technology-122500                                                         ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,RT-52       ,CCC000619353,Radiation Physics                                                   ,1,Radiologic Technology-122500                                                         ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,RT-54       ,CCC000619354,Radio Image Assess                                                  ,1,Radiologic Technology-122500                                                         ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,DH-182A     ,CCC000619365,Adv Case Studies                                                    ,1,Dental Hygienist-124020                                                              ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,01.00,01.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,CS-20P      ,CCC000619480,Python Programming                                                  ,1,Computer Science (Transfer)-070600                                                   ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Cabrillo CCD,Cabrillo,ECE-135     ,CCC000619514,Infant/Toddler Program Develop                                      ,2,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,04.00,04.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
