District,College,Course ID,Control Number,Course Title,Sections Count,TOP Code,Credit Status,Transfer Status,Maximum Units,Minimum Units,Basic Skills Status,SAM Status,Prior To Transfer Status,Non-Credit Category,General Education Status,Support Status,Term
Allan Hancock CCD,Allan Hancock,ACCT150     ,CCC000245831,Intro to Acct Info Systems                                          ,1,Accounting-050200                                                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PHIL114     ,CCC000249868,Critical Thinking                                                   ,1,Philosophy-150900                                                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BUS160      ,CCC000252077,Business Communications                                             ,1,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ENGL102     ,CCC000252696,Freshman Comp: Literature                                           ,2,English-150100                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,RE303       ,CCC000253775,Real Estate Practices                                               ,1,Real Estate-051100                                                                   ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FILM110     ,CCC000254084,Intro Motion Picture/Video Pro                                      ,1,Film Production-061220                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,GEOG102     ,CCC000257949,Human Geography                                                     ,2,Geography-220600                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ART107      ,CCC000257975,Introduction to Digital Art                                         ,1,Painting and Drawing-100210                                                          ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ART164      ,CCC000258493,Sculpture 1                                                         ,1,Ceramics-100230                                                                      ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,02.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FILM101     ,CCC000259164,Film Art & Communication                                            ,5,Film Production-061220                                                               ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HED100      ,CCC000260093,Health and Wellness                                                 ,17,Health Education-083700                                                              ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS151      ,CCC000260296,Concert Band                                                        ,1,Music-100400                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.00,01.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS101      ,CCC000261865,Music History Ancient-Baroque                                       ,1,Music-100400                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ASTR100     ,CCC000263952,Elementary Astronomy                                                ,3,Astronomy-191100                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CBIS141     ,CCC000263965,Microsoft Excel-Comprehensive                                       ,2,Computer Information Systems-070200                                                  ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,WLDT300     ,CCC000264007,Shop Math and Measurement                                           ,2,"Mathematics, General-170100                                                          ",Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,One level below transfer                                                   ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PE167       ,CCC000264280,Basketball                                                          ,1,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,NURS338     ,CCC000265953,Clinical Lab 3                                                      ,1,Licensed Vocational Nursing-123020                                                   ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,08.00,08.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BUS104      ,CCC000266926,Business Organization & Mgmt                                        ,1,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,SPAN111     ,CCC000267475,Intermediate Span Conversation                                      ,1,Spanish-110500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,02.00,02.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PSY113      ,CCC000268914,Theories of Personality                                             ,1,"Psychology, General-200100                                                           ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS104      ,CCC000269037,"Roots of Pop, Rock, Jazz                                            ",1,Music-100400                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,DANC156     ,CCC000271051,Techniques for Stretch                                              ,1,Dance-100800                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ECS322      ,CCC000271529,Admin:Parents as Partners                                           ,1,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,01.00,01.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,COMM106     ,CCC000272048,Argumentation and Debate                                            ,1,Speech Communication-150600                                                          ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,AJ103       ,CCC000272960,Concepts of Criminal Law                                            ,4,Administration of Justice-210500                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ART101      ,CCC000274551,Art Appreciation                                                    ,13,"Fine Arts, General-100100                                                            ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,EMS306      ,CCC000275051,CPR for Healthcare Providers                                        ,3,Emergency Medical Services-125000                                                    ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,00.50,00.50,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PE130       ,CCC000275930,Self Defense                                                        ,1,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HUM104      ,CCC000276279,Western Civilizations to 1650                                       ,2,History-220500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CBIS321     ,CCC000276350,Internet Business Applications                                      ,1,Computer Information Systems-070200                                                  ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HUSV131     ,CCC000279102,Addiction Studies Prac Seminar                                      ,1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ECS100      ,CCC000280012,Child Growth and Development                                        ,10,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,POLSC1000   ,CCC000281451,American Government & Politics                                      ,17,Political Science-220700                                                             ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ET189       ,CCC000282170,Independent Projects                                                ,1,"Engineering Technology, General (requires Trigonometry)-092400                       ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,01.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BUS102      ,CCC000282322,Marketing                                                           ,2,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FT105       ,CCC000282833,Fire Behavior & Combustion                                          ,1,Fire Technology-213300                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PSY106      ,CCC000283674,"Alcohol, Other Drugs, and Addi                                      ",1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FILM111     ,CCC000283770,Intermed Motion Pic/Video Prod                                      ,1,Film Production-061220                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FASH103     ,CCC000283862,Textiles                                                            ,1,Fashion-130300                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ECS116      ,CCC000284736,Teaching in a Diverse Society                                       ,3,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ECS117      ,CCC000286610,Teaching Strategies for Multilingual Learners                       ,1,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HUSV120     ,CCC000288899,Human Services (General) Pract                                      ,1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PHIL101     ,CCC000290116,Survey of Philosophy                                                ,3,Philosophy-150900                                                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CNET119     ,CCC000291041,Fund of DC and AC Circuits Lab                                      ,1,Electronics and Electric Technology-093400                                           ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CBIS337     ,CCC000291052,Presentation Design-PowerPoint                                      ,1,Office Technology/Office Computer Applications-051400                                ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ECON102     ,CCC000291120,Principles of Micro-Economics                                       ,3,Economics-220400                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS126      ,CCC000291299,Intermediate Guitar                                                 ,1,Music-100400                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,AJ111       ,CCC000291466,Criminal Investigation                                              ,2,Administration of Justice-210500                                                     ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PD115       ,CCC000291624,Career Planning                                                     ,1,Career Guidance and Orientation-493010                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,AJ105       ,CCC000292995,Community Relations                                                 ,2,Administration of Justice-210500                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,WLDT308     ,CCC000293098,T.I.G. Welding                                                      ,1,Welding Technology-095650                                                            ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BASK7011    ,CCC000294257,Basic Math                                                          ,2,"Mathematics, General-170100                                                          ",Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Not applicable                                                             ,Elementary and Secondary Basic Skills                                      ,Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,POLS101     ,CCC000294676,Intro to Political Science                                          ,2,Political Science-220700                                                             ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,WLDT106     ,CCC000294875,Beginning Welding                                                   ,2,Welding Technology-095650                                                            ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MATH100     ,CCC000295804,Nature of Modern Mathematics                                        ,8,"Mathematics, General-170100                                                          ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PE133       ,CCC000296367,Beginning Yoga Fitness                                              ,5,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MATH131     ,CCC000299913,College Algebra                                                     ,13,"Mathematics, General-170100                                                          ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HIST102     ,CCC000300582,World Civilizations Since 1500                                      ,1,History-220500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
