District,College,Course ID,Control Number,Course Title,Sections Count,TOP Code,Credit Status,Transfer Status,Maximum Units,Minimum Units,Basic Skills Status,SAM Status,Prior To Transfer Status,Non-Credit Category,General Education Status,Support Status,Term
Lake Tahoe CCD,Lake Tahoe,ESL-564B    ,CCC000560952,ESL High Intermediate                                               ,1,English as a Second Language - Integrated-493087                                     ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Four levels below transfer                                                 ,English as a Second Language (ESL)                                         ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ESL-563A    ,CCC000560954,ESL Low Intermediate                                                ,1,English as a Second Language - Integrated-493087                                     ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Six levels below transfer                                                  ,English as a Second Language (ESL)                                         ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ESL-562A    ,CCC000560955,Esl High Beginning                                                  ,1,English as a Second Language - Integrated-493087                                     ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Seven levels below transfer                                                ,English as a Second Language (ESL)                                         ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ESL-561A    ,CCC000560956,ESL Low Beginning                                                   ,2,English as a Second Language - Integrated-493087                                     ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Eight levels below transfer                                                ,English as a Second Language (ESL)                                         ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,HEA-140B    ,CCC000570713,Emergency Medical Technician (Santa Clara County EMS Approved)      ,6,Emergency Medical Services-125000                                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,08.50,08.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,GEL-114     ,CCC000571398,Introduction to Earth Sciences                                      ,2,Geology-191400                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,COU-100     ,CCC000571514,College Success                                                     ,3,Academic Guidance-493013                                                             ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,EDU-550     ,CCC000574218,Supervised Tutoring                                                 ,1,Supervised Tutoring-493009                                                           ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Not applicable                                                             ,Elementary and Secondary Basic Skills                                      ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FIR-181B    ,CCC000580836,Company Officer 2B: General Administrative Functions                ,1,Fire Technology-213300                                                               ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FIR-181A    ,CCC000580837,Company Officer 2A: Human Resource Management                       ,1,Fire Technology-213300                                                               ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.50,03.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FIR-181E    ,CCC000580838,Company Officer 2E: Wildland Incident Operations                    ,1,Fire Technology-213300                                                               ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,02.50,02.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FIR-181C    ,CCC000580843,Company Officer 2C: Fire Inspections and Investigations             ,1,Fire Technology-213300                                                               ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.50,03.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FIR-172E    ,CCC000582137,Instructor II:Instructional Development                             ,2,Fire Technology-213300                                                               ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,02.50,02.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FIR-172D    ,CCC000582140,Instructor I: Instructional Methodology                             ,3,Fire Technology-213300                                                               ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,02.50,02.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ASL-101     ,CCC000582150,American Sign Language - Level I                                    ,1,Sign Language Interpreting-085010                                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ECE-551     ,CCC000590599,Parenting: the Young Child and the Family Environment               ,1,Parenting and Family Education-130560                                                ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,Parenting                                                                  ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PSY-109     ,CCC000591420,Lifespan Development                                                ,2,"Psychology, General-200100                                                           ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CIS-104     ,CCC000591865,Information and Communication Technologies Essentials - Comptia A+  ,1,Computer Support-070820                                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.50,04.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CIS-105     ,CCC000591866,Network Fundamentals - Comptia Network+                             ,1,Computer Networking-070810                                                           ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.50,04.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PHY-207     ,CCC000591872,General Physics (calculus)- Electricity and Magnetism               ,1,"Physics, General-190200                                                              ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,06.00,06.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-126A    ,CCC000594487,Pickleball 1                                                        ,5,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.75,01.75,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-126B    ,CCC000594488,Pickleball 2                                                        ,4,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.75,01.75,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-126C    ,CCC000594489,Pickleball 3                                                        ,3,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.75,01.75,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,COM-122     ,CCC000596287,Mass Media and Society                                              ,1,Mass Communications-061000                                                           ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-116     ,CCC000596333,Mountain Weather                                                    ,1,Other Education-089900                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CHM-221     ,CCC000604317,Organic Chemistry I                                                 ,1,"Chemistry, General-190500                                                            ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CHM-221L    ,CCC000604318,Organic Chemistry I Lab                                             ,1,"Chemistry, General-190500                                                            ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CUL-103A    ,CCC000604355,Food Safety and Sanitation                                          ,1,Culinary Arts-130630                                                                 ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ENG-159     ,CCC000604356,Expanded Reading and Composition                                    ,3,English-150100                                                                       ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,02.00,02.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,One level below transfer                                                   ,"Not Applicable, Credit course                                              ",Y,Course is a support course                                                 ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,HSP-100     ,CCC000604358,Introduction to Hospitality Management                              ,1,Hospitality-130700                                                                   ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.50,04.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-126D    ,CCC000604370,Pickleball 4                                                        ,4,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.75,01.75,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-126E    ,CCC000604371,Pickleball 5                                                        ,3,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.75,01.75,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-126F    ,CCC000604372,Pickleball 6                                                        ,4,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.75,01.75,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-103     ,CCC000604394,Fundamentals of Wilderness Education and Outdoor Leadership         ,1,Other Education-089900                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.50,04.50,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-105C    ,CCC000604397,Wilderness Navigation                                               ,1,Other Education-089900                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-110B    ,CCC000604398,Leave No Trace Trainer                                              ,1,Other Education-089900                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-200     ,CCC000604467,"Techniques of Instructing, Facilitating, Guiding, and Coaching      ",1,Other Education-089900                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-201     ,CCC000604468,Expedition and Program Planning                                     ,1,Other Education-089900                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-240     ,CCC000604469,Wilderness Education and Outdoor Leadership Capstone                ,1,Other Education-089900                                                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.50,04.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-552     ,CCC000604598,Wellness and Health for Older Adult                                 ,1,Physical Fitness and Body Movement-083510                                            ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,Courses for Older Adults                                                   ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-107A    ,CCC000605617,Wilderness First Aid                                                ,2,Emergency Medical Services-125000                                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-144A    ,CCC000605801,Functional Training 1                                               ,1,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,00.50,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PEF-145A    ,CCC000605804,Post-Physical Therapy Conditioning 1                                ,1,Physical Fitness and Body Movement-083510                                            ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,00.50,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CUL-550     ,CCC000607718,Culinary Boot Camp                                                  ,1,Culinary Arts-130630                                                                 ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,Short-term Vocational Program/Career Techincal                             ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,EVS-101     ,CCC000616202,Environmental Science                                               ,1,Natural Resources-011500                                                             ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,EVS-101L    ,CCC000616203,Environmental Science Lab                                           ,1,Natural Resources-011500                                                             ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.00,01.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,POL-100     ,CCC000616211,Introduction to Political Science                                   ,1,Political Science-220700                                                             ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CIS-135C    ,CCC000616262,Advanced Geographic Information Systems: GIS Web                    ,1,Geographic Information Systems-220610                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.25,01.25,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,WLD-100     ,CCC000616490,Foundations of Recreation Land Management                           ,1,Parks and Outdoor Recreation-011510                                                  ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.50,01.50,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CIS-552     ,CCC000619655,Advanced Geographic Information Systems : WEB GIS (NC)              ,1,Geographic Information Systems-220610                                                ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,Short-term Vocational Program/Career Techincal                             ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ANT-109     ,CCC000624790,Anthropology of Native America                                      ,1,Anthropology-220200                                                                  ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ETH-107     ,CCC000624791,Race and Ethnic Relations                                           ,3,Ethnic Studies-220300                                                                ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,MOA-236A    ,CCC000624798,Principles of ICD Medical Coding                                    ,1,Administrative Medical Assisting-120820                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.50,04.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,MOA-241     ,CCC000624801,Medical Terminology                                                 ,1,Administrative Medical Assisting-120820                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.50,04.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,MUS-556C    ,CCC000624901,Guitar (NC)                                                         ,1,Music-100400                                                                         ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,Courses for Older Adults                                                   ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,MUS-558A    ,CCC000624904,Beginning Rock Ensemble (nc)                                        ,1,Music-100400                                                                         ,Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,Courses for Older Adults                                                   ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ETH-109     ,CCC000625103,Anthropology of Native America                                      ,1,Ethnic Studies-220300                                                                ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FOR-110     ,CCC000630125,Introduction to Forestry                                            ,1,Forestry-011400                                                                      ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FOR-110L    ,CCC000630126,Introduction to Forestry (lab)                                      ,1,Forestry-011400                                                                      ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.25,01.25,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
