,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,083500 - Physical Education                      ,623,,576,162,628,,720,226,713,,752,261,844,,868,,89,
,,083510 - Physical Fitness and Body Movement      ,,,,,,,13,,16,,,,25,,,,4,
,,083520 - Fitness Trainer                         ,12,,,,,,,,,,,,,,,,,
,,083550 - Intercollegiate Athletics               ,225,,254,155,247,,237,156,228,,241,173,252,,285,,4,
,,083700 - Health Education                        ,189,,152,67,165,,177,78,253,,255,99,271,,288,,,
,,085000 - Sign Language                           ,117,,108,,96,,129,,128,,157,,134,,160,,,
,,"090100 - Engineering, General (requires Calculus)",103,,112,,105,,122,,143,,131,,136,,145,,,
,,095600 - Manufacturing and Industrial Technology ,8,,5,,,,27,,12,,,,30,,9,,,
,,095800 - Water and Wastewater Technology         ,33,,27,11,53,,33,25,27,,35,44,50,,57,,,
,,099900 - Other Engineering and Related Industrial,,,,,,,7,,,,13,,13,,23,,,
,,"100100 - Fine Arts, General                      ",232,,286,120,328,,296,128,352,,310,110,333,,298,,,
,,100200 - Art                                     ,62,,111,,89,,119,,86,,140,,82,,143,,,
,,100210 - Painting and Drawing                    ,359,,158,85,266,,195,101,245,,183,89,280,,204,,,
,,100220 - Sculpture                               ,42,,36,,31,,66,,42,,50,,41,,64,,,
,,100230 - Ceramics                                ,3,,2,,4,,2,,5,,7,,4,,,,,
,,100400 - Music                                   ,591,,258,28,501,,321,102,549,,487,136,659,,589,,,
,,100500 - Commercial Music                        ,36,,25,1,22,,54,7,38,,39,3,39,,54,,,
,,100600 - Technical Theater                       ,39,,49,,35,,52,,37,,61,,44,,47,,,
,,100700 - Dramatic Arts                           ,148,,143,36,160,,71,33,211,,100,36,126,,107,,,
,,100800 - Dance                                   ,59,,54,,69,,74,16,107,,134,26,163,,141,,,
,,100910 - Jewelry                                 ,,,10,,9,,8,,18,,13,,24,,19,,,
,,101100 - Photography                             ,,,,,,,,,,,8,,,,22,,,
,,101200 - Applied Photography                     ,33,,,,21,,16,,33,,31,,31,,33,,,
,,110200 - French                                  ,32,,46,,37,,37,,44,,44,,43,,40,,,
,,110500 - Spanish                                 ,211,,174,,115,,129,,203,,164,,190,,178,,,
,,"120100 - Health Occupations, General             ",52,,73,108,65,,121,135,207,,211,179,327,,371,,,
,,120500 - Medical Laboratory Technology           ,63,,69,17,71,,72,23,87,,71,13,78,,108,,,
,,122500 - Radiologic Technology                   ,,,40,,,,16,,,,24,,,,,,,
,,123030 - Certified Nurse Assistant               ,25,,,,10,,14,15,24,,20,14,20,,22,,,
,,125000 - Emergency Medical Services              ,20,,22,,70,,122,,103,,83,,77,,64,,,
,,127000 - Kinesiology                             ,145,,158,35,170,,112,58,192,,161,71,226,,216,,,
,,129900 - Other Health Occupations                ,27,,5,,24,,,,,,,,,,,,,
,,130500 - Child Development/Early Care and Educati,349,,315,122,324,,277,183,303,,275,164,334,,297,,,
,,130520 - Children with Special Needs             ,28,,,,33,,,,38,,,,35,,,,,
,,130540 - Preshool Age Children                   ,56,,10,,23,,16,,35,,42,,42,,45,,,
,,130580 - Child Development Administration and Man,23,,37,,17,,23,,37,,45,,31,,36,,,
,,130590 - Infants and Toddlers                    ,78,,75,,81,,80,,108,,73,,135,,93,,,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",457,,405,83,504,,471,206,559,,426,267,533,,478,,,
,,130800 - Family Studies                          ,90,,75,41,74,,79,38,67,,107,40,74,,81,,,
,,"140100 - Law, General                            ",,,30,,,,29,,,,36,,,,35,,,
,,150100 - English                                 ,"1,542",,"1,242",282,"1,732",,"1,375",348,"1,821",,"1,398",315,"1,798",,"1,460",,,
,,150400 - Classics                                ,313,,333,242,325,,272,242,336,,318,236,318,,144,,,
,,150600 - Speech Communication                    ,961,,858,368,966,,980,435,"1,127",,"1,083",438,"1,114",,"1,053",,,
,,150700 - Creative Writing                        ,54,,48,,41,,58,,95,,39,,37,,37,,,
,,150900 - Philosophy                              ,290,,330,155,306,,302,146,287,,337,143,310,,340,,,
,,159900 - Other Humanities                        ,121,,57,39,84,,106,37,153,,123,72,147,,290,,,
,,"160100 - Library Science, General                ",12,,,,27,,19,17,19,,83,28,43,,69,,,
,,"170100 - Mathematics, General                    ","1,811",,"1,389",251,"1,454",,"1,413",324,"1,476",,"1,364",300,"1,808",,"1,546",,,
,,170200 - Mathematics Skills                      ,10,,12,,,,,,6,,,,,,,,,
,,"190100 - Physical Sciences, General              ",,,,,,,,,,,,,30,,,,,
,,"190200 - Physics, General                        ",244,,159,50,212,,191,41,271,,265,75,258,,320,,,
,,"190500 - Chemistry, General                      ",514,,389,106,473,,509,106,553,,508,122,579,,545,,,
,,191100 - Astronomy                               ,365,,289,110,331,,285,105,342,,340,123,325,,303,,,
,,191400 - Geology                                 ,75,,44,,17,,16,,53,,29,,33,,32,,,
,,191900 - Oceangraphy                             ,,,,,,,,,,,,,30,,,,,
,,193000 - Earth Science                           ,136,,132,37,123,,119,38,153,,131,40,154,,136,,,
,,"200100 - Psychology, General                     ","1,225",,"1,071",293,"1,299",,"1,043",364,"1,336",,"1,195",373,"1,329",,"1,304",,,
,,210400 - Human Services                          ,182,,228,27,200,,223,34,235,,308,38,177,,198,,,
,,210500 - Administration of Justice               ,251,,218,4,303,,175,24,286,,225,14,321,,250,,,
,,210510 - Corrections                             ,7,,,,,,,,,,,,,,,,,
,,213300 - Fire Technology                         ,,,,,,,,,,,,,69,,128,,,
,,220130 - Social Justice Studies                  ,,,,,,,,,5,,,,,,,,,
,,220200 - Anthropology                            ,642,,511,141,587,,512,151,608,,639,194,644,,633,,,
,,220220 - Archaeology                             ,20,,18,,22,,10,,32,,14,,28,,20,,,
,,220300 - Ethnic Studies                          ,56,,204,73,225,,241,77,434,,603,219,654,,625,,,
,,220400 - Economics                               ,436,,382,189,492,,513,184,649,,816,252,761,,855,,,
,,220500 - History                                 ,680,,617,275,734,,716,354,894,,848,351,809,,799,,,
,,220600 - Geography                               ,275,,230,42,211,,135,41,251,,194,67,210,,210,,,
,,220610 - Geographic Information Systems          ,,,,,,,,,,,,,14,,,,,
,,220700 - Political Science                       ,360,,204,88,299,,298,107,272,,264,110,325,,311,,,
,,220800 - Sociology                               ,293,,242,111,259,,163,116,293,,264,121,275,,280,,,
,,493010 - Career Guidance and Orientation         ,29,,29,,39,,37,,37,,35,,75,,36,,,
,,493012 - Job Seeking/Changing Skills             ,52,,64,,54,,62,,73,,134,,121,,117,,,
,,493013 - Academic Guidance                       ,16,,,,,,,,16,,,,19,,,,,
,,493014 - Study Skills                            ,215,,178,57,191,,198,69,257,,202,102,287,,198,,,
,,493084 - English as a Second Language - Writing  ,103,,109,,69,,95,,124,,108,,111,,133,,,
,,493086 - English as a Second Language - Listening,,,21,,25,,31,,30,,22,,24,,34,,,
,,493200 - General Work Experience                 ,7,,5,9,11,,9,5,6,,14,8,16,,18,,,
,Credit - Not Degree Applicable                     Total,,"1,315",,855,51,"1,227",,937,44,"1,285",,"1,384",34,"1,699",,"1,507",15,135,
,,100500 - Commercial Music                        ,,,7,,,,,,,,,,,,,,,
,,127000 - Kinesiology                             ,98,,2,,113,,73,,103,,100,,108,,88,,94,
,,150100 - English                                 ,468,,280,,385,,230,,348,,242,,384,,228,,,
,,152000 - Reading                                 ,4,,18,,12,,8,,15,,,,,,,,,
,,"170100 - Mathematics, General                    ",70,,72,28,112,,83,,70,,56,,97,,65,15,41,
,,170200 - Mathematics Skills                      ,327,,182,23,266,,247,44,240,,264,34,375,,300,,,
,,493014 - Study Skills                            ,70,,74,,90,,54,,59,,51,,67,,60,,,
,,493084 - English as a Second Language - Writing  ,129,,119,,148,,131,,247,,356,,341,,407,,,
,,493086 - English as a Second Language - Listening,77,,60,,67,,68,,103,,166,,140,,185,,,
,,493087 - English as a Second Language - Integrate,69,,40,,34,,43,,100,,149,,187,,174,,,
,,493200 - General Work Experience                 ,3,,1,,,,,,,,,,,,,,,
