,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Folsom Lake Total,,,"20,500",,"17,641","4,874","20,295",,"18,823","5,937","23,232",,"22,253","6,611","25,043",,"23,752",15,362,
,Credit - Degree Applicable                         Total,,"19,185",,"16,786","4,823","19,068",,"17,886","5,893","21,947",,"20,869","6,577","23,344",,"22,245",,227,
,,"010100 - Agriculture Technology and Sciences, Gen",10,,,6,,,,7,,,,,,,,,,
,,"010400 - Viticulture, Enology, and Wine Business ",17,,25,,39,,43,8,43,,44,18,47,,68,,,
,,030100 - Environmental Science                   ,53,,16,,29,,22,,26,,22,,33,,22,,,
,,030300 - Environmental Technology                ,2,,1,,,,,,,,,,,,,,,
,,"040100 - Biology, General                        ",301,,221,31,225,,230,17,354,,249,44,300,,259,,130,
,,"040200 - Botany, General                         ",22,,25,,19,,21,,22,,24,,26,,25,,,
,,040300 - MicroBiology                            ,134,,138,,161,,129,,167,,178,,144,,195,,,
,,"040700 - Zoology, General                        ",21,,19,,19,,20,,11,,27,,21,,30,,,
,,041000 - Anatomy and Physiology                  ,261,,228,35,227,,246,16,232,,237,82,226,,250,,,
,,"050100 - Business and Commerce, General          ",376,,486,72,480,,432,102,705,,525,140,610,,605,,,
,,050200 - Accounting                              ,366,,410,74,416,,387,84,445,,505,89,551,,565,,,
,,050500 - Business Administration                 ,153,,170,4,163,,188,100,254,,226,70,339,,245,,,
,,050600 - Business Management                     ,152,,132,24,145,,230,30,183,,233,32,240,,176,,,
,,050800 - International Business and Trade        ,90,,21,,24,,,,,,,,,,,,,
,,050900 - Marketing and Distribution              ,34,,80,26,74,,48,36,31,,111,38,34,,30,,,
,,050940 - Sales and Salesmanship                  ,13,,,,8,,,,,,,,,,,,,
,,050970 - E-Commerce (Business emphasis)          ,,,7,,,,19,,,,23,,,,25,,,
,,051100 - Real Estate                             ,125,,113,,134,,90,,136,,84,,124,,80,,,
,,051400 - Office Technology/Office Computer Applic,55,,66,25,95,,72,20,128,,106,28,129,,107,,,
,,"060100 - Media and Communications, General       ",34,,78,,65,,34,39,36,,18,31,48,,88,,,
,,061200 - Film Studies                            ,156,,94,99,192,,224,105,335,,338,137,360,,349,,,
,,061210 - Film History and Criticism              ,35,,24,31,31,,19,31,38,,28,,24,,37,,,
,,061420 - Electronic Game Design                  ,,,,,,,15,,,,,,,,,,,
,,"070100 - Information Technology, General         ",171,,178,81,151,,173,124,133,,190,125,184,,151,,,
,,070200 - Computer Information Systems            ,,,,,8,,,,,,,,,,,,,
,,070210 - Software Applications                   ,159,,180,56,100,,88,35,85,,107,38,89,,88,,,
,,070700 - Computer Software Development           ,,,,,,,11,,22,,14,,14,,35,,,
,,070710 - Computer Programming                    ,578,,523,239,705,,669,244,770,,705,239,783,,728,,,
,,070810 - Computer Networking                     ,,,38,,,,33,,11,,43,,39,,43,,,
