,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
West Valley Total,,,"18,454","1,756","15,945","4,663","17,827","1,702","16,787","4,634","19,517","1,800","18,460","5,490","20,138","2,089","19,786","6,019","21,100","2,176"
,Credit - Degree Applicable                         Total,,"17,916","1,711","15,687","4,617","17,434","1,674","16,535","4,622","19,078","1,800","18,205","5,490","19,845","2,089","19,555","6,019","20,821","2,176"
,,010910 - Landscape Design and Maintenance        ,,,,,25,,14,,24,,17,,30,,29,,24,
,,011500 - Natural Resources                       ,184,23,214,,199,32,176,,228,32,228,,251,30,270,7,252,32
,,020100 - Architecture and Architectural Technolog,248,,204,78,264,,298,85,313,,281,111,318,,339,129,355,
,,020110 - Landscape Architecture (Transfer)       ,,,15,,,,,,,,,,,,,,,
,,029900 - Other Architecture and Environmental Des,,,12,,,,14,,,,14,,,,12,,,
,,030100 - Environmental Science                   ,13,,,,,,,,,,,,15,,,,17,
,,"040100 - Biology, General                        ",671,42,619,211,707,41,645,188,698,36,739,166,776,50,696,166,798,58
,,"040200 - Botany, General                         ",30,,32,,23,,32,,30,,32,,31,,33,,33,
,,040300 - MicroBiology                            ,88,,39,,35,,20,,28,,32,,29,,30,,34,
,,"040700 - Zoology, General                        ",60,,87,,47,,72,,63,,76,,60,,80,,60,
,,040800 - Natural History                         ,26,,,11,14,,,11,25,,,13,17,,,11,28,
,,041000 - Anatomy and Physiology                  ,148,,140,18,148,,151,29,160,,177,14,184,,196,14,179,
,,"050100 - Business and Commerce, General          ",341,39,192,37,362,33,308,66,393,35,309,90,413,36,366,109,445,35
,,050200 - Accounting                              ,331,47,299,128,270,68,297,139,312,76,341,198,390,68,407,164,369,109
,,050500 - Business Administration                 ,143,30,156,35,145,33,134,42,165,40,182,34,166,34,136,75,202,35
,,050630 - Management Development and Supervision  ,27,,11,,35,,,,32,,33,,26,,22,,52,
,,050640 - Small Business and Entrepreneurship     ,21,,9,,11,,13,,19,,19,,19,,88,,,
,,050900 - Marketing and Distribution              ,18,,16,16,16,,21,29,19,,34,34,14,,31,37,20,
