,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,050910 - Advertising                             ,,,,,,,17,,,,,,,,24,,,
,,050940 - Sales and Salesmanship                  ,,,10,,,,15,,,,16,,,,32,,,
,,051100 - Real Estate                             ,180,,161,65,127,,100,76,132,,77,23,53,,64,85,94,
,,051400 - Office Technology/Office Computer Applic,60,25,62,44,113,32,39,35,78,35,30,35,64,35,46,32,64,30
,,051430 - Court Reporting                         ,3,,2,,4,,8,4,15,,12,4,,,,,,
,,051600 - Labor and Industrial Relations          ,31,,,,,,,,,,,,,,,,,
,,061200 - Film Studies                            ,135,,131,,182,32,251,,239,35,279,,442,192,376,65,444,168
,,061220 - Film Production                         ,80,,58,,59,,70,,77,,83,,79,,93,11,71,
,,061400 - Digital Media                           ,60,,65,,53,,52,,,,,,,,,,,
,,061410 - Multimedia                              ,27,,34,,,,,,,,,,,,,,,
,,061430 - Website Design and Development          ,94,28,106,36,123,27,134,35,84,,95,35,119,27,104,31,118,31
,,061440 - Animation                               ,27,,32,,29,,36,,34,,32,,31,,27,,30,
,,061460 - Computer Graphics and Digital Imagery   ,14,,22,,12,,10,26,,,,,,,,,,
,,"070100 - Information Technology, General         ",47,,31,28,71,,45,30,95,,79,60,88,,53,56,70,
,,070210 - Software Applications                   ,62,,61,51,77,,58,28,73,,46,31,51,,58,23,66,
,,070710 - Computer Programming                    ,150,,155,65,137,,211,53,156,,139,63,135,,144,53,114,
,,"080100 - Education, General                      ",,,38,,,,30,,34,,,,,,,,,
,,083500 - Physical Education                      ,673,12,686,261,937,46,907,252,"1,024",62,941,226,885,29,958,172,953,37
,,083510 - Physical Fitness and Body Movement      ,118,,116,117,114,,102,125,117,,122,106,143,,172,136,232,
,,083520 - Fitness Trainer                         ,53,,14,17,40,,10,20,76,,,9,58,,,28,81,
,,083550 - Intercollegiate Athletics               ,145,98,205,120,146,102,321,127,241,90,328,171,326,109,307,175,231,90
,,083560 - Coaching                                ,50,,26,,,,,,,,,,,,,,,
,,083570 - Aquatics and Lifesaving                 ,,11,,,,7,,,,10,,,,8,,,,12
,,083700 - Health Education                        ,68,78,75,56,47,29,25,32,51,34,33,38,72,30,62,23,62,29
,,"090100 - Engineering, General (requires Calculus)",136,,119,51,153,,141,48,135,,171,28,151,,206,31,172,
,,095000 - Aeronautical and Aviation Technology    ,42,,7,,53,,18,,48,,13,,69,,16,,72,
,,095910 - Diving and Underwater Safety            ,40,,,,32,,,,35,,,,28,,44,,60,
,,"100100 - Fine Arts, General                      ",251,110,262,151,309,129,259,181,377,149,295,207,363,136,290,201,351,105
,,100200 - Art                                     ,166,,160,,164,,167,,175,,173,,171,,205,,171,
,,100210 - Painting and Drawing                    ,48,,48,,48,,50,,69,,57,,66,,60,,67,
,,100220 - Sculpture                               ,15,,14,,14,,16,,20,,20,,18,,15,,20,
,,100230 - Ceramics                                ,50,,48,,51,,74,,61,,79,,59,,75,,60,
,,100400 - Music                                   ,430,,416,46,588,83,560,94,694,112,623,109,668,87,639,128,807,57
,,100500 - Commercial Music                        ,104,,86,,116,,79,,94,,91,,109,,91,,127,
,,100600 - Technical Theater                       ,27,,50,28,27,,25,23,30,,46,21,41,,38,15,40,
,,100700 - Dramatic Arts                           ,451,144,384,121,386,128,341,112,369,95,301,131,217,,205,52,240,
,,100800 - Dance                                   ,36,,39,,21,,31,,,,30,,12,,41,,10,
,,100810 - Commercial Dance                        ,33,,42,,79,,119,,123,,136,,112,,142,,139,
,,100900 - Applied Design                          ,,,,,,,12,,11,,,,16,,6,,23,
,,101100 - Photography                             ,23,23,30,23,27,30,25,,37,,,,33,,,,39,
,,101200 - Applied Photography                     ,48,,58,,46,,52,,54,,50,,52,,52,,48,
,,103000 - Graphic Art and Design                  ,,,,,,,,,87,,143,31,137,,206,,129,
,,109900 - Other Fine and Applied Arts             ,21,,26,,17,,20,,18,,71,,21,,83,,17,
,,110200 - French                                  ,59,,48,,38,,48,,57,,51,,85,,80,,75,
,,110300 - German                                  ,14,,16,,13,,14,,21,,22,,,,,,12,
,,110400 - Italian                                 ,31,,26,,24,,13,,30,,25,,40,,46,,53,
,,110500 - Spanish                                 ,94,,65,,80,,76,,89,,95,,98,,103,,74,
,,110800 - Japanese                                ,27,,28,,28,,27,,23,,26,,26,,27,,28,
,,119900 - Other Foreign Languages                 ,49,,39,,48,,43,,39,,40,,24,,40,29,23,
,,"120100 - Health Occupations, General             ",124,,178,,122,,140,57,115,,176,65,151,,234,80,159,
,,120800 - Medical Assisting                       ,70,2,87,16,72,3,59,7,95,1,77,12,109,,103,16,129,4
,,120810 - Clinical Medical Assisting              ,22,,,,21,,,,,,,,,,,,,
,,120820 - Administrative Medical Assisting        ,22,,19,,16,,4,,17,,21,,24,,12,,25,
,,125000 - Emergency Medical Services              ,28,,14,,30,,20,,28,,18,,31,,15,,37,
,,"126000 - Health Professions, Transfer Core Curric",44,,83,35,52,,70,38,82,,87,35,70,,107,39,82,
,,127000 - Kinesiology                             ,34,,,,47,,61,,68,,89,,94,,116,,89,
,,130200 - Interior Design and Merchandising       ,399,,365,26,372,,333,18,345,,309,17,327,,332,20,326,
,,130310 - Fashion Design                          ,222,,193,,234,,255,21,273,,280,,330,,316,,357,
,,130500 - Child Development/Early Care and Educati,468,,335,111,382,,421,115,545,,504,125,525,,595,180,586,
,,130520 - Children with Special Needs             ,35,,34,,29,,58,,37,,55,58,22,,68,35,20,
,,130580 - Child Development Administration and Man,42,,,,29,,32,,29,,11,,28,,25,22,30,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",109,30,120,45,100,26,73,30,160,35,155,68,144,55,141,59,137,52
,,140200 - Paralegal                               ,286,,291,58,221,,237,56,229,,242,44,293,,393,32,404,
,,150100 - English                                 ,"1,522",,"1,183",292,"1,520",,"1,329",302,"1,521",,"1,335",437,"1,622",,"1,323",531,"1,547",
,,150600 - Speech Communication                    ,752,102,633,73,764,48,813,93,816,93,804,104,927,130,771,137,933,157
,,150700 - Creative Writing                        ,32,,32,,31,,35,,36,,58,,35,,56,,33,
,,150900 - Philosophy                              ,121,47,117,60,118,36,102,30,162,33,135,38,115,36,98,37,101,27
,,159900 - Other Humanities                        ,53,17,72,71,,,,,21,35,25,,22,,28,,29,
,,169900 - Other Library Science                   ,35,,23,,24,,27,,22,,14,,21,,33,,28,
,,"170100 - Mathematics, General                    ","1,988",,"1,585",662,"1,904",,"1,727",654,"2,095",,"1,880",957,"2,230",,"1,865",972,"2,148",
,,170200 - Mathematics Skills                      ,,,,5,,5,,,,,,,,,,,,
,,"190100 - Physical Sciences, General              ",29,,17,,30,,21,,29,,31,,32,,25,,13,
,,"190200 - Physics, General                        ",188,,192,90,147,,196,89,177,,237,105,208,,276,126,242,
,,"190500 - Chemistry, General                      ",347,,252,65,329,,296,80,374,,362,99,396,,364,84,397,
,,191100 - Astronomy                               ,114,,82,14,116,,115,27,125,,85,42,91,,99,20,122,
,,191400 - Geology                                 ,105,,106,31,68,31,111,48,112,31,114,73,108,33,156,55,120,30
,,191900 - Oceangraphy                             ,29,,30,,29,,44,,26,,50,,27,,21,,20,
,,"200100 - Psychology, General                     ",624,56,410,75,558,41,435,101,622,39,471,136,565,61,486,171,559,75
,,210500 - Administration of Justice               ,380,65,306,54,317,56,258,60,350,61,307,59,359,74,398,76,482,74
,,220110 - Women's Studies                         ,51,30,46,19,63,,49,25,52,29,51,33,54,30,32,31,49,28
,,220130 - Social Justice Studies                  ,15,,21,3,48,,130,81,140,27,241,161,446,142,474,245,559,179
,,220200 - Anthropology                            ,216,83,208,103,244,66,226,91,225,64,266,93,264,118,229,94,225,94
,,220220 - Archaeology                             ,31,,17,,22,,21,,28,,37,,36,,25,,36,
,,220300 - Ethnic Studies                          ,,,,,,,,,16,,,,,,,,,
,,220400 - Economics                               ,680,72,658,151,353,33,360,101,386,36,379,137,386,29,398,181,419,95
,,220500 - History                                 ,501,96,399,89,454,108,382,118,482,104,424,128,480,133,496,163,574,136
,,220600 - Geography                               ,152,44,162,82,152,32,119,50,175,35,176,65,134,35,134,54,122,59
,,220610 - Geographic Information Systems          ,10,,36,,12,,37,,10,,51,,13,,47,,38,
,,220700 - Political Science                       ,383,118,355,128,396,124,329,148,396,127,412,167,370,140,376,170,344,133
,,220800 - Sociology                               ,442,116,469,133,394,128,354,105,416,125,386,109,350,115,404,110,404,117
,,493010 - Career Guidance and Orientation         ,462,69,282,203,515,55,303,133,407,54,364,97,392,56,351,171,385,56
,,493011 - Interpersonal Skills                    ,77,20,90,40,85,30,58,49,69,30,57,31,61,31,51,49,44,28
,,493013 - Academic Guidance                       ,,,,,,,,,,,,,,,29,,,
,,493014 - Study Skills                            ,,,,,,,,,,,,,,,29,,49,
,,"493032 - Learning Skills, Learning Disabled      ",19,,7,,16,,,,23,,29,,22,,22,,29,
,,493072 - Leadership Skills Development           ,14,34,8,66,,,,,,,,,,,,,,
,,493084 - English as a Second Language - Writing  ,5,,6,,21,,17,,,,,,10,,16,,8,
,,493085 - English as a Second Language - Reading  ,,,13,,14,,14,,,,,,,,,,,
,,493086 - English as a Second Language - Listening,10,,,,9,,17,,6,,10,,7,,10,,12,
,,493200 - General Work Experience                 ,3,,5,3,20,,1,5,5,,6,7,13,,11,1,14,4
,Credit - Not Degree Applicable                     Total,,538,45,258,46,393,28,252,12,439,,255,,293,,231,,279,
,,150100 - English                                 ,140,,17,,82,,24,,119,,31,,92,,39,,71,
,,"170100 - Mathematics, General                    ",206,25,109,43,131,27,82,12,145,,73,,70,,84,,103,
,,170200 - Mathematics Skills                      ,,20,,3,,1,,,,,,,,,,,,
,,"493030 - Learning Skills, Handicapped            ",32,,16,,6,,,,25,,12,,15,,8,,19,
,,"493032 - Learning Skills, Learning Disabled      ",13,,,,,,,,,,,,,,,,,
,,493084 - English as a Second Language - Writing  ,56,,36,,59,,39,,85,,77,,74,,58,,50,
,,493085 - English as a Second Language - Reading  ,39,,41,,46,,50,,,,,,,,,,,
,,493086 - English as a Second Language - Listening,52,,39,,69,,57,,65,,62,,42,,42,,36,
