,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,120800 - Medical Assisting                       ,261,,267,65,287,,326,74,320,,320,96,283,,350,124,380,
,,123010 - Registered Nursing                      ,386,,316,,364,,371,,373,,396,,415,,433,77,400,
,,123030 - Certified Nurse Assistant               ,,,5,,,,8,,,,,6,11,,6,14,14,
,,125000 - Emergency Medical Services              ,92,,72,,,,15,,54,,44,,46,,46,,48,
,,125100 - Paramedic                               ,,,,,,,,,38,,38,19,85,,44,21,63,
,,127000 - Kinesiology                             ,65,,89,25,77,,151,21,82,,161,14,104,,124,42,149,
,,130500 - Child Development/Early Care and Educati,382,,346,,434,,360,,428,,526,40,542,,503,100,626,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",30,,31,,32,,33,,40,,34,32,36,,34,55,36,
,,130630 - Culinary Arts                           ,120,,84,10,120,,152,13,153,,151,24,164,,190,20,168,
,,150100 - English                                 ,"1,168",,923,195,"1,147",,"1,054",287,"1,203",,"1,091",276,"1,449",,"1,198",349,"1,379",
,,150600 - Speech Communication                    ,676,,635,392,676,,775,384,685,,723,463,873,,757,483,807,
,,150700 - Creative Writing                        ,23,,15,,18,,15,,22,,26,,30,,25,,28,
,,150900 - Philosophy                              ,193,,195,110,206,,258,137,215,,246,150,213,,219,135,111,
,,159900 - Other Humanities                        ,154,,134,62,166,,160,49,172,,193,63,196,,175,40,116,
,,"160100 - Library Science, General                ",13,,25,,26,,28,14,35,,30,25,50,,19,24,40,
,,"170100 - Mathematics, General                    ","1,370",,"1,305",607,"1,602",,"1,466",640,"1,675",,"1,359",720,"1,906",,"1,430",711,"1,993",
,,"190200 - Physics, General                        ",156,,127,92,166,,204,112,224,,220,109,266,,296,93,324,
,,"190500 - Chemistry, General                      ",291,,273,53,328,,281,63,317,,334,75,373,,394,81,395,
,,191100 - Astronomy                               ,107,,85,,95,,105,,81,,94,,126,,95,,140,
,,191400 - Geology                                 ,,,14,,,,,,,,,,,,,,,
,,"200100 - Psychology, General                     ",761,,685,353,743,,800,388,822,,917,476,893,,"1,088",587,"1,124",
,,210400 - Human Services                          ,78,,129,,83,,108,,101,,145,,82,,153,,147,
,,210500 - Administration of Justice               ,137,,47,,137,,80,,140,,96,,123,,92,,158,
,,"220100 - Social Sciences, General                ",14,,,22,,,,15,28,,,23,,,,29,,
,,"220140 - Gay, Lesbian, Bisexual and Transgender S",13,,,,,,37,,,,30,,,,29,,,
,,220200 - Anthropology                            ,433,,292,104,420,,335,84,400,,365,91,350,,375,86,414,
,,220300 - Ethnic Studies                          ,498,,416,50,544,,465,87,550,,475,192,533,,572,187,702,
,,220400 - Economics                               ,131,,168,104,171,,153,117,175,,177,119,201,,207,126,232,
,,220500 - History                                 ,179,,181,103,190,,169,113,185,,227,114,184,,283,128,248,
,,220600 - Geography                               ,97,,95,47,99,,107,36,115,,82,54,84,,91,55,111,
,,220700 - Political Science                       ,121,,154,63,133,,114,57,155,,178,52,157,,182,85,167,
,,220800 - Sociology                               ,326,,295,95,252,,235,87,259,,270,99,258,,250,100,309,
,,493013 - Academic Guidance                       ,557,,340,126,438,,369,111,487,,422,178,505,,441,197,515,
,,493084 - English as a Second Language - Writing  ,77,,48,,52,,29,,18,,31,,21,,26,,34,
,,493085 - English as a Second Language - Reading  ,29,,9,,20,,19,,15,,28,,19,,12,,15,
,,493086 - English as a Second Language - Listening,40,,17,,37,,23,,44,,22,,30,,28,,45,
,,493087 - English as a Second Language - Integrate,38,,43,,26,,34,,27,,42,,30,,25,,13,
,,493200 - General Work Experience                 ,51,,48,,36,,74,,84,,85,16,44,,48,13,65,
,,499900 - Other Interdisciplinary Studies         ,,,,,,,,,,,,,18,,,,,
,Credit - Not Degree Applicable                     Total,,312,,239,121,154,,156,130,172,,189,155,230,,278,202,189,
,,060200 - Journalism                              ,,,,,,,,,,,,,19,,,,,
,,083500 - Physical Education                      ,8,,6,2,21,,23,5,37,,28,2,69,,62,15,54,
,,123010 - Registered Nursing                      ,,,5,9,,,14,10,,,,9,,,,27,,
,,125000 - Emergency Medical Services              ,9,,,,,,,34,7,,34,31,9,,87,42,6,
,,130500 - Child Development/Early Care and Educati,,,18,,,,,18,,,,16,,,,19,,
,,130630 - Culinary Arts                           ,,,,18,,,,20,,,,35,,,,22,,
,,150100 - English                                 ,23,,20,33,15,,16,16,23,,27,21,,,,20,,
,,"170100 - Mathematics, General                    ",103,,87,59,,,,27,,,,35,,,,41,19,
,,"493032 - Learning Skills, Learning Disabled      ",18,,10,,11,,13,,14,,10,,16,,14,,12,
,,493084 - English as a Second Language - Writing  ,24,,25,,19,,29,,16,,27,,18,,28,,11,
,,493085 - English as a Second Language - Reading  ,36,,19,,22,,27,,7,,27,5,23,,30,10,17,
,,493086 - English as a Second Language - Listening,49,,26,,35,,15,,35,,23,,41,,33,4,36,
,,493087 - English as a Second Language - Integrate,42,,23,,31,,19,,33,,13,1,35,,24,2,34,
