,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Mt San Antonio Total,,,"72,154","17,743","62,894","18,455","74,131","19,680","67,185","20,318","81,910","23,361","71,693","23,009","84,069","24,732","71,604","24,064","83,517","25,335"
,Credit - Degree Applicable                         Total,,"69,017","17,341","60,659","17,833","71,098","19,347","64,888","19,690","79,190","22,969","69,645","22,397","81,367","24,358","69,456","23,489","81,436","25,100"
,,"010100 - Agriculture Technology and Sciences, Gen",92,27,85,28,95,29,97,41,100,37,86,42,102,34,87,43,114,36
,,010200 - Animal Science                          ,372,,435,7,297,,312,,321,38,360,47,495,92,523,34,767,60
,,010210 - Veterinary Technician (Licensed)        ,595,99,512,113,606,134,667,90,663,112,634,81,678,88,597,91,455,87
,,010240 - Equine Science                          ,38,,72,,33,,51,,67,,68,,60,23,76,24,71,20
,,010300 - Plant Science                           ,24,,18,,26,,23,,23,,25,,26,,26,,28,
,,010310 - Agricultural Pest Control Adviser and Op,22,,12,,18,,20,,22,,17,,17,,13,,19,
,,010900 - Horticulture                            ,204,52,135,59,187,61,157,63,200,65,205,51,222,57,176,30,210,31
,,010910 - Landscape Design and Maintenance        ,119,,75,,112,,106,,122,,83,,91,,86,,107,
,,010930 - Nursery Technology                      ,,,16,,,,24,,,,25,,,,22,,,
,,010940 - Turfgrass Technology                    ,20,,22,,11,,15,,10,,18,,12,,24,,8,
,,011510 - Parks and Outdoor Recreation            ,,,17,,,,8,,,,10,,,,8,,,
,,011600 - Agricultural Power Equipment Technology ,22,,20,,34,,16,,41,,18,,42,,13,,17,
,,020100 - Architecture and Architectural Technolog,371,68,398,74,408,69,386,76,418,79,377,115,455,76,393,70,423,73
,,029900 - Other Architecture and Environmental Des,25,,21,,25,,,,36,,29,,30,,21,,27,
,,030300 - Environmental Technology                ,,,6,,9,2,1,1,,,7,,11,,,,12,
,,"040100 - Biology, General                        ","1,957",313,"1,901",318,"2,051",296,"2,063",272,"2,329",347,"2,080",296,"2,332",385,"2,363",375,"2,430",399
,,"040200 - Botany, General                         ",,,13,,,,15,,,,19,,,,14,,,
,,040300 - MicroBiology                            ,259,61,289,108,291,77,227,96,324,90,313,91,316,71,308,89,324,89
,,"040700 - Zoology, General                        ",,,,,14,,,,9,,,,10,,,,10,
,,041000 - Anatomy and Physiology                  ,846,153,823,173,885,211,959,205,978,227,"1,012",197,908,235,965,227,991,243
,,049900 - Other Biological Sciences               ,26,,,,27,,,,16,,,,26,,,,21,
,,"050100 - Business and Commerce, General          ",22,,,,5,,1,,5,1,2,,1,,1,2,2,
,,050200 - Accounting                              ,"1,116",132,"1,100",325,"1,118",220,"1,184",400,"1,340",293,"1,195",488,"1,437",301,"1,265",499,"1,439",343
,,050210 - Tax Studies                             ,,37,29,,,34,29,,,53,42,,,51,39,,,41
,,050400 - Banking and Finance                     ,339,108,402,121,338,119,407,134,359,138,468,146,354,200,487,154,560,256
,,050600 - Business Management                     ,"1,067",475,981,405,"1,288",537,"1,097",467,"1,274",604,"1,200",532,"1,258",638,"1,137",567,"1,508",672
,,050640 - Small Business and Entrepreneurship     ,97,,75,31,99,,74,29,98,,73,30,87,,84,29,98,
,,050650 - Retail Store Operations and Management  ,11,,24,10,32,,10,,23,,12,,18,,11,,27,
,,050800 - International Business and Trade        ,89,,74,33,71,,69,40,60,23,83,49,85,26,68,61,88,43
,,050900 - Marketing and Distribution              ,87,57,139,46,123,48,176,44,161,79,210,84,190,96,157,66,186,78
,,050910 - Advertising                             ,29,,32,,27,,29,,21,,30,,23,,21,21,30,26
,,051000 - Logistics and Materials Transportation  ,39,,22,,25,,26,,22,,20,,27,,18,11,30,11
,,051100 - Real Estate                             ,419,86,309,81,398,82,362,84,299,116,325,107,408,95,280,95,371,120
,,051400 - Office Technology/Office Computer Applic,37,,31,,26,,40,,34,,23,,22,,17,,18,
,,051600 - Labor and Industrial Relations          ,82,47,97,64,104,33,104,54,107,51,119,88,149,56,114,79,151,57
,,"060100 - Media and Communications, General       ",114,,106,28,56,27,76,33,52,35,47,32,76,30,55,32,91,27
,,060200 - Journalism                              ,55,,62,,35,,58,,69,,37,,59,,90,,72,
,,060400 - Radio and Television                    ,144,11,158,47,233,51,188,32,184,60,225,31,231,43,187,31,272,33
,,060410 - Radio                                   ,36,,40,,38,,55,,84,,89,,84,,105,,83,
,,060420 - Television (including combined TV/Film/V,261,22,272,37,329,36,287,20,246,24,249,9,278,,262,,290,1
,,060430 - Broadcast Journalism                    ,7,,,,10,,,,,,,,19,,,,,
,,061410 - Multimedia                              ,25,,40,,14,,13,,13,,13,,9,,9,,12,
,,061420 - Electronic Game Design                  ,38,22,37,26,39,21,41,20,63,17,32,9,58,13,21,16,45,
,,061430 - Website Design and Development          ,,,,,1,,1,,,,1,,1,,,,1,
,,061440 - Animation                               ,400,36,438,34,572,66,502,57,593,66,510,44,551,62,466,54,509,85
,,069900 - Other Media and Communications          ,187,59,173,44,190,34,136,35,181,47,172,37,222,45,174,73,210,35
,,070200 - Computer Information Systems            ,554,196,594,205,637,176,651,228,653,225,614,171,578,198,497,162,479,142
,,070210 - Software Applications                   ,58,,90,,93,,153,,119,33,148,26,83,34,73,27,100,27
,,070710 - Computer Programming                    ,870,111,873,156,902,94,834,96,940,94,999,148,"1,046",60,894,149,750,144
,,070720 - Database Design and Administration      ,169,,154,,208,,162,,161,,262,,228,51,109,43,136,57
,,070730 - Computer Systems Analysis               ,64,,67,,54,,59,,102,,73,,49,,56,,40,
,,070800 - Computer Infrastructure and Support     ,271,54,277,28,260,47,263,29,338,88,370,27,354,58,360,58,308,44
,,070810 - Computer Networking                     ,136,,158,4,139,,118,,185,,192,,302,,215,34,228,41
,,070900 - World Wide Web Administration           ,32,,94,,97,,79,,100,,97,,91,,57,,66,
,,079900 - Other Information Technology            ,26,,18,,,,47,,54,,,,59,,,,55,
,,"080100 - Education, General                      ",48,,15,,50,,32,,52,,53,,64,,30,,43,
,,080900 - Special Education                       ,28,8,22,16,25,8,21,,,,,,,,,,,
,,083500 - Physical Education                      ,"2,044",586,"1,968",619,"2,341",701,"2,343",859,"2,510",839,"2,526",835,"2,666",825,"2,549",779,"2,655",835
,,083520 - Fitness Trainer                         ,515,112,428,131,522,120,485,171,560,147,510,174,608,148,500,135,551,157
,,083550 - Intercollegiate Athletics               ,"1,189",382,638,509,"1,232",415,735,594,"1,257",430,726,598,"1,237",431,783,516,"1,208",467
,,083560 - Coaching                                ,95,,81,,89,,85,,97,,76,,79,,75,,65,
,,083700 - Health Education                        ,89,48,67,58,108,57,87,87,156,93,81,87,68,105,64,91,86,89
,,085010 - Sign Language Interpreting              ,656,216,619,130,959,305,640,110,966,419,664,117,927,381,603,126,909,282
,,"090100 - Engineering, General (requires Calculus)",301,74,307,16,337,95,354,35,440,104,455,56,503,142,509,63,582,129
,,093400 - Electronics and Electric Technology     ,300,60,257,21,331,65,278,17,292,71,272,19,304,55,286,20,317,57
,,093410 - Computer Electronics                    ,53,42,76,72,45,36,82,71,39,58,109,76,45,49,66,49,56,36
,,094600 - Environmental Control Technology        ,354,53,334,58,361,93,324,101,320,126,256,93,410,123,322,146,388,127
,,094610 - Energy Systems Technology               ,13,21,13,,17,22,22,,44,24,44,,35,21,39,,19,19
,,095000 - Aeronautical and Aviation Technology    ,,27,3,22,3,48,3,,3,83,9,27,1,42,,,,78
,,095010 - Aviation Airframe Mechanics             ,9,19,63,,12,,22,,42,,104,,19,,17,,40,
,,095020 - Aviation Powerplant Mechanics           ,11,,15,,108,,119,,21,,20,,21,,98,,23,
,,095040 - Aircraft Electronics (Avionics)         ,9,24,18,,25,25,25,24,24,,22,,21,14,20,14,21,
,,095050 - Aircraft Fabrication                    ,83,,,,,,,,63,,,,,,,,66,
,,095300 - Drafting Technology                     ,107,25,120,,94,23,82,5,103,26,127,1,161,27,138,2,148,19
,,095600 - Manufacturing and Industrial Technology ,27,22,15,34,22,20,54,,61,,55,,78,,61,,36,
,,095630 - Machining and Machine Tools             ,14,,17,,37,,18,,38,,31,,30,,20,,39,
,,095650 - Welding Technology                      ,339,43,337,66,403,74,405,80,470,96,478,91,463,113,464,98,455,114
,,095700 - Civil and Construction Management Techno,81,,75,,99,,79,,97,,92,,160,3,106,,151,5
,,095730 - Surveying                               ,23,,17,,18,,28,,32,,21,,29,,32,,37,
,,"100100 - Fine Arts, General                      ",192,51,237,41,243,117,168,58,327,103,227,72,307,91,210,61,302,83
,,100210 - Painting and Drawing                    ,538,118,476,138,538,142,540,87,651,159,562,105,557,107,458,96,497,99
,,100220 - Sculpture                               ,44,14,33,10,67,15,48,7,70,7,58,12,76,22,46,20,89,18
