,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,100230 - Ceramics                                ,171,40,197,36,178,37,196,37,187,39,175,40,164,41,165,38,184,36
,,100400 - Music                                   ,"2,015",523,"1,706",410,"1,705",666,"1,808",515,"2,067",856,"1,755",571,"2,309",834,"1,905",567,"2,520",806
,,100500 - Commercial Music                        ,13,,,,17,11,35,13,33,19,49,40,52,25,45,22,90,69
,,100600 - Technical Theater                       ,50,7,66,,86,14,83,,99,19,68,,71,13,72,,99,23
,,100700 - Dramatic Arts                           ,258,40,243,49,272,51,237,73,309,76,283,53,366,96,199,81,348,78
,,100800 - Dance                                   ,238,59,228,67,306,95,362,103,414,117,363,110,450,130,414,109,374,139
,,100810 - Commercial Dance                        ,316,106,303,92,376,104,361,108,422,136,379,132,444,169,329,118,504,146
,,100900 - Applied Design                          ,200,18,193,,212,20,209,,216,18,234,,227,19,200,,216,12
,,101200 - Applied Photography                     ,490,103,443,113,521,82,497,102,524,122,475,112,516,86,455,114,542,112
,,101300 - Commercial Art                          ,37,,44,,28,,77,,45,10,68,,43,10,64,,62,12
,,103000 - Graphic Art and Design                  ,185,20,182,42,204,28,166,19,207,20,158,24,207,19,146,,225,
,,109900 - Other Fine and Applied Arts             ,17,,21,,37,,57,,54,,56,,49,,48,,79,
,,110200 - French                                  ,249,36,181,20,215,32,223,29,278,30,219,31,265,58,195,34,211,24
,,110300 - German                                  ,29,14,22,,41,13,33,,29,14,32,,53,11,25,,25,
,,110400 - Italian                                 ,122,39,163,16,189,20,189,37,182,61,150,36,233,60,188,68,183,31
,,110500 - Spanish                                 ,"1,214",416,"1,182",355,"1,346",448,"1,128",337,"1,324",417,"1,136",451,"1,329",444,"1,124",418,"1,169",370
,,110700 - Chinese                                 ,128,33,77,20,140,54,93,18,138,57,101,28,123,45,85,27,125,24
,,110800 - Japanese                                ,421,38,390,84,476,58,411,70,467,61,447,72,469,91,457,64,485,58
,,110900 - Latin                                   ,39,15,23,,39,45,21,,50,30,22,,44,44,22,,48,44
,,111200 - Arabic                                  ,57,28,54,11,34,33,53,28,38,30,46,21,51,19,64,32,67,19
,,"111700 - Asian, South Asian, and Pacific Islands ",,,,,,,,,,,,,,15,,,,
,,111730 - Korean                                  ,109,27,100,34,142,49,170,27,169,51,157,33,206,33,162,34,148,31
,,"120100 - Health Occupations, General             ",117,55,104,45,95,48,130,49,126,63,176,61,114,69,198,64,171,53
,,120500 - Medical Laboratory Technology           ,117,18,61,15,106,11,58,11,97,15,56,8,127,11,87,17,153,26
,,121000 - Respiratory Care/Therapy                ,525,199,306,199,420,191,340,199,587,277,499,304,625,344,526,313,643,311
,,122500 - Radiologic Technology                   ,190,115,250,123,218,138,292,140,259,122,284,149,263,155,330,181,296,168
,,122800 - Athletic Training and Sports Medicine   ,315,72,258,85,299,97,272,91,325,96,268,100,377,102,299,104,361,107
,,123010 - Registered Nursing                      ,609,59,611,59,618,,688,,689,,682,,622,,629,,618,7
,,123900 - Psychiatric Technician                  ,223,161,225,109,218,123,183,106,164,129,167,131,177,116,130,124,131,123
,,125100 - Paramedic                               ,78,41,90,49,91,43,94,50,86,42,85,46,77,22,3,,,
,,130110 - Consumer Services                       ,296,96,261,68,281,113,232,87,365,66,221,76,276,104,146,64,227,129
,,130200 - Interior Design and Merchandising       ,233,43,233,41,223,47,196,46,244,52,183,47,226,13,155,39,199,37
,,130300 - Fashion                                 ,172,36,139,,175,,193,,198,,198,,204,,156,17,159,
,,130310 - Fashion Design                          ,153,15,153,36,173,41,174,53,202,73,176,56,195,88,161,60,189,103
,,130320 - Fashion Merchandising                   ,33,,60,,26,,52,,29,,50,,50,,36,,43,
,,130500 - Child Development/Early Care and Educati,"1,405",445,"1,147",370,"1,427",378,"1,283",311,"1,541",513,"1,362",389,"1,459",492,"1,215",436,"1,747",444
,,130520 - Children with Special Needs             ,38,,101,32,68,19,55,26,60,12,62,17,64,15,77,24,60,18
,,130550 - The School Age Child                    ,,,30,,,,18,,,,15,,,,11,,,
,,130580 - Child Development Administration and Man,46,,24,22,50,17,39,,50,14,41,,93,25,84,,83,14
,,130590 - Infants and Toddlers                    ,80,,25,,35,,56,,23,,58,,28,,51,,35,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",771,227,688,221,868,206,744,290,938,350,805,321,976,425,747,296,"1,024",408
,,130630 - Culinary Arts                           ,222,25,229,32,178,28,247,46,232,59,245,56,208,49,214,62,195,69
,,130700 - Hospitality                             ,210,40,216,48,235,38,196,60,223,33,219,17,334,13,203,14,247,29
,,"140100 - Law, General                            ",20,,28,,19,,29,,35,,32,,28,,36,19,37,
,,140200 - Paralegal                               ,331,29,322,36,288,34,312,41,367,52,357,89,391,52,446,159,523,160
,,150100 - English                                 ,"5,576","1,250","4,128","1,096","6,595","1,715","4,382","1,188","6,915","1,919","4,440","1,229","6,929","1,958","4,377","1,315","6,239","1,742"
,,150110 - Linguistics                             ,,,37,,38,,39,,,35,41,,34,33,26,34,39,34
,,150300 - Comparative Literature                  ,97,75,70,116,106,78,79,116,99,56,87,113,61,52,70,111,90,60
,,150400 - Classics                                ,116,,142,,179,,145,,153,,164,,191,,116,,151,
,,150600 - Speech Communication                    ,"2,470","1,172","2,062",962,"2,106","1,296","2,216","1,163","2,733","1,484","2,590","1,282","2,970","1,729","2,769","1,376","3,315","1,793"
,,150700 - Creative Writing                        ,48,,59,,48,,48,,59,,51,,66,,56,,56,
,,150900 - Philosophy                              ,"1,353",457,"1,281",386,"1,236",425,"1,176",461,"1,617",531,"1,487",520,"1,605",558,"1,579",527,"1,654",546
,,152000 - Reading                                 ,522,123,409,98,512,147,382,128,534,171,395,137,449,148,378,116,399,97
,,159900 - Other Humanities                        ,"1,204",401,"1,127",284,"1,279",442,"1,345",397,"1,361",531,"1,384",523,"1,606",581,"1,388",600,"1,506",589
,,"160100 - Library Science, General                ",68,14,37,,65,,38,14,27,26,39,19,20,,23,28,41,
,,"170100 - Mathematics, General                    ","5,915","1,350","4,739","1,394","5,308","1,463","4,975","1,569","6,367","1,896","5,211","2,338","6,391","2,027","5,095","2,196","6,180","1,990"
,,"190100 - Physical Sciences, General              ",43,21,30,13,46,45,30,,16,21,22,17,46,14,31,,47,15
,,"190200 - Physics, General                        ",579,120,650,116,591,129,664,138,629,193,737,217,663,151,671,238,647,194
,,"190500 - Chemistry, General                      ","1,577",204,"1,595",189,"1,675",193,"1,620",203,"1,685",219,"1,842",219,"1,955",285,"1,934",322,"2,048",351
,,191100 - Astronomy                               ,808,212,806,228,888,251,860,273,938,287,812,248,754,295,861,277,888,315
,,191400 - Geology                                 ,478,88,444,158,418,108,483,180,583,118,506,230,539,170,419,220,575,162
,,191900 - Oceangraphy                             ,299,86,261,97,282,112,292,59,234,109,245,84,316,101,205,99,268,97
,,193000 - Earth Science                           ,59,12,54,,66,9,70,,64,,65,10,50,9,71,,63,18
,,"200100 - Psychology, General                     ","2,962",870,"2,713",748,"3,097",884,"2,768",818,"3,577","1,009","3,012",841,"3,726","1,030","3,033",970,"3,832","1,080"
,,209900 - Other Psychology                        ,431,143,371,109,413,111,334,88,446,103,466,148,442,101,468,149,436,160
,,210440 - Alcohol and Controlled Substances       ,460,89,308,50,325,55,371,57,437,59,448,61,399,49,372,66,396,90
,,210500 - Administration of Justice               ,630,146,454,107,515,155,443,104,617,226,470,121,645,256,464,147,662,269
,,210510 - Corrections                             ,36,12,23,,17,11,11,,29,17,12,,22,16,11,,22,28
,,"210540 - Forensics, Evidence, and Investigation  ",47,,49,,50,,54,,59,,37,,47,,34,,62,
,,213300 - Fire Technology                         ,728,153,621,200,873,262,799,191,822,260,789,227,906,318,881,210,"1,001",275
,,213310 - Wildland Fire Technology                ,,,,,,,,,78,,,24,147,34,64,48,128,36
,,213350 - Fire Academy                            ,35,,36,,33,,35,,36,,38,,37,,40,,37,
,,"220100 - Social Sciences, General                ",438,94,357,87,424,102,324,83,515,176,421,86,516,157,358,92,536,265
,,220200 - Anthropology                            ,600,121,592,185,649,220,462,145,658,151,487,150,657,195,477,164,641,199
,,220220 - Archaeology                             ,21,,,,,,13,,,,19,,,,19,,,
,,220300 - Ethnic Studies                          ,82,14,49,,241,,398,116,693,173,745,268,"1,055",460,"1,452",647,"1,585",837
,,220400 - Economics                               ,594,178,509,193,652,184,499,214,619,226,582,272,707,265,607,255,689,255
,,220500 - History                                 ,"3,093",880,"2,332",886,"2,951",904,"2,791","1,013","3,327","1,161","2,943","1,090","3,452","1,280","2,919","1,149","3,073","1,229"
,,220600 - Geography                               ,410,156,415,173,430,121,463,182,530,151,499,137,444,116,346,87,388,118
,,220610 - Geographic Information Systems          ,,,,,8,10,20,6,16,20,49,13,47,28,43,26,44,30
,,220700 - Political Science                       ,"1,307",486,"1,101",432,"1,387",462,"1,145",410,"1,473",430,"1,152",496,"1,305",445,"1,206",509,"1,254",609
,,220800 - Sociology                               ,"2,626",772,"2,045",733,"2,111",698,"1,714",690,"2,235",752,"2,090",712,"2,043",771,"1,864",755,"1,905",858
,,302010 - Aviation and Airport Management         ,,,11,,,,8,,,,21,,,,22,,,
,,302020 - Piloting                                ,403,,320,,378,,423,,517,23,431,,559,,514,,629,
,,302030 - Air Traffic Control                     ,207,,175,,196,,204,,206,,190,,234,53,212,,273,27
,,493010 - Career Guidance and Orientation         ,822,187,514,225,"1,018",335,656,237,"1,305",386,897,241,"1,145",395,884,290,"1,217",360
,,493013 - Academic Guidance                       ,225,29,220,"1,054",384,59,187,"1,323",457,47,190,"1,337",415,82,188,"1,257",420,171
,,493072 - Leadership Skills Development           ,71,17,47,29,57,44,73,50,78,25,29,25,48,22,65,28,83,26
,Credit - Not Degree Applicable                     Total,,"3,137",402,"2,235",622,"3,033",333,"2,297",628,"2,720",392,"2,048",612,"2,702",374,"2,148",575,"2,081",235
,,049900 - Other Biological Sciences               ,,,,,1,,,,,,,3,,,,,,
,,050200 - Accounting                              ,28,,31,15,27,,17,13,28,,29,,24,,31,,36,
,,060200 - Journalism                              ,,,,,1,,,,,,,,,,,,,
,,"090100 - Engineering, General (requires Calculus)",,,14,,3,,1,,5,,13,,14,1,8,,10,
,,"092400 - Engineering Technology, General (require",,,,,,,,,,,13,,,,,,,
,,101200 - Applied Photography                     ,,,6,,4,,,,2,,4,,2,,3,,4,1
,,103000 - Graphic Art and Design                  ,10,8,12,,11,5,12,,14,,21,,24,1,28,2,30,
,,123010 - Registered Nursing                      ,28,,,,1,,5,,3,2,1,,,,,,1,
,,130200 - Interior Design and Merchandising       ,,,,,,,,,,,,,,,,,22,10
,,150100 - English                                 ,693,70,552,189,708,68,376,155,465,87,284,134,434,78,305,113,239,59
,,152000 - Reading                                 ,16,,,,,,,,,,,,,,,,,
,,"170100 - Mathematics, General                    ","1,972",265,"1,315",100,"1,888",156,"1,553",112,"1,675",194,"1,276",140,"1,796",168,"1,367",146,"1,371",91
,,170200 - Mathematics Skills                      ,14,,,,,,,,,,,,,,,,,
,,213300 - Fire Technology                         ,71,,68,,75,31,46,34,54,37,41,38,40,31,55,33,43,32
,,302020 - Piloting                                ,18,,,,14,,,,21,,28,,29,,11,,18,
,,493014 - Study Skills                            ,60,16,73,262,103,15,100,257,114,,95,223,112,33,120,253,83,
,,"493030 - Learning Skills, Handicapped            ",17,23,7,35,,38,,36,22,48,,49,,41,,14,17,17
,,"493032 - Learning Skills, Learning Disabled      ",59,,61,,72,,75,,145,,91,,92,,76,,42,
,,"493033 - Learning Skills, Speech Impaired        ",20,,6,,9,,7,,6,,,,,,,,,
,,493085 - English as a Second Language - Reading  ,19,,13,,,,8,,,,9,,16,,18,,19,
,,493086 - English as a Second Language - Listening,38,,18,,18,,,,45,,34,,15,,34,,35,
,,493087 - English as a Second Language - Integrate,74,20,59,21,98,20,97,21,121,24,109,25,104,21,92,14,111,25
