,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Cuesta Total,,,"24,175",,"20,802","5,190","24,814",,"21,194","5,647","25,849",,"22,128","6,136","27,156",,"22,502","6,812","26,351",
,Credit - Degree Applicable                         Total,,"24,123",,"20,743","5,190","24,691",,"21,061","5,647","25,733",,"21,947","6,136","27,036",,"22,385","6,785","26,211",
,,"010100 - Agriculture Technology and Sciences, Gen",7,,10,,10,,9,1,18,,6,2,13,,10,,18,
,,010200 - Animal Science                          ,,,,,,,,,,,,,,,23,,54,
,,010300 - Plant Science                           ,101,,98,9,97,,103,6,115,,78,8,92,,80,9,83,
,,"011200 - Agriculture Business, Sales and Service ",166,,105,,211,,108,,117,,115,29,164,,156,30,186,
,,011600 - Agricultural Power Equipment Technology ,62,,12,,65,,11,,144,,18,,101,,13,,88,
,,020100 - Architecture and Architectural Technolog,156,,135,,149,,151,,158,,162,,157,,148,,144,
,,030100 - Environmental Science                   ,163,,39,,143,,41,,236,,34,,151,,30,,149,
,,030200 - Environmental Studies                   ,212,,193,73,243,,238,85,251,,237,62,223,,207,45,302,
,,"040100 - Biology, General                        ",379,,371,42,327,,364,45,343,,337,58,357,,349,52,364,
,,"040200 - Botany, General                         ",22,,15,,9,,16,,19,,25,,12,,17,,16,
,,040300 - MicroBiology                            ,132,,136,8,71,,112,13,104,,93,10,99,,113,13,98,
,,040800 - Natural History                         ,10,,25,,18,,35,,15,,41,,15,,42,,19,
,,041000 - Anatomy and Physiology                  ,435,,401,50,358,,304,56,345,,334,38,401,,391,47,455,
,,"050100 - Business and Commerce, General          ",13,,34,7,12,,31,3,11,,38,12,2,,2,,1,
,,050200 - Accounting                              ,311,,353,85,377,,367,98,349,,406,108,390,,430,109,463,
,,050500 - Business Administration                 ,241,,160,43,224,,164,33,316,,147,34,240,,180,42,313,
,,050600 - Business Management                     ,255,,258,,280,,223,,286,,215,32,273,,256,58,281,
,,050640 - Small Business and Entrepreneurship     ,20,,41,,31,,31,,20,,26,,,,37,,,
,,050900 - Marketing and Distribution              ,32,,38,9,22,,28,,36,,21,,34,,13,,12,
,,050970 - E-Commerce (Business emphasis)          ,81,,79,16,119,,111,19,103,,102,26,96,,106,16,110,
,,051400 - Office Technology/Office Computer Applic,540,,657,49,626,,622,55,694,,735,55,"1,007",,545,47,677,
,,051800 - Customer Service                        ,,,,,,,,,12,,,,3,,,,6,
,,060200 - Journalism                              ,55,,49,,47,,49,,59,,58,,46,,51,12,62,
,,060400 - Radio and Television                    ,172,,121,19,157,,112,11,127,,109,,156,,95,,146,
,,061430 - Website Design and Development          ,19,,8,,11,,,,,,,,,,,,,
,,069900 - Other Media and Communications          ,9,,16,11,9,,11,16,16,,18,14,10,,15,19,,
,,070200 - Computer Information Systems            ,337,,309,81,360,,271,52,415,,273,44,410,,281,41,299,
,,070700 - Computer Software Development           ,120,,81,22,82,,47,18,87,,60,10,71,,55,15,29,
,,070800 - Computer Infrastructure and Support     ,59,,68,,68,,58,,79,,73,,99,,95,,121,
,,070810 - Computer Networking                     ,12,,,,17,,,,17,,,,15,,,,8,
,,"080100 - Education, General                      ",20,,24,,48,,90,,108,,118,38,114,,111,36,115,
,,083500 - Physical Education                      ,456,,346,49,350,,273,53,244,,215,40,259,,270,34,328,
,,083520 - Fitness Trainer                         ,158,,47,21,159,,50,18,136,,20,24,214,,85,,55,
,,083550 - Intercollegiate Athletics               ,502,,317,52,424,,272,39,419,,347,74,468,,329,79,548,
,,083560 - Coaching                                ,,,,1,,,,,,,,,,,17,,,
,,083610 - Recreation Assistant                    ,13,,13,,9,,,,24,,7,,5,,5,,23,
,,083700 - Health Education                        ,623,,637,242,723,,654,284,639,,635,273,650,,541,317,522,
,,085000 - Sign Language                           ,134,,106,54,121,,105,63,143,,129,111,150,,118,96,130,
,,"090100 - Engineering, General (requires Calculus)",,,,,3,,,,1,,,,5,,,,4,
,,"092400 - Engineering Technology, General (require",241,,243,135,292,,208,,370,,271,30,432,,191,,302,
,,093400 - Electronics and Electric Technology     ,,,21,20,12,,15,17,8,,21,20,13,,22,18,13,
,,094700 - Diesel Technology                       ,,,13,,,,11,,,,13,,,,12,,,
,,094800 - Automotive Technology                   ,340,,121,,417,,243,,433,,207,,433,,208,,406,
,,094840 - Alternative Fuels and Advanced Transport,,,,,,,,,,,,,16,,,,11,
,,094900 - Automotive Collision Repair             ,38,,42,,32,,31,,29,,44,,45,,20,,33,
,,095000 - Aeronautical and Aviation Technology    ,,,,,,,50,24,48,,92,23,60,,92,,87,
,,095200 - Construction Crafts Technology          ,170,,132,9,145,,108,6,141,,153,11,191,,193,27,202,
,,095220 - Electrical                              ,130,,126,30,123,,112,35,126,,142,31,130,,140,43,122,
,,095300 - Drafting Technology                     ,99,,43,,104,,57,,159,,52,,165,,46,,145,
,,095600 - Manufacturing and Industrial Technology ,56,,,11,90,,,,13,,,,10,,,,,
,,095650 - Welding Technology                      ,436,,202,16,483,,203,,472,,216,,527,,224,,417,
,,095670 - Industrial and Occupational Safety and H,15,,11,6,11,,,,16,,14,10,16,,,16,19,
,,"100100 - Fine Arts, General                      ",279,,319,157,352,,334,175,306,,327,185,306,,339,189,357,
,,100200 - Art                                     ,421,,352,27,421,,379,23,400,,416,28,439,,381,11,414,
,,100400 - Music                                   ,771,,779,320,841,,822,359,869,,921,347,950,,892,358,901,
,,100500 - Commercial Music                        ,40,,42,,74,,59,,85,,65,,77,,64,,53,
,,100600 - Technical Theater                       ,21,,20,,21,,10,,23,,21,,25,,24,,18,
,,100700 - Dramatic Arts                           ,99,,100,18,153,,94,26,103,,100,21,117,,129,19,113,
,,101100 - Photography                             ,125,,84,11,114,,76,21,112,,89,14,108,,77,18,147,
,,101300 - Commercial Art                          ,,,,,1,,1,,1,,,,3,,3,,,
,,103000 - Graphic Art and Design                  ,367,,150,26,340,,134,44,347,,129,41,483,,115,32,329,
,,109900 - Other Fine and Applied Arts             ,22,,29,,27,,37,,30,,26,,12,,23,,26,
,,110200 - French                                  ,18,,9,,18,,11,,14,,4,,12,,27,16,19,
,,110300 - German                                  ,31,,27,18,39,,30,17,35,,19,24,21,,27,,19,
,,110500 - Spanish                                 ,301,,218,39,311,,221,76,306,,250,108,271,,235,123,257,
,,120510 - Phlebotomy                              ,55,,56,,54,,53,,68,,79,,44,,78,,55,
,,120800 - Medical Assisting                       ,177,,100,34,134,,92,37,138,,162,57,201,,184,71,218,
,,123010 - Registered Nursing                      ,400,,385,,438,,411,,418,,477,45,506,,480,34,450,
,,123020 - Licensed Vocational Nursing             ,92,,88,,110,,120,,112,,140,,120,,108,81,129,
,,123030 - Certified Nurse Assistant               ,,,,,,,,27,30,,28,16,40,,34,40,34,
,,123900 - Psychiatric Technician                  ,78,,86,92,109,,101,101,97,,96,99,114,,105,123,125,
,,125000 - Emergency Medical Services              ,6,,11,,12,,12,,8,,14,,32,,18,,12,
,,125100 - Paramedic                               ,92,,80,26,102,,92,26,106,,112,38,119,,100,26,113,
,,127000 - Kinesiology                             ,41,,46,11,39,,39,,35,,30,,43,,33,,44,
,,129900 - Other Health Occupations                ,1,,,,,,,,,,,,,,,,,
,,"130100 - Family and Consumer Sciences, General   ",48,,41,9,30,,7,10,16,,16,10,22,,19,9,15,
,,130500 - Child Development/Early Care and Educati,642,,675,107,771,,610,169,832,,735,192,847,,773,250,917,
,,130520 - Children with Special Needs             ,10,,36,,5,,11,,9,,24,,8,,46,,3,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",318,,340,102,358,,330,79,346,,346,98,351,,416,105,315,
,,130630 - Culinary Arts                           ,260,,200,50,425,,216,62,606,,307,47,525,,313,63,602,
,,130700 - Hospitality                             ,31,,38,,47,,46,,26,,35,,76,,52,,44,
,,130720 - Lodging Management                      ,10,,,,9,,,,16,,,,26,,,,9,
,,130800 - Family Studies                          ,383,,425,75,374,,346,82,408,,276,113,404,,348,119,393,
,,140200 - Paralegal                               ,141,,122,,113,,85,,108,,124,,121,,103,20,147,
,,150100 - English                                 ,"1,953",,"1,613",440,"1,910",,"1,550",545,"1,985",,"1,554",567,"2,222",,"1,482",714,"2,152",
,,150300 - Comparative Literature                  ,9,,,16,10,,14,,12,,,13,14,,12,,15,
,,150600 - Speech Communication                    ,689,,667,243,683,,676,255,656,,632,213,639,,660,281,674,
,,150900 - Philosophy                              ,338,,305,100,269,,263,95,274,,185,53,201,,181,73,220,
,,160200 - Library Technician (Aide)               ,165,,144,15,149,,137,36,172,,162,24,181,,144,26,142,
,,"170100 - Mathematics, General                    ","2,200",,"1,613",313,"2,119",,"1,757",315,"2,303",,"1,757",400,"2,288",,"1,744",455,"2,010",
,,170200 - Mathematics Skills                      ,22,,30,,,,,,,,,,,,,,45,
,,"190100 - Physical Sciences, General              ",,,,,5,,,,,,,,1,,,,1,
,,"190200 - Physics, General                        ",337,,188,27,281,,235,13,338,,260,53,350,,257,58,390,
,,"190500 - Chemistry, General                      ",466,,432,43,422,,459,47,501,,466,37,530,,459,41,567,
,,191100 - Astronomy                               ,234,,192,107,210,,197,,269,,250,38,198,,226,,165,
,,191400 - Geology                                 ,114,,131,,113,,112,16,99,,109,17,107,,75,,70,
,,191900 - Oceangraphy                             ,137,,103,42,98,,112,43,112,,120,40,128,,99,,89,
,,193000 - Earth Science                           ,,,,,16,,,,20,,,,18,,,,33,
,,199900 - Other Physical Sciences                 ,34,,29,,27,,23,,17,,18,,14,,28,12,22,
,,"200100 - Psychology, General                     ",918,,838,244,933,,860,258,876,,749,279,827,,656,311,778,
,,210400 - Human Services                          ,22,,14,,23,,12,,37,,24,,32,,36,,41,
,,210440 - Alcohol and Controlled Substances       ,140,,131,,125,,219,20,213,,265,54,294,,361,56,386,
,,210500 - Administration of Justice               ,321,,273,,320,,230,,261,,242,,256,,270,38,272,
,,220200 - Anthropology                            ,250,,208,,222,,225,24,211,,224,35,207,,245,35,239,
,,220220 - Archaeology                             ,36,,,,26,,,,17,,,,14,,,,17,
,,220300 - Ethnic Studies                          ,58,,63,,241,,264,118,305,,491,204,530,,646,275,786,
,,220400 - Economics                               ,380,,403,164,415,,431,213,448,,467,176,464,,540,194,452,
,,220500 - History                                 ,"1,315",,"1,082",686,"1,353",,"1,263",804,"1,454",,"1,174",759,"1,339",,"1,246",849,"1,187",
,,220600 - Geography                               ,84,,64,,76,,49,30,51,,31,,80,,56,,90,
,,220610 - Geographic Information Systems          ,29,,9,6,23,,11,,34,,29,9,30,,42,,46,
,,220700 - Political Science                       ,509,,525,261,534,,528,283,597,,533,283,561,,525,235,497,
,,220800 - Sociology                               ,359,,412,104,340,,369,78,310,,241,108,256,,304,135,304,
,,221020 - Global Studies                          ,14,,12,,15,,15,,8,,24,,29,,10,,9,
,,493200 - General Work Experience                 ,22,,37,7,30,,24,4,32,,19,,48,,44,4,47,
,,499900 - Other Interdisciplinary Studies         ,136,,111,80,172,,148,66,90,,96,64,215,,127,65,201,
,Credit - Not Degree Applicable                     Total,,52,,59,,123,,133,,116,,181,,120,,117,27,140,
,,050650 - Retail Store Operations and Management  ,,,,,,,,,12,,,,,,,,,
,,051400 - Office Technology/Office Computer Applic,,,,,,,10,,10,,9,,,,,,,
,,095200 - Construction Crafts Technology          ,19,,,,15,,,,,,,,,,,,,
,,123010 - Registered Nursing                      ,,,41,,,,43,,,,43,,15,,49,,17,
,,123020 - Licensed Vocational Nursing             ,,,,,,,,,,,28,,,,,27,,
,,"130100 - Family and Consumer Sciences, General   ",15,,7,,16,,,,,,4,,10,,10,,7,
,,150100 - English                                 ,,,,,81,,66,,79,,81,,83,,41,,55,
,,"170100 - Mathematics, General                    ",18,,11,,,,,,,,,,,,,,,
,,170200 - Mathematics Skills                      ,,,,,11,,14,,15,,16,,12,,17,,61,
