,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Lake Tahoe Total,,,"3,958","3,992","5,117","2,267","4,512","4,787","6,227","3,231","5,866","5,329","6,506","3,065","6,569","5,841","6,816","3,136","7,220","6,647"
,Credit - Degree Applicable                         Total,,"3,878","3,613","4,902","2,230","3,984","3,772","5,622","2,808","5,133","4,574","6,049","3,022","5,426","5,215","6,363","2,931","5,337","6,158"
,,"010100 - Agriculture Technology and Sciences, Gen",,,,,,,,,,,173,,,,180,,,
,,011400 - Forestry                                ,,,8,1,67,42,73,10,76,23,62,7,46,49,67,8,90,94
,,011500 - Natural Resources                       ,30,,83,,38,,108,,43,2,40,1,39,,47,,45,13
,,011510 - Parks and Outdoor Recreation            ,9,,,,15,,,,,5,,,9,13,,6,21,15
,,"040100 - Biology, General                        ",42,42,55,38,63,11,56,31,81,27,70,38,66,35,62,67,86,49
,,"040200 - Botany, General                         ",,,7,,,,8,,,6,,,,,,,,
,,040300 - MicroBiology                            ,12,7,,,13,9,,,16,10,,,28,,,,17,18
,,"040700 - Zoology, General                        ",,,,,,8,13,,,,,,,,15,,,
,,041000 - Anatomy and Physiology                  ,52,36,35,,44,36,42,,39,26,41,,60,54,51,,44,31
,,"050100 - Business and Commerce, General          ",113,80,88,26,80,70,80,10,131,71,63,34,120,72,95,33,112,109
,,050200 - Accounting                              ,43,75,37,18,49,67,61,,31,66,41,,87,93,64,9,55,71
,,050400 - Banking and Finance                     ,,,12,,,,3,,,,10,,,,16,,,
,,050500 - Business Administration                 ,37,19,51,,9,13,55,,12,22,58,,24,16,58,,33,18
,,050600 - Business Management                     ,9,,,,14,,,,21,,,,17,,,,25,
,,050630 - Management Development and Supervision  ,,7,8,,,9,9,,,20,18,,,11,20,,,19
,,050640 - Small Business and Entrepreneurship     ,10,8,,,8,6,,,26,,,,13,8,,,25,12
,,050800 - International Business and Trade        ,,,3,,,,,,,,5,,,,,,,
,,050900 - Marketing and Distribution              ,10,,,,19,,,,23,,,,24,,,,27,
,,050910 - Advertising                             ,,,4,,,,8,,,,11,,,,15,,,
,,050970 - E-Commerce (Business emphasis)          ,,6,,,,7,,,,13,,,,19,,,,21
,,051100 - Real Estate                             ,53,40,51,19,89,87,73,34,63,60,50,41,66,64,35,24,81,48
,,051400 - Office Technology/Office Computer Applic,,,,,,,,,,,,,,22,12,,23,21
,,059900 - Other Business and Management           ,26,12,25,,27,8,27,,26,32,32,,27,19,12,,33,
,,060700 - Technical Communication                 ,,15,,,,17,,,,30,,,,31,,,,35
,,061000 - Mass Communications                     ,18,,16,,21,,12,,27,,14,,17,,20,,19,
,,061220 - Film Production                         ,,,,,,9,,,,,,,,12,,,,
,,061400 - Digital Media                           ,,,,1,,,,,,,,,,,,,,
,,061410 - Multimedia                              ,25,32,9,,13,,44,,23,45,13,,19,,9,,17,18
,,061430 - Website Design and Development          ,,,,,,9,,,,10,,,,10,,,,
,,069900 - Other Media and Communications          ,1,1,3,,,2,4,1,,,3,,2,5,2,,,
,,"070100 - Information Technology, General         ",,,,,,,,,,,,,,,3,1,5,
,,070710 - Computer Programming                    ,15,6,10,,,,,,24,12,9,,,,,,18,10
,,070800 - Computer Infrastructure and Support     ,,33,21,,,30,24,,,19,13,,,30,18,,,47
,,070810 - Computer Networking                     ,19,,,,20,,,,20,,,,21,,,,31,
,,070820 - Computer Support                        ,24,,,,28,,,,26,,,,28,,,,27,
,,079900 - Other Information Technology            ,,,13,,,,19,,,,11,,,,19,,,
,,080200 - Educational Aide (Teacher Assistant)    ,5,8,1,,2,2,,4,,8,,7,,2,,,,15
,,083510 - Physical Fitness and Body Movement      ,91,140,171,13,182,189,249,14,171,187,214,22,162,203,267,58,191,206
,,083550 - Intercollegiate Athletics               ,48,33,43,98,47,34,30,105,51,53,61,61,54,52,53,23,63,14
,,083600 - Recreation                              ,,13,,,,3,,,,,,,,,,,,
,,083610 - Recreation Assistant                    ,3,11,11,10,6,13,26,,6,20,19,2,,39,22,,11,87
,,083700 - Health Education                        ,71,40,74,33,62,45,53,,58,56,57,31,41,44,53,34,47,109
,,085010 - Sign Language Interpreting              ,6,10,13,,20,,,,18,8,31,,12,4,2,,19,17
,,089900 - Other Education                         ,36,165,15,,48,139,29,8,50,81,45,68,73,230,94,31,128,221
,,"100100 - Fine Arts, General                      ",41,9,48,,49,46,62,,60,46,107,,55,57,94,,54,113
,,100200 - Art                                     ,14,7,23,,24,16,17,,20,8,15,,17,13,50,,13,46
,,100210 - Painting and Drawing                    ,31,14,,10,45,17,11,,40,34,18,,28,43,12,12,39,32
,,100220 - Sculpture                               ,,,11,,,,,,,,17,,,,,,,
