,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,070810 - Computer Networking                     ,83,,144,15,113,,106,13,114,,106,14,95,,148,13,73,
,,070820 - Computer Support                        ,21,,,,10,,,,9,,,,12,,,,14,
,,"080100 - Education, General                      ",54,,36,,51,,31,,58,,29,,39,,44,,51,
,,083500 - Physical Education                      ,471,,472,196,497,,527,228,450,,515,261,476,,551,60,153,
,,083510 - Physical Fitness and Body Movement      ,579,,480,165,608,,701,167,743,,639,200,693,,714,166,643,
,,083550 - Intercollegiate Athletics               ,12,,8,17,,,10,2,14,,1,1,1,,9,141,180,
,,083560 - Coaching                                ,14,,11,,20,,21,,31,,13,,19,,38,,21,
,,083580 - Adapted Physical Education              ,43,,38,33,72,,74,65,90,,83,48,93,,91,54,103,
,,083700 - Health Education                        ,145,,126,34,150,,136,108,113,,105,83,108,,118,45,90,
,,085000 - Sign Language                           ,53,,58,,51,,51,,51,,62,,31,,24,,19,
,,"090100 - Engineering, General (requires Calculus)",39,,58,,52,,83,,93,,111,,76,,127,,79,
,,094800 - Automotive Technology                   ,150,,154,16,182,,168,16,173,,183,24,161,,172,19,122,
,,095910 - Diving and Underwater Safety            ,,,2,,2,,,,3,,3,,4,,3,,,
,,"100100 - Fine Arts, General                      ",170,,175,58,177,,202,58,206,,212,56,178,,232,54,216,
,,100200 - Art                                     ,,,,4,,,,2,,,,,9,,5,6,7,
,,100210 - Painting and Drawing                    ,95,,66,24,81,,111,32,94,,92,32,47,,85,18,50,
,,100220 - Sculpture                               ,14,,40,,36,,57,,46,,44,,45,,53,,41,
,,100230 - Ceramics                                ,21,,87,22,94,,99,20,89,,111,22,90,,92,21,178,
,,100400 - Music                                   ,230,,178,83,211,,241,83,260,,266,86,237,,252,67,251,
,,100600 - Technical Theater                       ,,,8,,,,,,7,,,,,,,,,
,,100700 - Dramatic Arts                           ,238,,206,40,168,,181,41,220,,207,,236,,296,23,214,
,,100800 - Dance                                   ,94,,70,,78,,136,,131,,167,29,155,,188,31,139,
,,100900 - Applied Design                          ,,,6,,8,,,,8,,9,,10,,12,,,
,,100910 - Jewelry                                 ,20,,,,19,,38,,50,,44,,31,,19,,22,
,,101100 - Photography                             ,103,,89,16,83,,104,72,125,,159,80,160,,155,52,150,
,,103000 - Graphic Art and Design                  ,24,,29,,41,,59,,19,,65,,50,,24,,102,
,,110200 - French                                  ,34,,22,,18,,27,,18,,15,,24,,13,,,
,,110500 - Spanish                                 ,313,,315,104,381,,366,125,474,,385,91,424,,392,51,385,
,,110800 - Japanese                                ,55,,46,12,42,,63,19,59,,65,14,46,,55,7,58,
,,120800 - Medical Assisting                       ,203,,264,69,225,,211,71,281,,207,79,196,,232,62,226,
,,120810 - Clinical Medical Assisting              ,80,,68,,74,,102,,75,,90,,70,,69,,74,
,,120820 - Administrative Medical Assisting        ,119,,75,4,100,,76,,131,,69,,96,,74,,91,
,,122800 - Athletic Training and Sports Medicine   ,25,,,,23,,103,,29,,68,,21,,96,13,71,
,,123000 - Nursing                                 ,92,,113,56,121,,123,56,157,,117,68,145,,125,63,106,
,,123010 - Registered Nursing                      ,200,,197,113,241,,197,138,234,,199,144,240,,229,128,263,
,,124000 - Dental Occupations                      ,40,,,,37,,,,121,,,,30,,,,51,
,,124010 - Dental Assistant                        ,153,,128,,152,,149,,211,,114,,133,,136,,144,
,,125000 - Emergency Medical Services              ,169,,77,,162,,91,15,129,,141,,149,,122,17,67,
,,125100 - Paramedic                               ,,,,,,,15,15,14,,14,21,,,18,,35,
,,127000 - Kinesiology                             ,68,,66,,60,,96,,72,,68,,92,,132,38,185,
,,130300 - Fashion                                 ,34,,,,40,,,,32,,,,33,,,,32,
,,130330 - Fashion Production                      ,,,17,,,,16,,,,20,,,,21,,,
,,130500 - Child Development/Early Care and Educati,307,,267,85,256,,233,102,317,,222,93,237,,268,111,291,
,,130520 - Children with Special Needs             ,,,,,,,51,,,,,,,,56,,,
,,130580 - Child Development Administration and Man,,,65,,,,,,,,40,,,,,,,
,,130590 - Infants and Toddlers                    ,,,,,37,,,,,,,,19,,,,,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",122,,171,44,137,,169,57,152,,182,70,179,,211,56,177,
,,130620 - Dietetic Services and Management        ,22,,8,,22,,5,,36,,16,,,,,,,
,,130630 - Culinary Arts                           ,129,,134,49,124,,126,11,178,,151,,218,,190,,102,
,,130700 - Hospitality                             ,27,,19,9,13,,52,,35,,44,,35,,20,,38,
,,130710 - Restaurant and Food Services and Managem,20,,27,,22,,38,,36,,49,,30,,58,,34,
,,130720 - Lodging Management                      ,11,,5,,22,,11,,,,6,,13,,7,,,
,,"140100 - Law, General                            ",,,,,,,,,,,,,5,,,,8,
,,150100 - English                                 ,"1,627",,"1,124",202,"1,754",,"1,307",231,"1,708",,"1,274",285,"1,828",,"1,433",185,"1,569",
,,150110 - Linguistics                             ,139,,198,85,183,,251,111,210,,239,110,199,,230,97,178,
,,150400 - Classics                                ,73,,41,,21,,65,,31,,29,,5,,74,,16,
,,150600 - Speech Communication                    ,420,,508,123,416,,545,136,426,,545,150,416,,655,149,428,
,,150700 - Creative Writing                        ,45,,60,,51,,61,,63,,52,,44,,74,,34,
,,150900 - Philosophy                              ,142,,223,41,143,,148,39,70,,152,28,76,,160,30,61,
,,151000 - Religious Studies                       ,21,,25,,19,,26,,23,,,,28,,,,26,
,,"160100 - Library Science, General                ",227,,237,88,254,,299,156,301,,351,134,334,,391,118,336,
,,"170100 - Mathematics, General                    ","1,307",,990,242,"1,301",,"1,115",292,"1,278",,"1,108",280,"1,298",,"1,125",215,"1,137",
,,170200 - Mathematics Skills                      ,118,,83,,181,,135,,162,,106,,186,,91,,,
,,"190200 - Physics, General                        ",107,,81,,125,,108,,147,,108,,148,,121,,167,
,,"190500 - Chemistry, General                      ",379,,375,215,419,,392,145,424,,369,178,415,,418,147,426,
,,191100 - Astronomy                               ,107,,43,56,65,,87,,72,,28,,62,,48,,81,
,,191400 - Geology                                 ,187,,190,84,157,,200,60,175,,200,66,139,,186,36,99,
,,191900 - Oceangraphy                             ,78,,56,,58,,66,,88,,50,12,74,,68,,54,
,,"200100 - Psychology, General                     ",781,,708,201,822,,800,237,828,,761,249,858,,853,257,886,
,,210400 - Human Services                          ,29,,,,16,,,,18,,,,11,,,,15,
,,210500 - Administration of Justice               ,114,,91,24,119,,133,26,161,,158,35,124,,136,29,136,
,,210510 - Corrections                             ,19,,,,14,,,,11,,,,26,,,,25,
,,"210540 - Forensics, Evidence, and Investigation  ",,,22,,,,16,,,,16,,,,25,,,
,,210550 - Police Academy                          ,554,,584,201,285,,738,286,525,,588,191,497,,195,146,289,
,,213300 - Fire Technology                         ,419,,389,10,271,,498,41,354,,575,25,366,,326,44,383,
,,213350 - Fire Academy                            ,60,,53,,66,,67,,94,,90,,137,,114,,100,
,,"220100 - Social Sciences, General                ",11,,14,,20,,18,,36,,34,,44,,39,,,
,,220110 - Women's Studies                         ,149,,93,36,85,,116,48,124,,91,67,113,,137,17,107,
,,220160 - Social Justice: Chicano Studies         ,,,10,,,,15,,,,9,,,,12,,,
,,220170 - Social Justice: Gender Studies          ,,,,,,,,,,,15,,,,24,,,
,,220200 - Anthropology                            ,217,,204,63,184,,245,72,204,,328,81,256,,337,83,271,
,,220300 - Ethnic Studies                          ,194,,237,88,279,,355,160,411,,502,251,415,,584,281,679,
,,220400 - Economics                               ,225,,183,51,256,,247,81,261,,254,41,256,,291,68,231,
,,220500 - History                                 ,726,,574,110,651,,660,181,823,,700,172,732,,834,179,724,
,,220600 - Geography                               ,31,,13,,30,,18,,42,,7,,27,,23,,33,
,,220700 - Political Science                       ,255,,241,103,255,,195,158,235,,285,159,235,,380,127,236,
,,220800 - Sociology                               ,196,,178,40,205,,213,35,213,,186,80,161,,254,72,151,
,,221020 - Global Studies                          ,9,,15,,11,,17,,16,,8,6,,,47,,,
,,493010 - Career Guidance and Orientation         ,363,,94,165,312,,129,161,337,,139,,334,,203,,263,
,,493012 - Job Seeking/Changing Skills             ,37,,29,,30,,26,,29,,27,,8,,35,,20,
,,493014 - Study Skills                            ,39,,,,17,,,,17,,,,13,,,,50,
,,"493030 - Learning Skills, Handicapped            ",1,,2,,1,,2,,1,,1,,,,,,,
,,493087 - English as a Second Language - Integrate,14,,6,,9,,17,,17,,,,,,,,,
,,493200 - General Work Experience                 ,3,,,5,8,,10,,63,,84,31,26,,40,,,
,,499900 - Other Interdisciplinary Studies         ,,,,,,,,,,,,,,,,,2,
,Credit - Not Degree Applicable                     Total,,218,,166,22,186,,177,34,223,,217,39,231,,221,40,408,
,,150100 - English                                 ,3,,8,2,,,,,,,,,,,,,,
,,152000 - Reading                                 ,6,,1,,,,,,,,,,,,,,,
,,170200 - Mathematics Skills                      ,,,,,,,,,,,,,,,,,215,
,,210550 - Police Academy                          ,,,8,,,,5,,,,,,,,,,,
,,"493030 - Learning Skills, Handicapped            ",145,,104,19,149,,129,34,167,,172,36,180,,165,37,135,
,,"493033 - Learning Skills, Speech Impaired        ",9,,14,,,,,,,,,,,,,,,
,,493084 - English as a Second Language - Writing  ,,,,,,,,,6,,,,4,,,,,
,,493086 - English as a Second Language - Listening,24,,18,,14,,18,,20,,19,1,24,,28,1,30,
,,493087 - English as a Second Language - Integrate,31,,13,1,23,,25,,30,,26,2,23,,28,2,28,
