,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Monterey Total,,,"17,334",,"15,228","4,085","17,218",,"17,901","4,940","19,017",,"17,881","4,874","18,293",,"19,246","4,194","17,577",
,Credit - Degree Applicable                         Total,,"17,116",,"15,062","4,063","17,032",,"17,724","4,906","18,794",,"17,664","4,835","18,062",,"19,025","4,154","17,169",
,,010900 - Horticulture                            ,32,,48,,47,,48,,47,,39,,55,,45,,30,
,,010910 - Landscape Design and Maintenance        ,13,,,,,,17,,20,,,,,,22,,,
,,030100 - Environmental Science                   ,100,,144,60,113,,184,102,202,,203,119,152,,207,97,140,
,,"040100 - Biology, General                        ",166,,164,57,139,,164,60,161,,165,55,166,,169,48,168,
,,040300 - MicroBiology                            ,128,,107,,93,,160,,129,,181,,120,,188,,106,
,,041000 - Anatomy and Physiology                  ,754,,641,43,771,,594,92,545,,545,94,583,,671,96,597,
,,"050100 - Business and Commerce, General          ",6,,10,2,36,,40,21,,,,,,,,,20,
,,050200 - Accounting                              ,178,,117,35,179,,164,34,199,,152,30,193,,192,51,269,
,,050400 - Banking and Finance                     ,160,,12,,138,,32,,136,,21,,107,,27,,93,
,,050500 - Business Administration                 ,344,,356,97,374,,479,148,415,,400,139,432,,461,87,444,
,,050600 - Business Management                     ,76,,138,,79,,173,,98,,140,,73,,165,12,64,
,,050640 - Small Business and Entrepreneurship     ,26,,52,,28,,70,,31,,67,,71,,156,,55,
,,050900 - Marketing and Distribution              ,,,34,,75,,26,,80,,24,9,81,,105,,85,
,,050940 - Sales and Salesmanship                  ,48,,,,18,,,,27,,,,32,,,,51,
,,050970 - E-Commerce (Business emphasis)          ,,,16,,,,25,,,,28,,,,35,,,
,,051100 - Real Estate                             ,134,,57,69,140,,74,66,129,,65,54,91,,65,25,91,
,,051400 - Office Technology/Office Computer Applic,87,,92,23,82,,131,37,84,,122,31,124,,94,11,40,
,,051800 - Customer Service                        ,5,,4,,4,,13,,,,25,,15,,22,,,
,,"060100 - Media and Communications, General       ",31,,21,,28,,35,,13,,29,,13,,33,,9,
,,061200 - Film Studies                            ,41,,44,,40,,41,,36,,44,,39,,,,36,
,,061210 - Film History and Criticism              ,,,10,,19,,13,,16,,15,,,,19,,,
,,061450 - Desktop Publishing                      ,17,,,,,,,,17,,,,,,29,,,
,,061460 - Computer Graphics and Digital Imagery   ,24,,14,,15,,15,,29,,20,,13,,10,,,
,,"070100 - Information Technology, General         ",,,,25,,,,15,,,11,,13,,22,,10,
,,070200 - Computer Information Systems            ,20,,22,,24,,24,,16,,,13,19,,,10,15,
,,070210 - Software Applications                   ,120,,94,48,98,,98,60,99,,102,63,65,,98,66,101,
,,070600 - Computer Science (Transfer)             ,102,,109,40,93,,141,27,72,,136,25,68,,124,25,144,
,,070700 - Computer Software Development           ,19,,,,12,,,,10,,,,,,,,,
,,070710 - Computer Programming                    ,166,,157,63,181,,167,72,197,,153,56,155,,127,30,32,
