,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,220610 - Geographic Information Systems          ,,,17,,,,14,,15,,49,,26,,32,,21,
,,220700 - Political Science                       ,440,,507,165,306,,367,140,390,,384,132,361,,524,106,418,
,,220800 - Sociology                               ,504,,376,148,379,,381,77,505,,414,64,534,,497,28,568,
,,221000 - International Studies                   ,,,7,,,,24,,,,19,,,,23,,,
,,300700 - Cosmetology and Barbering               ,264,,331,39,236,,260,115,362,,324,34,289,,249,18,268,
,,493010 - Career Guidance and Orientation         ,274,,234,81,282,,367,127,396,,383,124,464,,484,120,352,
,,493013 - Academic Guidance                       ,306,,314,188,481,,342,231,589,,340,131,595,,322,195,447,
,,"493030 - Learning Skills, Handicapped            ",,,,,,,,,,,,,,,11,,30,
,,493087 - English as a Second Language - Integrate,21,,,,32,,19,,19,,27,,23,,37,,35,
,Credit - Not Degree Applicable                     Total,,"1,282",,992,217,"1,270",,909,150,"1,497",,"1,142",127,"1,463",,"1,109",,"1,374",
,,123010 - Registered Nursing                      ,28,,,,,,,,,,,,,,48,,,
,,150100 - English                                 ,588,,463,79,567,,317,87,671,,371,68,654,,266,,584,
,,"170100 - Mathematics, General                    ",183,,167,40,,,,,,,,,,,,,,
,,170200 - Mathematics Skills                      ,316,,232,93,488,,375,63,550,,539,59,591,,555,,508,
,,"200100 - Psychology, General                     ",31,,21,,50,,44,,49,,62,,61,,88,,87,
,,"493030 - Learning Skills, Handicapped            ",24,,18,5,53,,33,,46,,33,,47,,44,,45,
,,493086 - English as a Second Language - Listening,28,,48,,39,,71,,68,,60,,41,,59,,74,
,,493087 - English as a Second Language - Integrate,84,,43,,73,,69,,113,,77,,69,,49,,76,
