,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
San Diego City Total,,,"25,666",,"25,801","5,866","24,644",,"23,986","6,059","27,700",,"26,738","5,128","28,650",,"28,801","3,863","29,570",
,Credit - Degree Applicable                         Total,,"24,384",,"24,809","5,649","23,374",,"23,077","5,909","26,203",,"25,596","5,001","27,187",,"27,692","3,863","28,196",
,,010300 - Plant Science                           ,97,,80,,102,,73,,60,,124,,60,,95,,69,
,,011300 - Food Processing and Related Technologies,21,,22,,6,,1,,,,1,,19,,2,,2,
,,030200 - Environmental Studies                   ,37,,,,16,,,,32,,17,,,,15,,21,
,,030300 - Environmental Technology                ,47,,50,33,81,,,,94,,,,,,,,,
,,"040100 - Biology, General                        ",834,,950,151,737,,723,177,765,,739,189,865,,880,,798,
,,"050100 - Business and Commerce, General          ",,,1,,,,,,,,,1,,,15,15,13,
,,050200 - Accounting                              ,331,,309,94,292,,388,150,386,,446,,394,,451,87,509,
,,050500 - Business Administration                 ,182,,199,51,168,,157,28,163,,169,,181,,198,46,307,
,,050600 - Business Management                     ,430,,551,110,444,,394,94,420,,398,,349,,494,,432,
,,050640 - Small Business and Entrepreneurship     ,70,,58,,31,,53,,,,54,,33,,69,,,
,,050900 - Marketing and Distribution              ,47,,53,,49,,20,,27,,40,,40,,49,,65,
,,051100 - Real Estate                             ,99,,87,,95,,78,,100,,139,,,,,,,
,,051400 - Office Technology/Office Computer Applic,53,,55,,76,,16,,66,,52,,71,,74,,72,
,,051600 - Labor and Industrial Relations          ,18,,22,,27,,22,,28,,25,,27,,35,,32,
,,060200 - Journalism                              ,84,,62,44,63,,32,39,90,,78,,43,,35,,87,
,,060400 - Radio and Television                    ,178,,149,,160,,168,,116,,185,,,,,,,
,,060410 - Radio                                   ,,,12,,,,8,,,,9,,12,,14,,18,
,,060420 - Television (including combined TV/Film/V,20,,37,,18,,42,,24,,55,,,,20,,,
,,060430 - Broadcast Journalism                    ,10,,11,,9,,10,,1,,,,,,23,,2,
,,061000 - Mass Communications                     ,176,,170,111,199,,192,127,247,,176,83,62,,27,,149,
,,061220 - Film Production                         ,32,,68,,49,,45,,33,,52,,388,,394,75,369,
,,061400 - Digital Media                           ,,,,,,,,,,,,,68,,88,,73,
,,061410 - Multimedia                              ,25,,22,,22,,26,,19,,26,,,,,,,
,,"070100 - Information Technology, General         ",97,,67,,97,,54,,89,,33,,113,,27,,134,
,,070200 - Computer Information Systems            ,125,,134,31,90,,76,26,87,,101,31,67,,75,33,72,
,,070700 - Computer Software Development           ,30,,32,,34,,32,,31,,29,,33,,35,,34,
,,070710 - Computer Programming                    ,171,,198,91,213,,237,92,190,,274,39,205,,211,51,255,
,,070800 - Computer Infrastructure and Support     ,313,,303,30,264,,382,70,327,,493,104,517,,627,217,798,
,,070820 - Computer Support                        ,37,,41,17,,,39,,36,,78,,89,,108,,85,
,,"080100 - Education, General                      ",,,,,,,10,,12,,7,,14,,19,,22,
,,083500 - Physical Education                      ,611,,529,59,521,,565,84,758,,623,64,859,,690,45,872,
,,083520 - Fitness Trainer                         ,72,,9,,27,,17,,,,,,,,,,,
,,083550 - Intercollegiate Athletics               ,166,,135,117,168,,172,130,229,,160,127,217,,159,140,236,
,,083580 - Adapted Physical Education              ,,,,,,,3,,,,,,,,4,,,
,,083700 - Health Education                        ,330,,353,139,396,,396,111,439,,383,115,472,,394,,394,
,,085000 - Sign Language                           ,127,,168,51,213,,212,49,231,,186,,289,,150,48,296,
,,085010 - Sign Language Interpreting              ,,,,,,,,,62,,51,31,111,,121,,33,
,,"090100 - Engineering, General (requires Calculus)",126,,63,,72,,85,,83,,114,,76,,110,,110,
,,093400 - Electronics and Electric Technology     ,77,,97,,94,,74,,104,,112,,90,,109,,122,
,,093420 - Industrial Electronics                  ,5,,,,,,,,,,,,,,,,,
,,093440 - Electrical Systems and Power Transmissio,60,,75,,72,,72,,59,,67,,48,,62,,101,
,,094600 - Environmental Control Technology        ,200,,207,26,181,,202,101,231,,233,,194,,274,,170,
,,095210 - Carpentry                               ,43,,25,,15,,19,,19,,31,,32,,23,,33,
,,095220 - Electrical                              ,207,,181,,256,,262,,275,,261,,235,,200,,215,
,,095300 - Drafting Technology                     ,13,,,,,,,,,,,,,,,,,
,,095600 - Manufacturing and Industrial Technology ,10,,81,,42,,81,,118,,121,,124,,116,,129,
,,095630 - Machining and Machine Tools             ,66,,72,14,89,,86,17,102,,102,,144,,129,,157,
,,095680 - Industrial Quality Control              ,4,,,,6,,,,,,14,,,,15,,,
,,100200 - Art                                     ,484,,521,83,509,,545,88,506,,511,80,522,,625,77,582,
,,100220 - Sculpture                               ,,,3,,1,,5,,8,,14,,10,,,,21,
,,100230 - Ceramics                                ,,,,,,,,,19,,,,11,,5,,,
,,100400 - Music                                   ,261,,291,104,265,,206,70,394,,272,196,312,,320,138,274,
,,100500 - Commercial Music                        ,102,,79,17,110,,148,31,134,,135,,158,,127,15,156,
,,100600 - Technical Theater                       ,21,,15,,35,,7,,41,,39,,29,,101,,75,
,,100700 - Dramatic Arts                           ,208,,204,64,305,,305,81,309,,265,72,254,,312,39,331,
,,100800 - Dance                                   ,119,,98,34,156,,120,,228,,148,19,168,,147,50,241,
,,100900 - Applied Design                          ,,,,,,,,,9,,12,,7,,,,7,
,,101100 - Photography                             ,1,,,,,,,,,,,,,,,,,
,,101200 - Applied Photography                     ,477,,476,80,321,,340,54,436,,346,23,461,,387,17,439,
,,101300 - Commercial Art                          ,236,,232,80,249,,216,72,234,,214,103,179,,240,99,232,
,,103000 - Graphic Art and Design                  ,512,,453,161,466,,478,115,522,,510,139,460,,467,133,462,
,,109900 - Other Fine and Applied Arts             ,35,,51,,32,,34,,33,,43,,47,,48,,46,
,,"110100 - Foreign Languages, General              ",117,,89,,63,,55,,88,,94,,113,,121,,130,
,,110200 - French                                  ,120,,120,42,69,,74,63,97,,100,58,111,,189,26,133,
,,110400 - Italian                                 ,51,,64,,20,,13,,43,,62,,58,,94,,82,
,,110500 - Spanish                                 ,411,,491,113,237,,244,120,331,,402,95,324,,413,34,333,
,,111200 - Arabic                                  ,,,,,4,,5,,,,2,,,,,,,
,,122800 - Athletic Training and Sports Medicine   ,14,,8,,11,,12,,15,,23,,,,17,,,
,,123010 - Registered Nursing                      ,92,,141,,108,,88,,205,,67,,288,,245,,289,
,,127000 - Kinesiology                             ,49,,67,,49,,36,,44,,25,,48,,20,,52,
,,"130100 - Family and Consumer Sciences, General   ",68,,64,,36,,55,,41,,18,,39,,30,,42,
,,130500 - Child Development/Early Care and Educati,416,,485,135,419,,442,107,434,,327,197,393,,404,69,381,
,,130550 - The School Age Child                    ,41,,56,37,24,,35,34,32,,41,37,38,,75,,93,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",166,,234,34,159,,224,35,230,,253,145,292,,284,37,380,
,,"140100 - Law, General                            ",,,,,,,,,,,37,,27,,24,,37,
,,150100 - English                                 ,"2,088",,"2,063",337,"2,432",,"2,154",396,"2,454",,"2,257",312,"2,610",,"2,263",160,"2,511",
,,150600 - Speech Communication                    ,876,,"1,076",147,983,,"1,038",218,"1,119",,"1,166",129,"1,235",,"1,406",104,"1,181",
,,150900 - Philosophy                              ,404,,534,105,477,,441,115,435,,381,60,396,,387,63,445,
,,151000 - Religious Studies                       ,50,,67,42,60,,32,41,32,,39,,29,,40,,40,
,,159900 - Other Humanities                        ,219,,211,61,210,,240,45,160,,262,41,164,,202,38,206,
,,"160100 - Library Science, General                ",9,,25,,,,2,,3,,4,,9,,29,,69,
,,"170100 - Mathematics, General                    ","2,183",,"1,956",798,"2,225",,"1,709",745,"2,003",,"1,786",735,"1,940",,"1,976",734,"1,939",
,,"190100 - Physical Sciences, General              ",58,,48,,28,,45,,44,,,,,,,,44,
,,"190200 - Physics, General                        ",385,,329,31,158,,189,40,200,,274,,292,,238,,273,
,,"190500 - Chemistry, General                      ",727,,945,140,570,,774,244,961,,"1,013",221,875,,862,,720,
,,191100 - Astronomy                               ,297,,323,30,267,,296,,357,,310,,356,,334,,411,
,,191400 - Geology                                 ,97,,53,33,86,,95,29,119,,91,,90,,152,,141,
,,"200100 - Psychology, General                     ","1,655",,"1,631",341,"1,535",,"1,633",354,"1,649",,"1,894",413,"1,774",,"1,874",399,"1,836",
,,210200 - Public Administration                   ,,,,,,,,,27,,,,,,,,,
,,210400 - Human Services                          ,296,,343,36,226,,259,37,251,,283,33,321,,280,,336,
,,210440 - Alcohol and Controlled Substances       ,352,,244,,302,,350,,344,,376,,362,,426,,379,
,,"220100 - Social Sciences, General                ",85,,72,,32,,36,,24,,90,,28,,65,,34,
,,220200 - Anthropology                            ,503,,556,159,490,,475,140,378,,551,163,454,,568,112,357,
,,220300 - Ethnic Studies                          ,"1,298",,"1,227",309,"1,284",,"1,103",292,"1,535",,"1,387",313,"1,655",,"1,656",161,"1,630",
,,220400 - Economics                               ,285,,283,39,214,,266,74,264,,272,,279,,304,57,393,
,,220500 - History                                 ,743,,845,152,664,,730,170,710,,688,148,845,,905,77,779,
,,220600 - Geography                               ,283,,212,115,273,,225,114,272,,314,,291,,215,,229,
