,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Victor Valley Total,,,"27,299","7,317","24,020","6,540","33,647","9,613","31,935","10,112","40,800","11,199","35,841","11,403","42,644","13,415","38,962","13,401","43,584",
,Credit - Degree Applicable                         Total,,"27,161","7,197","23,724","6,479","33,332","9,429","31,620","9,979","40,545","11,063","35,631","11,249","42,426","13,225","38,752","13,252","43,381",
,,"010100 - Agriculture Technology and Sciences, Gen",50,20,55,20,52,26,79,27,57,44,144,39,70,31,98,25,93,
,,010200 - Animal Science                          ,55,,66,,84,22,103,,98,16,100,,108,21,116,,113,
,,010240 - Equine Science                          ,24,,13,,30,,13,,33,,18,,34,,14,,42,
,,010300 - Plant Science                           ,15,,31,,38,,46,,53,,50,,63,,37,,66,
,,010900 - Horticulture                            ,29,,11,10,39,,16,15,54,,26,10,37,,15,10,18,
,,010910 - Landscape Design and Maintenance        ,,,,,9,,,13,18,,11,18,,,28,9,,
,,011500 - Natural Resources                       ,127,24,102,31,352,93,167,50,284,39,171,37,340,103,151,20,171,
,,011520 - Wildlife and Fisheries                  ,,,9,,,,,,,,15,,,,,,,
,,"040100 - Biology, General                        ",832,198,791,264,"1,005",319,943,470,"1,314",369,"1,191",549,"1,507",558,"1,366",537,"1,497",
,,"040200 - Botany, General                         ",,,,,,,23,,,,38,,,,60,,,
,,040300 - MicroBiology                            ,146,27,100,46,133,52,180,64,142,69,193,87,163,67,231,88,217,
,,041000 - Anatomy and Physiology                  ,345,77,384,126,422,146,484,193,555,122,668,228,677,164,729,241,670,
,,050200 - Accounting                              ,225,,229,46,232,2,383,,277,,471,,267,,443,,342,
,,050500 - Business Administration                 ,92,18,69,27,95,42,58,58,155,48,35,54,27,103,22,54,86,
,,050600 - Business Management                     ,463,124,425,100,481,85,680,161,762,175,625,102,692,215,642,184,806,
,,050630 - Management Development and Supervision  ,,,25,,,,25,,,,24,,,,38,,,
,,050640 - Small Business and Entrepreneurship     ,117,,37,,45,,53,,49,22,105,,42,27,83,73,68,
,,050800 - International Business and Trade        ,,,,,,,,,,,,,9,,,,53,
,,050900 - Marketing and Distribution              ,66,,30,,56,12,41,,54,,68,,75,,135,33,63,
,,050940 - Sales and Salesmanship                  ,,,12,,,15,11,,,,,,,,,,,
,,051100 - Real Estate                             ,284,43,238,60,303,53,226,40,313,41,227,50,286,54,251,43,285,
,,051400 - Office Technology/Office Computer Applic,338,51,362,62,387,57,398,87,500,63,409,95,489,61,538,117,423,
,,051410 - Legal Office Technology                 ,32,,,,37,,,,28,,,,39,,,,42,
,,051420 - Medical Office Technology               ,13,,,,15,,,,18,,,,10,,,,,
,,060200 - Journalism                              ,39,,37,,38,,54,,34,,37,,60,,41,,33,
,,061440 - Animation                               ,130,40,129,54,180,24,120,44,143,46,154,58,145,26,133,52,141,
,,"070100 - Information Technology, General         ",248,39,249,68,280,43,230,91,338,46,208,87,248,57,184,84,273,
,,070200 - Computer Information Systems            ,13,,19,,24,,20,,25,,14,,26,,24,25,25,
,,070710 - Computer Programming                    ,124,,101,,130,,153,,177,,237,,195,,188,,227,
,,070720 - Database Design and Administration      ,39,,18,,43,,30,,47,,25,,39,,19,,32,
,,070800 - Computer Infrastructure and Support     ,,,,,,,,,,,,,13,,,,9,
,,070810 - Computer Networking                     ,,,,,,,15,,,,14,,,,12,,21,
,,070900 - World Wide Web Administration           ,13,,30,,,,27,,,,20,,,7,20,,,
,,"080100 - Education, General                      ",31,,32,,25,,43,,38,,78,,68,,89,,53,
,,083500 - Physical Education                      ,74,,59,,65,,55,,47,,14,,,,31,,,
,,083510 - Physical Fitness and Body Movement      ,59,,20,28,85,,64,,33,,82,38,116,,122,,23,
,,083550 - Intercollegiate Athletics               ,296,55,156,149,378,50,322,317,459,64,314,273,29,75,128,401,690,
,,083560 - Coaching                                ,,,24,,,,30,,64,,62,,66,,11,,73,
,,083580 - Adapted Physical Education              ,7,,10,,18,,9,,12,,9,,13,,17,,8,
,,083700 - Health Education                        ,758,340,744,381,924,322,818,485,"1,140",514,956,618,"1,229",521,"1,077",657,"1,260",
,,085010 - Sign Language Interpreting              ,241,91,232,116,348,131,287,146,592,149,349,149,638,211,399,147,692,
,,086000 - Educational Technology                  ,21,,,,,,,,,,,,,,,,,
,,093400 - Electronics and Electric Technology     ,43,,,,39,,,,55,,21,,216,,48,,164,
,,093410 - Computer Electronics                    ,31,,38,,64,,35,,55,,30,,89,,49,,59,
,,093420 - Industrial Electronics                  ,,,28,,,,40,,,,53,,,,45,,,
,,093430 - Telecommunications Technology           ,,,12,,,,12,,,,39,,,,48,,,
,,094600 - Environmental Control Technology        ,19,,14,,22,,16,,38,,16,,56,,37,,68,
,,094610 - Energy Systems Technology               ,,,11,,6,,12,,10,,6,,,,,,,
,,094800 - Automotive Technology                   ,315,73,271,46,494,38,446,118,520,32,470,144,566,56,513,201,544,
,,095000 - Aeronautical and Aviation Technology    ,60,,72,,49,,50,,103,55,25,25,46,58,45,41,25,
,,095010 - Aviation Airframe Mechanics             ,80,,47,46,55,,94,34,66,,118,25,103,,85,21,103,
,,095020 - Aviation Powerplant Mechanics           ,47,,16,23,52,,24,48,25,,47,46,21,,43,23,39,
,,095200 - Construction Crafts Technology          ,133,68,60,92,210,96,153,122,258,94,160,118,316,196,247,172,445,
,,095210 - Carpentry                               ,4,,7,,11,,15,,14,,18,,14,,19,,19,
,,095220 - Electrical                              ,41,,52,,88,,79,,122,,126,,200,20,186,18,233,
,,"095230 - Plumbing, Pipefitting and Steamfitting  ",8,,9,,9,,11,,16,,20,,21,,16,,17,
,,095250 - Mill and Cabinet Work                   ,20,15,34,,32,12,20,,60,35,69,,74,9,43,,23,
,,"095260 - Masonry, Tile, Cement, Lath and Plaster ",8,,6,,9,,25,,10,,,,9,,5,,18,
,,095300 - Drafting Technology                     ,88,,91,2,100,,107,,125,12,146,,122,,165,,149,
,,095310 - Architectural Drafting                  ,18,,25,,25,,30,,23,,46,,19,,64,,30,
,,095650 - Welding Technology                      ,197,,210,47,317,11,299,73,303,34,381,112,334,54,387,85,377,
,,095700 - Civil and Construction Management Techno,,,,10,,,,,,,,10,,,,,,
,,095730 - Surveying                               ,,,,,,,5,,,,10,,,,15,,,
,,"100100 - Fine Arts, General                      ",,,,,,,30,,35,,33,,33,,35,,26,
,,100200 - Art                                     ,889,482,797,309,"1,137",648,"1,038",508,"1,482",685,"1,235",530,"1,372",886,"1,201",611,"1,501",
,,100210 - Painting and Drawing                    ,185,,168,,166,,214,,226,,257,,233,,250,,253,
,,100220 - Sculpture                               ,,,14,,18,,17,,31,,24,,26,,22,,25,
,,100400 - Music                                   ,527,160,527,125,738,168,660,178,"1,027",159,884,146,950,209,813,170,938,
,,100600 - Technical Theater                       ,25,,22,,24,,37,,42,,65,17,38,,53,,37,
,,100700 - Dramatic Arts                           ,122,,97,,214,72,177,69,216,64,191,37,241,134,289,,312,
,,100800 - Dance                                   ,59,,67,,93,,87,,112,,109,19,131,16,97,,124,
,,100900 - Applied Design                          ,49,,45,,45,,48,,78,,53,,106,,82,,106,
,,101100 - Photography                             ,133,,117,,182,,169,,211,14,162,,260,,222,,264,
,,101300 - Commercial Art                          ,,,30,,,,36,,,,46,,26,,54,,45,
,,103000 - Graphic Art and Design                  ,76,,52,,106,,68,,102,,62,,89,,102,,106,
,,110200 - French                                  ,42,,43,,88,,71,33,66,,66,31,71,27,48,43,44,
,,110500 - Spanish                                 ,225,,313,63,422,55,406,85,513,135,486,127,562,112,449,167,563,
,,"120100 - Health Occupations, General             ",270,,223,34,312,,343,89,368,,295,112,450,77,290,157,394,
,,120800 - Medical Assisting                       ,61,,15,,83,34,21,,65,30,49,,104,36,33,,75,
,,121000 - Respiratory Care/Therapy                ,,28,36,72,46,41,55,29,46,40,60,26,,42,15,33,48,
,,122800 - Athletic Training and Sports Medicine   ,9,,5,,15,,13,,22,,,,16,,6,,28,
,,123000 - Nursing                                 ,197,28,201,27,142,36,213,42,230,45,135,47,80,,118,45,116,
,,123010 - Registered Nursing                      ,32,,29,,12,,38,,37,,65,,71,,79,,59,
,,123030 - Certified Nurse Assistant               ,,,17,12,22,,34,,34,,42,,34,,39,25,32,
,,125000 - Emergency Medical Services              ,72,35,102,40,129,49,135,61,136,66,151,65,165,63,167,,145,
,,125100 - Paramedic                               ,188,180,254,134,211,210,247,113,222,181,281,115,213,264,299,280,287,
,,127000 - Kinesiology                             ,448,28,238,92,526,26,453,152,484,45,494,118,559,54,512,174,648,
,,129900 - Other Health Occupations                ,24,,13,6,19,,17,,,,,,,,,,,
,,130500 - Child Development/Early Care and Educati,571,147,611,147,658,216,723,219,822,254,689,192,816,283,837,258,839,
,,130510 - Child and Adolescent Development        ,9,,,,7,,,,9,,,,7,,,,3,
,,130520 - Children with Special Needs             ,,,30,,,,24,,,,49,,22,,13,,40,
,,130550 - The School Age Child                    ,22,,25,,21,,38,,51,,37,,30,,31,,37,
,,130590 - Infants and Toddlers                    ,,,,,,,17,,17,,17,,36,41,40,,40,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",,12,,6,,11,,,,24,,,,31,,,,
,,130630 - Culinary Arts                           ,,,,,,,,18,,,,,,,,,,
,,130710 - Restaurant and Food Services and Managem,85,13,86,9,146,7,133,,127,22,155,,187,13,173,25,148,
,,140200 - Paralegal                               ,107,,110,,142,1,140,6,145,,144,,155,,204,36,204,
,,150100 - English                                 ,"3,123",716,"2,122",504,"3,642",881,"2,696",722,"4,076","1,063","2,902",658,"4,244","1,244","3,299",674,"3,887",
,,150600 - Speech Communication                    ,"1,522",649,"1,180",463,"1,673",915,"1,781",759,"2,017",850,"1,787",745,"2,168","1,035","1,977",896,"2,042",
,,150900 - Philosophy                              ,352,164,396,105,481,165,427,133,621,194,533,164,522,212,564,159,677,
,,151000 - Religious Studies                       ,220,8,156,31,296,15,197,66,424,43,245,78,382,46,333,70,374,
,,"160100 - Library Science, General                ",18,,8,,5,,,,30,,13,,18,,42,,35,
,,"170100 - Mathematics, General                    ","1,871",359,"1,633",310,"2,451",535,"2,226",628,"3,149",645,"2,381",866,"3,197",724,"2,923",993,"2,849",
,,170200 - Mathematics Skills                      ,"1,186",158,"1,027",153,"1,535",195,"1,454",356,"2,008",257,"1,340",401,"1,820",232,"1,651",472,"1,587",
,,"190100 - Physical Sciences, General              ",39,28,37,,15,,12,19,,21,70,57,82,23,53,37,68,
,,"190200 - Physics, General                        ",139,12,127,13,182,16,95,15,188,22,127,46,251,31,167,51,266,
,,"190500 - Chemistry, General                      ",492,112,450,151,568,139,612,212,716,186,824,258,825,194,758,208,941,
,,191100 - Astronomy                               ,114,26,122,14,196,16,108,21,207,33,121,17,196,47,148,8,215,
,,191400 - Geology                                 ,25,,24,,24,,37,,50,,48,,53,,24,12,61,
,,191900 - Oceangraphy                             ,70,,35,8,65,,45,16,73,,94,60,153,,75,34,116,
,,"200100 - Psychology, General                     ","1,622",578,"1,557",566,"1,969",672,"1,975",820,"2,402",786,"2,182",832,"2,424",827,"2,489","1,039","2,563",
,,210200 - Public Administration                   ,,,4,,,,,,,,,,,,,,,
,,210400 - Human Services                          ,15,,14,,21,,19,,20,,23,,22,,21,,24,
,,210500 - Administration of Justice               ,447,152,471,13,614,201,618,62,746,224,657,86,718,190,721,254,724,
,,"210540 - Forensics, Evidence, and Investigation  ",26,31,34,,60,23,56,,65,33,57,,79,33,75,,100,
,,213300 - Fire Technology                         ,98,46,233,49,398,62,280,,201,50,366,,292,80,273,151,160,
,,213350 - Fire Academy                            ,,,32,,34,,36,,33,,32,,37,,72,,37,
,,220200 - Anthropology                            ,392,170,394,172,502,233,519,230,527,248,476,185,456,192,407,246,403,
,,220220 - Archaeology                             ,9,,10,,6,,,,,,18,,,,18,,,
,,220300 - Ethnic Studies                          ,21,,22,,70,41,153,166,362,346,509,356,774,611,750,445,974,
,,220400 - Economics                               ,149,26,157,26,196,80,248,8,239,77,318,65,343,79,325,185,275,
,,220500 - History                                 ,"1,506",420,"1,128",310,"1,691",570,"1,581",545,"1,976",717,"2,011",700,"2,550",829,"2,257",824,"2,674",
,,220600 - Geography                               ,386,105,324,103,361,99,343,114,496,132,442,139,482,240,508,175,711,
,,220610 - Geographic Information Systems          ,,,,,,,,,24,,,,70,,74,,32,
,,220700 - Political Science                       ,836,360,683,250,916,478,819,282,919,495,782,317,"1,085",609,958,434,"1,090",
,,220800 - Sociology                               ,896,364,746,177,"1,048",389,"1,046",279,"1,473",444,"1,159",396,"1,377",440,"1,022",268,"1,380",
,,221000 - International Studies                   ,,,,,,,,,12,,13,,21,,63,,13,
,,493010 - Career Guidance and Orientation         ,702,287,459,131,654,461,856,253,819,328,802,254,675,266,580,220,635,
,,"493032 - Learning Skills, Learning Disabled      ",,10,,,,18,,15,,16,,15,,15,,12,38,
,,493200 - General Work Experience                 ,,,,,,,,,,,,,1,44,,,15,
,Credit - Not Degree Applicable                     Total,,138,120,296,61,315,184,315,133,255,136,210,154,218,190,210,149,203,
,,089900 - Other Education                         ,4,10,2,,12,9,14,,16,12,,,,,,2,,
,,094800 - Automotive Technology                   ,12,,,,,,,,26,,,,,,,,,
,,120800 - Medical Assisting                       ,,,,,,,,,,,,32,,,,38,,
,,129900 - Other Health Occupations                ,,,,,,,,,26,,22,,26,20,13,,,
,,130710 - Restaurant and Food Services and Managem,18,52,41,16,38,52,49,26,34,48,41,23,34,32,32,14,40,
,,"170100 - Mathematics, General                    ",,,,,,,,,,,,,,,,,56,
,,210500 - Administration of Justice               ,,,32,11,14,,23,21,9,,18,,,,8,13,8,
,,213300 - Fire Technology                         ,32,58,123,34,93,123,119,86,105,76,129,99,140,138,141,82,71,
,,220200 - Anthropology                            ,,,,,,,,,,,,,13,,,,18,
,,221000 - International Studies                   ,14,,7,,,,10,,,,,,,,,,,
,,"493032 - Learning Skills, Learning Disabled      ",15,,45,,84,,41,,,,,,,,,,,
,,493084 - English as a Second Language - Writing  ,5,,13,,34,,17,,17,,,,,,1,,,
,,493086 - English as a Second Language - Listening,19,,25,,32,,33,,17,,,,5,,11,,2,
,,493087 - English as a Second Language - Integrate,13,,8,,8,,9,,5,,,,,,4,,8,
,,493100 - Vocational ESL                          ,6,,,,,,,,,,,,,,,,,
