,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,127000 - Kinesiology                             ,13,,10,,14,,8,,18,,,,17,,6,,19,
,,130500 - Child Development/Early Care and Educati,480,,474,177,502,,419,149,462,,413,160,455,,494,135,537,
,,130540 - Preshool Age Children                   ,18,,8,,8,,14,,12,,15,,13,,9,,10,
,,130580 - Child Development Administration and Man,,,,,,,,,,,25,,,,,,,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",148,,156,44,171,,150,79,192,,134,126,176,,169,75,217,
,,130620 - Dietetic Services and Management        ,,,,,,,,,7,,15,15,,,22,17,27,
,,130630 - Culinary Arts                           ,,,,,,,,,20,,,,5,,,,79,
,,130700 - Hospitality                             ,,,,,6,,,,,,5,,24,,29,14,32,
,,130710 - Restaurant and Food Services and Managem,,,,,,,,,,,,,,,5,,,
,,130800 - Family Studies                          ,122,,183,60,116,,118,78,174,,145,87,177,,112,76,188,
,,150100 - English                                 ,957,,762,239,956,,678,288,"1,045",,748,358,"1,070",,880,323,"1,035",
,,150110 - Linguistics                             ,23,,26,,31,,29,,33,,44,,53,,56,,62,
,,150300 - Comparative Literature                  ,,,8,,9,,10,19,,,11,15,,,39,17,,
,,150600 - Speech Communication                    ,330,,289,138,368,,392,75,475,,370,104,465,,519,76,549,
,,150700 - Creative Writing                        ,7,,,,6,,,,6,,,,4,,,,35,
,,150900 - Philosophy                              ,114,,143,56,109,,186,57,172,,215,64,199,,240,62,293,
,,"160100 - Library Science, General                ",7,,21,,6,,10,,12,,10,,12,,21,,38,
,,"170100 - Mathematics, General                    ",475,,565,264,642,,492,232,488,,670,316,567,,824,316,417,
,,"190100 - Physical Sciences, General              ",8,,17,,13,,16,,10,,13,,13,,15,,,
,,"190200 - Physics, General                        ",36,,23,,44,,30,,36,,48,,66,,54,13,69,
,,"190500 - Chemistry, General                      ",233,,245,51,215,,223,41,282,,260,96,328,,377,98,368,
,,191100 - Astronomy                               ,79,,84,38,60,,48,55,100,,69,23,79,,69,51,87,
,,191400 - Geology                                 ,24,,18,,,,26,,25,,34,,23,,37,,24,
,,"200100 - Psychology, General                     ",365,,413,102,420,,400,115,438,,404,179,470,,427,200,587,
,,209900 - Other Psychology                        ,11,,,,,,,,,,,,,,,,,
,,210400 - Human Services                          ,7,,17,,45,,39,,69,,53,,67,,77,,102,
,,210500 - Administration of Justice               ,198,,293,115,241,,215,137,277,,305,145,293,,425,196,382,
,,210510 - Corrections                             ,15,,24,,12,,14,,22,,22,,9,,79,11,43,
,,220300 - Ethnic Studies                          ,,,13,,,,10,,,,24,,,,21,,,
,,220400 - Economics                               ,101,,134,27,131,,114,12,95,,143,84,152,,207,156,172,
,,220500 - History                                 ,656,,886,425,911,,867,502,813,,928,633,"1,013",,"1,359",565,"1,034",
,,220600 - Geography                               ,99,,118,,124,,86,,78,,139,,92,,98,,55,
,,220700 - Political Science                       ,480,,581,228,564,,586,238,615,,675,423,565,,608,402,722,
,,220800 - Sociology                               ,263,,292,89,378,,454,236,564,,695,374,895,,750,364,"1,042",
,,493012 - Job Seeking/Changing Skills             ,27,,,43,23,,,42,24,,,47,19,,,,25,
,,493013 - Academic Guidance                       ,149,,104,30,146,,117,41,211,,87,27,243,,136,,83,
,,493087 - English as a Second Language - Integrate,15,,7,,18,,10,,7,,13,,2,,11,,16,
,,493200 - General Work Experience                 ,8,,15,,5,,6,,12,,7,,,,,,,
,Credit - Not Degree Applicable                     Total,,235,,133,,189,,148,,214,,230,2,321,,249,,286,
,,083700 - Health Education                        ,,,14,,,,15,,,,18,,,,22,,,
,,123020 - Licensed Vocational Nursing             ,30,,,,31,,,,,,28,,,,,,,
,,130500 - Child Development/Early Care and Educati,33,,,,,,,,,,,,,,,,,
,,"170100 - Mathematics, General                    ",,,12,,15,,14,,28,,40,,32,,26,,13,
,,220700 - Political Science                       ,14,,,,16,,,,18,,19,,25,,,,31,
,,493010 - Career Guidance and Orientation         ,,,31,,18,,15,,27,,,,10,,30,,10,
,,493011 - Interpersonal Skills                    ,,,18,,,,13,,,,,,,,25,,,
,,493012 - Job Seeking/Changing Skills             ,,,,,14,,17,,,,22,,33,,,,30,
,,493013 - Academic Guidance                       ,17,,,,,,,,,,,,,,,,,
,,493014 - Study Skills                            ,100,,43,,66,,70,,93,,64,,141,,102,,111,
,,"493030 - Learning Skills, Handicapped            ",21,,,,12,,,,22,,,,28,,,,26,
,,493086 - English as a Second Language - Listening,11,,12,,2,,2,,12,,14,2,19,,20,,28,
,,493087 - English as a Second Language - Integrate,9,,3,,15,,2,,14,,25,,33,,24,,37,
