,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Madera Total,,,"8,919",,"9,827","3,288","10,140",,"9,342","3,629","10,801",,"11,113","4,537","12,403",,"13,090","4,514","13,732",
,Credit - Degree Applicable                         Total,,"8,684",,"9,694","3,288","9,951",,"9,194","3,629","10,587",,"10,883","4,535","12,082",,"12,841","4,514","13,446",
,,"010100 - Agriculture Technology and Sciences, Gen",,,14,,12,,8,,,,51,34,,,45,42,,
,,010200 - Animal Science                          ,22,,22,,28,,25,8,36,,28,21,33,,28,22,36,
,,010300 - Plant Science                           ,78,,108,,133,,166,,136,,103,,115,,134,,126,
,,"010400 - Viticulture, Enology, and Wine Business ",,,,,4,,,,3,,,,15,,,,9,
,,010900 - Horticulture                            ,,,,,2,,,,4,,,,,,4,,,
,,010920 - Floriculture / Floristry                ,,,,13,,,14,14,,,13,13,,,,,,
,,"011200 - Agriculture Business, Sales and Service ",44,,184,143,58,,65,95,95,,130,68,131,,153,25,186,
,,011600 - Agricultural Power Equipment Technology ,,,,,,,,,10,,34,34,12,,43,31,18,
,,"040100 - Biology, General                        ",194,,283,168,211,,122,165,221,,279,112,257,,338,121,257,
,,040300 - MicroBiology                            ,159,,91,,181,,108,,181,,118,,206,,136,,193,
,,040800 - Natural History                         ,199,,314,165,265,,277,181,216,,307,190,229,,248,133,248,
,,041000 - Anatomy and Physiology                  ,451,,446,103,388,,399,98,418,,458,134,548,,608,137,616,
,,"050100 - Business and Commerce, General          ",67,,102,19,86,,156,32,103,,162,30,130,,132,56,198,
,,050200 - Accounting                              ,65,,85,,82,,65,,72,,75,25,106,,120,62,75,
,,050210 - Tax Studies                             ,,,,,,,,,,,12,,,,,,,
,,050600 - Business Management                     ,315,,351,95,380,,348,113,419,,357,120,470,,409,151,528,
,,050640 - Small Business and Entrepreneurship     ,,,11,,,,13,,,,26,,,,33,,,
,,050900 - Marketing and Distribution              ,10,,,,,,,17,26,,8,,22,,11,,31,
,,051400 - Office Technology/Office Computer Applic,142,,150,,251,,222,,185,,171,,224,,212,13,229,
,,051420 - Medical Office Technology               ,81,,158,74,129,,154,97,149,,167,56,168,,205,60,138,
,,061200 - Film Studies                            ,37,,47,,5,,45,,79,,50,,84,,48,,53,
,,"070100 - Information Technology, General         ",53,,48,24,84,,70,31,66,,69,29,79,,68,40,99,
,,070700 - Computer Software Development           ,,,7,,,,10,,10,,14,,,,3,,8,
,,"080100 - Education, General                      ",37,,58,,45,,36,,22,,61,,62,,66,9,93,
,,080200 - Educational Aide (Teacher Assistant)    ,13,,13,,13,,13,,13,,,,,,,,,
,,083500 - Physical Education                      ,191,,303,139,220,,312,219,247,,347,146,319,,343,117,325,
,,083550 - Intercollegiate Athletics               ,,,,,,,,,28,,22,17,53,,13,16,49,
,,083700 - Health Education                        ,49,,45,,81,,54,,45,,50,,81,,35,,101,
,,085000 - Sign Language                           ,98,,64,,59,,35,,55,,31,,52,,38,,30,
,,"090100 - Engineering, General (requires Calculus)",16,,9,,34,,25,,36,,30,,59,,40,,58,
,,094500 - Industrial Systems Technology and Mainte,24,,9,,29,,12,4,19,,21,8,42,,48,,38,
,,094750 - Truck and Bus Driving                   ,,,,,9,,29,,51,,66,17,58,,44,15,53,
,,095600 - Manufacturing and Industrial Technology ,40,,29,30,45,,37,,33,,31,,13,,23,7,13,
,,095630 - Machining and Machine Tools             ,34,,10,,30,,11,,,,,,14,,6,8,17,
,,095650 - Welding Technology                      ,17,,20,12,28,,37,32,22,,42,23,25,,73,35,37,
,,"100100 - Fine Arts, General                      ",161,,167,92,125,,133,87,161,,157,97,265,,227,114,347,
,,100200 - Art                                     ,40,,22,,30,,18,,33,,18,,49,,15,,69,
,,100210 - Painting and Drawing                    ,29,,24,,22,,19,,17,,22,,17,,23,,22,
,,100400 - Music                                   ,93,,150,46,83,,64,,157,,145,44,151,,142,38,190,
,,101100 - Photography                             ,65,,43,,64,,68,,65,,65,,72,,72,,69,
,,103000 - Graphic Art and Design                  ,23,,42,,44,,49,,37,,48,,23,,30,,32,
,,110500 - Spanish                                 ,94,,106,24,99,,91,25,75,,102,26,105,,190,80,219,
,,119900 - Other Foreign Languages                 ,,,,,,,,,24,,25,,17,,5,,21,
,,122000 - Speech/Language Pathology and Audiology ,79,,77,,80,,65,,95,,98,,89,,148,,108,
,,123010 - Registered Nursing                      ,60,,48,15,70,,52,15,69,,47,15,75,,61,15,75,
,,123020 - Licensed Vocational Nursing             ,136,,105,,148,,,,60,,84,,46,,46,,83,
