,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
San Joaquin Delta Total,,,"56,384",,"48,823","19,235","54,461",,"54,328","22,062","62,642",,"64,629","27,799","74,182",,"71,098","30,211","78,681",
,Credit - Degree Applicable                         Total,,"54,536",,"47,558","19,034","53,399",,"53,302","21,920","61,381",,"63,199","27,478","72,321",,"69,487","30,079","77,439",
,,010200 - Animal Science                          ,180,,189,23,98,,145,,144,,112,,111,,92,,117,
,,010300 - Plant Science                           ,619,,640,243,612,,650,182,465,,323,182,479,,365,146,313,
,,"010400 - Viticulture, Enology, and Wine Business ",,,35,,,,47,,45,,70,12,73,,115,,99,
,,010900 - Horticulture                            ,125,,86,30,167,,85,36,235,,136,35,231,,82,64,262,
,,010910 - Landscape Design and Maintenance        ,,,26,,26,,58,,26,,34,,28,,82,,34,
,,010930 - Nursery Technology                      ,,,24,,,,42,,,,30,,,,20,,,
,,010940 - Turfgrass Technology                    ,32,,,,,,,,,,26,,,,,,,
,,"011200 - Agriculture Business, Sales and Service ",79,,82,,140,,67,,122,,121,45,118,,143,41,171,
,,011500 - Natural Resources                       ,80,,68,28,46,,112,58,63,,118,51,120,,124,54,105,
,,011600 - Agricultural Power Equipment Technology ,26,,,,30,,,,66,,14,,116,,14,,102,
,,020100 - Architecture and Architectural Technolog,122,,51,,114,,30,,148,,75,,178,,136,,162,
,,030100 - Environmental Science                   ,,,,,,,34,,36,,46,,43,,49,27,41,
,,"040100 - Biology, General                        ","1,364",,"1,206",534,983,,921,749,"1,113",,"1,324",730,"1,206",,"1,206",942,"1,570",
,,"040200 - Botany, General                         ",20,,72,,30,,38,,48,,60,,50,,48,,58,
,,040300 - MicroBiology                            ,425,,662,19,402,,320,,408,,392,62,390,,308,78,376,
,,"040700 - Zoology, General                        ",74,,62,,36,,52,,56,,44,,44,,58,,58,
,,041000 - Anatomy and Physiology                  ,"1,825",,"1,718",610,725,,"1,041",303,"1,120",,"1,220",308,"1,243",,"1,047",206,"1,300",
,,"050100 - Business and Commerce, General          ",443,,299,180,503,,553,209,459,,690,294,691,,678,289,735,
,,050200 - Accounting                              ,805,,701,205,588,,854,267,714,,812,228,697,,843,237,842,
,,050210 - Tax Studies                             ,6,,,,48,,,,62,,60,,76,,60,,68,
,,050400 - Banking and Finance                     ,162,,169,,227,,222,53,280,,204,72,,,,,,
,,050500 - Business Administration                 ,647,,387,211,604,,728,259,755,,904,275,917,,839,336,684,
,,050600 - Business Management                     ,5,,15,29,7,,39,29,,,86,28,,,93,35,,
,,050630 - Management Development and Supervision  ,65,,79,,51,,110,51,80,,89,55,80,,111,35,88,
,,050640 - Small Business and Entrepreneurship     ,206,,185,121,255,,291,115,295,,309,160,379,,307,25,370,
,,050650 - Retail Store Operations and Management  ,38,,18,,,,20,,38,,51,,31,,36,,56,
,,050800 - International Business and Trade        ,10,,9,,29,,12,,19,,13,,29,,25,,25,
,,050900 - Marketing and Distribution              ,79,,59,46,72,,109,52,112,,119,54,142,,130,,59,
,,050910 - Advertising                             ,59,,22,34,49,,49,30,51,,52,41,52,,49,,79,
,,050940 - Sales and Salesmanship                  ,54,,38,,47,,60,28,47,,55,21,82,,57,50,92,
,,050970 - E-Commerce (Business emphasis)          ,13,,21,,38,,22,,43,,52,,,,33,,48,
,,051000 - Logistics and Materials Transportation  ,43,,15,2,61,,13,,70,,14,,78,,18,,72,
,,051100 - Real Estate                             ,285,,324,134,250,,366,174,258,,341,186,292,,378,194,266,
,,051400 - Office Technology/Office Computer Applic,510,,458,199,399,,682,168,689,,736,356,825,,648,457,880,
,,051440 - Office Management                       ,18,,22,,32,,25,,76,,45,,88,,37,,50,
,,051800 - Customer Service                        ,,,7,,,,25,,,,32,,,,26,,18,
,,059900 - Other Business and Management           ,,,,,22,,,,25,,,,33,,,,23,
,,"060100 - Media and Communications, General       ",,,,,27,,19,,,,,,,,,,,
,,060200 - Journalism                              ,,,,,8,,,9,28,,74,,128,,75,,139,
,,060400 - Radio and Television                    ,53,,47,19,77,,61,30,75,,118,31,107,,136,22,121,
,,060410 - Radio                                   ,,,,,,,,,,,50,,46,,47,,46,
,,060420 - Television (including combined TV/Film/V,,,,,,,,,,,48,28,44,,46,24,48,
