,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Cypress Total,,,"37,011",,"32,612","6,999","36,541",,"33,725","7,767","39,228",,"37,756","9,116","43,522",,"42,150","10,414","45,629",
,Credit - Degree Applicable                         Total,,"36,071",,"32,091","6,939","35,643",,"33,067","7,703","38,287",,"37,096","9,019","42,495",,"41,562","10,382","44,639",
,,"040100 - Biology, General                        ",697,,540,42,524,,556,36,524,,594,44,517,,620,37,531,
,,040300 - MicroBiology                            ,201,,197,69,226,,234,57,167,,198,47,227,,233,47,231,
,,041000 - Anatomy and Physiology                  ,"1,067",,937,186,967,,985,225,"1,115",,"1,157",275,"1,226",,"1,218",217,"1,220",
,,050200 - Accounting                              ,518,,471,28,516,,551,41,482,,538,58,519,,618,62,557,
,,050600 - Business Management                     ,491,,529,67,477,,530,76,526,,552,119,627,,703,139,689,
,,050630 - Management Development and Supervision  ,,,24,,,,,,79,,,,37,,,,20,
,,050640 - Small Business and Entrepreneurship     ,42,,,,26,,,,29,,,,31,,,,32,
,,050900 - Marketing and Distribution              ,76,,111,,79,,110,,74,,115,,53,,125,,114,
,,050910 - Advertising                             ,34,,,,32,,,,35,,,,35,,,,44,
,,051400 - Office Technology/Office Computer Applic,19,,30,,23,,15,,26,,21,,24,,25,,24,
,,051430 - Court Reporting                         ,401,,358,79,218,,189,90,265,,270,32,287,,266,57,343,
,,"060100 - Media and Communications, General       ",34,,,,37,,,,34,,,,34,,,,43,
,,060200 - Journalism                              ,55,,57,,51,,54,,63,,96,,126,,177,39,169,
,,060400 - Radio and Television                    ,,,,,,,,,,,21,,17,,17,42,17,
,,060420 - Television (including combined TV/Film/V,123,,107,40,142,,122,37,157,,173,35,142,,126,41,160,
,,060700 - Technical Communication                 ,3,,,,5,,,,10,,,,9,,,,,
,,061400 - Digital Media                           ,,,,,,,,,,,,,13,,,,,
,,061410 - Multimedia                              ,50,,26,,44,,57,,52,,,,22,,,,32,
,,061430 - Website Design and Development          ,18,,30,,19,,38,,11,,21,,10,,16,,,
,,061440 - Animation                               ,,,26,,,,43,,4,,34,,4,,29,,,
,,061460 - Computer Graphics and Digital Imagery   ,111,,129,,127,,141,,96,,153,,112,,124,,89,
,,"070100 - Information Technology, General         ",20,,,,23,,,,20,,,,16,,,,,
,,070200 - Computer Information Systems            ,506,,484,144,506,,430,149,465,,462,167,472,,516,214,595,
,,070210 - Software Applications                   ,57,,95,,77,,93,,92,,85,,111,,94,,95,
,,070600 - Computer Science (Transfer)             ,145,,150,,150,,186,,154,,222,47,195,,233,50,186,
,,070710 - Computer Programming                    ,238,,246,49,259,,339,81,272,,365,122,216,,259,136,167,
,,070720 - Database Design and Administration      ,51,,58,,66,,57,,47,,51,,56,,45,,72,
,,070800 - Computer Infrastructure and Support     ,,,,,,,,,,,20,,,,,,,
,,070810 - Computer Networking                     ,284,,275,106,292,,288,106,400,,452,86,417,,374,194,422,
,,070820 - Computer Support                        ,35,,87,20,86,,58,21,18,,,,24,,14,,,
,,080200 - Educational Aide (Teacher Assistant)    ,93,,68,,60,,81,,81,,65,,81,,50,,59,
,,080900 - Special Education                       ,,,,,,,,,33,,33,,35,,32,,33,
