,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Diablo Valley Total,,,"49,596",,"44,453","13,210","45,852",,"43,673","13,221","47,030",,"44,850","15,711","48,470",,"46,399","14,569","47,479",
,Credit - Degree Applicable                         Total,,"48,169",,"43,301","12,421","44,594",,"42,333","12,637","45,722",,"44,137","15,165","48,142",,"45,893","14,417","47,001",
,,010900 - Horticulture                            ,163,,123,31,93,,144,34,148,,129,30,114,,182,56,116,
,,010910 - Landscape Design and Maintenance        ,,,,,,,19,20,,,,,14,,,,34,
,,010930 - Nursery Technology                      ,13,,,,36,,,,30,,13,,20,,,,12,
,,020100 - Architecture and Architectural Technolog,494,,509,,480,,468,,474,,471,,469,,534,,507,
,,030100 - Environmental Science                   ,,,1,20,,,,36,,,,33,,,,28,,
,,"040100 - Biology, General                        ","1,192",,"1,120",171,"1,192",,"1,161",166,"1,130",,"1,195",140,"1,135",,"1,255",187,"1,202",
,,040300 - MicroBiology                            ,307,,269,26,186,,213,21,220,,215,28,279,,289,56,286,
,,041000 - Anatomy and Physiology                  ,640,,651,76,590,,602,87,601,,653,125,671,,704,120,743,
,,043000 - Biotechnology and Biomedical Technology ,,,,17,,,,,,,,,,,,,,
,,"050100 - Business and Commerce, General          ",430,,371,176,404,,447,113,409,,399,136,335,,322,92,324,
,,050200 - Accounting                              ,826,,881,295,715,,842,261,731,,786,304,766,,914,311,857,
,,050210 - Tax Studies                             ,34,,53,,27,,29,,34,,29,,33,,32,,38,
,,050500 - Business Administration                 ,"1,412",,"1,439",639,"1,437",,"1,473",662,"1,461",,"1,362",707,"1,461",,"1,326",676,"1,315",
,,050600 - Business Management                     ,131,,148,70,103,,213,76,98,,147,67,68,,125,,37,
,,050630 - Management Development and Supervision  ,,,29,,,,19,,,,36,,,,35,,,
,,050640 - Small Business and Entrepreneurship     ,58,,56,,70,,43,,84,,34,,89,,37,,72,
,,050800 - International Business and Trade        ,28,,35,,29,,39,,34,,34,,35,,36,,44,
,,050900 - Marketing and Distribution              ,246,,243,,273,,263,,279,,241,,267,,287,,266,
,,050910 - Advertising                             ,79,,64,,85,,42,,80,,42,,77,,42,,77,
,,050940 - Sales and Salesmanship                  ,25,,,32,,,,30,,,,44,,,,42,,
,,051100 - Real Estate                             ,187,,288,35,172,,216,34,187,,218,38,191,,217,38,197,
,,060200 - Journalism                              ,183,,159,25,150,,170,18,155,,169,27,150,,173,28,143,
,,060400 - Radio and Television                    ,61,,67,,73,,67,,61,,65,,76,,68,,66,
,,061200 - Film Studies                            ,628,,500,248,638,,555,267,684,,578,281,646,,619,288,692,
,,061220 - Film Production                         ,89,,136,,91,,119,18,117,,120,,147,,157,,144,
,,061400 - Digital Media                           ,443,,451,150,545,,512,197,488,,510,274,456,,508,266,436,
,,061420 - Electronic Game Design                  ,37,,31,,30,,30,,30,,48,,28,,50,,51,
,,061430 - Website Design and Development          ,52,,86,27,56,,137,25,97,,129,31,100,,120,23,104,
,,061440 - Animation                               ,55,,28,26,63,,32,19,54,,33,,46,,63,20,47,
,,061460 - Computer Graphics and Digital Imagery   ,30,,31,,56,,56,,56,,54,20,60,,53,,61,
,,069900 - Other Media and Communications          ,,,,,,,,,,,26,,22,,,,,
,,"070100 - Information Technology, General         ",,,,,,,,,,,,,,,,32,,
,,070200 - Computer Information Systems            ,342,,406,97,312,,361,28,327,,324,91,282,,260,66,288,
,,070210 - Software Applications                   ,520,,636,248,543,,660,248,591,,667,275,525,,476,147,364,
,,070600 - Computer Science (Transfer)             ,383,,390,,344,,389,,399,,391,,197,,226,,193,
,,070700 - Computer Software Development           ,,,,16,,,,,,,,,,,26,,,
,,070710 - Computer Programming                    ,863,,898,528,902,,914,585,942,,941,541,"1,000",,873,561,787,
,,070720 - Database Design and Administration      ,33,,,,29,,,,35,,,,35,,,,29,
,,070730 - Computer Systems Analysis               ,,,,,,,,,,,,,171,,204,,194,
,,070800 - Computer Infrastructure and Support     ,53,,20,32,18,,11,34,10,,,51,21,,14,43,,
,,070810 - Computer Networking                     ,190,,217,58,187,,215,58,176,,206,61,156,,175,31,176,
,,"080100 - Education, General                      ",,,21,,,,19,,,,15,,,,17,,,
