,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Woodland Total,,,"6,728",,"6,730","1,886","7,435",,"7,603","1,983","8,472",,"8,084","2,143","9,858",,"8,678","2,450","8,977",
,Credit - Degree Applicable                         Total,,"6,621",,"6,673","1,886","7,318",,"7,531","1,983","8,435",,"8,043","2,143","9,847",,"8,672","2,450","8,967",
,,"010100 - Agriculture Technology and Sciences, Gen",58,,,13,80,,2,,103,,7,,196,,,,161,
,,010200 - Animal Science                          ,49,,57,,51,,41,,81,,69,,195,,72,,52,
,,010300 - Plant Science                           ,60,,54,,39,,72,,117,,19,,178,,64,,128,
,,010310 - Agricultural Pest Control Adviser and Op,11,,24,,22,,19,,17,,35,,43,,,26,1,
,,010900 - Horticulture                            ,34,,29,,24,,40,,36,,21,,7,,13,,,
,,010920 - Floriculture / Floristry                ,77,,32,,51,,32,,52,,86,,144,,129,,55,
,,"011200 - Agriculture Business, Sales and Service ",,,23,4,,,24,2,17,,28,3,25,,25,,1,
,,011500 - Natural Resources                       ,10,,48,,53,,,,27,,,,59,,40,,70,
,,011600 - Agricultural Power Equipment Technology ,,,,,,,,,,,,,,,,,9,
,,019900 - Other Agriculture and Natural Resources ,48,,27,,,,38,,100,,25,,127,,29,,1,
,,"040100 - Biology, General                        ",422,,489,136,502,,498,132,443,,458,126,407,,421,159,516,
,,050200 - Accounting                              ,128,,155,,174,,208,,184,,210,,217,,205,,249,
,,050500 - Business Administration                 ,54,,50,,46,,43,,51,,,,,,,,,
,,050600 - Business Management                     ,184,,164,36,191,,168,50,352,,323,34,447,,333,36,467,
,,050900 - Marketing and Distribution              ,,,11,27,27,,29,23,57,,36,,63,,70,27,45,
,,051400 - Office Technology/Office Computer Applic,145,,240,36,239,,261,43,268,,311,60,507,,369,51,301,
,,051420 - Medical Office Technology               ,13,,30,,10,,22,15,7,,,,20,,22,,,
,,083550 - Intercollegiate Athletics               ,,,,,22,,27,32,40,,23,38,41,,46,55,53,
,,083700 - Health Education                        ,72,,105,68,126,,152,57,113,,124,55,113,,160,57,116,
,,085000 - Sign Language                           ,44,,51,,47,,55,,51,,61,,54,,44,,56,
,,095650 - Welding Technology                      ,20,,7,,16,,16,,70,,22,15,47,,32,18,15,
,,095800 - Water and Wastewater Technology         ,47,,48,,100,,72,,83,,54,,45,,45,,76,
,,"100100 - Fine Arts, General                      ",,,,25,118,,178,30,146,,189,75,167,,218,111,181,
,,100200 - Art                                     ,92,,170,30,87,,69,63,30,,38,,14,,40,,24,
,,100210 - Painting and Drawing                    ,,,,,,,,,33,,,,46,,17,,32,
,,100400 - Music                                   ,53,,50,,44,,36,,135,,150,,140,,126,,157,
,,100700 - Dramatic Arts                           ,41,,36,79,83,,63,35,61,,50,46,72,,63,,36,
