,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Santa Ana Total,,,"50,405","5,361","40,770","12,464","49,797","6,116","45,564","14,673","53,941","7,799","49,331","17,819","55,794","8,583","47,698","17,791","56,595","9,999"
,Credit - Degree Applicable                         Total,,"50,354","5,338","40,755","12,464","49,776","6,116","45,538","14,673","53,912","7,797","49,269","17,816","55,748","8,582","47,681","17,779","56,565","9,999"
,,030100 - Environmental Science                   ,,,35,,,,24,,,,35,,,,23,,,
,,030200 - Environmental Studies                   ,18,,,,11,,,,26,,,,21,,,,16,
,,"040100 - Biology, General                        ",914,120,"1,098",298,"1,248",102,"1,100",308,"1,075",105,"1,293",289,"1,196",102,"1,212",307,"1,235",112
,,040300 - MicroBiology                            ,213,,193,19,171,,176,14,174,,132,20,208,,193,14,194,
,,041000 - Anatomy and Physiology                  ,848,,500,50,498,,469,65,554,,528,86,627,,623,107,730,
,,043000 - Biotechnology and Biomedical Technology ,76,,24,32,56,4,35,23,104,25,45,36,68,21,13,38,57,
,,"050100 - Business and Commerce, General          ",417,81,378,72,550,77,377,108,420,90,348,137,375,101,327,103,299,72
,,050200 - Accounting                              ,750,46,730,181,820,53,823,319,864,34,870,349,838,58,791,332,863,51
,,050210 - Tax Studies                             ,195,28,128,83,238,35,204,38,243,39,233,32,270,41,185,61,280,34
,,050400 - Banking and Finance                     ,55,19,59,44,51,33,71,28,32,27,68,32,76,27,91,33,66,
,,050500 - Business Administration                 ,260,,218,103,311,,314,153,368,,318,204,329,,317,175,306,
,,050600 - Business Management                     ,162,43,221,48,176,32,245,42,175,61,244,46,289,43,253,64,260,30
,,050640 - Small Business and Entrepreneurship     ,128,,132,,227,,110,,146,,140,,127,,136,,122,
,,050800 - International Business and Trade        ,125,,133,29,177,,183,47,117,,114,48,130,,71,70,139,
,,050900 - Marketing and Distribution              ,44,,73,,60,,100,,75,,103,,68,,112,,43,
,,051400 - Office Technology/Office Computer Applic,640,133,471,189,829,389,788,92,509,210,503,201,"1,097",715,808,162,622,309
,,051440 - Office Management                       ,50,,55,,94,,47,,116,,124,,127,,118,,90,
,,"060100 - Media and Communications, General       ",146,,149,,200,,202,64,303,27,199,62,291,39,243,72,240,25
,,060400 - Radio and Television                    ,15,,20,,10,,12,,20,,10,,9,,11,,26,
,,060420 - Television (including combined TV/Film/V,251,20,131,,236,33,212,40,271,61,234,78,538,76,448,135,608,158
,,060430 - Broadcast Journalism                    ,,,9,,15,,10,,8,,10,,10,,3,,8,
,,061200 - Film Studies                            ,184,25,256,103,219,34,325,88,311,67,269,97,92,33,90,36,81,54
,,061220 - Film Production                         ,12,,11,,7,,9,,9,,13,,,,,,,
,,061400 - Digital Media                           ,355,29,187,65,393,34,213,90,334,64,225,61,351,36,222,56,338,72
,,061430 - Website Design and Development          ,,,,,25,,31,,36,,30,,29,40,26,,27,
,,061440 - Animation                               ,,,42,,28,,15,,37,23,23,,51,,46,,44,16
,,061450 - Desktop Publishing                      ,123,,227,13,100,,151,20,81,,82,27,86,,83,25,77,
,,061460 - Computer Graphics and Digital Imagery   ,,,93,,,,72,,,,125,,74,,161,,59,24
,,"070100 - Information Technology, General         ",,,,,,,,,,22,,,,,16,,22,
,,070200 - Computer Information Systems            ,264,40,245,43,266,32,229,55,269,58,162,80,234,63,115,47,171,61
,,070600 - Computer Science (Transfer)             ,73,,69,60,101,,39,38,132,,36,118,100,,69,38,70,
,,070700 - Computer Software Development           ,25,,15,,18,,,,29,,,,23,,,,37,
,,070710 - Computer Programming                    ,259,29,295,136,91,32,368,161,393,35,429,135,433,27,396,105,273,47
,,070800 - Computer Infrastructure and Support     ,133,9,150,6,164,18,177,17,266,18,320,,296,28,303,7,232,
,,079900 - Other Information Technology            ,,,51,,27,,,14,17,,75,26,81,,63,15,183,
,,"080100 - Education, General                      ",24,,,,22,,,,,,,,,,,,,
,,080200 - Educational Aide (Teacher Assistant)    ,43,,58,,42,,62,,52,,70,,71,,50,,58,
,,080900 - Special Education                       ,,,,,55,32,69,77,91,36,101,60,171,30,84,101,139,33
,,083500 - Physical Education                      ,718,28,667,249,912,71,735,276,828,46,696,327,751,113,720,369,741,112
,,083510 - Physical Fitness and Body Movement      ,73,24,85,23,92,20,78,43,70,15,71,40,30,24,34,40,41,19
,,083520 - Fitness Trainer                         ,13,,17,,8,,14,,14,,17,2,21,,11,,1,
,,083550 - Intercollegiate Athletics               ,426,114,364,390,437,96,312,285,396,90,354,333,442,114,379,366,433,105
,,083580 - Adapted Physical Education              ,,,,,,,5,,2,,,,,,,,,
,,083700 - Health Education                        ,377,60,352,116,427,70,349,159,451,82,378,176,364,108,362,148,326,46
,,085000 - Sign Language                           ,468,74,520,183,516,65,492,234,486,63,508,229,502,58,434,226,435,53
,,085010 - Sign Language Interpreting              ,,,,,,,,,,,25,,,,31,,,
,,086000 - Educational Technology                  ,24,,,,31,,,,21,,,,23,,,,19,
,,"090100 - Engineering, General (requires Calculus)",172,,137,34,133,,150,49,121,19,154,63,148,75,166,35,126,56
,,093500 - Electro-Mechanical Technology           ,32,,20,,40,,17,,52,,20,15,47,,19,13,58,
,,094700 - Diesel Technology                       ,53,,68,25,79,,54,27,122,4,127,55,120,,89,52,114,
,,094720 - Heavy Equipment Maintenance             ,12,,,,,,20,,,,,,,,,,,
,,094800 - Automotive Technology                   ,335,13,345,54,467,1,468,123,587,,589,175,601,40,625,154,773,
,,094840 - Alternative Fuels and Advanced Transport,,,,,30,,,,,,,,,,,,,
,,095300 - Drafting Technology                     ,222,6,256,90,282,,322,128,284,,296,141,303,,314,147,290,
,,095340 - Mechanical Drafting                     ,81,,63,20,57,,69,47,71,,73,46,57,,55,67,85,
,,095360 - Technical Illustration                  ,,,,,,,,,,,,,,,10,,9,
,,095600 - Manufacturing and Industrial Technology ,25,,20,,39,,12,,30,,18,,66,,25,,53,
,,095630 - Machining and Machine Tools             ,173,,121,,127,,175,,236,,223,,209,,73,,240,
,,095650 - Welding Technology                      ,196,,190,106,258,,225,108,343,,300,125,361,,358,137,402,
,,095700 - Civil and Construction Management Techno,,17,,,30,,,,33,,,,30,,,,22,
,,095730 - Surveying                               ,16,,17,,,,16,,,,22,,,,16,,,
,,100200 - Art                                     ,"1,147",210,"1,149",478,"1,162",159,"1,195",449,"1,337",222,"1,223",456,"1,303",190,"1,111",668,"1,309",162
,,100400 - Music                                   ,696,113,637,199,768,127,737,266,917,112,899,330,849,122,724,349,930,120
,,100500 - Commercial Music                        ,74,,63,,54,,52,,77,,87,,88,,135,,97,
,,100600 - Technical Theater                       ,49,,25,,64,,25,,66,6,130,,112,4,149,,196,130
,,100700 - Dramatic Arts                           ,176,63,211,84,375,109,486,133,475,104,592,133,543,85,578,126,624,429
,,100800 - Dance                                   ,131,29,122,23,262,34,236,32,221,40,272,38,305,38,225,37,330,75
,,100810 - Commercial Dance                        ,32,,16,,3,,12,,7,,2,,20,,18,,2,
,,100900 - Applied Design                          ,5,,,,5,,,,12,,,,8,,,,5,
,,101100 - Photography                             ,147,59,154,62,180,52,200,88,222,63,231,92,205,59,210,52,258,59
,,101200 - Applied Photography                     ,,,,,,,,,18,,16,,20,,19,,17,
,,103000 - Graphic Art and Design                  ,,,,,,,22,,,,19,,,,,,,
,,"110100 - Foreign Languages, General              ",,,,,12,,,,,,,,,,,,,
,,110200 - French                                  ,38,20,50,,59,,58,,70,,64,,34,,57,,68,
