,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,110400 - Italian                                 ,19,,22,,13,,,,16,,13,,,,,,17,
,,110500 - Spanish                                 ,482,110,449,337,597,110,493,490,600,104,670,370,631,107,669,466,645,102
,,110700 - Chinese                                 ,26,,28,,23,,27,,27,,28,,21,,20,,24,
,,110800 - Japanese                                ,64,,58,,66,,73,,73,,63,,50,,32,,51,
,,111720 - Vietnamese                              ,50,,48,,75,,66,,47,,62,,67,,65,,45,
,,120800 - Medical Assisting                       ,,,,,24,20,26,26,37,20,,20,54,28,58,15,58,33
,,120820 - Administrative Medical Assisting        ,825,167,834,339,848,212,864,383,881,304,936,512,"1,001",392,971,551,976,335
,,121800 - Occupational Therapy Technology         ,402,,348,22,470,,418,22,477,,492,32,495,93,484,56,492,45
,,122000 - Speech/Language Pathology and Audiology ,201,,178,,146,,169,,196,,194,,148,,218,,185,
,,122100 - Pharmacy Technology                     ,244,60,208,50,165,38,190,58,230,5,176,24,229,,197,8,213,28
,,123010 - Registered Nursing                      ,622,,590,,650,,612,,644,,605,,644,,604,,635,
,,125000 - Emergency Medical Services              ,174,,171,64,245,,205,68,254,,184,72,269,,212,78,228,
,,127000 - Kinesiology                             ,242,28,201,62,242,31,202,109,222,37,197,140,218,72,148,114,233,58
,,130300 - Fashion                                 ,178,13,75,26,205,26,169,23,197,40,128,68,204,118,102,67,211,37
,,130310 - Fashion Design                          ,66,,105,24,82,,68,16,87,,108,18,73,,95,32,64,
,,130320 - Fashion Merchandising                   ,,,17,,,,51,,,,42,,,,34,,,
,,130330 - Fashion Production                      ,12,,21,10,28,,9,10,28,,24,9,22,,13,,32,
,,130500 - Child Development/Early Care and Educati,"1,080",183,927,363,942,163,918,500,"1,060",248,"1,196",577,"1,345",254,"1,028",488,"1,186",257
,,130520 - Children with Special Needs             ,107,29,99,50,,,18,,,,25,,,,37,,,
,,130540 - Preshool Age Children                   ,16,,34,,23,,18,9,10,,,10,11,,21,17,,
,,130550 - The School Age Child                    ,18,,70,,19,,91,,14,,76,,18,,61,,27,
,,130580 - Child Development Administration and Man,45,,12,,49,,26,,45,,17,,46,,12,,45,
,,130590 - Infants and Toddlers                    ,63,,,,47,,1,14,17,,,,44,,4,13,51,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",433,74,492,112,399,75,556,110,478,76,672,135,403,99,428,143,519,203
,,130700 - Hospitality                             ,,,21,,25,,12,,6,24,26,,32,,,,,
,,130710 - Restaurant and Food Services and Managem,19,,79,,96,,20,,179,20,40,,179,,32,,202,61
,,"140100 - Law, General                            ",36,7,42,23,39,7,56,37,57,14,128,48,114,20,108,64,131,20
,,140200 - Paralegal                               ,433,35,435,112,512,79,571,142,680,76,613,228,790,131,801,229,"1,027",171
,,150100 - English                                 ,"3,190",189,"2,366",499,"3,520",340,"2,619",544,"3,603",251,"2,603",572,"3,515",273,"2,612",679,"3,237",285
,,150300 - Comparative Literature                  ,,,,,,,,,17,,,,,,,,,
,,150600 - Speech Communication                    ,"1,450",262,"1,315",320,"1,729",357,"1,415",447,"1,665",471,"1,693",584,"1,776",417,"1,499",614,"1,759",550
,,150700 - Creative Writing                        ,,,,,,,24,,,,,,,,,,,
,,150900 - Philosophy                              ,430,111,429,208,491,118,471,270,478,147,594,302,547,150,469,280,537,151
,,152000 - Reading                                 ,99,29,107,11,132,17,62,28,26,18,41,17,45,10,17,18,,
,,"160100 - Library Science, General                ",,,44,,32,,29,,23,,11,21,59,,9,,14,
,,160200 - Library Technician (Aide)               ,79,,64,,89,,77,,101,,89,,100,,110,,104,
,,"170100 - Mathematics, General                    ","3,314",318,"2,589",798,"3,129",384,"2,556",934,"2,863",414,"2,418","1,180","2,884",415,"2,733","1,308","3,081",567
,,170200 - Mathematics Skills                      ,67,,36,,77,,62,,66,,35,,58,,57,,7,
,,"190100 - Physical Sciences, General              ",8,,,,7,,,,,,,,,,,,,
,,"190200 - Physics, General                        ",200,,159,21,146,,144,22,162,,205,12,211,,271,18,209,
,,"190500 - Chemistry, General                      ",606,68,517,156,541,69,542,168,580,59,608,216,668,63,735,255,818,55
,,191100 - Astronomy                               ,271,,295,40,364,44,231,86,428,74,307,165,413,74,297,121,367,63
,,191400 - Geology                                 ,117,,70,8,108,,110,,148,,104,39,138,21,107,33,106,37
,,193000 - Earth Science                           ,320,45,311,58,245,39,275,52,286,79,266,91,254,41,326,113,262,77
,,"200100 - Psychology, General                     ","1,126",242,"1,003",368,"1,225",238,"1,223",507,"1,380",355,"1,309",643,"1,427",426,"1,351",670,"1,431",463
,,209900 - Other Psychology                        ,,,,,,,,,,,,,,,,,58,
,,210400 - Human Services                          ,,,,,,,,,10,,,,9,,,,15,
,,210500 - Administration of Justice               ,"4,629",204,"2,653","1,013","3,930",135,"2,657",969,"4,274",505,"3,204",734,"4,217",171,"2,856",757,"3,600",561
,,210550 - Police Academy                          ,"4,818",684,"2,329","1,134","3,397",538,"3,114","1,314","3,875",753,"4,429","1,120","3,345",423,"2,838","1,041","4,931","1,269"
,,213300 - Fire Technology                         ,"3,782",121,"3,312",710,"2,990",32,"3,659",868,"3,604",269,"2,432","1,154","3,793",435,"3,343","1,302","3,575",151
,,213350 - Fire Academy                            ,"1,200",,422,153,840,138,599,135,"1,270",113,616,"1,014",948,118,673,134,"1,284",11
,,214000 - Legal and Community Interpretation      ,119,,169,25,152,,204,,281,,357,,287,,235,,236,
,,220110 - Women's Studies                         ,94,,94,,60,,94,,50,,97,,63,,81,,72,
,,220200 - Anthropology                            ,548,54,491,153,586,77,632,187,558,111,599,280,615,132,530,240,588,151
,,220300 - Ethnic Studies                          ,293,67,347,119,444,152,571,209,902,262,"1,027",542,"1,181",417,"1,072",679,"1,075",667
,,220400 - Economics                               ,409,52,441,125,407,113,401,145,504,158,487,227,576,230,528,326,637,216
,,220500 - History                                 ,"1,200",218,"1,014",269,"1,179",220,"1,201",303,"1,394",213,"1,387",373,"1,431",154,"1,194",437,"1,455",247
,,220600 - Geography                               ,301,95,303,118,320,101,304,171,353,91,317,151,364,96,320,144,337,102
,,220700 - Political Science                       ,655,155,536,234,690,200,666,277,745,277,702,326,723,238,626,377,664,226
,,220800 - Sociology                               ,591,85,540,151,509,83,601,157,578,130,547,172,578,143,513,185,613,130
,,493010 - Career Guidance and Orientation         ,744,43,344,240,856,29,384,264,840,23,283,303,774,25,254,306,891,32
,,493011 - Interpersonal Skills                    ,226,64,227,111,223,80,218,90,179,33,218,97,322,103,285,124,316,82
,,493013 - Academic Guidance                       ,782,73,480,116,788,106,595,161,784,148,540,215,849,183,540,188,835,92
,,493084 - English as a Second Language - Writing  ,111,,56,,75,,54,,83,,83,,122,,85,,112,
,,493200 - General Work Experience                 ,5,1,3,2,3,1,7,,14,7,19,3,,,,,,
,,499900 - Other Interdisciplinary Studies         ,,,,,17,,10,,,,10,,,,12,,23,
,Credit - Not Degree Applicable                     Total,,51,23,15,,21,,26,,29,2,62,3,46,1,17,12,30,
,,"170100 - Mathematics, General                    ",13,,,,,,,,,,,,,,,,,
,,170200 - Mathematics Skills                      ,,,1,,,,,,,2,,2,1,1,1,,,
,,210550 - Police Academy                          ,,23,,,,,,,,,,,,,,,,
,,493009 - Supervised Tutoring                     ,,,,,,,,,,,,1,,,1,,,
,,493084 - English as a Second Language - Writing  ,38,,14,,21,,26,,29,,62,,45,,15,12,30,
