,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Cuyamaca Total,,,"16,409",,"16,853","3,298","17,544",,"17,738","4,086","19,746",,"19,672","4,568","20,576",,"21,005","4,835","20,709",
,Credit - Degree Applicable                         Total,,"15,448",,"15,998","3,191","16,516",,"16,777","3,987","18,523",,"18,496","4,489","19,213",,"19,844","4,767","19,324",
,,010900 - Horticulture                            ,129,,105,6,123,,118,6,138,,162,8,133,,133,2,84,
,,010910 - Landscape Design and Maintenance        ,24,,7,,32,,7,,35,,12,,32,,,,,
,,010920 - Floriculture / Floristry                ,26,,31,,40,,35,,24,,13,,27,,28,,32,
,,010930 - Nursery Technology                      ,,,15,,21,,22,,,,12,,20,,19,,29,
,,010940 - Turfgrass Technology                    ,,,9,,8,,,,,,6,,,,,,,
,,030300 - Environmental Technology                ,55,,87,,56,,45,10,64,,77,,84,,74,,90,
,,"040100 - Biology, General                        ",849,,754,82,742,,925,85,"1,006",,"1,064",195,"1,055",,"1,252",230,907,
,,"050100 - Business and Commerce, General          ",394,,421,91,451,,345,127,557,,335,106,550,,412,136,580,
,,050200 - Accounting                              ,355,,378,108,334,,352,100,370,,360,93,405,,395,125,452,
,,050600 - Business Management                     ,29,,83,,106,,129,,23,,115,,32,,108,,17,
,,050640 - Small Business and Entrepreneurship     ,34,,72,,,,41,,,,63,,,,68,,,
,,051100 - Real Estate                             ,183,,196,,194,,188,,297,,235,,327,,316,,318,
,,051400 - Office Technology/Office Computer Applic,188,,239,,214,,342,,353,,313,,352,,314,,364,
,,"070100 - Information Technology, General         ",412,,403,,393,,320,,335,,275,,256,,256,,211,
,,070600 - Computer Science (Transfer)             ,,,,,,,,,14,,,,21,,,,22,
,,070800 - Computer Infrastructure and Support     ,26,,51,17,44,,36,,12,,13,,7,,11,,14,
,,070810 - Computer Networking                     ,14,,15,,34,,11,,7,,,,15,,,,11,
,,"080100 - Education, General                      ",43,,,,32,,,,20,,,,33,,,,36,
,,083500 - Physical Education                      ,548,,700,248,622,,686,260,656,,761,297,691,,724,338,622,
,,083550 - Intercollegiate Athletics               ,114,,118,81,128,,112,105,141,,136,104,155,,190,108,166,
,,083580 - Adapted Physical Education              ,45,,6,,37,,43,,70,,60,,43,,55,,55,
,,083700 - Health Education                        ,825,,899,180,841,,913,265,"1,001",,947,288,"1,067",,"1,342",298,"1,197",
,,085000 - Sign Language                           ,164,,189,66,159,,219,95,177,,228,124,173,,243,88,145,
,,"090100 - Engineering, General (requires Calculus)",284,,273,18,252,,331,45,293,,341,138,298,,360,144,389,
,,093400 - Electronics and Electric Technology     ,79,,38,,56,,37,,42,,27,,49,,34,,16,
,,094800 - Automotive Technology                   ,401,,414,67,723,,767,175,995,,"1,052",194,"1,144",,"1,121",133,"1,280",
,,095300 - Drafting Technology                     ,70,,49,,68,,53,7,65,,40,11,72,,69,,100,
,,095730 - Surveying                               ,3,,33,,37,,58,,19,,62,,31,,74,,31,
,,095800 - Water and Wastewater Technology         ,204,,103,16,179,,172,,244,,254,,348,,258,40,314,
,,100200 - Art                                     ,484,,508,159,552,,612,221,609,,720,216,604,,784,223,649,
,,100400 - Music                                   ,567,,668,151,579,,602,164,618,,681,182,531,,635,187,564,
