,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,101300 - Commercial Art                          ,,,,,,,22,,,,,,,,17,,,
,,103000 - Graphic Art and Design                  ,126,,179,27,175,,176,24,166,,161,26,177,,157,,135,
,,"110100 - Foreign Languages, General              ",6,,,,11,,16,,,,27,,9,,16,,9,
,,110500 - Spanish                                 ,271,,334,33,234,,327,105,267,,331,127,285,,310,165,341,
,,111200 - Arabic                                  ,598,,760,,688,,894,34,841,,959,16,761,,916,31,785,
,,119900 - Other Foreign Languages                 ,43,,37,,35,,34,,,,,,,,,,,
,,130500 - Child Development/Early Care and Educati,534,,660,179,626,,715,214,633,,687,210,598,,745,201,603,
,,140200 - Paralegal                               ,222,,165,,134,,145,,146,,135,,180,,147,,189,
,,150100 - English                                 ,"1,093",,941,224,"1,097",,934,238,"1,188",,960,249,"1,190",,950,283,"1,132",
,,150600 - Speech Communication                    ,396,,448,179,478,,410,192,559,,480,237,558,,625,224,524,
,,150700 - Creative Writing                        ,,,24,,,,9,,15,,,,7,,,,35,
,,150900 - Philosophy                              ,218,,272,101,245,,285,88,254,,314,70,250,,233,78,210,
,,151000 - Religious Studies                       ,40,,38,35,51,,31,22,34,,34,47,47,,46,62,22,
,,159900 - Other Humanities                        ,124,,163,44,146,,116,45,167,,163,71,234,,259,54,262,
,,"170100 - Mathematics, General                    ","1,471",,"1,476",401,"1,566",,"1,382",417,"1,553",,"1,525",408,"1,594",,"1,453",384,"1,583",
,,"190200 - Physics, General                        ",223,,291,,286,,367,165,445,,467,191,443,,443,227,401,
,,"190500 - Chemistry, General                      ",368,,246,,269,,284,,299,,299,34,353,,352,55,337,
,,191100 - Astronomy                               ,140,,283,53,278,,245,50,301,,209,47,246,,239,49,228,
,,191400 - Geology                                 ,55,,37,,53,,29,,57,,95,,55,,33,85,58,
,,191900 - Oceangraphy                             ,112,,109,,78,,147,,101,,143,,123,,178,,163,
,,"200100 - Psychology, General                     ",645,,557,160,486,,538,158,545,,584,152,553,,638,140,532,
,,210400 - Human Services                          ,109,,112,,106,,90,,100,,176,,160,,181,,201,
,,"220100 - Social Sciences, General                ",,,,,,,,,,,,,,,,,21,
,,220200 - Anthropology                            ,42,,22,,43,,14,,15,,,,,,,,,
,,220300 - Ethnic Studies                          ,39,,67,21,123,,155,66,248,,356,87,256,,359,76,251,
,,220400 - Economics                               ,211,,312,121,270,,310,123,356,,372,117,378,,387,114,345,
,,220500 - History                                 ,646,,681,165,758,,577,179,643,,642,186,738,,801,207,795,
,,220600 - Geography                               ,31,,57,,58,,27,,90,,28,,109,,30,,95,
,,220700 - Political Science                       ,190,,123,56,192,,112,97,202,,149,128,269,,154,98,221,
,,220800 - Sociology                               ,232,,262,,257,,255,,303,,218,,284,,231,40,278,
,,493010 - Career Guidance and Orientation         ,445,,245,102,442,,288,105,527,,345,130,527,,418,142,645,
,,493012 - Job Seeking/Changing Skills             ,25,,47,,103,,132,,98,,103,,107,,91,,53,
,,493013 - Academic Guidance                       ,5,,9,,,,28,,,,17,,,,20,,,
,,493084 - English as a Second Language - Writing  ,122,,78,,64,,101,,69,,33,,47,,48,,89,
,,493087 - English as a Second Language - Integrate,,,,,28,,,,11,,17,,25,,20,,24,
,,493200 - General Work Experience                 ,117,,99,,79,,61,,105,,103,,95,,72,,62,
,Credit - Not Degree Applicable                     Total,,961,,855,107,"1,028",,961,99,"1,223",,"1,176",79,"1,363",,"1,161",68,"1,385",
,,100400 - Music                                   ,5,,4,,5,,2,,7,,7,,4,,5,,18,
,,150100 - English                                 ,286,,243,57,327,,225,58,362,,214,66,364,,229,68,326,
,,"170100 - Mathematics, General                    ",243,,258,,260,,233,,287,,316,,322,,250,,292,
,,493011 - Interpersonal Skills                    ,13,,,,,,10,,5,,,,8,,4,,6,
,,493013 - Academic Guidance                       ,32,,,,,,,,,,,,,,,,,
,,493014 - Study Skills                            ,72,,66,50,74,,91,41,75,,84,13,7,,4,,,
,,"493030 - Learning Skills, Handicapped            ",,,,,,,,,,,,,8,,,,11,
,,"493033 - Learning Skills, Speech Impaired        ",,,,,,,,,,,,,13,,8,,12,
,,493087 - English as a Second Language - Integrate,277,,244,,340,,400,,487,,555,,637,,661,,670,
,,493090 - Citizenship / ESL Civics                ,33,,40,,22,,,,,,,,,,,,20,
,,493100 - Vocational ESL                          ,,,,,,,,,,,,,,,,,30,
