,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,191400 - Geology                                 ,178,,133,77,133,,191,93,260,,235,75,217,,309,75,308,
,,"200100 - Psychology, General                     ","1,258",,"1,161",302,"1,163",,"1,068",429,"1,328",,"1,213",483,"1,473",,"1,419",490,"1,521",
,,209900 - Other Psychology                        ,86,,63,,58,,80,,66,,102,,61,,126,,63,
,,210400 - Human Services                          ,,,,,,,,,,,1,,41,,36,,57,
,,210500 - Administration of Justice               ,245,,146,68,189,,246,74,296,,264,78,304,,345,82,310,
,,210510 - Corrections                             ,13,,3,,5,,,,14,,,,20,,,,39,
,,220130 - Social Justice Studies                  ,14,,8,,5,,6,,4,,8,,11,,6,,7,
,,220170 - Social Justice: Gender Studies          ,12,,7,,10,,23,,8,,19,,8,,4,,5,
,,220200 - Anthropology                            ,210,,328,137,318,,340,235,296,,404,234,398,,497,241,433,
,,220220 - Archaeology                             ,32,,10,,40,,38,,27,,,,22,,31,,44,
,,220300 - Ethnic Studies                          ,,,,,47,,242,100,455,,645,91,664,,698,146,689,
,,220400 - Economics                               ,497,,355,193,472,,407,190,403,,421,47,485,,426,134,536,
,,220500 - History                                 ,"1,352",,"1,195",522,"1,167",,"1,259",569,"1,285",,"1,328",667,"1,400",,"1,287",671,"1,339",
,,220600 - Geography                               ,444,,378,90,413,,453,89,415,,450,81,427,,369,102,532,
,,220610 - Geographic Information Systems          ,,,5,,,,7,,,,6,,,,8,,23,
,,220700 - Political Science                       ,578,,610,244,535,,566,336,593,,546,223,616,,538,228,638,
,,220800 - Sociology                               ,501,,562,212,468,,563,278,554,,568,269,700,,770,295,678,
,,493013 - Academic Guidance                       ,184,,82,25,178,,77,36,238,,80,64,245,,108,50,177,
,,493200 - General Work Experience                 ,119,,135,12,168,,156,27,116,,150,48,162,,182,52,172,
,Credit - Not Degree Applicable                     Total,,347,,170,,328,,105,,187,,102,,176,,58,,130,
,,"040100 - Biology, General                        ",,,26,,13,,,,,,,,,,,,,
,,150100 - English                                 ,312,,108,,302,,105,,171,,67,,155,,40,,130,
,,"170100 - Mathematics, General                    ",18,,28,,,,,,,,15,,,,,,,
,,179900 - Other Mathematics                       ,,,,,,,,,,,5,,,,,,,
,,"190200 - Physics, General                        ",,,,,13,,,,16,,15,,21,,18,,,
,,493009 - Supervised Tutoring                     ,,,3,,,,,,,,,,,,,,,
,,493062 - Secondary Education (Grades 9-12) and G.,17,,5,,,,,,,,,,,,,,,
