,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Clovis Total,,,"18,526",,"16,460","4,877","17,978",,"17,232","6,023","20,052",,"19,711","6,277","22,608",,"21,795","6,966","23,478",
,Credit - Degree Applicable                         Total,,"18,179",,"16,290","4,877","17,650",,"17,127","6,023","19,865",,"19,609","6,277","22,432",,"21,737","6,966","23,348",
,,010300 - Plant Science                           ,,,,,,,,,,,27,,78,,78,,71,
,,030100 - Environmental Science                   ,,,7,,12,,8,,40,,36,,24,,34,,27,
,,"040100 - Biology, General                        ",352,,252,78,318,,356,152,533,,466,150,701,,522,245,611,
,,040300 - MicroBiology                            ,90,,65,,70,,57,,65,,62,,86,,98,,139,
,,040800 - Natural History                         ,343,,355,130,405,,465,191,452,,477,220,404,,464,252,424,
,,041000 - Anatomy and Physiology                  ,286,,229,48,324,,222,36,355,,271,59,416,,350,98,485,
,,049900 - Other Biological Sciences               ,4,,5,7,,,,,,,16,,,,13,,15,
,,"050100 - Business and Commerce, General          ",138,,88,37,125,,95,34,111,,75,41,140,,234,30,175,
,,050200 - Accounting                              ,200,,167,26,229,,268,71,338,,332,96,422,,481,138,508,
,,050210 - Tax Studies                             ,,,,,,,,,,,,,36,,,,55,
,,050400 - Banking and Finance                     ,12,,17,9,30,,15,16,15,,30,14,33,,74,16,26,
,,050600 - Business Management                     ,486,,595,256,482,,560,278,629,,680,292,773,,752,312,694,
,,050640 - Small Business and Entrepreneurship     ,20,,15,,14,,14,,29,,23,,37,,29,,36,
,,050900 - Marketing and Distribution              ,,,40,17,,,25,23,,,32,28,,,44,20,,
,,051400 - Office Technology/Office Computer Applic,,,26,,,,22,,,,25,,,,23,,,
,,051420 - Medical Office Technology               ,113,,83,47,129,,94,42,138,,92,46,181,,95,45,171,
,,061000 - Mass Communications                     ,28,,,,19,,,,27,,,,27,,,,21,
,,061200 - Film Studies                            ,41,,,,31,,,,32,,35,,41,,36,,36,
,,061210 - Film History and Criticism              ,38,,63,,35,,47,,41,,18,,15,,19,,32,
,,"070100 - Information Technology, General         ",478,,454,145,513,,434,122,488,,484,133,363,,451,154,406,
,,070210 - Software Applications                   ,,,18,4,,,,,,,7,26,,,13,23,,
,,070700 - Computer Software Development           ,152,,171,,183,,212,,194,,188,,214,,215,,162,
,,070710 - Computer Programming                    ,37,,45,,35,,44,,37,,58,,47,,49,,54,
,,070800 - Computer Infrastructure and Support     ,,,7,,,,18,,,,21,,,,19,,,
,,"080100 - Education, General                      ",73,,163,21,89,,193,16,93,,217,31,105,,284,26,111,
,,080200 - Educational Aide (Teacher Assistant)    ,6,,,,6,,,,,,,,,,,,,
,,083500 - Physical Education                      ,329,,307,73,354,,370,97,382,,455,83,379,,494,107,421,
,,083550 - Intercollegiate Athletics               ,312,,128,51,255,,131,53,171,,135,68,254,,161,90,245,
,,083700 - Health Education                        ,226,,140,63,153,,134,59,126,,114,67,147,,76,70,92,
,,085000 - Sign Language                           ,140,,95,50,103,,131,55,200,,176,53,175,,161,74,207,
,,"092400 - Engineering Technology, General (require",132,,74,,111,,78,,118,,84,,144,,110,,172,
,,093400 - Electronics and Electric Technology     ,8,,17,,11,,16,,9,,18,,12,,23,,14,
,,094500 - Industrial Systems Technology and Mainte,36,,37,10,43,,26,8,43,,43,9,50,,37,13,41,
,,095600 - Manufacturing and Industrial Technology ,,,,,,,,,,,,,,,,,32,
,,095800 - Water and Wastewater Technology         ,36,,14,,23,,10,,10,,4,,34,,21,,44,
,,"100100 - Fine Arts, General                      ",605,,541,264,588,,614,400,820,,781,423,785,,684,472,849,
,,100200 - Art                                     ,87,,66,8,106,,95,5,128,,78,,113,,104,,115,
,,100210 - Painting and Drawing                    ,111,,91,13,124,,125,10,159,,150,15,124,,128,12,163,
,,100230 - Ceramics                                ,,,,,,,,,,,,,24,,21,,23,
,,100400 - Music                                   ,240,,211,61,268,,306,63,384,,328,93,502,,396,90,542,
,,100500 - Commercial Music                        ,20,,26,,27,,57,,60,,47,31,77,,75,30,83,
,,100800 - Dance                                   ,8,,6,,32,,10,,14,,31,,27,,33,,15,
,,101100 - Photography                             ,269,,217,91,292,,262,112,227,,232,96,236,,182,65,194,
,,103000 - Graphic Art and Design                  ,110,,70,,73,,54,,73,,67,,78,,68,,86,
,,110200 - French                                  ,23,,4,,17,,8,,15,,13,,33,,,,42,
,,110500 - Spanish                                 ,172,,132,150,125,,146,186,145,,216,243,301,,238,227,250,
,,110700 - Chinese                                 ,,,,,,,,,,,,,,,2,,8,
,,"120100 - Health Occupations, General             ",17,,50,32,21,,40,40,39,,47,43,42,,51,43,78,
,,121800 - Occupational Therapy Technology         ,66,,159,76,90,,95,76,107,,149,61,97,,147,68,110,
,,127000 - Kinesiology                             ,102,,86,,94,,87,,114,,81,29,137,,110,38,118,
,,130500 - Child Development/Early Care and Educati,347,,251,156,422,,330,235,452,,434,214,565,,414,215,544,
,,130520 - Children with Special Needs             ,,,4,,,,8,,,,3,,32,,19,,34,
,,130540 - Preshool Age Children                   ,16,,19,,16,,,,10,,9,,11,,13,,14,
,,130590 - Infants and Toddlers                    ,11,,,,4,,,,4,,,,6,,,,,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",219,,239,177,267,,216,183,230,,218,183,253,,283,183,281,
,,130800 - Family Studies                          ,153,,165,94,116,,103,102,94,,162,140,105,,191,171,87,
,,150100 - English                                 ,"1,835",,"1,722",291,"1,819",,"1,674",302,"1,889",,"1,758",296,"1,877",,"1,910",316,"1,909",
,,150110 - Linguistics                             ,29,,26,,20,,27,,30,,38,,37,,58,,28,
,,150200 - Language Arts                           ,27,,27,,37,,32,,16,,42,,19,,45,12,56,
,,150300 - Comparative Literature                  ,35,,24,,38,,29,,29,,37,,30,,24,,25,
,,150600 - Speech Communication                    ,959,,861,100,800,,616,222,952,,787,195,992,,797,228,887,
,,150700 - Creative Writing                        ,21,,14,,19,,18,,37,,31,,32,,8,,31,
,,150900 - Philosophy                              ,206,,217,143,221,,211,158,163,,228,159,219,,257,173,301,
,,"160100 - Library Science, General                ",12,,13,,31,,18,,27,,26,,37,,28,,23,
,,"170100 - Mathematics, General                    ","1,731",,"1,377",223,"1,583",,"1,251",124,"1,611",,"1,400",207,"1,783",,"1,451",211,"1,900",
,,"190100 - Physical Sciences, General              ",40,,33,,20,,39,,20,,41,,15,,33,,28,
,,"190200 - Physics, General                        ",167,,173,,161,,208,,233,,258,,275,,328,,304,
,,"190500 - Chemistry, General                      ",702,,608,44,748,,681,96,749,,776,73,976,,"1,020",133,"1,122",
