,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,191100 - Astronomy                               ,152,134,172,78,122,59,167,75,183,85,131,175,204,118,184,128,210,119
,,191900 - Oceangraphy                             ,56,,70,,40,,74,,38,,40,,67,,87,29,42,
,,193000 - Earth Science                           ,71,,169,34,92,,172,38,139,,156,33,111,,79,36,72,
,,"200100 - Psychology, General                     ",842,194,850,274,914,175,925,234,993,173,772,271,981,191,919,365,"1,160",191
,,210500 - Administration of Justice               ,327,94,422,39,612,81,436,51,543,32,391,25,497,33,452,42,533,36
,,210510 - Corrections                             ,,,,,,,,,,,,,64,,31,,30,
,,213300 - Fire Technology                         ,,,,,,,,,53,20,43,,62,20,65,,62,33
,,220200 - Anthropology                            ,90,29,73,41,214,35,110,34,139,36,237,54,159,79,143,67,227,73
,,220300 - Ethnic Studies                          ,"1,107",401,974,428,"1,279",591,"1,261",647,"1,349",593,"1,426",698,"1,555",617,"1,507",926,"1,960",990
,,220400 - Economics                               ,256,87,247,95,316,52,220,121,385,60,216,105,315,73,187,108,281,77
,,220500 - History                                 ,366,65,348,57,316,60,300,149,256,75,259,69,210,59,268,79,246,75
,,220600 - Geography                               ,156,52,154,32,139,35,144,74,140,61,152,31,150,70,169,36,167,38
,,220700 - Political Science                       ,488,104,386,140,504,71,423,159,514,109,455,175,497,133,453,155,594,128
,,220800 - Sociology                               ,487,104,574,128,577,83,486,167,673,101,540,119,603,79,618,115,562,76
,,493010 - Career Guidance and Orientation         ,754,,619,180,370,42,416,159,421,29,280,80,407,47,240,93,419,29
,,493013 - Academic Guidance                       ,,,,,,,,,,,,,11,,,,,
,,493084 - English as a Second Language - Writing  ,52,,34,12,81,,42,7,67,,40,9,56,,67,10,92,
,,493085 - English as a Second Language - Reading  ,36,,26,,43,,37,12,59,,49,9,47,,60,9,90,
,,493086 - English as a Second Language - Listening,36,,29,,40,,28,23,54,,38,,61,,59,,87,
,Credit - Not Degree Applicable                     Total,,213,20,97,,41,,50,20,36,,,,15,,,18,15,
,,122300 - Health Information Technology           ,23,,30,,41,,50,,36,,,,15,,,18,,
,,150100 - English                                 ,190,20,67,,,,,,,,,,,,,,15,
,,"170100 - Mathematics, General                    ",,,,,,,,20,,,,,,,,,,
