,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
LA Mission Total,,,"17,985","3,337","15,717","5,163","19,031","3,636","17,375","6,280","20,608","3,605","18,356","5,836","21,485","4,295","19,636","7,058","22,755","4,390"
,Credit - Degree Applicable                         Total,,"17,772","3,317","15,620","5,163","18,990","3,636","17,325","6,260","20,572","3,605","18,356","5,836","21,470","4,295","19,636","7,040","22,740","4,390"
,,030100 - Environmental Science                   ,39,,92,61,32,,46,31,31,33,37,28,27,,54,29,42,
,,"040100 - Biology, General                        ",507,21,377,88,429,19,370,74,483,15,396,73,520,30,553,117,630,19
,,040300 - MicroBiology                            ,96,,82,27,106,,122,28,121,,121,22,90,,101,28,132,
,,041000 - Anatomy and Physiology                  ,294,24,195,38,188,,231,30,255,15,243,20,242,26,264,26,318,24
,,043000 - Biotechnology and Biomedical Technology ,,,21,17,42,,63,23,35,,57,40,52,17,52,43,64,23
,,"050100 - Business and Commerce, General          ",,,,,,,,,,9,,,,17,,,,1
,,050200 - Accounting                              ,136,,161,43,208,,219,94,237,,247,63,266,,218,67,246,
,,050210 - Tax Studies                             ,,,,,,,5,,,,11,,,,7,,,
,,050400 - Banking and Finance                     ,34,,23,14,23,,38,27,30,,49,35,32,24,36,40,44,
,,050500 - Business Administration                 ,302,77,282,97,315,56,241,150,376,65,250,87,415,116,425,239,541,143
,,050600 - Business Management                     ,82,29,116,,71,27,76,,90,26,91,,104,23,159,,129,
,,050900 - Marketing and Distribution              ,30,,29,28,31,28,26,31,51,,26,25,37,,33,28,25,
,,051100 - Real Estate                             ,,,,,,,,,40,37,51,,50,27,57,,173,41
,,051400 - Office Technology/Office Computer Applic,97,,55,,109,,126,,133,,123,,133,,156,,128,
,,060200 - Journalism                              ,31,,32,16,46,,27,33,32,,24,25,32,,23,33,56,
,,061210 - Film History and Criticism              ,104,,65,47,115,,178,39,119,,130,31,33,,50,,46,
,,061220 - Film Production                         ,7,,7,,3,,,,12,,,,122,,74,37,51,
,,061400 - Digital Media                           ,358,35,318,38,400,37,367,36,380,38,405,16,314,27,347,27,300,32
,,061410 - Multimedia                              ,,,,,,,,,,,,,,,4,,,
,,"070100 - Information Technology, General         ",192,47,238,90,362,163,276,112,351,118,275,121,339,48,214,82,285,92
,,070200 - Computer Information Systems            ,64,,54,,92,,62,,103,,64,,122,,81,,87,
,,070600 - Computer Science (Transfer)             ,45,,,,40,,64,,28,,66,,30,,42,,12,
,,070710 - Computer Programming                    ,85,62,97,73,94,,139,89,61,,128,49,61,20,123,43,54,
,,070730 - Computer Systems Analysis               ,9,13,13,12,28,11,21,18,47,37,25,33,34,31,11,35,27,
,,070800 - Computer Infrastructure and Support     ,8,,9,,21,,19,,42,,9,,32,,22,,37,
,,070820 - Computer Support                        ,8,,8,,15,,28,,24,,19,,16,,29,,23,
,,070900 - World Wide Web Administration           ,33,,29,,100,,74,10,66,,74,6,54,,64,9,39,
,,"080100 - Education, General                      ",59,,44,,67,26,59,21,57,28,48,,63,33,52,,55,
,,083500 - Physical Education                      ,142,18,140,32,287,38,270,41,351,39,322,33,355,23,327,39,313,17
,,083520 - Fitness Trainer                         ,,,,,,,,,,,,,,,,,22,
,,083550 - Intercollegiate Athletics               ,144,50,111,105,130,87,126,150,154,105,183,159,242,112,188,218,167,31
,,083560 - Coaching                                ,,,,,,,,,,,,,,,1,,35,
,,083580 - Adapted Physical Education              ,16,,12,,17,,8,,14,,8,,13,,9,,8,
,,083700 - Health Education                        ,506,89,436,225,541,90,412,208,517,104,452,141,659,120,543,118,627,92
,,"090100 - Engineering, General (requires Calculus)",59,,17,13,51,,32,34,47,,53,30,88,,100,36,102,
,,095300 - Drafting Technology                     ,60,39,38,33,88,44,64,34,62,50,71,45,69,59,97,47,85,90
,,095600 - Manufacturing and Industrial Technology ,,,,,,,3,,10,,,,8,,,,5,
,,095730 - Surveying                               ,,,,,10,,4,,16,,24,5,25,,31,22,41,
,,"100100 - Fine Arts, General                      ",133,46,130,46,208,36,230,71,259,35,213,33,199,69,295,37,151,35
,,100200 - Art                                     ,94,,90,,109,,119,,113,,97,,89,,86,,100,
,,100210 - Painting and Drawing                    ,263,,211,130,320,43,304,113,364,40,333,130,319,40,330,130,380,56
,,100220 - Sculpture                               ,5,,3,,5,,6,,7,,5,,2,,4,,4,
,,100400 - Music                                   ,135,52,109,63,168,32,174,32,217,37,183,33,179,37,202,36,216,
,,100600 - Technical Theater                       ,125,27,16,15,79,20,124,29,66,23,100,37,54,,52,,18,
,,100700 - Dramatic Arts                           ,32,,54,,85,,45,,62,,18,,132,28,59,43,135,34
,,100800 - Dance                                   ,25,,21,,23,,21,,35,,29,,21,,28,,32,
,,100900 - Applied Design                          ,14,,,,5,,,,14,,,,5,,,,,
,,101100 - Photography                             ,,,,,9,,,,29,,32,,38,,33,,41,
,,101200 - Applied Photography                     ,17,,19,8,38,,36,24,51,,34,17,41,,23,23,48,
,,110200 - French                                  ,14,25,29,,27,33,5,,45,35,16,,25,41,8,,30,34
,,110400 - Italian                                 ,28,29,8,,25,32,12,,38,32,16,,34,35,12,,39,32
,,110500 - Spanish                                 ,220,52,251,97,226,33,181,102,187,24,237,97,235,66,229,135,211,30
,,"120100 - Health Occupations, General             ",221,15,239,,361,,135,48,215,,320,,230,,164,,357,
,,120800 - Medical Assisting                       ,,,,,,,,,,,,,,,38,9,,
,,122100 - Pharmacy Technology                     ,50,,103,22,46,,99,46,87,,73,50,64,,98,36,70,
,,122300 - Health Information Technology           ,31,,29,,55,,40,,35,,47,,30,,57,30,80,
,,123000 - Nursing                                 ,,,,12,10,,9,25,14,,13,14,12,,15,14,14,
,,123020 - Licensed Vocational Nursing             ,,,,,,,,,,,,,60,20,60,40,58,19
,,123030 - Certified Nurse Assistant               ,,,,13,10,,11,26,15,,13,14,14,,15,15,14,
,,123080 - Home Health Aide                        ,,,,,10,,9,,14,,13,,,,,14,14,
,,125000 - Emergency Medical Services              ,52,5,34,9,15,9,19,21,39,,19,23,22,,34,27,,
,,127000 - Kinesiology                             ,72,,79,,78,,39,,110,15,65,38,132,16,58,34,115,
,,"130100 - Family and Consumer Sciences, General   ",,,8,,,,10,,,,12,,,,,,,
,,130110 - Consumer Services                       ,,,,,,,,,,,,,,,13,,,
,,130200 - Interior Design and Merchandising       ,265,,134,26,162,26,135,25,171,22,166,35,177,28,182,35,210,37
,,130500 - Child Development/Early Care and Educati,"1,127",321,"1,082",332,"1,139",291,932,341,"1,134",278,921,299,"1,114",286,958,398,"1,159",198
,,130520 - Children with Special Needs             ,,,,,,,,,,,,,82,,61,,67,
,,130550 - The School Age Child                    ,,,,,,,,,,,,,26,,32,,20,
,,130580 - Child Development Administration and Man,,,,,,,,,,,,,,,14,,,
,,130590 - Infants and Toddlers                    ,36,,22,,37,,69,,18,,39,,72,32,83,,71,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",278,137,277,150,312,138,313,148,404,94,395,134,551,143,470,216,516,224
,,130630 - Culinary Arts                           ,442,5,323,53,553,66,414,84,580,74,638,79,717,96,562,92,708,123
,,130800 - Family Studies                          ,29,,26,,27,,27,,32,,30,,33,,26,,29,
,,130900 - Gerontology                             ,28,,13,,23,,25,,16,,28,,24,,19,,10,
,,140200 - Paralegal                               ,265,62,184,38,249,35,299,22,308,35,349,33,259,,271,,305,
,,150100 - English                                 ,"1,601",212,"1,021",353,"1,661",287,"1,174",422,"1,768",173,"1,211",406,"1,881",275,"1,176",420,"2,038",301
,,150110 - Linguistics                             ,28,,53,33,36,,48,38,45,,27,32,43,,42,39,40,
,,150600 - Speech Communication                    ,766,118,496,213,815,136,694,254,880,123,834,225,937,180,914,287,"1,024",223
,,150900 - Philosophy                              ,248,67,274,73,201,71,258,98,235,70,294,96,261,83,290,106,317,94
,,159900 - Other Humanities                        ,56,,99,,104,,138,,109,,73,50,94,,65,,45,
,,"160100 - Library Science, General                ",,,,,,,,19,12,,,10,33,,,36,29,
,,"170100 - Mathematics, General                    ","1,678",330,"1,371",777,"1,596",380,"1,628",915,"1,945",375,"1,664",886,"1,893",494,"1,891","1,106","1,687",423
,,"190100 - Physical Sciences, General              ",,,16,,29,,62,,42,,60,,76,,58,,70,
,,"190200 - Physics, General                        ",134,,173,,60,,96,23,97,,103,24,108,,107,30,98,
,,"190500 - Chemistry, General                      ",437,46,375,65,354,58,348,71,379,27,329,101,416,54,367,91,387,57
