,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Compton Total,,,"8,835","1,512","7,285","2,991","8,698","1,790","8,256","3,807","10,318","2,102","9,978","4,308","11,166","2,417","10,656","4,393","11,906",
,Credit - Degree Applicable                         Total,,"8,676","1,500","7,177","2,968","8,576","1,790","8,151","3,801","10,219","2,102","9,938","4,308","11,090","2,417","10,586","4,393","11,844",
,,"040100 - Biology, General                        ",281,57,254,99,230,29,272,124,257,51,275,175,234,110,330,146,327,
,,041000 - Anatomy and Physiology                  ,322,28,263,87,230,46,232,82,301,46,292,100,351,44,330,78,376,
,,043000 - Biotechnology and Biomedical Technology ,,,23,,18,,15,,12,,27,,15,,5,,15,
,,050200 - Accounting                              ,71,21,43,,46,,44,,61,,62,,70,,62,,58,
,,050400 - Banking and Finance                     ,,,,,55,,,,6,,,,4,,,,,
,,050500 - Business Administration                 ,,,,,27,,,,22,,,,24,,,,28,
,,050600 - Business Management                     ,61,,27,21,19,,58,48,103,,97,57,71,,99,25,26,
,,050630 - Management Development and Supervision  ,18,,,,25,,23,,26,,24,,53,,28,,44,
,,050640 - Small Business and Entrepreneurship     ,,,9,,24,,,,13,,22,,88,,61,,27,
,,050900 - Marketing and Distribution              ,,,,,,,,,,,67,,,,,,,
,,050910 - Advertising                             ,,,,,,,,,,,,,,,34,,,
,,051100 - Real Estate                             ,51,,40,27,58,,37,30,75,,51,26,98,,70,49,118,
,,059900 - Other Business and Management           ,12,,,,,,,,,,,,,,,,,
,,060400 - Radio and Television                    ,,,,2,,,,,,,,,,,,,,
,,061200 - Film Studies                            ,162,30,57,52,72,57,87,68,134,51,111,49,128,51,72,73,78,
,,061220 - Film Production                         ,,,,,,,3,,,,,,,,,,,
,,061400 - Digital Media                           ,,,,,,,,,,,,,9,,13,,17,
,,061460 - Computer Graphics and Digital Imagery   ,,,,,6,,10,,7,,5,,14,,,,21,
,,070200 - Computer Information Systems            ,92,,73,25,115,,67,28,99,,99,33,132,,95,25,155,
,,070210 - Software Applications                   ,,9,,,,23,,22,25,24,,25,59,13,14,20,39,
,,070600 - Computer Science (Transfer)             ,,,7,,5,,2,,,,6,,,,7,,,
,,070710 - Computer Programming                    ,,,,,7,,,,,,,,,,,,,
,,070720 - Database Design and Administration      ,,,,,,,,,9,,,,,,,,14,
,,070810 - Computer Networking                     ,,,,,,,14,,,,16,,,,13,,,
,,070900 - World Wide Web Administration           ,8,,,,13,,20,,8,,14,,,,15,,,
,,070910 - E-Commerce (Technology emphasis)        ,,,,,,,18,,,,18,,,,15,,,
,,"080100 - Education, General                      ",,,,,19,,14,,28,,20,,,,19,,20,
,,083500 - Physical Education                      ,303,103,218,110,316,119,140,158,253,180,230,308,344,185,237,200,319,
,,083520 - Fitness Trainer                         ,36,,15,,25,,10,,33,,28,,36,,29,,40,
,,083550 - Intercollegiate Athletics               ,170,,64,7,164,,105,14,162,,117,11,238,,117,4,160,
,,083600 - Recreation                              ,,,,,,,,10,8,,11,,,,,,,
,,083700 - Health Education                        ,52,13,24,14,44,17,29,26,79,19,59,60,83,18,222,42,45,
,,085000 - Sign Language                           ,87,,72,11,75,,70,22,115,,35,46,74,,97,68,86,
,,"090100 - Engineering, General (requires Calculus)",6,,,,8,,3,,,,4,,10,,,,7,
,,"092400 - Engineering Technology, General (require",336,,347,,425,,414,,404,,407,,443,,472,,485,
,,094600 - Environmental Control Technology        ,28,,9,,24,,14,,,,19,,,,32,,66,
,,094610 - Energy Systems Technology               ,,,7,,,,,,,,,,,,,,,
,,094800 - Automotive Technology                   ,30,,34,12,28,,45,,58,,68,,51,,61,15,63,
,,094900 - Automotive Collision Repair             ,58,18,50,23,69,21,80,51,98,19,89,43,112,45,98,37,94,
,,095630 - Machining and Machine Tools             ,35,14,45,12,43,,28,,52,12,60,,43,21,50,12,47,
,,095650 - Welding Technology                      ,31,,20,12,35,19,46,16,120,8,65,20,126,27,120,40,153,
,,099900 - Other Engineering and Related Industrial,,,,,,,,11,,16,7,17,10,11,15,12,8,
,,100200 - Art                                     ,244,63,168,88,244,55,164,163,264,50,249,199,232,48,249,185,363,
,,100400 - Music                                   ,258,31,218,97,176,51,161,,214,25,210,34,221,54,242,31,241,
,,100500 - Commercial Music                        ,,,5,,15,,13,,26,,52,,28,,42,,20,
,,100700 - Dramatic Arts                           ,186,,209,83,189,28,146,184,148,48,147,122,150,47,157,134,164,
,,100800 - Dance                                   ,,,2,8,,,3,,7,,,,,,,,12,
,,100900 - Applied Design                          ,,,4,,9,,,,5,,7,,6,,9,,8,
,,110500 - Spanish                                 ,286,24,304,72,274,24,322,97,285,25,349,139,333,29,357,153,328,
,,110800 - Japanese                                ,,,,,,,,,,,7,,,,,,9,
,,120800 - Medical Assisting                       ,153,51,84,64,135,68,101,61,155,53,204,85,174,75,159,58,199,
,,123000 - Nursing                                 ,60,37,57,24,63,39,55,47,52,46,49,20,54,44,37,56,64,
,,123010 - Registered Nursing                      ,347,82,330,80,425,77,430,70,433,66,378,85,411,85,428,105,465,
,,125000 - Emergency Medical Services              ,20,,11,,9,,14,,27,,23,,26,,24,,35,
,,127000 - Kinesiology                             ,,,,,,,101,,261,,176,,246,,155,,233,
,,130500 - Child Development/Early Care and Educati,271,36,207,82,163,71,285,116,170,53,220,155,258,39,180,139,274,
,,130520 - Children with Special Needs             ,26,,,13,32,,6,29,31,,,20,14,,,25,13,
,,130540 - Preshool Age Children                   ,49,,19,,22,,14,,14,,24,,26,,35,,24,
,,130580 - Child Development Administration and Man,,,6,,,13,7,,,,16,,,,,,,
,,130590 - Infants and Toddlers                    ,23,4,27,,29,,,,17,,18,,13,,16,,,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",42,22,56,16,37,26,63,93,69,27,101,117,78,27,95,117,127,
,,130630 - Culinary Arts                           ,,,,,,,,,,,,,,,,,8,
,,"140100 - Law, General                            ",37,,13,11,17,,20,,20,,10,,29,,17,,39,
,,150100 - English                                 ,864,127,644,154,861,166,756,187,"1,006",144,763,219,"1,026",164,811,238,"1,096",
,,150600 - Speech Communication                    ,253,84,221,212,281,103,319,307,450,135,340,280,421,127,388,284,448,
,,150700 - Creative Writing                        ,,,7,,,,6,,,,,,6,,,,10,
,,150900 - Philosophy                              ,,,7,,30,,13,,,,,,,,21,,21,
,,159900 - Other Humanities                        ,95,34,62,27,154,24,89,28,125,52,108,58,131,50,201,60,201,
,,"160100 - Library Science, General                ",15,,19,,9,,11,,15,,7,,12,,13,,16,
,,"170100 - Mathematics, General                    ",605,120,655,205,527,84,584,292,580,107,718,308,649,185,795,345,589,
,,"190100 - Physical Sciences, General              ",,,8,,,,,,9,,,,11,,,,9,
,,"190200 - Physics, General                        ",27,18,42,23,35,26,45,33,40,18,39,44,26,17,45,43,37,
,,"190500 - Chemistry, General                      ",215,33,123,43,144,22,149,38,151,25,175,55,190,25,209,52,211,
,,191100 - Astronomy                               ,37,7,39,30,48,,33,25,44,29,52,55,50,19,67,49,87,
,,191400 - Geology                                 ,74,13,88,61,61,12,70,49,68,,111,53,54,32,77,89,84,
,,"200100 - Psychology, General                     ",482,133,335,156,430,123,429,188,538,147,585,258,684,119,569,277,736,
,,210500 - Administration of Justice               ,161,11,161,18,236,31,123,43,291,26,209,51,322,30,234,30,251,
,,210530 - Industrial and Transportation Security  ,,,,,,,28,,,,,,,,,,,
,,"210540 - Forensics, Evidence, and Investigation  ",,,,28,,,,28,19,,27,30,3,,14,30,,
,,220110 - Women's Studies                         ,24,,28,,25,,39,,12,,15,,45,,36,,50,
,,220200 - Anthropology                            ,63,17,51,52,94,26,70,62,103,53,74,77,58,52,107,60,76,
,,220300 - Ethnic Studies                          ,32,26,54,210,226,92,266,126,336,185,466,153,432,229,449,207,456,
,,220400 - Economics                               ,80,,71,,106,,123,,119,,178,35,114,31,108,33,102,
,,220500 - History                                 ,324,46,362,119,387,51,282,121,455,71,401,122,402,77,408,136,431,
,,220600 - Geography                               ,28,,30,56,42,10,103,91,85,,106,52,63,,120,44,82,
,,220700 - Political Science                       ,269,49,204,92,201,61,237,128,246,82,231,73,281,97,180,113,320,
,,220800 - Sociology                               ,388,95,277,180,300,107,274,214,428,107,358,183,452,115,374,169,389,
,,300700 - Cosmetology and Barbering               ,88,,75,20,115,31,123,25,126,33,128,38,126,26,132,15,126,
,,493010 - Career Guidance and Orientation         ,8,,,,,,17,31,,,28,36,,,23,65,43,
,,493013 - Academic Guidance                       ,272,44,158,130,200,38,157,215,207,69,174,182,313,49,171,205,411,
,,499900 - Other Interdisciplinary Studies         ,20,,35,,,,,,,,,,,,,,,
,Credit - Not Degree Applicable                     Total,,159,12,108,23,122,,105,6,99,,40,,76,,70,,62,
,,070600 - Computer Science (Transfer)             ,,,,,,,,,,,,,20,,18,,29,
,,123010 - Registered Nursing                      ,62,,49,,,,,,,,,,,,,,,
,,123030 - Certified Nurse Assistant               ,8,,12,,11,,24,,30,,16,,,,,,,
,,150100 - English                                 ,24,,3,,21,,4,,20,,,,13,,18,,,
,,"170100 - Mathematics, General                    ",,,3,15,28,,21,,15,,6,,16,,5,,,
,,210530 - Industrial and Transportation Security  ,,,10,,,,,,,,,,,,,,,
,,300700 - Cosmetology and Barbering               ,,12,4,,,,,,,,,,,,,,,
,,493010 - Career Guidance and Orientation         ,28,,15,,27,,23,,,,,,,,,,,
,,493014 - Study Skills                            ,,,,,,,7,,,,,,,,,,,
,,"493032 - Learning Skills, Learning Disabled      ",37,,12,8,35,,26,6,34,,18,,27,,29,,33,
