,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Norco Total,,,"18,886","3,628","16,351","4,709","19,884","4,664","19,929","5,714","23,240","5,114","21,880","6,178","24,546","5,518","21,320","6,519","24,990","5,586"
,Credit - Degree Applicable                         Total,,"18,259","3,610","15,870","4,524","19,029","4,621","19,223","5,666","22,308","5,036","21,121","6,147","23,633","5,506","20,572","6,490","24,122","5,586"
,,020100 - Architecture and Architectural Technolog,28,,13,,32,,44,,69,,91,,105,,82,,69,
,,"040100 - Biology, General                        ",306,52,311,62,315,61,292,142,358,45,395,93,456,41,383,72,470,59
,,"040200 - Botany, General                         ",,,,,,,11,,,,9,,,,,,,
,,040300 - MicroBiology                            ,153,,127,,106,,92,,103,,108,,111,,131,,171,
,,"040700 - Zoology, General                        ",49,5,35,17,56,17,71,24,90,22,87,21,93,29,79,26,66,28
,,040800 - Natural History                         ,48,,43,,68,,,,62,,23,,38,,24,,40,
,,041000 - Anatomy and Physiology                  ,327,55,396,108,371,101,443,110,432,84,400,134,455,100,409,112,463,108
,,"050100 - Business and Commerce, General          ",315,36,192,90,355,48,256,74,365,44,278,73,406,30,222,77,298,78
,,050200 - Accounting                              ,489,136,442,106,460,113,442,105,521,110,490,188,523,216,543,185,581,152
,,050210 - Tax Studies                             ,,,,,,,,,,,,,,,,,,11
,,050500 - Business Administration                 ,333,105,286,64,289,162,255,112,381,148,323,150,447,176,392,149,480,149
,,050600 - Business Management                     ,33,,,,34,,45,,30,,44,,30,,40,24,55,21
,,050630 - Management Development and Supervision  ,106,29,138,13,183,36,138,30,179,60,142,33,188,67,141,38,191,20
,,050640 - Small Business and Entrepreneurship     ,24,,59,,98,13,129,,56,,91,,,11,108,30,94,
,,050900 - Marketing and Distribution              ,,,24,,14,,27,,9,,9,,23,,6,,29,
,,050910 - Advertising                             ,,9,,,23,11,26,,38,,30,,33,,31,,30,
,,051000 - Logistics and Materials Transportation  ,112,,96,7,109,,111,10,101,23,88,,138,16,127,,105,
,,051100 - Real Estate                             ,212,19,245,61,280,15,258,67,277,26,230,23,140,12,223,32,169,
,,051400 - Office Technology/Office Computer Applic,29,,30,,34,,,,28,,49,,14,,54,,39,
,,060200 - Journalism                              ,25,,,,33,,26,,30,,,,30,,22,,31,
,,061420 - Electronic Game Design                  ,422,82,283,59,335,127,388,112,396,103,401,98,341,86,301,74,312,94
,,061430 - Website Design and Development          ,15,,,,17,,29,,19,,18,,16,,,,9,
,,061440 - Animation                               ,14,,,,,,,,,,,,,,11,,,
,,070200 - Computer Information Systems            ,476,93,308,111,410,170,399,109,340,126,366,104,333,82,222,99,281,99
,,070210 - Software Applications                   ,56,,28,,36,,70,,34,,63,,43,,29,,46,17
,,070600 - Computer Science (Transfer)             ,61,,,,26,,,,33,,,,27,,,,15,
,,070700 - Computer Software Development           ,30,11,,,33,14,,,58,15,30,,46,14,27,,26,
,,070710 - Computer Programming                    ,34,,56,,90,,173,,107,,109,,86,,84,,106,
,,070720 - Database Design and Administration      ,,,,,,,,,,,,,34,,27,,44,
,,070730 - Computer Systems Analysis               ,,,19,,,,17,,12,,19,,16,,32,,21,
,,080200 - Educational Aide (Teacher Assistant)    ,8,5,5,13,,,,,,,,,,,,,,
,,083500 - Physical Education                      ,456,106,284,141,422,107,335,162,403,133,346,174,386,147,322,112,459,88
,,083510 - Physical Fitness and Body Movement      ,41,15,68,37,46,11,105,23,115,33,92,42,93,46,96,31,102,45
,,083550 - Intercollegiate Athletics               ,79,,28,,88,,37,44,101,,46,37,103,,34,59,133,46
,,083560 - Coaching                                ,,,,,,,20,,,,19,,,,22,,,
,,083570 - Aquatics and Lifesaving                 ,37,8,28,,30,12,62,,65,16,50,,66,20,46,,64,
,,083700 - Health Education                        ,236,102,231,125,355,138,291,150,324,114,353,162,334,121,497,255,235,50
,,085000 - Sign Language                           ,,,,,,,,,,,,,,,17,25,114,
,,"090100 - Engineering, General (requires Calculus)",30,,49,,40,,61,,36,,50,,56,,98,,43,
,,"092400 - Engineering Technology, General (require",70,,48,14,66,13,35,24,73,13,35,,57,,38,9,58,
,,093400 - Electronics and Electric Technology     ,57,9,60,,81,,93,,109,11,131,11,133,20,112,15,153,17
,,093410 - Computer Electronics                    ,,,,,,,,,8,,,,17,,,,,
,,093420 - Industrial Electronics                  ,13,,14,,39,,19,,38,,38,,43,,55,,60,
,,093440 - Electrical Systems and Power Transmissio,,,1,,2,,,,1,,3,,3,,,,,
,,093500 - Electro-Mechanical Technology           ,,,13,,,,20,,,,28,,,,31,,,
,,094500 - Industrial Systems Technology and Mainte,,,,,,,11,,,,20,,,,22,,22,
,,095200 - Construction Crafts Technology          ,34,,58,,65,,57,,38,,82,,27,,70,,41,
,,095220 - Electrical                              ,42,3,313,,47,,265,,331,,318,,90,,90,,365,
,,095300 - Drafting Technology                     ,59,26,24,34,69,32,62,28,95,23,61,67,126,48,63,46,143,43
,,095310 - Architectural Drafting                  ,6,,,,4,,,,38,,,,,,28,,25,
,,095600 - Manufacturing and Industrial Technology ,34,,30,,49,14,49,,60,1,91,,56,,50,,57,
,,095630 - Machining and Machine Tools             ,13,13,13,9,38,9,24,16,18,17,15,,25,14,8,,28,
,,095700 - Civil and Construction Management Techno,,,16,,19,,,,48,,,,59,,,,65,
