,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Rio Hondo Total,,,"38,419",,"33,203","10,878","39,036","3,313","35,852","13,783","42,485","3,856","39,637","14,567","41,608","4,208","35,921","13,469","39,023",
,Credit - Degree Applicable                         Total,,"37,073",,"32,473","10,561","35,772","2,753","32,435","12,605","38,884","3,372","36,106","12,982","38,206","3,845","32,246","12,661","35,440",
,,030300 - Environmental Technology                ,31,,23,13,28,,31,6,39,,53,10,41,,44,8,49,
,,"040100 - Biology, General                        ",854,,728,208,752,26,614,204,731,34,729,222,755,45,595,235,708,
,,040300 - MicroBiology                            ,96,,99,,96,,83,,95,,105,,100,,101,,99,
,,041000 - Anatomy and Physiology                  ,466,,525,139,478,,561,178,618,,552,175,615,,563,192,639,
,,043000 - Biotechnology and Biomedical Technology ,12,,6,,9,,3,,10,,12,,,,4,,20,
,,"050100 - Business and Commerce, General          ",347,,292,111,443,44,290,83,532,46,204,87,380,36,224,78,260,
,,050200 - Accounting                              ,616,,618,185,565,20,547,200,640,32,589,193,556,16,542,188,619,
,,050400 - Banking and Finance                     ,117,,194,83,167,34,210,58,290,67,217,108,243,88,214,117,210,
,,050500 - Business Administration                 ,251,,284,93,338,,315,133,382,,353,174,323,,276,167,268,
,,050600 - Business Management                     ,19,,,,12,,,,30,,,1,38,,,,16,
,,050630 - Management Development and Supervision  ,194,,120,,143,,104,,199,,88,,148,,59,,120,
,,050640 - Small Business and Entrepreneurship     ,44,,55,,25,,43,29,16,,20,,24,,15,,21,
,,050800 - International Business and Trade        ,38,,21,11,54,,27,31,67,,19,15,24,,24,14,25,
,,050900 - Marketing and Distribution              ,120,,87,,125,,69,,161,,72,,146,,51,,107,
,,050910 - Advertising                             ,,,39,,,,86,,,,67,,,,46,27,,
,,051000 - Logistics and Materials Transportation  ,28,,56,30,63,,35,26,70,,46,16,14,,26,6,20,
,,"060100 - Media and Communications, General       ",55,,73,9,91,,70,,141,,146,,166,,118,,142,
,,060200 - Journalism                              ,62,,52,8,55,,47,7,44,,93,6,48,,80,6,41,
,,060400 - Radio and Television                    ,,,14,,,,7,2,,,14,3,,,10,6,,
,,061420 - Electronic Game Design                  ,7,,16,,,,,,30,,11,,44,,38,,54,
,,061440 - Animation                               ,84,,69,39,98,,87,38,64,,71,36,69,,44,43,47,
,,"070100 - Information Technology, General         ",230,,247,62,241,28,194,83,232,35,194,70,163,13,156,46,127,
,,070200 - Computer Information Systems            ,15,,,,21,,,,21,,,,27,,,,,
,,070210 - Software Applications                   ,23,,28,,26,,33,,15,,32,,23,,25,,28,
,,070600 - Computer Science (Transfer)             ,9,,18,,29,,25,,36,,40,,40,,70,,38,
