,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,070700 - Computer Software Development           ,39,,67,9,72,,101,33,107,,127,29,94,,96,24,78,
,,070710 - Computer Programming                    ,205,,178,37,245,,202,50,233,,250,29,220,,126,30,131,
,,070730 - Computer Systems Analysis               ,17,,,,19,,,,20,,,,23,,,,25,
,,070800 - Computer Infrastructure and Support     ,78,,81,18,61,,106,25,70,,113,39,85,,105,32,66,
,,070810 - Computer Networking                     ,35,,,7,43,,23,,74,,55,,32,,46,,23,
,,079900 - Other Information Technology            ,,,7,,,,,,,,,,,,,,,
,,"080100 - Education, General                      ",78,,70,,67,,91,,117,,109,,69,,81,,94,
,,083500 - Physical Education                      ,460,,346,123,497,79,504,141,536,90,568,188,507,93,487,182,549,
,,083510 - Physical Fitness and Body Movement      ,275,,269,203,423,,443,213,501,,506,204,461,39,422,211,382,
,,083520 - Fitness Trainer                         ,141,,81,29,120,,122,32,156,,172,37,237,,92,16,105,
,,083550 - Intercollegiate Athletics               ,470,,280,216,518,43,292,199,401,40,270,270,433,44,258,266,307,
,,083560 - Coaching                                ,61,,22,,80,,30,32,107,,44,,128,,29,28,109,
,,083700 - Health Education                        ,157,,110,40,160,,172,117,335,,199,119,197,,123,65,127,
,,085000 - Sign Language                           ,,,5,,,,,,,,12,,,,,,,
,,085010 - Sign Language Interpreting              ,369,,288,170,332,51,242,211,331,58,251,161,351,56,201,160,200,
,,"090100 - Engineering, General (requires Calculus)",13,,20,2,29,,25,,36,,43,,25,,68,,58,
,,"092400 - Engineering Technology, General (require",16,,,,,,,,14,,,,17,,,,34,
,,093400 - Electronics and Electric Technology     ,43,,24,,36,,34,7,49,,39,8,39,,47,11,47,
,,093430 - Telecommunications Technology           ,,,,,,,,,,,14,,,,,,,
,,093440 - Electrical Systems and Power Transmissio,15,,11,,7,,14,,22,,,,,,20,,13,
,,094500 - Industrial Systems Technology and Mainte,,,,,,,,,,,7,,,,,,56,
,,094610 - Energy Systems Technology               ,12,,,,1,,,,1,,8,,,,,,,
,,094720 - Heavy Equipment Maintenance             ,66,,30,19,76,,41,27,80,,73,27,74,,57,24,88,
,,094730 - Heavy Equipment Operation               ,,,,,,,58,,,,53,,250,,172,,,
,,094800 - Automotive Technology                   ,457,,423,65,474,,449,98,524,,500,94,542,,585,120,533,
,,"094830 - Motorcycle, Outboard and Small Engine Re",8,,,,,,,,4,,,,6,,,,8,
,,094840 - Alternative Fuels and Advanced Transport,39,,37,10,61,,39,13,92,,59,10,69,,27,27,48,
,,095210 - Carpentry                               ,"2,399",,"2,124",954,"2,407",,"2,076",528,"1,422",,"1,670",295,"1,680",,"1,746",663,752,
,,095220 - Electrical                              ,28,,,,,,11,,55,,66,,112,,79,,94,
,,"095230 - Plumbing, Pipefitting and Steamfitting  ",,,125,,,,,,,,,,,,,,,
,,095300 - Drafting Technology                     ,59,,35,,74,,68,22,92,,100,23,122,,94,23,131,
,,095310 - Architectural Drafting                  ,78,,82,,85,,122,,69,,109,,66,,136,,95,
,,095320 - Civil Drafting                          ,13,,13,1,5,,15,,11,,14,,23,,17,,26,
,,095340 - Mechanical Drafting                     ,91,,80,11,118,,58,10,60,,62,17,85,,51,,86,
,,095600 - Manufacturing and Industrial Technology ,,,,,,,,,,,24,,,,39,,13,
,,095650 - Welding Technology                      ,105,,96,20,96,,103,37,109,,97,21,124,,133,59,149,
,,095670 - Industrial and Occupational Safety and H,,,,,,,,,,,,,,,,,18,
,,095800 - Water and Wastewater Technology         ,40,,19,,20,,38,,25,,28,,40,,28,,23,
,,099900 - Other Engineering and Related Industrial,,,,,,,,11,,,,,,,,,,
,,"100100 - Fine Arts, General                      ",779,,840,248,866,119,813,304,975,111,728,291,800,108,592,221,795,
,,100200 - Art                                     ,56,,44,10,78,,50,1,74,,51,3,103,,48,2,95,
,,100210 - Painting and Drawing                    ,158,,167,33,197,,170,18,191,,160,21,169,,174,25,182,
,,100220 - Sculpture                               ,13,,22,16,25,,30,13,24,,34,23,26,,27,17,28,
,,100230 - Ceramics                                ,116,,110,38,132,,144,50,156,,154,64,150,,136,38,134,
,,100400 - Music                                   ,728,,769,352,743,121,638,248,769,84,590,314,801,111,532,222,722,
,,100500 - Commercial Music                        ,48,,32,22,75,,95,26,72,,106,35,49,,112,10,129,
,,100600 - Technical Theater                       ,31,,24,20,38,,41,18,23,,27,10,40,,33,,42,
,,100700 - Dramatic Arts                           ,150,,124,50,215,29,138,72,182,39,164,62,129,21,89,51,85,
,,100800 - Dance                                   ,115,,115,36,160,,139,107,209,17,222,104,195,,157,67,156,
,,101100 - Photography                             ,85,,104,25,169,,162,14,117,,161,40,164,,80,21,99,
,,103000 - Graphic Art and Design                  ,157,,122,48,172,,130,49,136,,123,51,137,,107,40,107,
,,110200 - French                                  ,89,,98,56,83,,87,45,88,,74,62,86,,66,63,78,
,,110500 - Spanish                                 ,533,,426,356,440,21,436,411,481,27,495,425,439,32,481,405,506,
,,110700 - Chinese                                 ,19,,37,,41,,41,,41,,42,,43,,31,,28,
,,110800 - Japanese                                ,30,,62,,31,,35,,30,,40,,27,,26,,21,
,,"120100 - Health Occupations, General             ",87,,64,21,57,,78,26,48,,60,,52,,31,,43,
,,121400 - Orthopedic Assistant                    ,26,,13,13,30,,13,12,20,,11,10,21,,10,10,26,
,,122800 - Athletic Training and Sports Medicine   ,,,,,28,,24,,49,,21,12,15,,18,,16,
,,123010 - Registered Nursing                      ,486,,495,40,379,,410,79,454,,582,,608,,664,,640,
,,123020 - Licensed Vocational Nursing             ,139,,161,,131,,175,,131,,164,,136,,157,,60,
,,123030 - Certified Nurse Assistant               ,48,,52,,40,,26,,20,,36,,42,,32,,44,
,,123080 - Home Health Aide                        ,,,4,,10,,,,,,,,,,,,,
,,125000 - Emergency Medical Services              ,211,,248,51,214,22,178,171,304,80,415,192,496,58,446,251,363,
,,130500 - Child Development/Early Care and Educati,"1,080",,"1,081",363,"1,083",44,"1,223",517,"1,194",129,"1,146",466,"1,117",135,764,567,"1,260",
,,130520 - Children with Special Needs             ,73,,38,32,18,,33,25,35,,34,,28,,46,,38,
,,130590 - Infants and Toddlers                    ,71,,14,,52,,84,,116,,84,,78,,55,,99,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",90,,17,,89,,19,,86,,25,,95,,14,,78,
,,130700 - Hospitality                             ,32,,21,,42,,67,,59,,75,,71,,24,,36,
,,"140100 - Law, General                            ",,,,,,,,,,,,,,,,,13,
,,150100 - English                                 ,"2,989",,"2,121",533,"2,773",243,"2,015",558,"2,700",253,"1,921",553,"2,424",304,"1,865",580,"2,221",
,,150110 - Linguistics                             ,,,13,,,,,,,,,,,,10,,,
,,150300 - Comparative Literature                  ,36,,16,,12,,18,,45,,18,,25,,20,,23,
,,150400 - Classics                                ,16,,8,,11,,,,29,,15,,,,15,,12,
,,150600 - Speech Communication                    ,"1,262",,"1,309",358,"1,253",311,"1,158",426,"1,487",350,"1,262",432,"1,472",417,"1,087",498,"1,268",
,,150700 - Creative Writing                        ,16,,24,,17,,23,,19,,30,,19,,23,,15,
,,150900 - Philosophy                              ,426,,434,204,373,60,418,274,382,74,402,243,335,79,241,229,449,
,,152000 - Reading                                 ,286,,303,78,203,54,181,108,211,56,155,110,207,59,129,75,87,
,,159900 - Other Humanities                        ,324,,288,98,371,39,338,165,348,44,451,241,329,37,250,150,286,
,,"160100 - Library Science, General                ",21,,15,,24,,15,,23,,30,,,,,,,
,,"170100 - Mathematics, General                    ","2,640",,"2,335",654,"2,183",,"1,893",624,"2,264",88,"2,019",688,"2,221",105,"1,952",564,"1,892",
,,179900 - Other Mathematics                       ,26,,18,,32,,29,,32,,26,,36,,16,,26,
,,"190200 - Physics, General                        ",185,,154,34,185,,173,28,201,,221,27,205,,213,34,213,
,,"190500 - Chemistry, General                      ",524,,478,133,508,,535,134,580,,537,146,596,,588,131,592,
,,191100 - Astronomy                               ,341,,353,120,360,,255,73,331,,393,162,362,23,335,86,297,
,,191400 - Geology                                 ,362,,406,142,344,,350,137,370,,384,126,310,19,329,112,337,
,,"200100 - Psychology, General                     ","1,423",,"1,213",358,"1,449",103,"1,114",525,"1,596",106,"1,226",462,"1,465",145,"1,006",438,"1,320",
,,200300 - Behavioral Science                      ,,,26,,40,,,,,,,,,,,,,
,,210400 - Human Services                          ,164,,95,19,115,,122,44,128,,142,46,101,,111,40,115,
,,210440 - Alcohol and Controlled Substances       ,104,,101,,108,,149,,110,,169,,154,,146,,117,
,,210500 - Administration of Justice               ,"2,470",,"1,148",382,"1,470",81,"1,083",485,"1,603",36,"1,385",602,"1,653",,"1,238",464,"1,468",
,,210510 - Corrections                             ,80,,106,58,78,,98,102,72,,120,100,74,,92,57,92,
,,210550 - Police Academy                          ,,,,,,,,,,,,25,,,29,,,
,,213300 - Fire Technology                         ,953,,"1,029",360,"1,149",220,"1,329",612,"1,502",260,"2,498",883,"2,141",283,"2,595","1,009","2,750",
,,213310 - Wildland Fire Technology                ,196,,197,,247,12,96,20,217,28,155,87,301,34,227,131,392,
,,213350 - Fire Academy                            ,54,,56,47,52,22,39,33,30,,99,,48,,40,,49,
,,219900 - Other Public and Protective Services    ,48,,44,23,30,,48,33,33,,35,18,50,,29,15,53,
,,220200 - Anthropology                            ,721,,691,216,691,80,649,311,921,122,705,382,798,129,599,345,895,
,,220220 - Archaeology                             ,16,,19,,11,,16,,10,,25,,36,,,,22,
,,220300 - Ethnic Studies                          ,214,,388,111,459,216,830,385,999,292,"1,069",475,"1,200",329,"1,115",566,"1,356",
,,220400 - Economics                               ,508,,475,248,490,46,471,288,595,121,497,371,502,174,426,336,510,
,,220500 - History                                 ,"1,653",,"1,499",457,"1,519",209,"1,394",646,"1,832",239,"1,378",662,"1,598",292,"1,110",594,"1,513",
,,220600 - Geography                               ,274,,235,129,232,,291,175,357,,373,133,365,71,303,141,327,
,,220610 - Geographic Information Systems          ,101,,69,41,74,,93,50,111,,69,40,93,,68,38,78,
,,220700 - Political Science                       ,"1,069",,965,391,999,219,868,490,"1,086",216,"1,038",510,968,249,747,378,848,
,,220800 - Sociology                               ,"1,185",,"1,056",382,"1,091",81,983,471,"1,271",129,911,369,996,134,778,366,988,
,,493010 - Career Guidance and Orientation         ,"1,152",,653,205,995,76,652,282,"1,010",69,659,204,854,67,394,154,698,
,,493013 - Academic Guidance                       ,,,87,,,,55,,,,,,,,,,,
,,"493032 - Learning Skills, Learning Disabled      ",47,,16,,26,,17,12,28,,,13,24,,,13,26,
,,493072 - Leadership Skills Development           ,23,,98,25,,,150,24,,,465,,,,428,,,
,,493084 - English as a Second Language - Writing  ,26,,9,,6,,15,,10,,11,,,,,,,
,,493200 - General Work Experience                 ,2,,,,,,,,,,,,,,,,,
,,499900 - Other Interdisciplinary Studies         ,101,,32,,169,,33,,141,,20,,29,,50,33,56,
,Credit - Not Degree Applicable                     Total,,"1,346",,730,317,"3,264",560,"3,417","1,178","3,601",484,"3,531","1,585","3,402",363,"3,675",808,"3,583",
,,094730 - Heavy Equipment Operation               ,,,,,,,,,,,,,10,,33,,,
,,"095230 - Plumbing, Pipefitting and Steamfitting  ",,,,,,,124,,62,,122,,126,,,,,
,,123020 - Licensed Vocational Nursing             ,,,17,,,,,,,,,,,,,,,
,,123080 - Home Health Aide                        ,,,4,,,,,,,,,,,,,,,
,,150100 - English                                 ,709,,320,13,609,,231,17,568,,211,16,479,,210,17,393,
,,152000 - Reading                                 ,38,,,,,,,,,,,,,,,,,
,,"170100 - Mathematics, General                    ",422,,313,69,326,,334,62,344,,289,42,263,,296,15,208,
,,210500 - Administration of Justice               ,,,,235,"2,197",560,"2,672","1,099","2,557",484,"2,860","1,527","2,472",363,"3,113",776,"2,982",
,,"493030 - Learning Skills, Handicapped            ",24,,,,16,,,,,,,,,,,,,
,,"493032 - Learning Skills, Learning Disabled      ",114,,53,,78,,31,,60,,49,,52,,23,,,
,,493072 - Leadership Skills Development           ,29,,16,,30,,22,,,,,,,,,,,
,,493084 - English as a Second Language - Writing  ,10,,7,,8,,3,,10,,,,,,,,,
