,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Feather River Total,,,"4,501",71,"4,948","1,799","4,652",212,"4,905","1,993","5,458",67,"5,299","1,837","6,647",307,"4,753","1,479","6,060",
,Credit - Degree Applicable                         Total,,"4,385",71,"4,883","1,737","4,617",212,"4,849","1,933","5,407",67,"5,216","1,767","6,539",307,"4,652","1,449","5,934",
,,"010100 - Agriculture Technology and Sciences, Gen",41,,50,29,41,,60,13,40,,44,29,37,,46,17,43,
,,010200 - Animal Science                          ,279,,162,15,309,,149,18,318,,206,,233,,230,,337,
,,010210 - Veterinary Technician (Licensed)        ,10,,,,,,,,10,,,,5,,,,18,
,,010240 - Equine Science                          ,142,,181,,192,,131,,160,,231,11,214,,191,14,213,
,,010300 - Plant Science                           ,11,,,,17,,,,12,,,,17,,,,15,
,,"011200 - Agriculture Business, Sales and Service ",29,,92,,30,,116,,27,,85,,101,,119,,114,
,,011400 - Forestry                                ,5,,,,,,17,,,,29,,8,,33,3,29,
,,011500 - Natural Resources                       ,,,12,,,,21,,,,19,2,21,,46,8,71,
,,011510 - Parks and Outdoor Recreation            ,45,,223,30,188,,174,18,101,,337,26,170,,163,,103,
,,011520 - Wildlife and Fisheries                  ,5,,,,,,,,,,,,,,14,,,
,,011600 - Agricultural Power Equipment Technology ,34,,12,,67,,22,,34,,3,,40,,14,,52,
,,030100 - Environmental Science                   ,,,31,,24,,23,,91,,100,46,81,,103,68,85,
,,030200 - Environmental Studies                   ,32,,60,,39,,45,,148,,71,,131,,68,,96,
,,"040100 - Biology, General                        ",64,,54,9,85,,61,6,87,,74,9,100,,81,10,99,
,,"040200 - Botany, General                         ",,,12,,,,14,,,,12,,,,13,,,
,,040300 - MicroBiology                            ,13,,,,15,,,,18,,,,12,,,,18,
,,"040700 - Zoology, General                        ",,,13,,,,17,,,,16,,,,19,,,
,,041000 - Anatomy and Physiology                  ,32,,35,59,30,,46,61,40,,48,76,40,,50,86,36,
,,"050100 - Business and Commerce, General          ",66,,70,,83,,77,31,121,,108,40,92,,195,56,201,
,,050200 - Accounting                              ,34,,16,21,41,,26,13,83,,63,,84,,56,10,89,
,,050400 - Banking and Finance                     ,,,20,,,,27,34,,,17,39,,,19,,,
,,050600 - Business Management                     ,5,,,,10,,32,,42,,15,,25,,,,8,
,,050900 - Marketing and Distribution              ,5,,,,10,,29,,45,,15,,23,,,,7,
,,051400 - Office Technology/Office Computer Applic,,,11,,,,3,,,,,,11,,4,,3,
,,051420 - Medical Office Technology               ,6,,4,,12,,17,,14,,9,,7,,18,,22,
,,060200 - Journalism                              ,,,,,,,,,,,,,,,9,,,
,,060700 - Technical Communication                 ,11,,15,,19,,13,,10,,9,,20,,12,1,27,
,,061210 - Film History and Criticism              ,39,,39,,12,,36,,31,,38,,36,,41,,38,
,,070600 - Computer Science (Transfer)             ,24,,31,,19,,13,,12,,4,,8,,5,,6,
,,"080100 - Education, General                      ",,,4,,,,,,,,1,,,,,,,
,,080200 - Educational Aide (Teacher Assistant)    ,,,,,,,,,,,,,,,43,11,48,
,,"080210 - Educational Aide (Teacher Assistant), Bi",374,,590,394,124,,882,722,993,,929,542,"1,600",,72,271,722,
,,083500 - Physical Education                      ,37,71,257,145,292,144,249,5,257,67,236,156,329,76,233,136,283,
,,083510 - Physical Fitness and Body Movement      ,35,,33,,41,68,21,149,37,,19,,42,157,20,,45,
,,083520 - Fitness Trainer                         ,420,,,,,,,,168,,,,,,,,198,
,,083550 - Intercollegiate Athletics               ,271,,196,,440,,343,,268,,187,,424,74,368,,294,
,,083560 - Coaching                                ,188,,164,,,,,,164,,107,,,,,,196,
,,083600 - Recreation                              ,,,,,19,,,,,,32,,6,,,,,
,,083610 - Recreation Assistant                    ,11,,19,,11,,22,,20,,20,,15,,42,,12,
,,083700 - Health Education                        ,70,,60,37,71,,53,31,65,,44,19,69,,63,16,51,
,,"100100 - Fine Arts, General                      ",87,,64,,49,,50,22,64,,61,,69,,88,,69,
,,100200 - Art                                     ,,,,,3,,2,,,,3,,2,,3,,,
,,100210 - Painting and Drawing                    ,44,,63,,48,,54,,56,,49,,51,,36,,28,
,,100220 - Sculpture                               ,2,,,,3,,,,2,,,,9,,,,4,
,,100400 - Music                                   ,,,39,23,35,,38,24,67,,44,32,80,,44,25,82,
,,100700 - Dramatic Arts                           ,4,,1,,4,,6,,1,,10,,,,12,,4,
,,101100 - Photography                             ,11,,8,,6,,6,,9,,10,,8,,8,,16,
,,110500 - Spanish                                 ,8,,6,,14,,7,,5,,4,,13,,5,,7,
,,121300 - Cardiovascular Technician               ,,,,,,,4,,,,4,,,,3,,,
,,122200 - Physical Therapist Assistant            ,,,,,,,,,,,,,4,,,,,
,,122800 - Athletic Training and Sports Medicine   ,33,,179,,221,,158,,32,,135,,232,,165,,24,
,,123020 - Licensed Vocational Nursing             ,49,,54,,23,,10,33,7,,19,,65,,21,,37,
,,123030 - Certified Nurse Assistant               ,4,,3,4,4,,,6,7,,2,6,5,,3,8,4,
,,125000 - Emergency Medical Services              ,13,,8,,10,,4,,7,,6,,12,,7,,12,
,,"126000 - Health Professions, Transfer Core Curric",,,,,9,,7,6,12,,10,,,,12,11,26,
,,130500 - Child Development/Early Care and Educati,117,,113,42,142,,98,,68,,53,,78,,54,,64,
,,130520 - Children with Special Needs             ,,,,,6,,,,,,,,6,,,,,
,,130540 - Preshool Age Children                   ,13,,4,,9,,11,,5,,,,10,,2,1,13,
,,130580 - Child Development Administration and Man,,,,,,,,,,,8,,,,6,,,
,,130590 - Infants and Toddlers                    ,5,,,,,,,,8,,3,,,,,,11,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",33,,28,,48,,40,,48,,46,,65,,53,,44,
,,150100 - English                                 ,323,,318,153,339,,279,113,331,,332,124,326,,303,92,340,
,,150300 - Comparative Literature                  ,10,,24,23,15,,,9,,,11,5,9,,9,3,7,
,,150400 - Classics                                ,,,,,,,29,,10,,,,,,,,,
,,150600 - Speech Communication                    ,77,,119,54,103,,112,68,114,,114,52,97,,106,56,106,
,,150700 - Creative Writing                        ,8,,,,8,,,,11,,,,12,,,,4,
,,150900 - Philosophy                              ,22,,14,,29,,20,,4,,4,,16,,10,,15,
,,"170100 - Mathematics, General                    ",195,,264,68,252,,182,63,185,,189,85,256,,248,64,269,
,,170200 - Mathematics Skills                      ,,,16,,23,,9,,17,,12,,10,,2,,4,
,,"190200 - Physics, General                        ",,,,,4,,7,,9,,6,,8,,4,,24,
,,"190500 - Chemistry, General                      ",18,,29,,28,,31,,22,,27,,21,,34,,37,
,,191100 - Astronomy                               ,,,,,,,,,,,,,,,25,,,
,,191400 - Geology                                 ,5,,,,6,,7,,7,,,,11,,5,,24,
,,"200100 - Psychology, General                     ",99,,93,52,107,,78,54,77,,75,57,94,,75,40,114,
,,210400 - Human Services                          ,4,,7,,8,,1,,5,,3,,1,,1,,8,
,,210500 - Administration of Justice               ,108,,103,71,111,,59,51,76,,99,39,80,,69,41,98,
,,213310 - Wildland Fire Technology                ,,,,,,,,,14,,23,,23,,58,,40,
,,220200 - Anthropology                            ,111,,138,110,110,,88,53,72,,100,72,130,,89,53,104,
,,220500 - History                                 ,221,,212,97,240,,228,70,257,,210,73,300,,224,87,295,
,,220600 - Geography                               ,59,,59,42,48,,72,56,50,,45,49,47,,33,78,61,
,,220610 - Geographic Information Systems          ,,,2,,,,2,,,,7,,,,15,,,
,,220700 - Political Science                       ,117,,169,106,108,,155,75,120,,98,53,103,,116,50,114,
,,220800 - Sociology                               ,171,,207,113,166,,213,114,182,,236,116,234,,274,116,246,
,,493010 - Career Guidance and Orientation         ,76,,73,40,37,,43,3,26,,28,,49,,38,16,,
,,493200 - General Work Experience                 ,,,,,,,,12,4,,2,9,2,,2,1,,
,Credit - Not Degree Applicable                     Total,,116,,65,62,35,,56,60,51,,83,70,108,,101,30,126,
,,010200 - Animal Science                          ,14,,,,,,,,,,,,,,,,,
,,011400 - Forestry                                ,,,,,,,,,,,,,54,,,,,
,,011510 - Parks and Outdoor Recreation            ,,,,31,,,,38,5,,,30,1,,,,11,
,,011520 - Wildlife and Fisheries                  ,,,,,,,3,,7,,,,,,6,,15,
,,030200 - Environmental Studies                   ,,,,,,,,,,,,,6,,,,49,
,,"040100 - Biology, General                        ",,,,,,,,,,,,,,,12,,4,
,,083510 - Physical Fitness and Body Movement      ,3,,,,,,,,,,,,,,,,,
,,094750 - Truck and Bus Driving                   ,,,,,,,,,,,10,,,,10,,,
,,100400 - Music                                   ,39,,,,,,,,,,,,,,,,,
,,110500 - Spanish                                 ,,,,,,,1,,,,,,,,,,,
,,130500 - Child Development/Early Care and Educati,,,5,,,,,,,,6,,,,,,,
,,150100 - English                                 ,4,,,,,,,,,,,,,,,,,
,,"170100 - Mathematics, General                    ",44,,,,,,,,,,,,,,,,,
,,220500 - History                                 ,12,,47,31,32,,30,13,32,,34,28,22,,35,24,32,
,,220800 - Sociology                               ,,,13,,3,,22,9,7,,33,12,25,,38,6,15,
