,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,060420 - Television (including combined TV/Film/V,59,43,65,,57,38,69,,62,33,62,,31,16,49,,62,
,,061000 - Mass Communications                     ,87,,60,26,82,25,58,22,93,29,80,19,105,26,58,29,59,
,,061200 - Film Studies                            ,94,,103,,99,,96,,97,,99,27,129,,125,35,120,
,,061400 - Digital Media                           ,17,,16,,20,,22,,18,,22,,17,,23,,19,
,,061410 - Multimedia                              ,48,,33,,115,11,44,,118,32,56,25,113,29,61,17,87,
,,061430 - Website Design and Development          ,14,,,,22,,,,10,,,,18,,,,20,
,,061440 - Animation                               ,,,28,,18,,45,,,,53,,9,9,69,5,10,
,,061460 - Computer Graphics and Digital Imagery   ,58,,32,,58,,21,,43,,33,,121,74,98,,110,
,,"070100 - Information Technology, General         ",42,,54,,71,,54,1,22,,21,2,20,1,1,,17,
,,070200 - Computer Information Systems            ,,,22,,,,46,19,13,,,20,58,,18,,29,
,,070600 - Computer Science (Transfer)             ,140,,77,,135,,97,,163,33,171,,225,97,218,,185,
,,070700 - Computer Software Development           ,27,,24,,31,,19,,31,,20,,31,,21,,37,
,,070710 - Computer Programming                    ,150,,158,,179,,183,,190,,204,,198,,180,,197,
,,070720 - Database Design and Administration      ,,,,,,,10,,,,14,,,,15,,,
,,070730 - Computer Systems Analysis               ,,,,,21,,,,,,,,,,,,,
,,070800 - Computer Infrastructure and Support     ,112,23,74,,107,15,67,,106,17,108,,55,9,84,,113,
,,070810 - Computer Networking                     ,16,1,48,,19,7,17,,32,6,27,,43,,21,,12,
,,"080100 - Education, General                      ",119,68,115,31,165,,146,41,101,,98,1,102,,108,,81,
,,080900 - Special Education                       ,,,,5,,,12,5,12,,4,6,4,,6,4,4,
,,083500 - Physical Education                      ,"1,369",,"1,095",167,"1,446",,"1,060",234,"1,501",,"1,322",240,"1,529",,"1,129",233,"1,376",
,,083520 - Fitness Trainer                         ,27,,,,26,,,,21,,,,23,,25,,28,
,,083550 - Intercollegiate Athletics               ,471,119,224,76,469,56,215,72,436,56,201,67,433,62,222,77,443,
,,083560 - Coaching                                ,31,,,,16,,,,18,,,,15,,,,12,
,,083580 - Adapted Physical Education              ,13,,13,,12,,10,,6,,3,,3,,2,,11,
,,083700 - Health Education                        ,266,24,172,49,268,22,161,59,244,26,155,63,228,28,154,70,195,
,,085000 - Sign Language                           ,201,,102,37,191,,122,52,185,,148,52,217,,142,46,171,
,,"090100 - Engineering, General (requires Calculus)",15,,53,,62,,68,,76,,63,,90,,77,,74,
,,"092400 - Engineering Technology, General (require",23,,50,,15,,43,,22,,50,4,18,1,52,,22,
,,094600 - Environmental Control Technology        ,48,,42,,39,,33,,45,,36,,63,,60,,72,
,,094700 - Diesel Technology                       ,67,,18,,68,,22,,97,,26,,88,,16,,126,
,,094720 - Heavy Equipment Maintenance             ,,,47,,,,48,,,,73,,,,76,,,
,,094800 - Automotive Technology                   ,339,,267,,314,20,320,,334,24,333,,404,23,387,5,446,
,,094840 - Alternative Fuels and Advanced Transport,6,,18,,12,,13,,14,,21,,17,,23,,18,
,,095200 - Construction Crafts Technology          ,100,1,58,1,102,,91,,100,,68,,202,,125,1,301,
,,095300 - Drafting Technology                     ,264,103,209,,204,87,215,1,135,34,121,,191,46,200,,275,
,,095310 - Architectural Drafting                  ,104,51,106,,81,54,72,,35,,25,,77,50,71,,107,
,,095600 - Manufacturing and Industrial Technology ,141,13,77,16,131,,60,7,100,16,71,11,139,41,106,,133,
,,095650 - Welding Technology                      ,581,62,494,132,656,67,599,169,728,64,617,165,805,69,637,197,786,
,,095730 - Surveying                               ,62,,,,56,,,,96,,,,90,,,,100,
,,"100100 - Fine Arts, General                      ",708,113,618,75,673,109,607,146,771,108,648,134,827,135,730,149,846,
,,100200 - Art                                     ,57,,49,,75,,72,,86,,90,,98,,93,,71,
,,100210 - Painting and Drawing                    ,169,,147,7,212,,171,23,222,,111,15,214,,149,12,227,
,,100220 - Sculpture                               ,7,,10,,16,,9,,17,,7,,18,,5,,18,
,,100230 - Ceramics                                ,56,,107,,200,57,253,,293,139,267,,367,243,371,,421,
,,100400 - Music                                   ,419,26,481,88,571,2,593,107,668,74,712,155,900,156,797,187,"1,248",
,,100500 - Commercial Music                        ,95,14,76,,77,8,55,,69,23,48,,74,10,60,,82,
,,100600 - Technical Theater                       ,,,,,,,,,,,,,,,,,2,
,,100700 - Dramatic Arts                           ,88,,84,,95,,85,,77,,59,,84,,116,,141,
,,101100 - Photography                             ,117,39,108,,169,68,166,39,216,104,189,27,278,176,277,34,356,
,,101200 - Applied Photography                     ,13,,14,,11,,13,,9,,21,,6,,19,,9,
,,101300 - Commercial Art                          ,23,,12,,15,,8,,8,,9,,,,14,,,
,,103000 - Graphic Art and Design                  ,27,,45,,27,,44,,44,,39,,33,,30,,34,
,,110300 - German                                  ,40,,40,,36,,36,,33,,27,,27,,26,,24,
,,110500 - Spanish                                 ,291,,241,50,278,,240,55,310,51,239,82,415,105,386,79,287,
,,110800 - Japanese                                ,75,,65,,75,,71,,76,,71,,77,,44,,115,
,,"120100 - Health Occupations, General             ",110,27,187,,63,8,190,,132,70,229,,123,,284,,150,
,,121000 - Respiratory Care/Therapy                ,94,29,64,16,93,17,60,16,87,32,65,18,107,40,80,21,130,
,,122300 - Health Information Technology           ,77,,94,,73,,109,,88,,97,,115,,97,,137,
,,122310 - Health Information Coding               ,50,,35,,32,,51,,31,,39,,37,,48,,45,
,,123000 - Nursing                                 ,,,,,,,,,1,,,,,,2,2,1,
,,123010 - Registered Nursing                      ,836,,838,,828,,830,,833,,"1,113",276,"1,334",,"1,112",270,"1,306",
,,123020 - Licensed Vocational Nursing             ,162,29,203,,138,,162,27,180,,145,,174,29,177,,295,
,,123030 - Certified Nurse Assistant               ,102,,84,,122,,116,68,116,,115,92,162,,100,89,145,
,,123080 - Home Health Aide                        ,,,,,,,,,,,3,,,,,,,
,,125000 - Emergency Medical Services              ,106,,75,25,108,,91,34,112,,82,41,155,,125,38,166,
,,125100 - Paramedic                               ,22,16,16,,24,,18,,25,,23,,24,,19,,24,
,,127000 - Kinesiology                             ,172,,97,21,161,,93,26,135,,103,33,136,,102,35,159,
,,"130100 - Family and Consumer Sciences, General   ",162,28,122,35,154,30,113,30,110,31,144,26,86,,,,,
,,130300 - Fashion                                 ,1,,1,1,,,,,,,12,1,,,12,1,1,
,,130310 - Fashion Design                          ,35,,23,16,25,,41,,68,,28,,41,,24,,48,
,,130320 - Fashion Merchandising                   ,,,20,,13,,21,,12,,26,,27,,22,,39,
,,130500 - Child Development/Early Care and Educati,905,2,695,82,722,3,753,278,"1,147",4,826,293,"1,212",10,957,349,"1,373",
,,130520 - Children with Special Needs             ,35,,60,,43,,66,,62,,36,,45,,34,,60,
,,130560 - Parenting and Family Education          ,62,,59,,,,40,,,,44,,,,,,,
,,130580 - Child Development Administration and Man,,9,14,,29,21,26,,19,18,16,,38,13,38,,31,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",455,,407,115,536,,421,131,663,,477,138,770,,500,224,742,
,,150100 - English                                 ,"2,043",,"1,431",236,"2,177",53,"1,642",244,"2,415",39,"1,860",280,"2,519",62,"1,994",386,"3,055",
,,150300 - Comparative Literature                  ,60,,100,,51,,28,,55,,28,,58,,34,,91,
,,150600 - Speech Communication                    ,"1,206",90,935,187,"1,033",93,974,173,"1,177",76,"1,001",180,"1,307",83,"1,115",250,"1,373",
,,150700 - Creative Writing                        ,77,,67,28,27,,73,29,55,,77,28,47,,58,34,75,
,,150900 - Philosophy                              ,282,29,259,50,340,35,262,53,301,33,297,75,337,28,314,99,235,
,,"160100 - Library Science, General                ",11,,21,,20,,19,,19,,22,,19,,27,,,
,,"170100 - Mathematics, General                    ","2,349",34,"1,792",330,"2,080",27,"1,661",345,"2,245",65,"1,787",343,"2,273",128,"1,985",412,"2,283",
,,170200 - Mathematics Skills                      ,71,,,,79,,48,,,,,,,,,,,
,,"190100 - Physical Sciences, General              ",202,,233,6,250,,233,,260,,250,69,294,,286,110,255,
,,"190200 - Physics, General                        ",247,,204,37,199,,195,53,162,,228,34,194,,264,52,246,
,,"190500 - Chemistry, General                      ",626,,499,21,511,,500,19,525,,528,31,595,,627,39,704,
,,191100 - Astronomy                               ,85,,94,,70,,97,,85,,110,,99,,105,61,115,
,,191400 - Geology                                 ,28,,46,,56,,54,,54,,45,,57,,49,,56,
,,193000 - Earth Science                           ,42,,45,6,46,,29,18,35,,31,11,22,,22,15,23,
,,"200100 - Psychology, General                     ","1,446",86,"1,070",276,"1,461",94,"1,059",312,"1,572",107,"1,117",353,"1,560",158,"1,216",277,"1,553",
,,210400 - Human Services                          ,,,,,,,,,,,,,,,,,35,
,,210500 - Administration of Justice               ,403,23,347,23,372,2,391,51,410,,432,49,477,3,398,35,518,
,,"210540 - Forensics, Evidence, and Investigation  ",64,,63,,109,,109,,102,,105,,123,,124,,143,
,,210550 - Police Academy                          ,149,156,110,61,134,48,77,154,138,42,193,178,147,,146,116,188,
,,213300 - Fire Technology                         ,224,,172,,190,,162,,176,,185,,189,,224,,198,
,,213310 - Wildland Fire Technology                ,27,,,,21,,,,22,,,,29,,,,26,
,,213350 - Fire Academy                            ,66,72,72,,62,,78,,70,58,58,,70,,93,,69,
,,"220100 - Social Sciences, General                ",83,,96,,88,,103,,66,,91,,92,,97,,99,
,,220110 - Women's Studies                         ,,,31,,35,,35,,31,,33,,32,,31,,32,
,,220200 - Anthropology                            ,456,29,300,80,441,26,328,69,447,33,328,65,482,32,423,118,551,
,,220220 - Archaeology                             ,30,,33,20,26,,30,,18,,29,,28,,29,,26,
,,220300 - Ethnic Studies                          ,93,,122,61,287,,352,60,497,33,540,52,790,32,949,196,"1,231",
,,220400 - Economics                               ,445,,453,62,461,,470,69,557,,524,66,472,,428,89,522,
,,220500 - History                                 ,"1,220",,751,192,"1,164",,735,206,"1,079",,799,217,"1,230",31,911,192,"1,233",
,,220600 - Geography                               ,291,,262,,237,,233,,201,,245,,224,,227,,217,
,,220610 - Geographic Information Systems          ,50,,,,20,,,,17,,,,15,,,,19,
,,220700 - Political Science                       ,711,81,629,83,603,70,572,62,604,107,538,80,708,112,526,134,740,
,,220710 - Student Government                      ,24,,,,,,,,,,,,,,,,,
,,220800 - Sociology                               ,470,59,278,48,515,50,267,62,405,48,377,51,481,62,466,102,535,
,,300700 - Cosmetology and Barbering               ,94,,99,42,198,,181,5,202,,259,,256,,199,10,285,
,,493010 - Career Guidance and Orientation         ,140,,75,,165,,249,,146,36,52,,99,,217,,133,
,,493012 - Job Seeking/Changing Skills             ,227,,177,,132,,171,,160,,221,,61,,,,,
,,493013 - Academic Guidance                       ,184,26,85,,188,28,83,,131,27,108,,231,29,97,,214,
,,493014 - Study Skills                            ,1,,,,,,,,,,,,,,,,,
,Credit - Not Degree Applicable                     Total,,46,8,52,5,32,5,49,5,58,8,58,3,55,,49,,57,
,,070210 - Software Applications                   ,4,,1,,3,,8,,15,,10,,4,,3,,10,
,,094800 - Automotive Technology                   ,12,,12,,2,,12,,18,,22,,28,,19,,23,
,,125000 - Emergency Medical Services              ,,8,8,5,,5,7,5,,8,8,3,,,,,,
,,"493032 - Learning Skills, Learning Disabled      ",30,,31,,27,,22,,25,,18,,23,,27,,24,
