,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Butte Total,,,"29,234","1,813","23,761","3,283","29,043","1,448","25,418","4,174","31,448","2,266","27,966","4,903","34,269","2,517","30,208","5,817","36,930",
,Credit - Degree Applicable                         Total,,"29,188","1,805","23,709","3,278","29,011","1,443","25,369","4,169","31,390","2,258","27,908","4,900","34,214","2,517","30,159","5,817","36,873",
,,"010100 - Agriculture Technology and Sciences, Gen",107,6,23,3,89,1,92,3,76,3,84,7,72,3,80,4,53,
,,010200 - Animal Science                          ,155,126,146,,82,51,131,,170,153,174,13,171,144,162,,115,
,,010300 - Plant Science                           ,113,,109,,99,,114,,132,,110,24,124,,124,59,121,
,,010310 - Agricultural Pest Control Adviser and Op,46,,33,,34,,41,,26,,29,,26,,44,,28,
,,010900 - Horticulture                            ,121,76,104,7,70,43,77,3,120,118,129,29,72,34,54,5,102,
,,010910 - Landscape Design and Maintenance        ,13,,26,,26,,5,,32,,12,,22,,17,,18,
,,010920 - Floriculture / Floristry                ,,,16,,47,47,71,,71,71,98,,33,33,56,,54,
,,010930 - Nursery Technology                      ,18,,,,12,,,,13,,,,9,,,,16,
,,010940 - Turfgrass Technology                    ,,,17,,,,,,,,14,,,,,,,
,,"011200 - Agriculture Business, Sales and Service ",248,8,191,,254,,189,,287,43,237,,243,,289,,262,
,,011400 - Forestry                                ,24,,21,,22,,24,,25,,28,,22,,23,,23,
,,011500 - Natural Resources                       ,92,5,69,3,62,6,52,7,16,5,60,6,24,3,66,7,29,
,,011510 - Parks and Outdoor Recreation            ,,,10,,,,15,,,,12,,,,14,,,
,,011520 - Wildlife and Fisheries                  ,23,,,,23,,,,17,,,,14,,,,23,
,,011600 - Agricultural Power Equipment Technology ,134,41,231,,88,1,266,,146,39,367,,131,25,359,8,150,
,,"040100 - Biology, General                        ",298,,314,105,368,,311,111,413,,340,37,403,1,445,74,436,
,,040300 - MicroBiology                            ,134,,97,,119,,135,,143,,114,,143,,137,,167,
,,040800 - Natural History                         ,30,,15,,30,,33,,36,,39,,40,,32,,34,
,,041000 - Anatomy and Physiology                  ,616,,449,106,537,,401,101,600,,584,169,564,,583,186,665,
,,049900 - Other Biological Sciences               ,149,,114,,99,,79,,105,,93,35,144,,135,,125,
,,"050100 - Business and Commerce, General          ",402,4,318,2,421,1,409,,548,,451,50,571,,488,141,691,
,,050200 - Accounting                              ,457,,348,57,500,,412,165,535,,493,173,563,,520,171,645,
,,050210 - Tax Studies                             ,57,,29,,50,,33,30,85,,55,23,60,,49,25,71,
,,050400 - Banking and Finance                     ,39,,34,,36,,37,,43,,40,,41,,40,,,
,,050600 - Business Management                     ,112,,37,,68,,85,,109,,81,,111,,82,,150,
,,050640 - Small Business and Entrepreneurship     ,34,,36,,35,,33,,34,,34,,69,,33,,69,
,,050900 - Marketing and Distribution              ,29,,61,,28,,66,,27,,67,,30,,67,,33,
,,050910 - Advertising                             ,31,,,,29,,,,35,,27,,31,,29,,30,
,,050940 - Sales and Salesmanship                  ,30,,30,,30,,23,,31,,34,,31,,26,,29,
,,050970 - E-Commerce (Business emphasis)          ,,,23,,20,,24,,22,,24,,18,,19,,23,
,,051100 - Real Estate                             ,109,,98,,109,,110,,153,,131,,108,,110,,125,
,,051110 - Escrow                                  ,19,,15,,15,,19,,24,,26,,19,,27,,26,
,,051400 - Office Technology/Office Computer Applic,418,2,397,31,448,1,503,52,497,3,533,95,520,5,532,110,585,
,,051410 - Legal Office Technology                 ,26,,10,,20,,11,,30,,8,,15,,12,,18,
,,051420 - Medical Office Technology               ,150,12,152,44,169,40,219,50,242,93,247,43,166,8,242,80,230,
,,060200 - Journalism                              ,21,,11,,35,,37,,34,,21,,24,1,25,1,21,
,,060400 - Radio and Television                    ,24,,29,,28,1,30,1,50,2,49,1,48,2,48,10,37,
