,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Santa Barbara Total,,,"37,819",,"33,575","11,071","37,751",,"34,829","10,458","36,352",,"35,985","9,985","35,479",,"35,662","10,420","34,941",
,Credit - Degree Applicable                         Total,,"37,179",,"33,161","11,016","37,436",,"34,544","10,383","35,754",,"35,450","9,952","34,832",,"35,159","10,397","34,483",
,,010900 - Horticulture                            ,140,,134,52,146,,123,24,159,,214,35,129,,121,35,111,
,,030100 - Environmental Science                   ,,,,,2,,,,,,,,,,1,,,
,,030200 - Environmental Studies                   ,288,,228,31,123,,146,,66,,174,22,113,,137,45,133,
,,"040100 - Biology, General                        ",797,,764,164,714,,729,105,569,,641,65,633,,671,212,649,
,,"040200 - Botany, General                         ",123,,76,20,140,,113,16,110,,110,30,69,,67,22,109,
,,"040700 - Zoology, General                        ",166,,144,26,151,,133,29,167,,149,21,111,,174,23,158,
,,049900 - Other Biological Sciences               ,,,,,14,,39,,17,,15,,13,,17,,,
,,"050100 - Business and Commerce, General          ",64,,67,,89,,24,,102,,83,,107,,180,,118,
,,050200 - Accounting                              ,546,,484,178,550,,539,180,613,,580,283,670,,610,374,669,
,,050400 - Banking and Finance                     ,406,,356,138,481,,458,136,499,,552,159,493,,531,161,557,
,,050500 - Business Administration                 ,855,,614,143,853,,671,198,946,,699,216,910,,743,285,981,
,,050600 - Business Management                     ,124,,237,87,156,,232,75,153,,242,140,217,,301,119,241,
,,050800 - International Business and Trade        ,86,,82,18,76,,51,,56,,54,,49,,48,,28,
,,050900 - Marketing and Distribution              ,391,,269,82,332,,268,84,323,,281,92,235,,321,55,329,
,,050940 - Sales and Salesmanship                  ,25,,34,,31,,23,,28,,25,,37,,27,,24,
,,050970 - E-Commerce (Business emphasis)          ,23,,20,10,22,,20,20,10,,25,17,23,,23,17,29,
,,051100 - Real Estate                             ,249,,259,92,301,,218,68,163,,228,,211,,221,,188,
,,051400 - Office Technology/Office Computer Applic,231,,262,56,194,,212,59,187,,211,46,106,,171,41,160,
,,059900 - Other Business and Management           ,115,,72,,28,,141,,17,,248,,48,,119,,13,
