,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
LA Pierce Total,,,"35,668","4,975","30,184","8,920","36,949","5,701","33,829","9,084","38,250","6,353","34,944","10,208","40,691","6,722","37,987","11,039","42,052","7,077"
,Credit - Degree Applicable                         Total,,"35,568","4,975","30,145","8,797","36,853","5,701","33,789","9,064","38,163","6,353","34,600","10,143","40,187","6,722","37,530","10,980","41,694","7,077"
,,010200 - Animal Science                          ,487,29,398,70,475,24,451,27,434,33,448,27,463,30,488,38,601,24
,,010210 - Veterinary Technician (Licensed)        ,279,29,250,15,333,31,283,28,395,35,342,25,404,37,343,26,424,38
,,010240 - Equine Science                          ,24,,99,,41,,109,,39,,54,,82,,62,,65,
,,010300 - Plant Science                           ,144,,80,,192,,68,,210,,110,,238,,128,,275,
,,010900 - Horticulture                            ,,,,,,,21,,,,,,,,24,,,
,,010920 - Floriculture / Floristry                ,,,,,,,20,,,,,,,,14,,21,
,,020100 - Architecture and Architectural Technolog,203,,218,,218,,223,,259,,243,,295,,298,,300,
,,030100 - Environmental Science                   ,101,,106,,71,,139,,144,,109,,107,31,116,,167,
,,"040100 - Biology, General                        ",580,20,445,53,532,45,659,62,705,61,732,92,818,59,744,65,743,56
,,"040200 - Botany, General                         ",,,,,21,,,,,,18,,,,11,,,
,,040300 - MicroBiology                            ,111,,108,,135,,131,,112,,144,,123,,108,,119,
,,041000 - Anatomy and Physiology                  ,384,28,304,6,327,45,309,56,440,41,440,60,471,45,473,62,510,51
,,043000 - Biotechnology and Biomedical Technology ,,,,,19,,16,,20,,35,,41,,37,,84,
,,050200 - Accounting                              ,701,187,696,215,690,176,811,228,718,178,789,282,843,245,916,314,870,236
,,050400 - Banking and Finance                     ,104,24,97,53,63,8,80,17,108,,116,33,121,,130,37,175,39
,,050500 - Business Administration                 ,569,204,477,244,761,217,540,292,690,255,551,289,789,226,783,284,949,301
,,050600 - Business Management                     ,86,,66,,61,,76,,68,,64,,71,,120,,108,
,,050630 - Management Development and Supervision  ,15,,13,,12,,18,,13,,13,,22,,,,28,
,,050800 - International Business and Trade        ,59,,45,,54,,56,,39,,56,,36,,65,,35,
,,050900 - Marketing and Distribution              ,45,,82,,101,,148,,124,70,203,28,127,76,196,75,141,85
,,051100 - Real Estate                             ,,,30,31,32,,34,7,24,,22,,32,,34,,,
,,051200 - Insurance                               ,49,,34,,27,,26,,42,,53,,49,,75,,70,
,,051400 - Office Technology/Office Computer Applic,694,,533,,539,,496,31,563,,576,78,601,,626,68,636,
,,060200 - Journalism                              ,141,30,184,43,160,33,150,43,180,33,114,51,165,36,185,66,190,35
,,060400 - Radio and Television                    ,51,,54,,44,,42,,40,,32,,44,,39,,33,
,,060600 - Public Relations                        ,18,,20,,30,,17,,27,,22,,34,,24,,34,
,,061210 - Film History and Criticism              ,475,135,335,246,415,124,382,238,466,113,403,279,440,97,388,293,506,91
,,061220 - Film Production                         ,30,,119,,107,,121,,112,,185,,101,,165,,124,
,,061400 - Digital Media                           ,146,,120,,153,,167,2,232,,112,2,207,,104,5,159,
,,061410 - Multimedia                              ,22,,21,,27,,21,,24,,41,,25,,35,,38,
,,"070100 - Information Technology, General         ",163,,181,33,201,37,180,53,234,33,244,31,222,61,168,39,201,38
,,070200 - Computer Information Systems            ,57,,51,14,41,,67,,34,,88,,54,,84,,23,
,,070600 - Computer Science (Transfer)             ,179,,270,,199,,192,,218,,247,,196,,215,,138,
,,070710 - Computer Programming                    ,409,,301,80,416,67,350,114,459,70,297,99,356,67,234,84,254,81
,,070730 - Computer Systems Analysis               ,41,,85,,75,,87,,59,,65,,66,,103,,83,
,,070800 - Computer Infrastructure and Support     ,27,,,,27,,,,26,,,,33,,,,44,
,,070810 - Computer Networking                     ,21,,,,32,,,,36,,,,39,,,,35,
,,070900 - World Wide Web Administration           ,,,,,,,,,21,,,,18,,,,,
,,"080100 - Education, General                      ",98,25,113,,116,,94,,101,,66,,86,,72,,116,
,,083500 - Physical Education                      ,373,15,254,58,398,22,351,43,407,13,392,54,424,22,435,65,409,29
,,083550 - Intercollegiate Athletics               ,170,49,145,146,228,73,229,237,299,75,290,252,299,72,221,202,328,75
,,083700 - Health Education                        ,523,68,447,179,536,93,481,206,592,80,505,229,624,114,578,380,669,71
,,085000 - Sign Language                           ,,,30,,,,17,,,,9,,,,19,,,
,,085010 - Sign Language Interpreting              ,430,25,434,56,384,24,367,73,303,32,200,71,221,57,291,48,272,34
,,"090100 - Engineering, General (requires Calculus)",81,,91,27,93,,98,17,139,,99,67,134,,119,60,154,
,,"092400 - Engineering Technology, General (require",,,,38,,,,40,,,,,,,,,,
,,093400 - Electronics and Electric Technology     ,64,,62,,90,,93,,102,,139,,112,,166,,139,
,,094800 - Automotive Technology                   ,282,25,250,47,424,37,439,55,486,29,514,46,585,44,548,107,493,55
