,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,"090100 - Engineering, General (requires Calculus)",63,,53,,47,,50,,62,,79,,48,,56,,70,
,,095300 - Drafting Technology                     ,24,,38,,27,,28,,54,,46,,51,,39,,67,
,,095630 - Machining and Machine Tools             ,23,,31,,21,,32,,23,,34,,13,,29,,17,
,,095650 - Welding Technology                      ,93,,22,58,76,,77,67,46,,38,63,56,,49,51,61,
,,100200 - Art                                     ,203,,213,25,234,,244,15,211,,223,11,225,,295,23,275,
,,100210 - Painting and Drawing                    ,104,,72,,88,,82,,88,,108,7,93,,74,,71,
,,100220 - Sculpture                               ,,,12,,,,7,,,,6,,5,,14,,8,
,,100230 - Ceramics                                ,35,,56,,51,,51,28,53,,63,15,60,,51,,57,
,,100400 - Music                                   ,79,,109,,194,,192,,161,,207,7,198,,212,,183,
,,100500 - Commercial Music                        ,1,,7,,2,,10,,2,,10,,4,,5,,8,
,,100600 - Technical Theater                       ,,,,,,,,,,,,,,,5,,6,
,,100700 - Dramatic Arts                           ,288,,297,116,349,,333,103,237,,260,139,343,,335,167,383,
,,100800 - Dance                                   ,96,,82,24,109,,95,29,76,,99,37,68,,81,31,120,
,,101100 - Photography                             ,62,,50,,80,,46,22,84,,63,,60,,40,,79,
,,101200 - Applied Photography                     ,54,,67,25,11,,15,,,,23,,,,17,,,
,,103000 - Graphic Art and Design                  ,39,,30,,30,,41,,21,,36,,42,,33,,85,
,,110200 - French                                  ,27,,,,14,,16,,9,,,,23,,14,,17,
,,110400 - Italian                                 ,23,,15,,,,16,,16,,22,,18,,,,20,
,,110500 - Spanish                                 ,143,,134,,117,,153,17,147,,166,18,173,,167,20,188,
,,110800 - Japanese                                ,,,8,,21,,,,11,,,,21,,12,,11,
,,119900 - Other Foreign Languages                 ,55,,21,24,33,,47,20,54,,56,14,53,,59,11,23,
,,121000 - Respiratory Care/Therapy                ,163,,131,,154,,164,,178,,186,23,182,,214,20,173,
,,123000 - Nursing                                 ,,,,,15,,16,,,,15,,,,,,,
,,123010 - Registered Nursing                      ,181,,78,,173,,109,,186,,119,,193,,192,,190,
,,123900 - Psychiatric Technician                  ,51,,47,,50,,30,,24,,,13,28,,13,,31,
,,125000 - Emergency Medical Services              ,58,,26,16,55,,57,17,55,,51,26,69,,54,28,68,
,,125100 - Paramedic                               ,,,,,,,23,,,,,,,,,,,
,,"126000 - Health Professions, Transfer Core Curric",192,,184,141,156,,159,130,137,,145,191,159,,165,134,175,
,,127000 - Kinesiology                             ,249,,250,86,295,,295,107,313,,362,86,385,,393,102,409,
,,130500 - Child Development/Early Care and Educati,321,,276,82,254,,297,82,224,,247,100,292,,275,105,287,
,,130580 - Child Development Administration and Man,22,,5,,12,,10,,10,,19,,,,16,,19,
,,130590 - Infants and Toddlers                    ,15,,,,25,,,,,,,,21,,1,,,
,,130630 - Culinary Arts                           ,,,6,,12,,12,,27,,13,,23,,29,7,43,
,,130700 - Hospitality                             ,100,,,,19,,,12,31,,,11,81,,8,,78,
,,130710 - Restaurant and Food Services and Managem,16,,9,,39,,50,14,101,,60,4,81,,99,19,77,
,,130800 - Family Studies                          ,20,,,,10,,,,13,,,,24,,,,17,
,,150100 - English                                 ,"1,223",,930,116,"1,165",,943,108,982,,885,113,"1,259",,"1,068",115,"1,320",
,,150600 - Speech Communication                    ,463,,394,104,472,,412,76,397,,416,77,451,,465,81,504,
,,150700 - Creative Writing                        ,19,,22,,21,,28,28,23,,21,27,21,,26,24,25,
,,150900 - Philosophy                              ,44,,70,63,44,,40,71,59,,42,82,76,,42,73,95,
,,169900 - Other Library Science                   ,24,,,,,,,,,,,,,,,,16,
,,"170100 - Mathematics, General                    ","1,077",,827,183,"1,081",,962,217,839,,914,246,"1,020",,927,245,"1,041",
,,170200 - Mathematics Skills                      ,,,21,,,,25,,,,19,,,,22,,,
,,"190200 - Physics, General                        ",137,,136,55,127,,124,84,121,,145,67,154,,162,63,217,
,,"190500 - Chemistry, General                      ",413,,314,71,324,,314,68,296,,367,73,344,,406,70,374,
,,191100 - Astronomy                               ,36,,42,37,46,,43,39,43,,46,39,49,,90,37,49,
,,191400 - Geology                                 ,67,,86,22,62,,62,23,55,,54,,68,,59,,68,
,,193000 - Earth Science                           ,24,,35,,39,,32,,40,,50,,47,,44,,50,
,,"200100 - Psychology, General                     ",625,,516,,562,,498,16,547,,518,70,613,,513,111,685,
,,200300 - Behavioral Science                      ,33,,39,,37,,35,,20,,25,,21,,44,,28,
,,210400 - Human Services                          ,78,,59,,75,,61,,106,,94,45,117,,136,,93,
,,210440 - Alcohol and Controlled Substances       ,28,,17,,32,,43,5,28,,35,,49,,32,,50,
,,210500 - Administration of Justice               ,206,,172,50,218,,180,41,197,,213,89,250,,256,52,261,
,,210510 - Corrections                             ,14,,,,,,,,,,,,,,,,,
,,210550 - Police Academy                          ,87,,,,10,,,,,,,,,,,,,
,,220110 - Women's Studies                         ,25,,39,,,,32,,,,40,,,,43,,,
,,220120 - American Studies                        ,131,,145,43,,,,,,,,,,,,,,
,,220200 - Anthropology                            ,213,,196,89,128,,139,34,204,,187,45,214,,166,43,232,
,,220300 - Ethnic Studies                          ,247,,245,81,354,,416,121,491,,442,179,599,,310,161,568,
,,220400 - Economics                               ,186,,163,38,164,,172,41,193,,176,75,199,,219,81,236,
,,220500 - History                                 ,356,,347,54,381,,270,80,299,,316,122,448,,403,133,460,
,,220600 - Geography                               ,45,,39,,20,,37,,35,,38,,43,,29,,39,
,,220610 - Geographic Information Systems          ,,,,,,,,,17,,,,17,,,,9,
,,220700 - Political Science                       ,210,,190,71,149,,158,63,167,,188,71,217,,205,88,209,
,,220800 - Sociology                               ,254,,223,66,228,,182,109,163,,169,41,265,,305,78,233,
,,229900 - Other Social Sciences                   ,27,,25,,28,,26,11,26,,17,,58,,55,,,
,,493010 - Career Guidance and Orientation         ,234,,152,52,205,,163,48,285,,247,52,217,,247,27,257,
,,493087 - English as a Second Language - Integrate,,,,,,,,,5,,2,,,,,,,
,,493200 - General Work Experience                 ,7,,23,2,45,,,,,,,,,,22,,27,
,Credit - Not Degree Applicable                     Total,,292,,176,,191,,208,,116,,107,,228,,233,,243,
,,"070100 - Information Technology, General         ",10,,,,,,,,,,,,,,,,,
,,110800 - Japanese                                ,20,,,,,,,,,,,,,,,,,
,,150100 - English                                 ,17,,10,,,,,,,,,,,,,,26,
,,170200 - Mathematics Skills                      ,176,,151,,168,,189,,98,,94,,211,,216,,198,
,,220800 - Sociology                               ,51,,,,,,,,,,,,,,,,,
,,493014 - Study Skills                            ,7,,,,,,,,,,,,,,,,,
,,493087 - English as a Second Language - Integrate,11,,15,,23,,19,,18,,13,,17,,17,,19,
