,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Napa Total,,,"11,436",,"9,753","2,207","10,758",,"10,238","2,286","10,126",,"10,432","2,690","12,362",,"11,734","2,628","12,969",
,Credit - Degree Applicable                         Total,,"11,144",,"9,577","2,207","10,567",,"10,030","2,286","10,010",,"10,325","2,690","12,134",,"11,501","2,628","12,726",
,,"010400 - Viticulture, Enology, and Wine Business ",258,,291,9,174,,312,16,199,,267,13,267,,363,22,148,
,,"011200 - Agriculture Business, Sales and Service ",,,,,,,,,,,11,,,,,,,
,,019900 - Other Agriculture and Natural Resources ,,,8,,,,16,,,,19,,,,17,,,
,,030100 - Environmental Science                   ,,,,,,,21,,7,,,16,23,,10,,,
,,"040100 - Biology, General                        ",448,,393,80,368,,427,80,345,,407,72,428,,402,75,457,
,,"040200 - Botany, General                         ",,,21,,,,11,,,,7,,,,19,,,
,,040300 - MicroBiology                            ,36,,31,,31,,35,,32,,37,,28,,32,,30,
,,"040700 - Zoology, General                        ",22,,,,17,,,,,,,,18,,,,19,
,,041000 - Anatomy and Physiology                  ,91,,121,,100,,105,,71,,115,,108,,113,,125,
,,"050100 - Business and Commerce, General          ",217,,269,40,230,,260,28,234,,278,41,309,,304,49,327,
,,050200 - Accounting                              ,209,,164,67,257,,228,38,262,,232,63,328,,262,64,346,
,,050400 - Banking and Finance                     ,,,,50,,,,59,,,,62,,,,69,,
,,050600 - Business Management                     ,36,,,,32,,,,32,,,,41,,21,,42,
,,050640 - Small Business and Entrepreneurship     ,,,30,,,,23,,,,29,,,,,,,
,,050900 - Marketing and Distribution              ,36,,,,37,,,,34,,,,42,,,,44,
,,050970 - E-Commerce (Business emphasis)          ,27,,,,28,,,,58,,,,67,,,,58,
,,059900 - Other Business and Management           ,,,,,,,,,,,,,,,,1,,
,,061200 - Film Studies                            ,,,,,,,,,45,,9,,53,,15,,59,
,,061440 - Animation                               ,,,,,,,18,,,,12,,,,,,10,
,,"070100 - Information Technology, General         ",,,,,17,,,,,,,,12,,,,,
,,070200 - Computer Information Systems            ,83,,65,27,73,,61,24,53,,60,27,63,,68,30,58,
,,070210 - Software Applications                   ,24,,31,40,59,,28,30,36,,57,35,59,,52,,85,
,,070600 - Computer Science (Transfer)             ,10,,16,,12,,26,,16,,31,,16,,18,,19,
,,070710 - Computer Programming                    ,71,,73,,56,,87,,46,,85,,56,,81,,54,
,,"080100 - Education, General                      ",,,11,,,,6,,,,12,,,,9,,,
,,083550 - Intercollegiate Athletics               ,,,11,,144,,52,,75,,48,17,110,,90,14,148,
,,083700 - Health Education                        ,243,,246,90,142,,151,65,173,,173,66,198,,283,76,182,
,,089900 - Other Education                         ,,,,10,,,9,,,,14,,,,,28,53,
