,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,085000 - Sign Language                           ,147,,155,54,150,,132,48,163,,157,98,150,,165,96,154,
,,089900 - Other Education                         ,11,,9,,20,,19,,24,,27,,20,,24,,24,
,,"090100 - Engineering, General (requires Calculus)",111,,72,,143,,80,,155,,119,,210,,129,,195,
,,"092400 - Engineering Technology, General (require",,,8,,,,11,,,,14,,,,17,,,
,,093400 - Electronics and Electric Technology     ,9,,,,6,,,,7,,,,5,,,,,
,,094800 - Automotive Technology                   ,141,,125,,111,,129,,211,,206,,277,,213,13,202,
,,094840 - Alternative Fuels and Advanced Transport,19,,,,,,,,24,,,,,,,,33,
,,094850 - Recreational Vehicle Service            ,,,,,,,6,,5,,4,,4,,,,5,
,,095200 - Construction Crafts Technology          ,,,,,,,,,11,,26,,,,95,77,420,
,,095640 - Sheet Metal and Structural Metal        ,13,,,,,,,,,,,,,,,,,
,,095650 - Welding Technology                      ,148,,148,16,177,,177,18,252,,244,25,254,,235,41,250,
,,095670 - Industrial and Occupational Safety and H,21,,21,,24,,16,,19,,26,,21,,18,,24,
,,095900 - Marine Technology                       ,,,,,6,,6,,5,,4,,5,,3,,5,
,,096200 - Musical Instrument Repair               ,,,,,,,,,,,,,23,,23,,26,
,,099900 - Other Engineering and Related Industrial,,,,,10,,12,,,,,,14,,17,,,
,,"100100 - Fine Arts, General                      ",299,,348,162,304,,352,230,338,,346,283,352,,428,275,349,
,,100200 - Art                                     ,71,,50,,64,,58,,69,,67,,75,,63,,69,
,,100210 - Painting and Drawing                    ,100,,107,31,127,,152,63,125,,140,42,119,,159,54,123,
,,100400 - Music                                   ,521,,530,239,509,,617,257,627,,646,225,577,,587,272,655,
,,100500 - Commercial Music                        ,38,,19,40,34,,19,30,37,,16,68,37,,19,43,35,
,,100600 - Technical Theater                       ,30,,18,17,22,,21,13,55,,44,12,38,,44,9,52,
,,100700 - Dramatic Arts                           ,188,,170,16,170,,202,27,160,,183,21,214,,257,65,189,
,,100800 - Dance                                   ,22,,,,32,,24,,28,,,,58,,30,,47,
,,101100 - Photography                             ,,,1,3,1,,,,,,,,,,,,,
,,101200 - Applied Photography                     ,95,,115,43,89,,74,,146,,93,,136,,92,43,139,
,,103000 - Graphic Art and Design                  ,152,,89,40,113,,100,50,146,,149,43,160,,172,44,147,
,,110200 - French                                  ,32,,13,20,20,,18,20,27,,15,23,33,,15,27,35,
,,110500 - Spanish                                 ,103,,84,18,73,,81,19,69,,63,18,72,,69,29,69,
,,"120100 - Health Occupations, General             ",15,,,,22,,,21,36,,,,37,,,,56,
,,122800 - Athletic Training and Sports Medicine   ,6,,11,,7,,29,,18,,27,,20,,16,,,
,,125000 - Emergency Medical Services              ,213,,141,10,160,,127,29,167,,177,21,258,,235,,194,
,,125100 - Paramedic                               ,16,,,19,10,,9,4,,,,1,,,,,,
,,127000 - Kinesiology                             ,26,,17,,13,,24,,,,23,,52,,64,,90,
,,130200 - Interior Design and Merchandising       ,103,,69,,59,,73,,81,,77,,67,,74,,78,
,,130500 - Child Development/Early Care and Educati,467,,326,90,345,,275,81,397,,474,73,475,,493,116,512,
,,130520 - Children with Special Needs             ,13,,10,,19,,11,,26,,7,,16,,19,,,
,,130580 - Child Development Administration and Man,,,,,,,20,,,,,,,,22,,5,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",163,,157,99,128,,133,124,155,,178,115,146,,167,118,184,
,,150100 - English                                 ,"1,843",,"1,482",442,"1,782",,"1,534",515,"1,910",,"1,727",599,"2,211",,"1,883",742,"2,189",
,,150300 - Comparative Literature                  ,,,28,24,12,,,11,,,39,23,,,39,,17,
,,150600 - Speech Communication                    ,654,,610,172,707,,657,221,680,,830,290,843,,912,440,958,
,,150700 - Creative Writing                        ,40,,27,16,36,,37,15,48,,43,18,53,,35,7,48,
,,150900 - Philosophy                              ,228,,214,106,179,,195,108,278,,342,125,280,,295,152,280,
,,151000 - Religious Studies                       ,109,,120,40,103,,76,,,,161,62,143,,161,64,178,
,,159900 - Other Humanities                        ,279,,253,130,269,,283,143,301,,278,214,364,,347,231,339,
,,"160100 - Library Science, General                ",29,,36,,28,,13,,57,,14,,56,,7,,,
,,"170100 - Mathematics, General                    ","2,129",,"1,640",580,"2,115",,"1,836",626,"2,313",,"2,019",709,"2,497",,"2,277",723,"2,717",
,,170200 - Mathematics Skills                      ,20,,29,,6,,49,9,73,,87,7,84,,75,22,217,
,,"190200 - Physics, General                        ",193,,157,,207,,212,44,297,,233,52,322,,264,51,363,
,,"190500 - Chemistry, General                      ",327,,364,116,410,,375,151,485,,504,178,506,,551,220,551,
,,191100 - Astronomy                               ,167,,184,61,81,,143,61,176,,137,59,212,,126,72,212,
,,191400 - Geology                                 ,245,,194,82,220,,209,101,158,,200,96,270,,215,106,266,
,,191900 - Oceangraphy                             ,83,,69,48,81,,81,,93,,90,,110,,94,,148,
,,"200100 - Psychology, General                     ","1,084",,"1,013",427,946,,911,353,"1,010",,"1,033",374,"1,194",,"1,166",459,"1,285",
,,210400 - Human Services                          ,44,,23,,25,,26,,29,,14,,28,,20,,24,
,,210500 - Administration of Justice               ,202,,172,,164,,137,,168,,199,,239,,244,,160,
,,213300 - Fire Technology                         ,231,,143,,186,,117,28,221,,180,,258,,214,,277,
,,213350 - Fire Academy                            ,,,19,,,,29,,24,,2,,,,,,,
,,220110 - Women's Studies                         ,38,,29,,30,,22,,32,,32,,36,,25,,42,
,,220200 - Anthropology                            ,574,,477,85,466,,497,80,439,,551,125,579,,466,124,633,
,,220220 - Archaeology                             ,,,,,,,7,,,,,,,,,,,
,,220300 - Ethnic Studies                          ,,,,,,,,,,,,,93,,42,,43,
,,220400 - Economics                               ,396,,329,169,319,,336,161,386,,373,181,439,,405,164,567,
,,220500 - History                                 ,"1,098",,819,320,945,,869,356,974,,829,343,"1,087",,"1,051",310,"1,138",
,,220600 - Geography                               ,196,,177,51,138,,144,78,237,,217,82,235,,218,98,212,
,,220700 - Political Science                       ,182,,130,37,194,,151,,189,,145,,206,,185,85,217,
,,220800 - Sociology                               ,372,,406,233,435,,432,282,581,,518,227,624,,444,285,735,
,,221000 - International Studies                   ,11,,26,,10,,19,,27,,19,10,15,,9,,25,
,,229900 - Other Social Sciences                   ,,,19,,,,25,,43,,25,,43,,,,43,
,,493010 - Career Guidance and Orientation         ,283,,193,58,226,,186,92,296,,168,84,383,,212,95,338,
,,493013 - Academic Guidance                       ,39,,57,19,53,,70,27,62,,108,28,78,,131,25,62,
,,493087 - English as a Second Language - Integrate,37,,45,,29,,31,,42,,43,,50,,66,,58,
,,493200 - General Work Experience                 ,116,,113,35,105,,130,56,108,,149,65,160,,196,71,297,
,Credit - Not Degree Applicable                     Total,,341,,276,20,352,,292,7,394,,287,24,367,,265,12,243,
,,150100 - English                                 ,28,,,,,,,,,,,,37,,10,,,
,,"170100 - Mathematics, General                    ",80,,76,9,,,,,,,,,,,,,,
,,170200 - Mathematics Skills                      ,52,,31,11,116,,81,7,174,,122,24,178,,155,12,129,
,,493086 - English as a Second Language - Listening,43,,28,,81,,74,,79,,31,,22,,24,,27,
,,493087 - English as a Second Language - Integrate,138,,141,,155,,137,,141,,134,,130,,76,,87,
