,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Las Positas Total,,,"19,308",,"16,902","5,255","18,173",,"17,510","5,798","20,572",,"20,178","6,164","23,313",,"21,628","7,125","24,823",
,Credit - Degree Applicable                         Total,,"18,967",,"16,626","5,235","17,821",,"17,218","5,791","20,178",,"19,891","6,140","22,946",,"21,363","7,113","24,580",
,,"010400 - Viticulture, Enology, and Wine Business ",75,,47,,45,,78,,62,,98,5,72,,51,,122,
,,010900 - Horticulture                            ,33,,26,,35,,50,,58,,77,,19,,55,,32,
,,010910 - Landscape Design and Maintenance        ,18,,,,13,,,,24,,,,38,,,,14,
,,010940 - Turfgrass Technology                    ,,,,,,,17,,,,,,,,13,,,
,,030200 - Environmental Studies                   ,74,,77,31,73,,68,38,82,,75,27,83,,77,40,90,
,,"040100 - Biology, General                        ",482,,392,85,397,,428,79,442,,479,75,521,,498,91,543,
,,"040200 - Botany, General                         ",97,,47,,77,,73,,80,,73,,82,,83,29,105,
,,040300 - MicroBiology                            ,73,,87,24,67,,67,17,73,,60,19,68,,70,24,78,
,,"040700 - Zoology, General                        ",64,,61,,71,,43,14,52,,70,22,76,,76,,77,
,,041000 - Anatomy and Physiology                  ,244,,223,24,225,,247,45,245,,226,51,275,,274,69,304,
,,043000 - Biotechnology and Biomedical Technology ,,,,,,,,,,,9,,,,16,,,
,,"050100 - Business and Commerce, General          ",666,,547,150,672,,618,128,733,,679,118,777,,682,112,886,
,,050200 - Accounting                              ,353,,309,35,305,,299,42,342,,377,35,431,,428,50,458,
,,050600 - Business Management                     ,,,,,,,27,,,,34,,,,41,,,
,,050630 - Management Development and Supervision  ,20,,,,18,,,,29,,,,31,,,,31,
,,050900 - Marketing and Distribution              ,129,,90,39,146,,100,43,161,,118,41,162,,137,45,177,
,,051400 - Office Technology/Office Computer Applic,,,9,,8,,5,,7,,6,,,,10,,,
,,"060100 - Media and Communications, General       ",,,1,,,,2,,,,3,,,,3,,,
,,060200 - Journalism                              ,8,,20,,27,,34,,23,,46,,24,,32,,50,
,,060600 - Public Relations                        ,,,,,,,,,21,,,,15,,,,9,
,,061000 - Mass Communications                     ,26,,68,32,53,,56,38,43,,42,44,42,,74,47,64,
,,061220 - Film Production                         ,,,,,,,,,,,,,3,,,,29,
,,061400 - Digital Media                           ,14,,,,4,,,,10,,,,,,,,,
,,061430 - Website Design and Development          ,,,2,,,,7,,,,,,5,,,,,
,,061440 - Animation                               ,,,,,,,,,,,,,,,,,28,
,,"070100 - Information Technology, General         ",187,,214,81,168,,117,80,189,,131,76,169,,119,82,144,
,,070200 - Computer Information Systems            ,171,,186,,132,,174,,152,,235,,198,,201,,184,
,,070600 - Computer Science (Transfer)             ,97,,141,,104,,121,,116,,179,,138,,161,,113,
,,070710 - Computer Programming                    ,288,,249,92,284,,263,99,336,,305,110,353,,328,115,360,
,,070730 - Computer Systems Analysis               ,22,,,,16,,,,23,,,,26,,,,28,
,,070800 - Computer Infrastructure and Support     ,212,,208,,253,,251,64,302,,290,58,336,,293,74,314,
,,070810 - Computer Networking                     ,,,29,,,,23,,23,,25,,17,,19,,16,
,,079900 - Other Information Technology            ,,,,,,,,,13,,23,,17,,20,,16,
,,"080100 - Education, General                      ",,,8,,,,15,,,,24,,,,14,,,
,,083500 - Physical Education                      ,629,,751,320,730,,788,339,721,,927,216,865,,820,263,823,
,,083550 - Intercollegiate Athletics               ,114,,108,75,142,,118,116,166,,139,103,127,,119,80,109,
,,083700 - Health Education                        ,329,,316,79,281,,283,97,330,,280,121,353,,310,124,371,
