,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
American River Total,,,"56,648",,"55,031","13,799","58,847",,"60,866","16,930","65,191",,"65,711","18,012","66,563",,"66,887","3,569","5,941",
,Credit - Degree Applicable                         Total,,"50,749",,"50,030","12,718","52,826",,"54,449","15,198","59,065",,"58,906","16,421","60,371",,"60,849","3,406","5,350",
,,010900 - Horticulture                            ,38,,10,,36,,9,,38,,3,,38,,31,,,
,,010910 - Landscape Design and Maintenance        ,176,,146,42,109,,112,44,163,,197,49,167,,176,,,
,,010920 - Floriculture / Floristry                ,30,,25,,40,,34,,52,,48,,43,,38,,,
,,010930 - Nursery Technology                      ,21,,18,,18,,23,,20,,24,,23,,27,,,
,,011500 - Natural Resources                       ,145,,108,14,136,,114,17,132,,132,,123,,161,,,
,,011520 - Wildlife and Fisheries                  ,9,,,,13,,,,,,,,15,,,,,
,,"040100 - Biology, General                        ",750,,714,250,793,,733,313,818,,833,352,840,,893,,,
,,"040200 - Botany, General                         ",47,,22,,28,,26,,27,,26,,23,,25,,,
,,040300 - MicroBiology                            ,218,,182,67,184,,204,68,218,,208,58,246,,218,,,
,,"040700 - Zoology, General                        ",40,,25,,29,,26,,24,,28,,32,,29,,,
,,040800 - Natural History                         ,22,,17,,27,,20,,23,,40,,25,,43,,,
,,041000 - Anatomy and Physiology                  ,826,,632,138,791,,783,156,834,,812,205,879,,866,,,
,,043000 - Biotechnology and Biomedical Technology ,64,,33,24,27,,35,35,36,,28,38,34,,46,,,
,,"050100 - Business and Commerce, General          ",763,,684,259,719,,671,219,883,,732,327,837,,816,,,
,,050200 - Accounting                              ,"1,064",,"1,042",286,"1,006",,940,298,963,,992,305,"1,011",,965,,,
,,050210 - Tax Studies                             ,180,,113,,174,,106,,168,,116,,192,,135,,,
,,050500 - Business Administration                 ,462,,470,133,456,,436,162,410,,437,127,413,,473,,,
,,050600 - Business Management                     ,254,,269,40,293,,215,51,322,,242,51,326,,274,,,
,,050640 - Small Business and Entrepreneurship     ,173,,145,37,148,,146,30,145,,167,32,204,,173,,,
,,050900 - Marketing and Distribution              ,200,,173,33,216,,132,32,208,,194,40,203,,227,,,
,,050910 - Advertising                             ,,,,,30,,,,35,,,,40,,,,,
,,050920 - Purchasing                              ,7,,,,15,,,,,,,,,,,,,
,,050940 - Sales and Salesmanship                  ,,,29,,,,31,,,,39,,,,42,,,
,,051100 - Real Estate                             ,395,,320,40,354,,275,31,376,,254,42,351,,260,,,
,,051400 - Office Technology/Office Computer Applic,172,,181,,152,,123,,140,,109,,179,,159,,,
,,060200 - Journalism                              ,116,,112,,115,,101,25,120,,112,30,147,,135,,,
