,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,"092400 - Engineering Technology, General (require",23,,52,,1,,33,,9,,16,26,12,,38,11,9,
,,093400 - Electronics and Electric Technology     ,79,,69,,79,,74,,86,,126,,147,,126,,104,
,,094600 - Environmental Control Technology        ,69,,30,30,70,,43,,67,,48,,103,,53,,121,
,,094800 - Automotive Technology                   ,74,,111,23,91,,131,22,104,,140,26,82,,127,26,126,
,,"094830 - Motorcycle, Outboard and Small Engine Re",44,,29,,16,,43,11,57,,61,17,62,,44,16,53,
,,094900 - Automotive Collision Repair             ,54,,28,,55,,78,,83,,92,,108,,87,,81,
,,095200 - Construction Crafts Technology          ,70,,55,27,42,,94,,53,,100,14,105,,73,12,50,
,,095210 - Carpentry                               ,52,,54,,47,,56,,72,,65,,54,,70,,87,
,,095220 - Electrical                              ,22,,23,,,,,,,,,,,,,,,
,,095250 - Mill and Cabinet Work                   ,,,13,,20,,36,,,,20,,,,26,,,
,,095300 - Drafting Technology                     ,71,,69,20,61,,38,39,41,,79,29,53,,97,27,61,
,,095630 - Machining and Machine Tools             ,,,,,,,,,,,18,,21,,16,,24,
,,095650 - Welding Technology                      ,13,,15,,,,,,,,,,,,,,,
,,095700 - Civil and Construction Management Techno,155,,169,,103,,136,23,144,,215,23,169,,205,25,206,
,,"100100 - Fine Arts, General                      ",409,,545,208,445,,446,202,466,,517,219,480,,483,166,495,
,,100200 - Art                                     ,123,,133,23,131,,140,21,154,,182,24,150,,189,19,162,
,,100210 - Painting and Drawing                    ,333,,319,,306,,288,15,301,,258,,280,,298,31,345,
,,100220 - Sculpture                               ,24,,22,,23,,23,,20,,22,,22,,19,,23,
,,100230 - Ceramics                                ,55,,34,,86,,88,21,89,,90,22,95,,95,,100,
,,100400 - Music                                   ,674,,631,112,567,,583,112,580,,584,119,667,,620,138,597,
,,100600 - Technical Theater                       ,4,,18,,,,,,,,20,,,,11,,,
,,100700 - Dramatic Arts                           ,273,,216,91,197,,253,28,217,,166,28,222,,141,34,213,
,,100800 - Dance                                   ,192,,265,,225,,296,,254,,362,,283,,350,,300,
,,100900 - Applied Design                          ,,,,25,,,,,,,,,24,,,,49,
,,100910 - Jewelry                                 ,24,,21,,24,,26,,20,,22,24,24,,25,26,24,
,,101100 - Photography                             ,41,,43,23,41,,19,22,47,,71,22,45,,57,30,57,
,,101200 - Applied Photography                     ,269,,345,58,297,,319,61,281,,324,66,333,,367,76,354,
,,101300 - Commercial Art                          ,24,,23,,26,,24,,21,,23,,26,,26,,21,
,,103000 - Graphic Art and Design                  ,603,,657,33,501,,605,35,576,,664,32,571,,604,34,553,
,,109900 - Other Fine and Applied Arts             ,,,,,,,24,,,,24,,,,31,,,
,,110200 - French                                  ,147,,182,,117,,111,,111,,104,,118,,128,,120,
,,110300 - German                                  ,24,,33,37,25,,35,38,25,,49,32,29,,26,33,25,
,,110400 - Italian                                 ,42,,52,,44,,55,,50,,60,,61,,61,33,62,
,,110500 - Spanish                                 ,535,,550,84,583,,537,159,676,,647,178,719,,708,179,702,
,,110600 - Russian                                 ,16,,,,,,25,21,15,,26,16,18,,31,,13,
,,110700 - Chinese                                 ,307,,298,59,346,,279,50,332,,293,35,352,,283,22,358,
,,110800 - Japanese                                ,310,,267,49,229,,280,47,321,,331,31,330,,359,50,348,
,,111710 - Filipino (Tagalog)                      ,,,39,22,,,37,15,,,,,,,,,,
,,"120100 - Health Occupations, General             ",122,,189,60,138,,180,68,217,,229,115,233,,238,153,244,
,,120200 - Hospital and Health Care Administration ,,,23,,,,12,,,,18,,,,17,,,
,,120510 - Phlebotomy                              ,,,21,,22,,23,,23,,22,,25,,24,,25,
,,120800 - Medical Assisting                       ,12,,86,42,18,,85,52,11,,81,33,9,,85,38,10,
,,120820 - Administrative Medical Assisting        ,109,,45,,54,,45,,74,,40,,75,,42,,63,
,,120830 - Health Facility Unit Coordinator        ,16,,13,,10,,,,15,,,,18,,,,12,
,,121300 - Cardiovascular Technician               ,36,,51,,24,,18,17,68,,68,17,46,,76,,76,
,,121500 - Electrocardiography                     ,50,,40,,41,,43,,52,,61,,61,,75,,54,
,,122100 - Pharmacy Technology                     ,46,,63,,42,,60,,56,,60,,54,,69,,68,
,,122300 - Health Information Technology           ,343,,268,71,327,,244,35,305,,244,49,331,,256,52,330,
,,122310 - Health Information Coding               ,22,,40,,14,,29,,19,,24,,22,,30,,13,
,,122500 - Radiologic Technology                   ,213,,172,36,203,,169,41,221,,188,42,208,,189,39,236,
,,122600 - Radiation Therapy Technician            ,9,,10,,8,,22,,10,,11,,9,,11,,12,
,,122700 - Diagnostic Medical Sonography           ,,,,,24,,19,,,,,,,,,,,
,,123000 - Nursing                                 ,,,,,,,,,23,,28,,24,,27,,24,
,,123010 - Registered Nursing                      ,468,,477,,445,,435,,382,,403,,384,,408,,429,
,,123020 - Licensed Vocational Nursing             ,148,,237,,184,,162,,145,,155,,152,,140,,154,
,,123030 - Certified Nurse Assistant               ,20,,17,,27,,29,,24,,20,,24,,32,,32,
,,123080 - Home Health Aide                        ,10,,8,,7,,10,,7,,4,,11,,5,,15,
,,124010 - Dental Assistant                        ,75,,48,,65,,57,,66,,64,,72,,74,,94,
,,125000 - Emergency Medical Services              ,80,,184,119,171,,190,69,140,,218,77,180,,218,57,141,
,,125100 - Paramedic                               ,171,,100,16,157,,132,21,180,,129,29,173,,98,22,147,
,,"126000 - Health Professions, Transfer Core Curric",175,,132,103,179,,129,125,143,,178,144,197,,233,86,224,
,,126100 - Community Health Care Worker            ,127,,203,16,115,,139,25,153,,295,30,172,,308,72,292,
,,127000 - Kinesiology                             ,97,,65,,87,,125,,82,,106,,111,,132,,92,
,,129900 - Other Health Occupations                ,98,,24,34,83,,17,34,37,,118,,116,,101,,133,
,,"130100 - Family and Consumer Sciences, General   ",,,21,,12,,,,,,,,,,,,,
,,130200 - Interior Design and Merchandising       ,23,,51,,24,,45,,24,,24,,60,,29,,26,
,,130300 - Fashion                                 ,101,,52,,119,,72,,98,,73,,102,,85,,129,
,,130310 - Fashion Design                          ,210,,152,,174,,105,,169,,163,,182,,250,,235,
,,130320 - Fashion Merchandising                   ,104,,121,,95,,122,,60,,97,,119,,89,,110,
,,130330 - Fashion Production                      ,26,,9,,21,,41,,17,,34,,19,,36,,47,
,,130500 - Child Development/Early Care and Educati,"1,603",,"1,692",399,"1,489",,"1,281",413,"1,626",,"1,473",431,"1,550",,"1,573",387,"1,802",
,,130520 - Children with Special Needs             ,219,,179,30,265,,256,,199,,222,,240,,215,,270,
,,130550 - The School Age Child                    ,77,,85,39,69,,80,,53,,56,,79,,45,39,76,
,,130580 - Child Development Administration and Man,79,,81,46,81,,244,,100,,79,,81,,29,,65,
,,130590 - Infants and Toddlers                    ,151,,186,40,76,,172,,228,,227,64,272,,270,82,261,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",329,,301,47,257,,249,43,269,,273,37,279,,230,,268,
,,130630 - Culinary Arts                           ,191,,200,,297,,236,17,358,,378,,253,,220,25,285,
,,130700 - Hospitality                             ,81,,46,31,87,,89,24,93,,71,25,83,,133,20,111,
,,130710 - Restaurant and Food Services and Managem,,,,,38,,9,,18,,18,,16,,11,,22,
,,130720 - Lodging Management                      ,,,18,,,,17,,,,12,,,,17,,,
,,140200 - Paralegal                               ,207,,217,30,188,,195,,146,,127,,141,,171,,165,
,,150100 - English                                 ,"4,165",,"3,728",527,"2,939",,"2,684",475,"3,361",,"2,909",563,"2,417",,"2,450",445,"2,287",
,,150300 - Comparative Literature                  ,,,,,,,,,28,,,,,,,,,
,,150600 - Speech Communication                    ,"1,054",,"1,033",229,"1,114",,"1,144",300,"1,080",,"1,119",304,"1,035",,"1,025",308,989,
,,150700 - Creative Writing                        ,135,,239,23,93,,125,,96,,122,,115,,129,,110,
,,150900 - Philosophy                              ,420,,344,,247,,373,,339,,348,,394,,332,,459,
,,151000 - Religious Studies                       ,81,,246,,141,,104,34,155,,140,34,162,,89,39,136,
,,159900 - Other Humanities                        ,30,,48,,35,,32,,30,,33,,32,,35,,63,
,,"160100 - Library Science, General                ",126,,45,38,36,,39,49,77,,68,13,66,,25,25,54,
,,160200 - Library Technician (Aide)               ,144,,122,,109,,177,,150,,169,37,175,,202,,169,
,,"170100 - Mathematics, General                    ","3,284",,"3,144",725,"2,958",,"2,845",720,"3,245",,"3,187",684,"3,333",,"3,177",790,"3,311",
,,170200 - Mathematics Skills                      ,,,10,,,,,,,,,,,,,,,
,,"190100 - Physical Sciences, General              ",65,,68,,,,,,,,,,,,,,,
,,"190200 - Physics, General                        ",964,,"1,079",104,823,,786,93,824,,936,188,998,,"1,057",219,"1,024",
,,"190500 - Chemistry, General                      ",645,,640,28,547,,526,26,488,,516,29,501,,549,62,453,
,,191100 - Astronomy                               ,469,,468,,475,,415,30,428,,445,38,492,,422,51,517,
,,191400 - Geology                                 ,59,,96,,102,,117,,117,,117,,99,,92,,78,
,,191900 - Oceangraphy                             ,53,,98,,56,,97,,88,,86,,55,,77,,66,
,,"200100 - Psychology, General                     ","1,293",,"1,326",276,"1,436",,"1,643",394,"1,530",,"1,482",351,"1,504",,"1,451",426,"1,702",
,,200300 - Behavioral Science                      ,201,,188,47,196,,201,70,204,,204,92,240,,205,94,289,
,,210400 - Human Services                          ,64,,142,,49,,86,,109,,118,,113,,91,,80,
,,210440 - Alcohol and Controlled Substances       ,266,,257,30,223,,217,,276,,247,,313,,252,20,356,
,,210500 - Administration of Justice               ,397,,397,85,232,,375,70,293,,368,43,339,,338,39,391,
,,210520 - Probation and Parole                    ,,,23,,,,15,,17,,11,,7,,14,,9,
,,210550 - Police Academy                          ,391,,376,129,331,,48,209,343,,442,177,233,,291,159,332,
,,213300 - Fire Technology                         ,265,,246,17,214,,196,,266,,241,37,260,,318,23,418,
,,213350 - Fire Academy                            ,24,,52,,13,,63,,16,,75,54,13,,69,42,23,
,,214000 - Legal and Community Interpretation      ,56,,84,,77,,85,27,95,,105,8,65,,54,15,89,
,,219900 - Other Public and Protective Services    ,14,,,,,,,,11,,,,22,,,,22,
,,"220100 - Social Sciences, General                ",70,,34,,37,,59,,40,,36,,41,,46,,41,
,,220110 - Women's Studies                         ,123,,87,82,138,,104,66,157,,104,89,79,,92,74,99,
,,220120 - American Studies                        ,,,38,,,,,,42,,,,,,,,36,
,,"220140 - Gay, Lesbian, Bisexual and Transgender S",,,,,,,,,,,,,96,,80,,100,
,,220200 - Anthropology                            ,568,,531,102,547,,533,97,541,,517,92,546,,498,82,692,
,,220300 - Ethnic Studies                          ,"1,553",,"1,510",499,"1,758",,"1,550",565,"1,650",,"1,780",745,"1,698",,"1,735",738,"1,966",
,,220400 - Economics                               ,887,,761,63,944,,770,78,840,,782,81,943,,829,83,971,
,,220500 - History                                 ,"1,058",,978,72,"1,013",,818,70,956,,876,81,995,,790,86,"1,004",
,,220600 - Geography                               ,178,,210,,199,,171,56,201,,145,,250,,137,,220,
,,220610 - Geographic Information Systems          ,24,,36,,45,,53,,54,,58,,58,,59,,65,
,,220700 - Political Science                       ,"1,122",,995,67,919,,804,82,892,,894,89,987,,982,94,"1,077",
,,220800 - Sociology                               ,919,,836,264,842,,772,299,744,,754,238,903,,760,161,998,
,,221000 - International Studies                   ,,,,,,,,,134,,89,,139,,89,,127,
,,229900 - Other Social Sciences                   ,160,,244,,351,,182,,108,,110,,109,,155,,114,
,,493010 - Career Guidance and Orientation         ,51,,57,,17,,19,,17,,53,,78,,62,,62,
,,493011 - Interpersonal Skills                    ,79,,84,,,,56,37,74,,53,36,80,,85,29,76,
,,493012 - Job Seeking/Changing Skills             ,24,,27,,27,,18,,23,,30,,29,,24,,25,
,,493013 - Academic Guidance                       ,152,,82,43,117,,,18,59,,57,91,63,,52,56,67,
,,493014 - Study Skills                            ,533,,379,117,489,,410,125,513,,482,103,494,,456,113,436,
,,493084 - English as a Second Language - Writing  ,,,94,12,143,,113,,44,,46,,38,,36,,35,
,,493086 - English as a Second Language - Listening,38,,57,21,36,,66,,47,,48,20,52,,60,46,72,
,,493087 - English as a Second Language - Integrate,431,,374,24,308,,332,21,360,,338,18,363,,345,26,332,
,,493200 - General Work Experience                 ,86,,159,61,80,,178,27,77,,84,77,152,,167,45,188,
,,499900 - Other Interdisciplinary Studies         ,450,,378,79,450,,270,28,360,,302,,377,,355,53,266,
,Credit - Not Degree Applicable                     Total,,691,,613,58,666,,678,58,736,,674,56,"1,691",,"1,540",167,"1,808",
,,130310 - Fashion Design                          ,59,,,,32,,28,,65,,57,,57,,80,,65,
,,150100 - English                                 ,,,,,,,,,,,,,946,,774,121,852,
,,"170100 - Mathematics, General                    ",179,,176,27,193,,206,25,250,,218,26,300,,294,23,494,
,,170200 - Mathematics Skills                      ,129,,186,31,268,,239,33,241,,233,30,224,,227,23,227,
,,"190500 - Chemistry, General                      ",19,,19,,,,,,,,13,,8,,15,,20,
,,"493032 - Learning Skills, Learning Disabled      ",30,,54,,56,,63,,78,,49,,55,,52,,55,
,,493084 - English as a Second Language - Writing  ,121,,69,,48,,58,,,,,,,,,,,
,,493086 - English as a Second Language - Listening,16,,,,,,,,,,,,,,,,,
,,493087 - English as a Second Language - Integrate,138,,74,,69,,84,,102,,104,,101,,98,,95,
,,493200 - General Work Experience                 ,,,35,,,,,,,,,,,,,,,
