,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
San Francisco Total,,,"45,818",,"45,469","7,896","42,369",,"41,652","7,881","44,777",,"44,590","8,511","47,029",,"45,364","8,390","47,949",
,Credit - Degree Applicable                         Total,,"45,127",,"44,856","7,838","41,703",,"40,974","7,823","44,041",,"43,916","8,455","45,338",,"43,824","8,223","46,141",
,,010900 - Horticulture                            ,147,,128,,144,,145,13,150,,177,24,183,,117,,173,
,,010910 - Landscape Design and Maintenance        ,62,,63,,37,,62,,38,,40,,38,,104,,43,
,,010920 - Floriculture / Floristry                ,107,,87,,76,,78,11,79,,91,14,147,,110,32,81,
,,020100 - Architecture and Architectural Technolog,401,,432,,303,,421,,475,,508,30,481,,572,21,524,
,,030100 - Environmental Science                   ,33,,49,,22,,63,,80,,64,,84,,68,,93,
,,"040100 - Biology, General                        ",531,,631,,432,,571,27,470,,523,35,471,,413,37,441,
,,"040200 - Botany, General                         ",,,24,,,,24,,,,25,,,,25,,,
,,040300 - MicroBiology                            ,193,,174,34,156,,123,27,141,,164,32,161,,192,,203,
,,"040700 - Zoology, General                        ",29,,,26,25,,,,30,,,,,,,,31,
,,040800 - Natural History                         ,,,,,,,,,,,,,15,,,,,
,,041000 - Anatomy and Physiology                  ,509,,490,,497,,530,,591,,568,,515,,561,23,484,
,,043000 - Biotechnology and Biomedical Technology ,278,,242,56,152,,118,,91,,89,,107,,130,,155,
,,"050100 - Business and Commerce, General          ",222,,176,53,113,,186,,156,,160,,156,,161,,163,
,,050200 - Accounting                              ,606,,569,206,429,,525,137,462,,484,175,407,,437,140,391,
,,050400 - Banking and Finance                     ,124,,56,,32,,32,,28,,29,,27,,26,,26,
,,050600 - Business Management                     ,137,,117,73,21,,77,58,164,,134,71,140,,132,58,156,
,,050630 - Management Development and Supervision  ,29,,48,,,,,,31,,29,,33,,31,,31,
,,050640 - Small Business and Entrepreneurship     ,31,,37,,,,34,,41,,40,,42,,33,,44,
,,050800 - International Business and Trade        ,28,,,,,,,,,,,,,,,,,
,,050900 - Marketing and Distribution              ,176,,153,,133,,153,20,137,,183,,158,,133,47,125,
,,050910 - Advertising                             ,48,,29,,34,,,,38,,,,42,,,,40,
,,051100 - Real Estate                             ,270,,269,79,301,,201,132,358,,343,156,397,,477,148,301,
,,051110 - Escrow                                  ,37,,36,37,,,41,23,35,,29,26,36,,28,33,31,
,,051400 - Office Technology/Office Computer Applic,585,,616,145,375,,462,70,404,,406,69,493,,495,51,338,
,,051600 - Labor and Industrial Relations          ,140,,103,,148,,130,,92,,98,,122,,122,,101,
,,"060100 - Media and Communications, General       ",32,,29,,25,,36,,34,,39,,32,,41,,34,
,,060200 - Journalism                              ,103,,84,,108,,105,,83,,96,,87,,112,,128,
,,060400 - Radio and Television                    ,267,,219,95,174,,151,54,213,,152,74,235,,165,74,244,
,,060420 - Television (including combined TV/Film/V,65,,63,,47,,32,,52,,86,,81,,70,,81,
,,061200 - Film Studies                            ,29,,30,,30,,,,31,,,,35,,25,,31,
,,061210 - Film History and Criticism              ,161,,188,115,149,,181,104,164,,208,86,195,,156,86,195,
,,061220 - Film Production                         ,321,,349,66,300,,420,65,332,,390,91,365,,376,80,350,
,,061400 - Digital Media                           ,229,,194,,76,,104,,133,,138,,124,,157,,147,
,,061410 - Multimedia                              ,,,5,,,,,,,,,,,,,,,
,,061430 - Website Design and Development          ,99,,94,,94,,78,,55,,86,,59,,52,,23,
,,069900 - Other Media and Communications          ,,,22,,,,,,,,49,,,,48,,,
,,"070100 - Information Technology, General         ",230,,222,45,185,,115,31,198,,169,,186,,165,,182,
,,070200 - Computer Information Systems            ,,,,,348,,227,,,,,,,,,,,
,,070700 - Computer Software Development           ,30,,36,,9,,11,,25,,42,,21,,44,,24,
,,070710 - Computer Programming                    ,"1,127",,"1,152",106,891,,955,242,"1,228",,"1,252",245,"1,255",,"1,123",233,"1,085",
,,070720 - Database Design and Administration      ,119,,147,43,121,,153,26,120,,141,33,127,,161,36,124,
,,070730 - Computer Systems Analysis               ,,,,,32,,,,35,,,,41,,,,44,
,,070800 - Computer Infrastructure and Support     ,118,,137,30,113,,166,,133,,174,40,138,,141,30,105,
,,070810 - Computer Networking                     ,827,,915,87,876,,642,119,803,,793,69,778,,677,82,725,
,,070820 - Computer Support                        ,94,,97,,119,,20,,80,,117,37,136,,106,,95,
,,070900 - World Wide Web Administration           ,76,,104,,83,,80,,85,,13,,76,,25,,31,
,,079900 - Other Information Technology            ,118,,124,,93,,120,,85,,124,,139,,62,,107,
,,083500 - Physical Education                      ,917,,"1,226",22,"1,419",,"1,525",,"1,798",,"1,292",100,"2,120",,"1,698",79,"2,044",
,,083510 - Physical Fitness and Body Movement      ,32,,7,,56,,30,,63,,35,,97,,33,,62,
,,083520 - Fitness Trainer                         ,47,,22,,35,,27,45,44,,24,41,37,,25,30,28,
,,083550 - Intercollegiate Athletics               ,237,,195,339,297,,238,367,229,,267,316,223,,227,255,216,
,,083560 - Coaching                                ,55,,28,,71,,46,21,31,,35,,51,,68,,34,
,,083610 - Recreation Assistant                    ,,,,43,,,,13,,,,,7,,,,,
,,083700 - Health Education                        ,613,,574,220,761,,719,159,799,,670,145,591,,595,121,547,
,,085000 - Sign Language                           ,86,,107,71,156,,128,67,147,,134,58,126,,95,24,107,
,,"090100 - Engineering, General (requires Calculus)",198,,170,,164,,176,,168,,170,,220,,207,,242,
