,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
LA Valley Total,,,"29,467","5,101","26,564","7,881","31,951","5,584","29,047","8,909","33,806","5,638","31,056","8,886","35,738","6,763","31,919","10,424","36,313","7,070"
,Credit - Degree Applicable                         Total,,"29,054","5,094","26,244","7,867","31,667","5,576","28,919","8,898","33,605","5,632","30,861","8,814","35,475","6,755","31,735","10,323","36,093","7,055"
,,020100 - Architecture and Architectural Technolog,47,,52,,42,,49,,42,,40,,51,,58,,35,
,,030100 - Environmental Science                   ,226,13,264,52,254,31,311,28,302,28,305,50,354,81,308,76,373,72
,,030200 - Environmental Studies                   ,,,,,32,,,,33,,,,25,,,,31,
,,"040100 - Biology, General                        ",876,124,679,108,946,106,875,130,"1,029",110,875,115,"1,051",130,999,55,"1,144",155
,,040300 - MicroBiology                            ,190,,127,35,183,,166,20,191,,191,36,211,,242,36,225,
,,041000 - Anatomy and Physiology                  ,415,60,404,38,389,53,434,59,443,63,497,46,500,69,583,98,514,66
,,043000 - Biotechnology and Biomedical Technology ,,,,,,,,28,,,,,,,,,,
,,050200 - Accounting                              ,647,62,512,73,651,74,583,106,678,100,609,93,763,108,730,145,836,116
,,050400 - Banking and Finance                     ,257,95,245,91,34,,33,,43,,59,,61,,413,115,570,145
,,050500 - Business Administration                 ,655,50,736,137,778,131,613,145,933,157,815,233,"1,053",219,713,252,"1,139",240
,,050600 - Business Management                     ,153,,133,,159,,131,,201,,198,,269,32,197,,280,
,,050640 - Small Business and Entrepreneurship     ,69,,63,31,60,,53,27,66,,62,17,94,,22,36,92,
,,050800 - International Business and Trade        ,62,,36,36,45,,37,38,93,,59,31,167,,23,,103,
,,050900 - Marketing and Distribution              ,140,29,185,28,139,32,126,24,216,38,298,21,327,61,309,35,350,36
,,051100 - Real Estate                             ,331,36,312,41,354,66,465,69,595,64,460,48,643,58,563,80,693,64
,,051400 - Office Technology/Office Computer Applic,269,54,247,58,268,53,139,78,235,50,173,36,188,54,178,59,206,64
,,"060100 - Media and Communications, General       ",,,,,21,,19,,17,,58,,30,,33,,37,
,,060200 - Journalism                              ,93,63,97,50,117,32,102,57,122,32,137,20,110,35,154,64,111,37
,,060400 - Radio and Television                    ,293,102,360,190,337,107,351,144,396,121,403,113,306,128,335,111,194,109
,,060420 - Television (including combined TV/Film/V,,,26,,,,,,,,25,,,,,,,
,,061200 - Film Studies                            ,364,52,185,189,336,46,284,278,308,36,196,267,445,56,240,310,393,73
,,061210 - Film History and Criticism              ,185,37,171,36,228,39,152,31,269,31,117,19,248,64,140,,269,67
,,061220 - Film Production                         ,236,25,240,59,195,27,261,60,252,33,280,74,323,34,306,59,373,31
,,061400 - Digital Media                           ,49,45,29,27,32,37,39,28,28,39,26,19,38,32,58,25,22,41
,,"070100 - Information Technology, General         ",410,142,382,34,428,132,431,55,473,107,456,79,491,111,463,103,431,96
,,070200 - Computer Information Systems            ,,,,,,,,,,,,,,,,,30,
,,070600 - Computer Science (Transfer)             ,23,,47,,47,,47,,73,,61,,69,,52,,48,
,,070710 - Computer Programming                    ,47,,83,11,91,,87,,118,,126,,130,,133,,118,
,,070730 - Computer Systems Analysis               ,,,9,,,,19,,18,,16,,25,,22,,34,
,,070800 - Computer Infrastructure and Support     ,,,,,,,,,,,,,,,,,22,
,,"080100 - Education, General                      ",24,,28,,32,,31,,29,,21,,30,,35,,35,
,,083500 - Physical Education                      ,748,,595,66,796,51,771,132,794,93,696,119,781,152,788,143,729,149
,,083550 - Intercollegiate Athletics               ,181,90,154,108,201,138,161,126,202,125,210,209,287,91,249,182,293,85
,,083580 - Adapted Physical Education              ,52,23,107,91,82,43,114,121,107,59,110,126,118,46,99,102,100,49
,,083700 - Health Education                        ,512,176,455,245,715,118,586,178,839,126,505,345,763,108,530,248,709,170
,,"090100 - Engineering, General (requires Calculus)",31,21,58,27,63,30,54,34,107,35,141,23,103,73,79,35,106,72
,,"092400 - Engineering Technology, General (require",60,,80,,77,,64,,57,,90,,75,,98,,76,
,,093400 - Electronics and Electric Technology     ,82,,64,,84,,89,,101,,99,,96,,145,,169,
,,093460 - Biomedical Instrumentation              ,33,,17,,25,,26,,22,,10,,19,,11,,39,
,,095300 - Drafting Technology                     ,,,,34,17,,29,22,48,,53,11,53,,72,27,62,
,,095600 - Manufacturing and Industrial Technology ,15,,,,15,,,,47,,,,18,,,,45,
,,095630 - Machining and Machine Tools             ,52,,29,,35,,48,,40,,50,,27,,71,,29,
,,095700 - Civil and Construction Management Techno,47,,25,,48,,48,,55,,53,,54,,60,,64,
,,"100100 - Fine Arts, General                      ",750,141,642,312,635,63,676,335,639,73,605,395,672,90,611,432,762,108
,,100200 - Art                                     ,137,36,111,35,135,,118,29,162,17,100,37,167,36,80,33,134,36
,,100210 - Painting and Drawing                    ,357,84,307,76,426,103,348,59,322,34,276,49,273,44,232,63,353,33
,,100220 - Sculpture                               ,10,,15,,12,,13,,17,,16,,13,,18,,18,
,,100230 - Ceramics                                ,45,,42,,43,,45,,40,,62,,63,,72,,73,
,,100400 - Music                                   ,366,66,417,55,473,64,461,84,574,64,549,60,564,87,349,40,621,94
,,100500 - Commercial Music                        ,88,,97,,125,,131,1,102,,123,,96,,94,,107,
,,100600 - Technical Theater                       ,15,,21,,35,,64,,53,14,38,,63,,36,,31,
,,100700 - Dramatic Arts                           ,128,13,124,11,144,13,150,26,155,13,109,,94,,87,,123,37
,,100800 - Dance                                   ,150,33,100,37,160,19,162,22,132,,172,15,137,,151,,128,
,,101200 - Applied Photography                     ,40,,46,,47,,70,,44,,74,,58,,66,,57,
,,103000 - Graphic Art and Design                  ,83,10,110,,123,,148,,160,,141,,161,,137,,163,
,,110200 - French                                  ,95,,106,31,105,,132,23,99,22,96,18,123,,107,50,21,
,,110300 - German                                  ,74,,72,,58,,67,,48,,66,,66,,79,,16,
,,110400 - Italian                                 ,50,,39,,49,,59,,61,,51,,38,,43,,47,
,,110500 - Spanish                                 ,372,,270,9,341,,307,,383,,276,35,223,,186,23,246,
,,111100 - Hebrew and Semitic                      ,11,,,,25,,,,7,,6,,,,,,10,
,,121000 - Respiratory Care/Therapy                ,155,24,123,27,162,24,146,21,170,22,143,21,224,77,225,80,281,18
,,122800 - Athletic Training and Sports Medicine   ,28,,,,13,,,,13,,,,,,,,,
,,123010 - Registered Nursing                      ,423,53,406,66,406,38,422,28,441,61,435,69,446,67,360,77,356,19
,,127000 - Kinesiology                             ,132,,133,,222,35,191,35,235,30,192,17,232,35,255,36,246,16
,,130500 - Child Development/Early Care and Educati,909,265,"1,198",148,"1,120",324,"1,178",348,"1,165",258,"1,358",350,"1,369",322,"1,402",380,"1,181",403
,,130520 - Children with Special Needs             ,43,,58,,116,,81,,124,,83,,102,,121,,154,
,,130550 - The School Age Child                    ,36,,50,,35,,63,,69,,57,,92,,68,,103,
,,130560 - Parenting and Family Education          ,30,,21,,31,,33,,27,,30,,19,,64,,32,
,,130580 - Child Development Administration and Man,,,28,,26,,16,,23,,23,,13,,20,,29,
,,130590 - Infants and Toddlers                    ,,,17,,,,16,,,,20,,,,,,36,
