,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,050640 - Small Business and Entrepreneurship     ,74,,42,,32,,60,,66,,49,,93,,71,,39,
,,050650 - Retail Store Operations and Management  ,,,31,,,,37,,25,,20,,26,,27,,39,
,,050900 - Marketing and Distribution              ,76,,60,,80,,61,,76,,71,,81,,52,,109,
,,050910 - Advertising                             ,,,24,,,,19,,,,16,,,,37,,,
,,051100 - Real Estate                             ,495,93,409,98,525,87,539,90,506,91,479,95,540,98,517,109,529,140
,,051110 - Escrow                                  ,44,42,,32,47,38,,42,38,35,,47,29,33,,24,39,
,,051400 - Office Technology/Office Computer Applic,43,,55,,,,,,54,,46,,66,,50,,83,
,,059900 - Other Business and Management           ,236,,221,16,211,,245,,244,,242,,281,33,267,,277,33
,,060200 - Journalism                              ,176,,147,,185,,126,,176,,162,17,157,,122,21,142,26
,,060400 - Radio and Television                    ,145,,107,44,125,,100,46,154,,105,42,221,92,132,48,199,92
,,060420 - Television (including combined TV/Film/V,40,,116,,88,,83,,130,,116,,121,,102,,38,
,,061200 - Film Studies                            ,446,136,352,137,293,187,411,173,538,158,367,168,503,144,456,149,460,133
,,061220 - Film Production                         ,98,,89,,73,,107,,137,,141,8,137,,149,21,114,
,,061410 - Multimedia                              ,,,,,,,,,,,,,8,,18,,21,
,,061430 - Website Design and Development          ,,,22,,,,6,,18,,30,,13,,,,20,
,,061440 - Animation                               ,35,,13,,11,,30,,33,,52,,96,,116,27,144,
,,061460 - Computer Graphics and Digital Imagery   ,137,,138,86,93,,120,59,134,40,105,61,127,38,114,37,90,19
,,"070100 - Information Technology, General         ",60,,45,,62,,72,,81,,51,21,92,,73,20,101,
,,070200 - Computer Information Systems            ,516,46,484,147,542,40,559,159,574,46,619,167,654,41,668,168,673,45
,,070210 - Software Applications                   ,17,,,,17,,19,,33,,19,,30,,20,,26,
,,070600 - Computer Science (Transfer)             ,423,61,474,88,497,57,588,103,461,92,524,158,491,120,484,148,454,76
,,070700 - Computer Software Development           ,12,,9,,,,18,,,,16,,,,,,,
,,070710 - Computer Programming                    ,137,22,141,33,126,21,180,30,144,24,167,32,174,21,184,34,193,10
,,070720 - Database Design and Administration      ,,,16,,19,,44,,19,,30,,22,,32,,19,
,,070800 - Computer Infrastructure and Support     ,,,16,,,,25,,,,24,,,,24,,21,
,,070810 - Computer Networking                     ,41,,41,,10,,36,,28,,78,,60,,80,,33,
,,070820 - Computer Support                        ,22,,11,,14,,,,16,,,,18,,,,13,
,,070900 - World Wide Web Administration           ,15,,16,,18,,15,,21,,10,,13,,16,,18,
,,079900 - Other Information Technology            ,20,,,,22,,,,23,,,,19,,,,21,
,,083500 - Physical Education                      ,"1,758",378,"1,565",786,"2,088",474,"2,214",879,"2,265",548,"2,201",955,"2,447",622,"2,359","1,028","2,283",745
,,083510 - Physical Fitness and Body Movement      ,,,,,,,,,,,,,23,,22,9,24,
,,083520 - Fitness Trainer                         ,20,,,,22,,22,,18,,20,,20,,13,,22,
,,083550 - Intercollegiate Athletics               ,273,,167,,259,,181,,296,,197,,282,,202,,423,42
,,083580 - Adapted Physical Education              ,44,10,95,44,122,21,104,42,122,29,154,45,158,42,166,49,170,36
,,083600 - Recreation                              ,30,,,,,27,25,,,,14,,,,23,,15,
,,083700 - Health Education                        ,537,98,306,135,549,133,462,153,537,117,379,141,479,92,322,128,336,98
,,085000 - Sign Language                           ,300,55,147,84,251,53,206,102,248,76,189,102,186,78,151,105,197,80
,,085010 - Sign Language Interpreting              ,42,,32,,11,,23,,16,,26,,9,,26,,14,
,,089900 - Other Education                         ,219,49,86,26,171,35,166,72,228,28,167,66,243,39,236,77,229,71
,,"090100 - Engineering, General (requires Calculus)",168,20,140,46,171,35,160,63,177,31,163,87,194,34,180,76,267,33
,,"092400 - Engineering Technology, General (require",650,,477,,797,,774,,832,,41,,69,,59,,25,
,,093400 - Electronics and Electric Technology     ,78,,44,13,90,,80,9,133,,105,3,139,,129,15,138,
,,093410 - Computer Electronics                    ,9,,20,12,12,,20,10,11,,16,35,21,,12,37,14,
,,093420 - Industrial Electronics                  ,,,6,,,,,,,,19,,,,21,,,
,,094600 - Environmental Control Technology        ,123,,88,47,160,65,115,51,175,62,133,35,168,49,146,49,194,66
,,094610 - Energy Systems Technology               ,,,21,,,,19,,,,28,,,,22,,,
,,094800 - Automotive Technology                   ,178,,206,44,242,,241,68,277,,247,83,308,,283,61,347,
,,094840 - Alternative Fuels and Advanced Transport,13,,8,,,,25,,17,,,,,,24,,18,
,,094900 - Automotive Collision Repair             ,82,,52,13,60,,82,28,112,10,89,20,173,44,129,29,127,22
,,095200 - Construction Crafts Technology          ,63,14,44,66,114,29,99,59,81,20,96,45,131,52,124,37,122,34
,,095210 - Carpentry                               ,,14,,,,24,,23,,22,,16,,18,,,,18
,,095250 - Mill and Cabinet Work                   ,76,,99,19,105,,119,,101,,102,,114,,102,20,101,
,,095300 - Drafting Technology                     ,132,,96,8,109,,130,,125,,166,,166,,202,,210,
,,095600 - Manufacturing and Industrial Technology ,,,,5,8,,12,5,9,,5,,,,,,15,26
,,095630 - Machining and Machine Tools             ,85,,79,9,130,6,130,20,161,,138,14,128,,131,22,85,
,,095650 - Welding Technology                      ,111,18,140,44,184,33,224,89,224,63,239,104,251,70,292,53,259,47
,,099900 - Other Engineering and Related Industrial,,,,,,,,,,,12,,,,15,,17,
,,100200 - Art                                     ,"1,223",220,"1,195",313,"1,241",211,"1,246",410,"1,397",216,"1,326",448,"1,352",191,"1,298",387,"1,481",192
,,100210 - Painting and Drawing                    ,2,,2,,1,,1,,,,1,,3,,3,,4,
,,100400 - Music                                   ,"1,013",192,782,286,"1,099",198,949,299,966,211,"1,019",246,"1,343",199,"1,138",316,"1,063",195
,,100500 - Commercial Music                        ,11,,23,,22,,23,,36,,21,9,,,19,,32,
,,100600 - Technical Theater                       ,19,,,,45,,12,,18,,20,,19,,22,,18,
,,100700 - Dramatic Arts                           ,382,123,319,117,367,147,363,91,432,148,349,119,446,104,399,82,358,91
,,100800 - Dance                                   ,183,22,164,18,268,41,233,22,269,10,207,34,308,5,303,14,244,
,,100900 - Applied Design                          ,166,18,149,64,144,,142,37,162,23,163,39,155,22,158,29,137,
,,100910 - Jewelry                                 ,42,,36,,54,,62,,71,,65,15,68,,72,15,44,
,,101100 - Photography                             ,423,190,361,123,335,249,334,146,352,196,286,136,381,164,382,157,411,86
,,101200 - Applied Photography                     ,137,,143,16,158,,162,25,176,,176,45,192,,204,43,217,
,,101300 - Commercial Art                          ,83,,137,,74,,124,,75,,103,,73,,102,,45,
,,103000 - Graphic Art and Design                  ,2,,1,,2,,2,,4,,5,,3,,3,,4,
,,110200 - French                                  ,154,,134,26,143,17,122,33,123,,84,31,103,,76,,122,
,,110300 - German                                  ,50,,24,,49,,40,,39,,18,,38,,26,,44,
,,110400 - Italian                                 ,79,13,83,18,114,26,79,37,66,17,100,62,105,,73,49,89,
,,110500 - Spanish                                 ,498,34,367,301,503,60,453,309,536,56,378,348,465,57,432,382,396,61
,,110700 - Chinese                                 ,74,,94,,54,,91,,43,,64,,63,,80,,77,
,,110800 - Japanese                                ,234,,251,77,213,,246,36,270,,273,43,268,,254,37,247,
,,120800 - Medical Assisting                       ,375,138,438,147,437,191,401,243,463,198,426,286,478,217,411,304,493,211
,,121000 - Respiratory Care/Therapy                ,58,,71,17,53,,82,12,152,,188,22,210,,149,11,155,
,,122500 - Radiologic Technology                   ,126,,193,,171,,202,,220,17,233,35,230,,301,83,237,
,,123000 - Nursing                                 ,115,55,90,66,69,51,116,73,81,44,108,70,75,50,95,68,74,56
,,123010 - Registered Nursing                      ,321,107,405,129,453,118,297,125,299,100,298,83,459,107,515,105,261,113
,,125000 - Emergency Medical Services              ,187,24,117,37,131,23,165,98,199,38,182,75,239,53,237,93,233,64
,,125100 - Paramedic                               ,,,,,203,,,,21,,210,,213,,232,,,
,,130300 - Fashion                                 ,139,15,92,21,131,21,107,25,143,16,117,25,157,20,104,18,139,26
,,130310 - Fashion Design                          ,139,,34,10,113,,68,22,114,,71,10,151,,78,16,65,
,,130320 - Fashion Merchandising                   ,23,,12,,21,,9,,21,,15,,21,,15,,14,
,,130330 - Fashion Production                      ,15,,,,23,,13,,25,,11,,28,,17,,16,
,,130500 - Child Development/Early Care and Educati,"1,033",299,909,319,981,313,889,373,"1,004",283,"1,067",425,"1,199",187,"1,088",334,"1,263",185
,,130520 - Children with Special Needs             ,120,38,84,40,149,23,110,35,123,,154,40,130,,124,41,124,
,,130540 - Preshool Age Children                   ,131,,82,41,102,,83,46,103,,114,54,141,,97,43,123,
,,130580 - Child Development Administration and Man,38,,36,,28,,45,,22,,37,,22,,43,,,
,,130590 - Infants and Toddlers                    ,77,48,185,,150,66,182,,144,44,185,,146,35,134,,150,26
,,"130600 - Nutrition, Foods, and Culinary Arts     ",306,97,368,119,374,101,431,103,382,88,508,89,486,93,462,97,567,145
,,"140100 - Law, General                            ",433,44,265,56,314,53,346,72,402,52,344,83,516,49,382,94,515,44
,,140200 - Paralegal                               ,186,,158,,138,,173,,180,,225,,222,,276,,252,
,,150100 - English                                 ,"4,854",551,"3,604",928,"5,125",644,"4,019",827,"5,397",522,"3,876",751,"5,049",576,"4,071",823,"4,880",565
,,150200 - Language Arts                           ,,,7,,,,7,,,,9,,,,5,,,
,,150400 - Classics                                ,58,,79,,59,,37,,73,,62,,71,,42,,72,
,,150600 - Speech Communication                    ,"1,804",618,"1,371",623,"1,794",787,"1,800",664,"2,033",782,"1,947",636,"2,335",702,"1,903",641,"2,293",663
,,150700 - Creative Writing                        ,89,,110,22,129,,136,,148,,120,,157,,82,,158,
,,150900 - Philosophy                              ,624,154,567,222,628,160,584,213,641,174,668,200,659,150,620,207,684,183
,,"160100 - Library Science, General                ",47,,14,,73,,26,,65,,21,,120,9,59,9,45,10
,,"170100 - Mathematics, General                    ","4,800",648,"3,378","1,212","4,565",802,"4,043","1,368","4,720",855,"3,896","1,508","4,896",903,"4,144","1,731","3,995",921
,,179900 - Other Mathematics                       ,24,,24,,,,,,,,,,,,,,,
,,"190100 - Physical Sciences, General              ",31,,,,30,,,,30,,,,25,,,,26,
,,"190200 - Physics, General                        ",590,39,568,97,570,52,542,134,571,26,592,142,595,89,600,187,635,133
,,"190500 - Chemistry, General                      ",955,150,840,233,909,129,859,281,858,109,800,271,853,111,828,286,886,141
,,191100 - Astronomy                               ,475,86,384,46,498,108,470,72,437,106,469,136,400,107,509,155,504,126
,,191400 - Geology                                 ,271,33,295,35,344,65,306,32,277,45,314,38,284,27,255,46,342,28
,,191900 - Oceangraphy                             ,303,66,195,33,187,59,219,58,197,54,207,54,217,70,215,61,218,61
,,"200100 - Psychology, General                     ","2,581",613,"2,365",997,"2,873",636,"2,507","1,054","3,085",622,"2,838",999,"3,143",610,"2,785","1,030","3,366",765
,,200300 - Behavioral Science                      ,,,,,,,,,,,,,,,,,23,
,,210500 - Administration of Justice               ,759,119,646,150,831,140,750,151,656,115,707,246,743,109,587,223,635,187
,,210530 - Industrial and Transportation Security  ,15,,38,,117,,95,,74,,87,21,56,,114,18,29,
,,"210540 - Forensics, Evidence, and Investigation  ",64,,66,,62,,58,,69,,61,,65,,82,,56,
,,213300 - Fire Technology                         ,480,121,370,101,599,147,530,231,630,162,556,229,656,200,660,283,619,304
,,213350 - Fire Academy                            ,30,,33,,48,,65,,67,,45,,54,,55,,60,
,,"220100 - Social Sciences, General                ",149,,75,,97,,56,,88,,49,,43,,43,,41,
,,220110 - Women's Studies                         ,164,79,241,87,251,67,182,81,152,43,138,84,162,42,99,77,156,43
,,220120 - American Studies                        ,116,,94,,82,,42,,84,,80,,78,,,,,
,,220130 - Social Justice Studies                  ,26,,33,23,10,,82,46,24,,93,37,62,,41,,29,
,,"220140 - Gay, Lesbian, Bisexual and Transgender S",,,,,,,,,,,,,27,,16,,19,
,,220200 - Anthropology                            ,965,257,935,331,874,266,846,291,935,275,926,293,920,225,801,276,"1,061",294
,,220220 - Archaeology                             ,41,,43,37,38,,39,38,42,,25,45,30,,59,16,11,
,,220300 - Ethnic Studies                          ,271,35,408,209,557,163,594,265,980,395,"1,096",366,"1,233",556,"1,286",769,"1,544",808
,,220400 - Economics                               ,709,210,731,405,870,217,794,413,898,209,865,434,978,211,934,433,987,218
,,220500 - History                                 ,"2,242",514,"1,825","1,095","2,094",537,"1,932","1,220","2,134",605,"1,958","1,230","2,146",579,"1,973","1,234","2,435",586
,,220600 - Geography                               ,585,42,415,78,311,44,431,104,504,36,435,81,349,40,422,106,436,41
,,220700 - Political Science                       ,"1,499",394,"1,404",642,"1,500",429,"1,332",778,"1,608",466,"1,403",797,"1,531",504,"1,309",838,"1,595",699
,,220800 - Sociology                               ,"1,271",346,"1,133",400,"1,246",298,"1,250",438,"1,312",221,"1,205",334,"1,108",232,"1,198",403,"1,345",237
,,300700 - Cosmetology and Barbering               ,79,17,95,12,132,19,134,27,163,32,159,29,180,32,171,41,164,9
,,493010 - Career Guidance and Orientation         ,410,12,264,80,437,73,378,74,478,57,404,93,492,77,373,71,636,48
,,493013 - Academic Guidance                       ,384,78,272,105,377,111,319,103,483,130,355,129,493,131,343,102,470,108
,,493084 - English as a Second Language - Writing  ,101,,119,,149,,149,,143,,116,,93,,74,,77,
,,493085 - English as a Second Language - Reading  ,58,,64,23,79,,89,18,93,,69,26,54,,50,8,28,
,,493086 - English as a Second Language - Listening,22,,33,,29,,47,,29,,31,,28,,22,,13,
,,499900 - Other Interdisciplinary Studies         ,321,64,376,81,255,71,285,74,244,83,254,78,197,75,263,115,248,77
,Credit - Not Degree Applicable                     Total,,"3,680",400,"2,013",526,"3,912",535,"2,601",525,"3,757",473,"2,319",472,"3,329",430,"2,150",460,"2,797",359
,,061420 - Electronic Game Design                  ,,,,,,,,,,,,,19,,32,,31,
,,070210 - Software Applications                   ,22,,8,,,,,,,,,,,,,,,
,,125000 - Emergency Medical Services              ,50,22,32,10,62,13,49,30,94,13,81,30,117,32,44,17,23,
,,150100 - English                                 ,"1,425",151,646,114,"1,653",179,890,145,"1,723",156,823,124,"1,610",153,850,135,"1,409",150
,,"170100 - Mathematics, General                    ",46,,,,,,,,,,,,,,,,130,
,,170200 - Mathematics Skills                      ,"1,861",227,"1,167",391,"1,875",343,"1,471",350,"1,665",297,"1,254",318,"1,362",245,"1,123",308,"1,080",209
,,210500 - Administration of Justice               ,13,,9,,21,,13,,25,,28,,46,,11,,20,
,,"493030 - Learning Skills, Handicapped            ",3,,5,,,,,,,,,,,,,,,
,,"493032 - Learning Skills, Learning Disabled      ",173,,89,11,156,,101,,155,7,88,,119,,52,,74,
,,493084 - English as a Second Language - Writing  ,40,,14,,65,,22,,46,,10,,23,,12,,5,
,,493085 - English as a Second Language - Reading  ,26,,29,,60,,30,,26,,15,,21,,13,,15,
,,493086 - English as a Second Language - Listening,21,,14,,20,,25,,23,,20,,12,,13,,10,
