,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Mission Total,,,"13,995","1,457","12,536","4,550","13,808","1,762","13,731","5,041","15,416","1,678","15,042","5,240","16,328","1,670","15,214","5,464","16,164","1,515"
,Credit - Degree Applicable                         Total,,"13,175","1,457","11,920","4,508","13,152","1,762","13,189","4,967","15,087","1,678","14,735","5,179","15,937","1,670","14,941","5,355","15,745","1,515"
,,"040100 - Biology, General                        ",621,83,542,176,548,76,532,242,556,83,634,247,564,88,636,250,589,76
,,040300 - MicroBiology                            ,92,,72,49,48,,56,55,62,,58,64,85,,93,56,92,
,,040800 - Natural History                         ,,,11,,16,,,,,,,,30,,23,,32,
,,041000 - Anatomy and Physiology                  ,202,,148,44,169,,184,58,205,,202,55,202,,212,60,199,
,,"050100 - Business and Commerce, General          ",514,77,411,108,488,77,414,119,524,83,495,127,599,56,395,130,531,90
,,050200 - Accounting                              ,392,34,310,134,332,44,284,130,368,49,397,209,399,56,416,184,407,25
,,050500 - Business Administration                 ,,,4,,,,15,,,,15,,,,,,,
,,050600 - Business Management                     ,56,,79,,33,,59,,105,,63,,66,,33,,87,
,,050630 - Management Development and Supervision  ,,,14,,20,,,,17,,,,,,28,,,
,,050640 - Small Business and Entrepreneurship     ,17,,26,,40,,44,,,,49,,,,32,,58,
,,050800 - International Business and Trade        ,19,,15,,23,,23,,24,,24,,30,,19,,24,
,,050900 - Marketing and Distribution              ,7,,11,,16,,28,,29,20,,,29,,17,,17,
,,050940 - Sales and Salesmanship                  ,8,,,,,,,,,,,,,,,,,
,,051000 - Logistics and Materials Transportation  ,,,,,,,,,,,10,,,,,,,
,,051400 - Office Technology/Office Computer Applic,233,,199,66,244,78,205,69,135,66,151,85,155,72,110,81,148,
,,061220 - Film Production                         ,,,,,,,20,,,,,,8,,,,6,
,,061420 - Electronic Game Design                  ,,,,,,,,,,,,14,,,,19,,
,,061430 - Website Design and Development          ,57,,70,28,67,,71,35,62,,66,29,91,,62,18,58,
,,061440 - Animation                               ,,,,,,,,,29,,,,20,,,,15,
,,061450 - Desktop Publishing                      ,21,,,,,,,,,,,,,,,,,
,,"070100 - Information Technology, General         ",53,,52,,42,,44,,57,,60,,54,,23,,19,
,,070200 - Computer Information Systems            ,94,33,96,,73,24,86,,99,28,106,,97,26,70,22,65,24
,,070210 - Software Applications                   ,59,,27,34,41,,63,30,37,,46,34,49,,28,24,30,
,,070600 - Computer Science (Transfer)             ,60,,42,,48,,60,,47,,53,,52,,27,,29,
,,070700 - Computer Software Development           ,29,,28,18,42,,70,81,56,,73,54,68,,75,54,67,
,,070710 - Computer Programming                    ,270,28,242,222,342,37,321,293,318,29,343,259,335,30,296,242,328,27
,,070720 - Database Design and Administration      ,8,,4,,,,,,,,,,,,,,,
,,070800 - Computer Infrastructure and Support     ,10,,,,,,,,,,,,,,15,,,
,,070810 - Computer Networking                     ,172,18,125,77,165,25,172,78,194,28,195,78,199,32,176,79,171,20
,,070820 - Computer Support                        ,51,,40,,41,,44,,52,,50,,47,,20,,28,
,,083500 - Physical Education                      ,450,66,439,152,535,72,544,213,506,72,640,240,586,66,549,147,328,96
,,083510 - Physical Fitness and Body Movement      ,1,,2,,1,,1,,1,,9,1,2,,2,,2,
,,083520 - Fitness Trainer                         ,,,,,,,,,,,,,9,,16,,11,
,,083550 - Intercollegiate Athletics               ,225,85,138,111,204,66,130,99,19,10,24,25,20,14,27,5,34,4
,,083580 - Adapted Physical Education              ,11,,11,,31,,10,,,,4,,,,,,,
,,"090100 - Engineering, General (requires Calculus)",116,,115,,91,,136,,171,,145,,180,,180,,197,
,,093500 - Electro-Mechanical Technology           ,16,,55,5,54,,62,7,94,,104,13,118,,144,14,110,
,,094750 - Truck and Bus Driving                   ,,,,,,,22,,12,,,,,,17,,,
,,"100100 - Fine Arts, General                      ",109,,82,,104,,89,51,123,,82,,115,,115,,113,
,,100200 - Art                                     ,,,,,,,1,,,,,,,,,,,
,,100210 - Painting and Drawing                    ,224,18,170,67,218,26,209,50,250,25,205,62,167,23,204,91,221,18
,,100220 - Sculpture                               ,21,,24,,33,,44,,36,,33,,50,18,27,,33,19
,,100230 - Ceramics                                ,21,,26,17,25,,25,26,24,,28,22,45,,46,15,54,
,,100400 - Music                                   ,302,146,307,104,270,128,293,99,325,135,295,98,318,136,315,161,316,133
,,100500 - Commercial Music                        ,12,,13,,25,,17,,14,,16,,16,,18,,21,
,,100800 - Dance                                   ,28,,75,,91,,118,,135,,121,,120,,110,,109,
,,101100 - Photography                             ,,,23,18,23,,29,33,,,,,,,,,,
,,101200 - Applied Photography                     ,18,,,,,,,,24,,42,34,17,,54,15,46,
,,101300 - Commercial Art                          ,,,,,,,,,,,13,,,,25,,,
,,103000 - Graphic Art and Design                  ,242,14,227,81,226,46,268,83,288,53,318,99,288,67,320,117,268,65
,,110500 - Spanish                                 ,214,,289,135,241,,233,118,220,,244,120,263,,153,92,189,
,,110700 - Chinese                                 ,,,38,,15,,27,,28,,42,,36,,45,,46,
,,110800 - Japanese                                ,55,,41,,48,,48,,53,,28,,48,,44,,52,
,,111200 - Arabic                                  ,54,,71,,61,,57,22,55,,60,20,61,,61,20,56,
,,111720 - Vietnamese                              ,45,,14,,20,,39,,,,46,,,,27,,,
,,"120100 - Health Occupations, General             ",89,,346,79,293,25,391,86,154,41,136,68,181,44,176,53,187,51
,,123000 - Nursing                                 ,45,,22,,54,,,,,,,,,,,,92,
,,123010 - Registered Nursing                      ,116,,108,58,100,,112,62,120,,112,58,112,,116,,23,
,,123020 - Licensed Vocational Nursing             ,69,,104,,139,,250,,542,,535,,540,,525,,513,
,,123030 - Certified Nurse Assistant               ,163,,161,96,159,,131,111,171,,139,147,185,,187,152,194,
,,127000 - Kinesiology                             ,3,,2,,,,11,,86,,88,24,114,,98,27,117,
,,130500 - Child Development/Early Care and Educati,457,,281,76,413,,348,99,402,,404,59,459,,461,99,581,
,,130520 - Children with Special Needs             ,39,,,,17,,,,,,19,,,,,,22,
,,130580 - Child Development Administration and Man,13,34,27,,,,45,,21,,56,,58,,53,22,54,
,,130590 - Infants and Toddlers                    ,28,,21,,19,,38,,40,,37,,25,,26,,29,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",170,,141,52,191,,175,32,199,,201,54,191,,160,55,186,
,,130630 - Culinary Arts                           ,42,,79,,123,,81,41,207,,168,44,153,,108,18,187,
,,130700 - Hospitality                             ,39,,,6,,,23,,22,,19,,29,,8,,26,
,,130710 - Restaurant and Food Services and Managem,98,,122,52,120,1,142,37,192,,188,18,278,,205,97,198,8
,,130900 - Gerontology                             ,45,,48,,64,,61,,56,,52,,67,,37,,77,
,,150100 - English                                 ,"1,060",15,789,275,"1,073",,967,313,"1,188",,999,291,"1,236",,"1,079",369,"1,254",
,,150600 - Speech Communication                    ,537,81,424,162,415,91,430,180,488,72,490,116,527,103,453,159,487,85
,,150900 - Philosophy                              ,90,21,74,43,66,26,77,59,106,,108,59,127,,117,27,116,
,,152000 - Reading                                 ,40,,32,10,45,,30,,27,,25,,20,,29,,21,
,,159900 - Other Humanities                        ,164,3,142,22,176,31,142,46,146,38,130,26,158,40,142,27,155,29
,,"170100 - Mathematics, General                    ","1,192",53,942,502,"1,100",60,"1,017",472,"1,253",30,"1,102",545,"1,297",25,"1,099",557,"1,246",26
,,"190200 - Physics, General                        ",154,,150,41,104,,188,55,189,,240,61,191,,232,39,240,
,,"190500 - Chemistry, General                      ",328,,293,133,316,29,363,183,363,21,375,175,420,,357,195,446,
,,191100 - Astronomy                               ,129,22,139,,140,,137,,114,,152,,156,,143,,157,
,,"200100 - Psychology, General                     ",530,172,596,309,588,208,642,349,812,202,726,358,779,209,648,361,724,194
,,210400 - Human Services                          ,,,,,,,,,,,,,92,,202,14,114,
,,213300 - Fire Technology                         ,461,,483,79,562,11,457,82,624,,640,101,593,,759,93,748,
,,213350 - Fire Academy                            ,27,,,,29,,30,,25,,22,,25,,24,,25,
,,"220100 - Social Sciences, General                ",39,,15,,62,,65,,99,,60,,56,,42,,52,
,,220200 - Anthropology                            ,78,40,95,50,70,48,84,64,135,58,147,52,186,57,150,64,181,69
,,220300 - Ethnic Studies                          ,,,,,,,,,,,83,43,64,17,80,93,158,
,,220400 - Economics                               ,164,62,165,154,149,135,174,135,220,92,160,149,202,96,197,163,191,95
,,220500 - History                                 ,484,144,411,259,433,167,404,234,535,204,447,239,480,163,480,248,474,143
,,220600 - Geography                               ,62,,47,29,50,,42,31,33,,63,30,68,,66,31,58,
,,220700 - Political Science                       ,266,76,223,154,194,78,228,131,296,77,226,204,316,87,312,166,330,79
,,220800 - Sociology                               ,377,78,378,126,365,114,385,127,440,109,436,220,486,82,499,261,481,80
,,493010 - Career Guidance and Orientation         ,27,,6,,9,,8,,12,,20,8,23,,39,,36,
,,493011 - Interpersonal Skills                    ,30,,29,,33,,31,,30,,23,,46,,,,54,
,,493013 - Academic Guidance                       ,243,54,223,93,264,39,204,43,318,52,253,40,293,63,252,68,301,59
,,493200 - General Work Experience                 ,68,,74,2,63,,79,4,68,1,65,1,66,,75,1,4,
,Credit - Not Degree Applicable                     Total,,820,,616,42,656,,542,74,329,,307,61,391,,273,109,419,
,,079900 - Other Information Technology            ,,,,,,,,,,,,,,,74,40,79,
,,094740 - Railroad and Light Rail Operations      ,,,,,,,,,,,,14,50,,12,7,32,
,,"120100 - Health Occupations, General             ",27,,17,,,,,,,,,,,,,,,
,,129900 - Other Health Occupations                ,21,,13,25,26,,23,27,23,,30,21,24,,24,30,31,
,,130700 - Hospitality                             ,13,,,,,,,5,,,,10,15,,,,15,
,,"170100 - Mathematics, General                    ",87,,39,,36,,,,,,,,,,,,,
,,170200 - Mathematics Skills                      ,25,,,,,,,,,,,,,,,,,
,,"190200 - Physics, General                        ",,,,,,,,,,,,,14,,8,20,20,
,,"493030 - Learning Skills, Handicapped            ",7,,15,,23,,27,,13,,5,,16,,12,,20,
,,"493032 - Learning Skills, Learning Disabled      ",58,,59,,46,,30,,27,,18,,31,,11,,24,
,,493084 - English as a Second Language - Writing  ,142,,101,,115,,104,,112,,114,3,98,,68,2,65,
,,493085 - English as a Second Language - Reading  ,160,,107,,146,,92,,,,,,,,,,,
,,493086 - English as a Second Language - Listening,156,,176,,152,,130,21,96,,91,9,91,,27,7,94,
,,493087 - English as a Second Language - Integrate,102,,84,17,105,,122,21,38,,23,4,52,,37,3,39,
,,493100 - Vocational ESL                          ,22,,5,,7,,14,,20,,26,,,,,,,
