,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Imperial Total,,,"22,038","4,802","20,539","5,559","23,431","5,513","21,789","5,902","24,298","5,566","22,319","6,463","25,473","5,994","22,885","7,403","26,230","6,283"
,Credit - Degree Applicable                         Total,,"20,601","4,772","19,360","5,461","22,093","5,450","20,691","5,814","23,307","5,479","21,418","6,376","24,484","5,911","22,021","7,297","25,216","6,181"
,,"010100 - Agriculture Technology and Sciences, Gen",123,57,67,30,124,42,110,59,121,30,113,75,139,64,119,110,135,90
,,010300 - Plant Science                           ,,,26,,,,32,,,,24,,,,22,,,
,,"011200 - Agriculture Business, Sales and Service ",33,,,,34,33,,,34,32,,,20,22,,,31,35
,,011500 - Natural Resources                       ,92,27,93,31,123,24,92,32,96,23,119,23,147,33,122,33,134,17
,,030100 - Environmental Science                   ,165,37,157,29,168,37,112,33,161,43,140,42,171,34,157,36,196,13
,,"040100 - Biology, General                        ",632,169,593,153,542,169,575,173,629,198,364,103,463,84,453,119,459,147
,,"040200 - Botany, General                         ",33,,,,,,27,,,,,,,,13,,,
,,040300 - MicroBiology                            ,102,14,117,14,110,42,104,59,112,,91,,93,,91,,92,31
,,"040700 - Zoology, General                        ",,,,,,,,,,,,,29,,,,30,
,,041000 - Anatomy and Physiology                  ,349,104,321,111,296,128,339,75,287,120,275,105,279,104,303,108,285,123
,,043000 - Biotechnology and Biomedical Technology ,,,,,,,,,,,6,,,,,,,
,,049900 - Other Biological Sciences               ,,,,,,,,,20,,,,,,,,,
,,"050100 - Business and Commerce, General          ",103,40,73,,110,,135,,135,36,143,,152,,155,,131,58
,,050200 - Accounting                              ,192,16,227,38,256,21,206,24,270,30,250,32,265,47,287,28,290,36
,,050210 - Tax Studies                             ,,20,,,,29,,,,22,,,,30,,,,
,,050400 - Banking and Finance                     ,31,,,,,,11,,,,12,,,,,,,
,,050500 - Business Administration                 ,128,21,122,,141,13,125,,168,18,129,,149,18,148,,177,26
,,050600 - Business Management                     ,68,,,,60,,,,67,,,,67,,27,,51,
