,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Long Beach Total,,,"76,862","9,724","64,043","18,171","78,084","9,914","70,336","20,354","85,428","11,205","76,313","23,601","84,441","11,877","76,776","23,482","83,630","12,880"
,Credit - Degree Applicable                         Total,,"74,661","9,671","63,085","18,068","76,083","9,851","69,207","20,163","83,753","11,149","75,030","23,453","84,217","11,876","76,598","23,416","83,482","12,880"
,,010900 - Horticulture                            ,354,,228,,288,,344,,306,,357,,341,,389,,283,
,,020100 - Architecture and Architectural Technolog,436,,388,136,581,,592,161,699,110,797,303,808,74,784,319,995,111
,,"040100 - Biology, General                        ","1,900",403,"2,090",596,"1,967",357,"2,015",357,"2,028",387,"2,238",473,"2,052",312,"2,116",435,"2,015",324
,,041000 - Anatomy and Physiology                  ,"2,895",383,"2,157",743,"2,532",260,"2,686",541,"2,762",237,"2,931",529,"2,667",270,"2,675",522,"2,856",279
,,"050100 - Business and Commerce, General          ",703,98,548,183,667,113,648,240,976,198,744,305,913,207,883,287,879,244
,,050200 - Accounting                              ,930,92,854,183,916,95,886,226,922,107,985,226,"1,055",108,"1,089",189,944,105
,,050210 - Tax Studies                             ,37,,36,,34,,37,,34,,42,,33,,44,,37,
,,050500 - Business Administration                 ,364,88,399,185,381,101,453,180,419,147,439,288,474,171,358,227,452,189
,,050600 - Business Management                     ,82,,50,26,69,,92,25,90,,80,32,88,,114,33,116,
,,050630 - Management Development and Supervision  ,58,,55,,50,,50,,61,,70,,61,,62,,56,
,,050640 - Small Business and Entrepreneurship     ,105,,65,30,77,,53,26,90,,85,,66,,37,,103,
,,050800 - International Business and Trade        ,39,,51,24,36,,40,24,37,,39,25,34,,35,25,63,
,,050900 - Marketing and Distribution              ,76,,60,,61,,62,,66,,58,,74,,35,,66,
,,050910 - Advertising                             ,23,,31,,33,,32,,35,,25,,26,,31,,31,
,,050940 - Sales and Salesmanship                  ,34,,33,,26,,29,,27,,31,,26,,,,36,
,,051000 - Logistics and Materials Transportation  ,77,,55,,82,,89,,91,,78,,77,,70,,89,
,,051100 - Real Estate                             ,394,56,362,156,362,115,400,166,424,124,433,214,341,66,381,168,425,70
,,051400 - Office Technology/Office Computer Applic,"1,456",386,"1,313",537,"1,561",386,"1,402",496,"1,842",382,"1,542",545,"1,796",389,"1,547",460,"1,334",250
,,060200 - Journalism                              ,169,28,153,24,155,29,161,26,165,30,173,29,157,56,173,30,182,32
,,060400 - Radio and Television                    ,515,70,416,75,428,73,403,79,424,62,409,69,349,67,307,71,454,72
,,060410 - Radio                                   ,11,,11,,8,,8,,7,,13,,6,,4,,2,
,,061200 - Film Studies                            ,"1,156",260,956,380,"1,253",293,"1,065",417,"1,319",331,"1,070",520,"1,254",337,954,520,"1,079",313
,,061220 - Film Production                         ,130,,181,,128,,176,61,171,,134,84,169,,141,91,156,
,,061400 - Digital Media                           ,56,,28,,62,,80,,150,,92,,130,,92,62,104,
,,061410 - Multimedia                              ,,,,,6,,32,,16,,54,,30,,62,,38,
,,061420 - Electronic Game Design                  ,,,,,,,,,,,34,,,,52,,,
,,061430 - Website Design and Development          ,42,,,,24,,,,34,,,,46,,,,52,
,,061440 - Animation                               ,38,,,,28,,,,26,,,,46,,46,,32,
,,061450 - Desktop Publishing                      ,,,22,,,,,,,,,,,,,,,
,,061460 - Computer Graphics and Digital Imagery   ,20,,16,,18,,48,,,,48,,,,38,,,
,,"070100 - Information Technology, General         ",585,154,658,182,699,142,598,155,695,161,582,171,580,160,488,149,457,75
,,070200 - Computer Information Systems            ,36,,36,,39,,36,,36,,100,,122,,90,,95,
,,070210 - Software Applications                   ,218,,184,,215,,205,,213,,192,,250,,198,,282,14
,,070600 - Computer Science (Transfer)             ,610,37,598,104,"1,256",78,"1,179",227,"1,386",118,"1,213",273,"1,485",120,"1,095",132,"1,077",142
,,070710 - Computer Programming                    ,239,36,246,61,290,51,264,22,331,,305,,286,,216,,188,
,,070720 - Database Design and Administration      ,36,,43,,26,,53,,50,,40,,42,,53,,40,
,,070800 - Computer Infrastructure and Support     ,86,,57,,72,,110,,66,,117,,100,,131,,83,
