,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,095200 - Construction Crafts Technology          ,248,,253,,230,,264,,264,,278,,243,,179,,106,
,,095210 - Carpentry                               ,768,,914,528,"1,036",,"1,292",762,"1,063",,"1,439",776,"1,089",,"1,182",492,756,
,,095220 - Electrical                              ,"1,049",,"1,134",558,"1,124",,"1,226",,"1,183",,"1,284",,"1,309",,"1,410",,"1,152",
,,095250 - Mill and Cabinet Work                   ,296,,449,,472,,655,,634,,736,24,479,,733,40,637,
,,095280 - Drywall and Insulation                  ,106,,114,,,,,,,,,,,,,,,
,,095300 - Drafting Technology                     ,312,,348,30,390,,346,28,414,,393,36,374,,398,34,377,
,,095600 - Manufacturing and Industrial Technology ,58,,50,,74,,76,,60,,62,,68,,126,,82,
,,095630 - Machining and Machine Tools             ,26,,,,28,,,,48,,,,44,,,,46,
,,095640 - Sheet Metal and Structural Metal        ,220,,238,,228,,258,,272,,,,324,,334,,346,
,,095650 - Welding Technology                      ,332,,402,114,327,,452,126,398,,413,88,483,,465,88,443,
,,095800 - Water and Wastewater Technology         ,268,,180,,258,,196,,282,,274,,341,,304,,427,
,,096200 - Musical Instrument Repair               ,62,,56,,56,,74,,88,,82,,78,,84,,94,
,,"100100 - Fine Arts, General                      ",,,,,40,,,,41,,,,42,,,,41,
,,100200 - Art                                     ,717,,719,104,737,,661,107,854,,678,186,901,,749,242,943,
,,100210 - Painting and Drawing                    ,513,,492,101,517,,589,187,474,,561,162,503,,546,134,570,
,,100220 - Sculpture                               ,48,,92,,56,,122,,110,,158,,102,,144,,114,
,,100230 - Ceramics                                ,138,,144,22,154,,204,40,187,,200,24,178,,186,20,203,
,,100400 - Music                                   ,717,,635,98,676,,675,128,736,,720,122,613,,780,131,802,
,,100600 - Technical Theater                       ,22,,19,,35,,26,,31,,36,,26,,37,,56,
,,100700 - Dramatic Arts                           ,120,,83,,143,,106,,151,,96,,143,,135,,167,
,,100800 - Dance                                   ,67,,116,13,137,,126,13,117,,150,14,88,,136,,103,
,,100810 - Commercial Dance                        ,154,,179,44,177,,241,52,191,,209,47,207,,241,65,246,
,,100900 - Applied Design                          ,42,,22,,38,,52,,,,2,,,,4,,,
,,100910 - Jewelry                                 ,,,2,,34,,40,,40,,50,,34,,46,,34,
,,101100 - Photography                             ,74,,70,72,95,,76,56,110,,117,68,110,,111,75,102,
,,101200 - Applied Photography                     ,194,,210,,230,,243,,242,,240,,255,,285,,276,
,,101300 - Commercial Art                          ,258,,136,,230,,178,,238,,156,,262,,146,,214,
,,103000 - Graphic Art and Design                  ,200,,230,,138,,192,,152,,206,,182,,206,,156,
,,109900 - Other Fine and Applied Arts             ,,,50,,,,40,,,,44,,,,50,,,
,,110200 - French                                  ,186,,185,44,232,,137,62,156,,120,62,208,,149,80,218,
,,110300 - German                                  ,160,,131,60,158,,116,56,164,,131,62,170,,121,74,183,
,,110400 - Italian                                 ,186,,145,64,156,,67,59,132,,117,60,102,,152,60,158,
,,110500 - Spanish                                 ,"1,539",,"1,504",668,"1,111",,"1,138",624,959,,"1,120",660,"1,182",,"1,231",684,"1,099",
,,110700 - Chinese                                 ,,,,,,,,,,,,,60,,58,,62,
,,110800 - Japanese                                ,334,,297,50,323,,283,58,305,,277,60,312,,246,72,285,
,,111200 - Arabic                                  ,,,,,,,,,,,,,64,,62,,64,
,,119900 - Other Foreign Languages                 ,110,,124,33,116,,114,26,110,,125,,160,,126,,195,
,,123010 - Registered Nursing                      ,518,,444,,479,,684,,381,,632,,774,,855,,768,
,,124010 - Dental Assistant                        ,283,,152,,257,,161,,218,,164,,261,,251,,241,
,,125000 - Emergency Medical Services              ,602,,786,370,689,,831,293,798,,995,370,862,,"1,035",313,983,
,,125100 - Paramedic                               ,24,,50,23,30,,49,20,27,,45,18,26,,51,25,28,
,,127000 - Kinesiology                             ,"1,559",,991,"1,210","1,850",,"1,351","1,208","2,047",,"1,365","1,282","1,922",,"1,409","1,377","1,704",
,,130200 - Interior Design and Merchandising       ,276,,276,44,322,,250,81,281,,320,46,284,,306,44,294,
,,130300 - Fashion                                 ,33,,49,,51,,23,,85,,62,,67,,38,,52,
,,130310 - Fashion Design                          ,,,11,,,,32,,,,,,,,,,,
,,130320 - Fashion Merchandising                   ,96,,109,21,100,,104,62,82,,123,68,87,,113,34,99,
,,130330 - Fashion Production                      ,176,,114,28,180,,188,34,238,,246,45,296,,200,44,235,
,,130500 - Child Development/Early Care and Educati,"1,016",,999,278,"1,035",,"1,040",337,899,,"1,063",299,892,,"1,160",364,"1,010",
,,130520 - Children with Special Needs             ,40,,25,,42,,2,,34,,25,,40,,1,,40,
,,130540 - Preshool Age Children                   ,39,,41,13,43,,33,13,28,,30,,43,,26,,33,
,,130550 - The School Age Child                    ,18,,,26,43,,,14,77,,,,69,,71,,24,
,,130560 - Parenting and Family Education          ,,,45,,,,39,,,,31,,,,37,,37,
,,130580 - Child Development Administration and Man,59,,27,,53,,18,,51,,32,,89,,,,103,
,,130590 - Infants and Toddlers                    ,18,,65,35,40,,64,31,43,,48,75,38,,77,81,76,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",286,,281,110,297,,182,100,303,,255,106,315,,301,119,287,
,,140200 - Paralegal                               ,34,,36,,31,,46,,38,,37,,38,,43,,83,
,,150100 - English                                 ,"3,458",,"2,351",284,"3,159",,"2,342",300,"3,190",,"2,331",300,286,,"2,316",426,"3,162",
,,150110 - Linguistics                             ,,,,,,,35,,34,,,,48,,,,49,
,,150200 - Language Arts                           ,,,11,,,,20,,,,14,,,,,,,
,,150400 - Classics                                ,92,,74,,79,,76,,90,,71,,96,,74,,62,
,,150600 - Speech Communication                    ,"1,710",,"1,547",376,"1,505",,"1,562",441,"1,639",,"1,638",486,"1,649",,"1,710",430,189,
,,150700 - Creative Writing                        ,46,,84,,43,,78,,50,,41,,48,,41,,40,
,,150900 - Philosophy                              ,708,,776,211,766,,781,261,751,,784,236,711,,827,318,842,
,,151000 - Religious Studies                       ,169,,179,83,280,,224,112,276,,172,124,274,,215,127,245,
,,152000 - Reading                                 ,190,,183,,163,,98,,107,,115,,118,,118,,124,
,,160200 - Library Technician (Aide)               ,96,,71,35,90,,66,36,93,,104,36,140,,118,37,122,
,,"170100 - Mathematics, General                    ","4,161",,"2,915",979,"3,430",,"2,789",954,"3,597",,"3,051","1,143","2,875",,"3,012","1,251","3,756",
,,"190100 - Physical Sciences, General              ",44,,45,,31,,41,,39,,37,,,,59,,43,
,,"190200 - Physics, General                        ",782,,694,68,593,,615,71,728,,738,54,845,,865,59,860,
,,"190500 - Chemistry, General                      ","1,829",,"1,692",357,"1,464",,"1,540",336,"1,672",,"1,708",418,"1,794",,"1,688",467,"1,857",
,,191100 - Astronomy                               ,325,,263,,305,,331,,367,,313,,250,,289,,334,
,,191400 - Geology                                 ,206,,199,38,171,,254,40,269,,266,37,250,,289,39,275,
,,191900 - Oceangraphy                             ,384,,366,79,362,,314,67,332,,323,75,434,,406,77,397,
,,193000 - Earth Science                           ,97,,78,16,,,,,,,,,,,,,,
,,"200100 - Psychology, General                     ","2,464",,"2,554",542,"2,573",,"2,457",620,"2,557",,"2,523",668,"1,474",,"2,632",748,"2,574",
,,200300 - Behavioral Science                      ,22,,,,26,,,,13,,21,,,,30,,34,
,,210400 - Human Services                          ,111,,72,,76,,69,,89,,65,,108,,68,,120,
,,210440 - Alcohol and Controlled Substances       ,393,,357,73,328,,358,74,358,,413,74,479,,479,110,495,
,,210500 - Administration of Justice               ,545,,499,31,413,,410,41,406,,329,,456,,435,,470,
,,210550 - Police Academy                          ,18,,60,50,26,,66,42,,,60,48,22,,51,42,20,
,,213300 - Fire Technology                         ,"1,265",,"1,281",43,"1,188",,"1,183",42,"1,243",,"1,093",,"1,226",,"1,181",,"1,284",
,,213350 - Fire Academy                            ,80,,70,,74,,74,,80,,76,,78,,76,,74,
,,"220100 - Social Sciences, General                ",,,24,28,,,23,32,,,23,29,,,16,37,,
,,220110 - Women's Studies                         ,109,,78,,97,,34,,83,,77,,114,,78,,74,
,,220120 - American Studies                        ,361,,389,152,409,,614,187,594,,777,266,552,,879,415,694,
,,220150 - Social Justice: Ethnic Studies          ,,,,,,,,,,,,,151,,154,27,261,
,,220200 - Anthropology                            ,900,,843,187,908,,732,210,877,,935,207,975,,913,285,"1,044",
,,220220 - Archaeology                             ,55,,56,,14,,73,,49,,71,,62,,119,,63,
,,220300 - Ethnic Studies                          ,"1,004",,"1,108",311,"1,309",,"1,555",492,"1,667",,"1,635",563,"1,816",,"1,817",722,"1,906",
,,220400 - Economics                               ,990,,970,370,943,,986,442,935,,996,451,809,,"1,074",468,903,
,,220500 - History                                 ,"2,086",,"1,834",734,"1,848",,"1,754",699,"1,773",,"1,626",701,635,,"1,701",749,"1,600",
,,220600 - Geography                               ,428,,395,40,406,,482,81,475,,528,76,549,,489,96,545,
,,220610 - Geographic Information Systems          ,123,,191,2,131,,226,2,152,,213,4,106,,235,6,198,
,,220700 - Political Science                       ,494,,504,214,444,,422,224,358,,445,219,392,,470,265,384,
,,220800 - Sociology                               ,"1,465",,"1,201",428,"1,068",,"1,083",488,"1,078",,"1,119",552,"1,131",,"1,132",527,"1,345",
,,221020 - Global Studies                          ,,,,,,,,,11,,,,18,,,,36,
,,493010 - Career Guidance and Orientation         ,823,,562,231,754,,528,191,740,,573,236,833,,578,200,770,
,,493013 - Academic Guidance                       ,181,,172,25,166,,171,25,214,,173,37,196,,177,30,161,
,,493084 - English as a Second Language - Writing  ,50,,44,,52,,32,,43,,34,,46,,21,,37,
,,493085 - English as a Second Language - Reading  ,,,,,,,,,4,,,,,,,,,
,,493100 - Vocational ESL                          ,4,,5,,4,,3,,,,,,,,,,,
,,493200 - General Work Experience                 ,162,,186,45,184,,213,31,202,,238,37,204,,262,43,199,
,,499900 - Other Interdisciplinary Studies         ,78,,133,104,170,,216,160,234,,266,190,322,,258,237,311,
,Credit - Not Degree Applicable                     Total,,"1,289",,617,12,"1,204",,822,,"1,264",,810,,698,,815,1,56,
,,083550 - Intercollegiate Athletics               ,26,,17,,20,,9,,22,,17,,20,,8,,23,
,,150100 - English                                 ,689,,261,,635,,257,,612,,226,,,,225,,,
,,152000 - Reading                                 ,38,,16,,14,,,,12,,,,,,,,,
,,"170100 - Mathematics, General                    ",198,,117,10,266,,234,,313,,252,,243,,177,,,
,,170200 - Mathematics Skills                      ,278,,145,,233,,250,,271,,238,,397,,331,,,
,,"190500 - Chemistry, General                      ",17,,24,,,,,,,,,,,,,,,
,,210550 - Police Academy                          ,,,,,,,44,,,,38,,,,40,,,
,,493084 - English as a Second Language - Writing  ,12,,9,2,15,,4,,6,,9,,13,,11,,10,
,,493086 - English as a Second Language - Listening,21,,18,,13,,16,,13,,15,,15,,13,1,16,
,,493087 - English as a Second Language - Integrate,10,,10,,8,,8,,15,,15,,10,,10,,7,
