,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Palomar Total,,,"58,792",,"53,679","14,149","56,604",,"56,943","14,764","60,030",,"59,299","15,432","55,273",,"62,031","17,042","62,869",
,Credit - Degree Applicable                         Total,,"57,503",,"53,062","14,137","55,400",,"56,121","14,764","58,766",,"58,489","15,432","54,575",,"61,216","17,041","62,813",
,,020100 - Architecture and Architectural Technolog,279,,268,40,273,,278,71,279,,334,102,285,,352,62,314,
,,"040100 - Biology, General                        ","1,516",,"1,542",238,"1,521",,"1,905",234,"1,762",,"1,832",342,"2,232",,"1,957",383,"2,404",
,,"040200 - Botany, General                         ",,,63,,,,41,,,,82,,,,82,,,
,,040300 - MicroBiology                            ,334,,330,,358,,368,,368,,274,,450,,398,,456,
,,"040700 - Zoology, General                        ",58,,42,,54,,31,,50,,,,58,,,,50,
,,040800 - Natural History                         ,,,,,,,,,,,16,,,,,,,
,,041000 - Anatomy and Physiology                  ,"1,687",,"1,064",286,"1,345",,"1,408",326,"1,475",,"1,404",349,"1,051",,"1,145",359,"1,234",
,,049900 - Other Biological Sciences               ,35,,,,,,35,,,,39,36,37,,37,33,37,
,,"050100 - Business and Commerce, General          ",421,,368,150,421,,459,139,434,,446,159,542,,471,165,522,
,,050200 - Accounting                              ,771,,769,368,732,,815,340,800,,761,342,792,,801,443,820,
,,050210 - Tax Studies                             ,69,,37,,34,,49,,32,,61,,37,,63,,40,
,,050400 - Banking and Finance                     ,50,,72,,64,,80,,76,,68,,68,,71,,111,
,,050500 - Business Administration                 ,464,,403,81,294,,458,81,308,,445,100,362,,482,120,342,
,,050600 - Business Management                     ,614,,734,604,781,,920,504,950,,947,,"1,296",,"1,326",634,970,
,,050640 - Small Business and Entrepreneurship     ,33,,13,,21,,38,,34,,34,,37,,34,,27,
,,050800 - International Business and Trade        ,,,,,10,,17,,18,,17,,32,,11,,39,
,,050900 - Marketing and Distribution              ,54,,77,,67,,78,,78,,76,,74,,76,,65,
,,050910 - Advertising                             ,39,,100,,62,,76,,73,,88,,71,,72,,69,
,,050970 - E-Commerce (Business emphasis)          ,41,,,,31,,,,40,,,,40,,,,31,
,,051000 - Logistics and Materials Transportation  ,,,,,,,11,,,,34,,,,37,,,
,,051100 - Real Estate                             ,258,,179,36,227,,148,22,232,,145,29,202,,171,32,229,
,,051400 - Office Technology/Office Computer Applic,202,,253,,211,,182,,196,,216,,162,,182,,164,
,,051420 - Medical Office Technology               ,115,,51,39,64,,72,38,48,,62,36,59,,73,47,55,
,,060200 - Journalism                              ,111,,91,15,53,,104,47,41,,140,51,77,,114,50,118,
,,060400 - Radio and Television                    ,102,,113,,74,,106,,54,,88,,67,,80,,26,
,,060420 - Television (including combined TV/Film/V,154,,126,,188,,134,,197,,124,,228,,116,,219,
,,060430 - Broadcast Journalism                    ,2,,10,11,9,,11,13,15,,18,3,13,,14,1,4,
,,060600 - Public Relations                        ,27,,15,,29,,18,,28,,,,30,,,,37,
,,061000 - Mass Communications                     ,228,,264,32,270,,301,105,239,,280,103,39,,266,106,"1,725",
,,061200 - Film Studies                            ,27,,35,,,,28,,,,80,,,,33,,38,
,,061210 - Film History and Criticism              ,92,,103,,63,,131,,53,,79,,90,,115,,82,
,,061220 - Film Production                         ,"1,083",,"1,024",372,"1,098",,"1,135",372,"1,213",,"1,321",405,138,,"1,358",477,"1,248",
,,061410 - Multimedia                              ,72,,78,,78,,78,,60,,90,,61,,94,,66,
,,061420 - Electronic Game Design                  ,,,,,22,,,,18,,,,48,,,,77,
,,061430 - Website Design and Development          ,100,,106,,108,,104,,114,,114,,90,,124,,104,
,,061450 - Desktop Publishing                      ,72,,74,,64,,32,,94,,32,,114,,58,,96,
,,061460 - Computer Graphics and Digital Imagery   ,203,,210,50,188,,187,50,158,,216,48,116,,162,38,204,
,,069900 - Other Media and Communications          ,130,,75,13,160,,101,39,139,,111,38,183,,107,42,123,
,,"070100 - Information Technology, General         ",214,,322,52,166,,338,64,212,,276,56,177,,296,72,252,
,,070200 - Computer Information Systems            ,188,,254,52,226,,318,56,224,,330,44,222,,344,64,256,
,,070210 - Software Applications                   ,102,,44,,96,,54,,98,,82,,108,,90,,98,
,,070600 - Computer Science (Transfer)             ,"1,240",,"1,162",252,"1,222",,"1,302",360,"1,400",,"1,380",426,"1,370",,"1,174",260,"1,062",
,,070700 - Computer Software Development           ,102,,,,114,,46,,98,,56,,110,,48,,114,
,,070710 - Computer Programming                    ,176,,176,,178,,200,,296,,284,,288,,280,,288,
,,070720 - Database Design and Administration      ,54,,58,,60,,54,,56,,58,,50,,60,,60,
,,070800 - Computer Infrastructure and Support     ,386,,216,118,372,,285,112,396,,414,144,456,,422,140,498,
,,079900 - Other Information Technology            ,74,,78,,79,,102,,39,,115,,39,,145,,44,
,,"080100 - Education, General                      ",,,,,,,,,32,,12,,25,,11,,,
,,083500 - Physical Education                      ,,,101,,16,,154,,,,144,,23,,152,,170,
,,083550 - Intercollegiate Athletics               ,207,,176,18,308,,196,15,237,,205,23,253,,209,,209,
,,083580 - Adapted Physical Education              ,11,,37,,59,,61,,53,,53,,70,,72,,75,
,,083700 - Health Education                        ,836,,957,228,801,,967,245,773,,966,275,813,,865,281,710,
,,085000 - Sign Language                           ,120,,160,,74,,126,,98,,168,,180,,313,209,385,
,,085010 - Sign Language Interpreting              ,504,,475,101,403,,472,153,443,,446,191,380,,310,,96,
,,"090100 - Engineering, General (requires Calculus)",68,,109,13,68,,116,,68,,144,,121,,247,,116,
,,"092400 - Engineering Technology, General (require",37,,34,11,25,,27,46,35,,31,39,37,,27,37,35,
,,093600 - Printing and Lithography                ,,,2,,,,2,,,,14,,,,2,,,
,,094600 - Environmental Control Technology        ,112,,98,,175,,236,,218,,288,,262,,314,,376,
,,094700 - Diesel Technology                       ,100,,78,,106,,108,,186,,150,,198,,119,,209,
,,094800 - Automotive Technology                   ,320,,376,60,426,,578,54,629,,681,64,641,,590,56,621,
,,094900 - Automotive Collision Repair             ,100,,96,,102,,148,,152,,156,,160,,156,,148,
,,095000 - Aeronautical and Aviation Technology    ,,,24,,,,,,42,,,,,,,,32,
