,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,"210540 - Forensics, Evidence, and Investigation  ",27,,20,28,78,,65,,59,,,29,94,,,,125,
,,210550 - Police Academy                          ,122,,76,96,204,,94,,18,,18,21,34,,,52,76,
,,213300 - Fire Technology                         ,80,,56,,55,,51,,80,,89,,91,,84,,97,
,,213350 - Fire Academy                            ,36,,38,,34,,32,,32,,42,,44,,30,,36,
,,219900 - Other Public and Protective Services    ,,,22,,,,,,,,,,,,,,,
,,220200 - Anthropology                            ,138,,135,,138,,135,23,132,,148,32,129,,135,23,121,
,,220300 - Ethnic Studies                          ,356,,273,81,352,,332,95,429,,415,39,556,,403,112,405,
,,220400 - Economics                               ,26,,32,,31,,30,,22,,30,,25,,38,,27,
,,220500 - History                                 ,111,,36,14,48,,61,,85,,73,,65,,61,,90,
,,220600 - Geography                               ,48,,24,,51,,36,,61,,73,,18,,61,,15,
,,220700 - Political Science                       ,146,,56,29,78,,53,23,55,,66,40,63,,74,29,74,
,,220800 - Sociology                               ,238,,291,62,246,,210,64,254,,217,75,288,,276,74,300,
,,493010 - Career Guidance and Orientation         ,154,,45,,72,,61,,105,,61,25,114,,53,,37,
,,493011 - Interpersonal Skills                    ,,,54,,,,44,,,,48,,,,,,,
,,493013 - Academic Guidance                       ,55,,37,50,60,,23,,59,,17,,72,,96,,189,
,,"493030 - Learning Skills, Handicapped            ",,,,,,,,,88,,70,16,74,,72,20,80,
,,"493032 - Learning Skills, Learning Disabled      ",13,,,,,,,,,,,,,,,,,
,Credit - Not Degree Applicable                     Total,,68,,158,2,143,,187,,129,,199,,158,,148,,100,
,,043000 - Biotechnology and Biomedical Technology ,,,4,2,1,,,,,,,,,,,,,
,,051100 - Real Estate                             ,,,27,,,,22,,,,36,,,,35,,,
,,083550 - Intercollegiate Athletics               ,33,,,,,,,,,,,,,,,,,
,,123010 - Registered Nursing                      ,1,,51,,40,,33,,24,,23,,26,,21,,,
,,126100 - Community Health Care Worker            ,,,14,,49,,53,,24,,67,,23,,24,,26,
,,210500 - Administration of Justice               ,,,,,,,8,,,,,,,,,,,
,,493014 - Study Skills                            ,,,,,9,,16,,30,,,,40,,30,,,
,,"493030 - Learning Skills, Handicapped            ",27,,28,,19,,27,,15,,40,,24,,10,,10,
,,"493032 - Learning Skills, Learning Disabled      ",7,,34,,25,,28,,36,,33,,45,,28,,64,
