,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Merritt Total,,,"13,175",,"11,807","3,001","12,738",,"12,535","3,743","13,500",,"14,588","3,039","14,056",,"13,299","3,477","13,876",
,Credit - Degree Applicable                         Total,,"13,107",,"11,649","2,999","12,595",,"12,348","3,743","13,371",,"14,389","3,039","13,898",,"13,151","3,477","13,776",
,,010900 - Horticulture                            ,581,,543,114,469,,605,38,536,,743,,548,,683,,528,
,,010910 - Landscape Design and Maintenance        ,324,,340,33,360,,323,34,327,,327,40,362,,270,42,330,
,,010930 - Nursery Technology                      ,,,,,24,,,,,,,,21,,,,,
,,011500 - Natural Resources                       ,152,,71,,133,,110,,150,,91,,128,,111,,89,
,,019900 - Other Agriculture and Natural Resources ,28,,28,,118,,118,25,50,,56,,,,88,,26,
,,030200 - Environmental Studies                   ,,,9,,,,33,,,,11,,,,,,,
,,030300 - Environmental Technology                ,11,,,,,,38,,,,40,,,,,,,
,,"040100 - Biology, General                        ",289,,226,88,197,,223,146,121,,274,,260,,184,207,265,
,,"040200 - Botany, General                         ",,,,,,,,,38,,,,,,,,,
,,040300 - MicroBiology                            ,210,,210,94,172,,146,98,166,,212,50,140,,106,46,136,
,,040800 - Natural History                         ,,,14,,,,30,,,,28,,,,,,,
,,041000 - Anatomy and Physiology                  ,"1,042",,"1,279",330,966,,932,578,"1,103",,"1,190",244,"1,015",,"1,154",290,"1,278",
,,043000 - Biotechnology and Biomedical Technology ,195,,204,35,204,,194,33,242,,250,31,203,,169,70,163,
,,"050100 - Business and Commerce, General          ",217,,174,59,300,,291,119,263,,260,112,257,,206,127,116,
,,050200 - Accounting                              ,25,,73,46,90,,81,16,96,,59,36,57,,48,32,90,
,,050600 - Business Management                     ,22,,20,,109,,29,,44,,26,,60,,33,,27,
,,050630 - Management Development and Supervision  ,19,,13,,28,,,,19,,,,,,,,,
,,050640 - Small Business and Entrepreneurship     ,16,,43,20,55,,,29,25,,,38,,,,,,
,,050650 - Retail Store Operations and Management  ,12,,,,,,,,,,,,,,,,,
,,050900 - Marketing and Distribution              ,21,,29,,53,,24,67,55,,85,39,78,,26,34,87,
,,050910 - Advertising                             ,,,,,,,22,,,,31,,,,34,,,
,,050970 - E-Commerce (Business emphasis)          ,29,,76,,18,,98,,22,,52,,33,,50,,,
,,051100 - Real Estate                             ,267,,176,53,231,,307,67,259,,400,66,317,,309,64,282,
,,051110 - Escrow                                  ,,,,,25,,,,28,,,,36,,,,42,
,,059900 - Other Business and Management           ,,,,,,,,,,,28,,63,,,,,
,,"060100 - Media and Communications, General       ",,,28,,,,19,,,,,,,,,,,
,,"070100 - Information Technology, General         ",346,,256,196,412,,201,226,249,,195,60,185,,102,44,134,
,,070200 - Computer Information Systems            ,400,,299,42,455,,391,66,516,,503,58,590,,491,66,402,
,,070210 - Software Applications                   ,28,,78,,34,,82,,42,,78,,54,,34,,26,
,,070700 - Computer Software Development           ,18,,,,,,,,,,26,,26,,14,,,
,,070710 - Computer Programming                    ,176,,122,96,206,,300,112,250,,296,114,202,,278,54,176,
,,070730 - Computer Systems Analysis               ,,,,,,,,,,,26,,,,,,,
,,080200 - Educational Aide (Teacher Assistant)    ,8,,10,,13,,22,,20,,12,,15,,8,,,
,,083500 - Physical Education                      ,59,,81,44,132,,132,102,176,,171,143,212,,169,146,222,
,,083550 - Intercollegiate Athletics               ,95,,106,,113,,109,,134,,95,,137,,101,,156,
,,083700 - Health Education                        ,54,,57,,62,,56,,57,,59,,77,,55,,104,
,,086000 - Educational Technology                  ,56,,16,,,,30,,,,,,,,,,,
,,"100100 - Fine Arts, General                      ",113,,83,51,90,,150,61,129,,172,79,97,,148,85,103,
,,100210 - Painting and Drawing                    ,300,,366,,380,,424,60,428,,446,,416,,370,,210,
,,100220 - Sculpture                               ,,,,,,,2,,,,2,,6,,8,,6,
,,100230 - Ceramics                                ,,,40,,50,,120,,90,,192,,148,,102,,104,
,,100400 - Music                                   ,262,,161,54,160,,122,124,195,,269,169,193,,142,131,179,
,,110500 - Spanish                                 ,41,,43,31,57,,53,35,72,,22,,64,,,,26,
,,"120100 - Health Occupations, General             ",86,,44,30,87,,48,30,112,,73,,115,,71,30,78,
,,120500 - Medical Laboratory Technology           ,54,,40,64,46,,48,94,52,,80,62,52,,88,46,76,
,,120800 - Medical Assisting                       ,55,,32,28,82,,17,28,59,,55,35,50,,44,17,82,
,,120810 - Clinical Medical Assisting              ,248,,144,6,180,,168,,173,,227,28,221,,177,32,169,
,,120820 - Administrative Medical Assisting        ,,,,,,,36,,44,,80,,30,,50,,,
,,122500 - Radiologic Technology                   ,241,,141,57,240,,159,74,296,,247,90,334,,273,116,335,
,,123010 - Registered Nursing                      ,239,,200,13,178,,164,,98,,84,,112,,109,,126,
,,125000 - Emergency Medical Services              ,72,,68,,78,,64,,152,,162,90,148,,166,,210,
,,126100 - Community Health Care Worker            ,17,,,,,,,,,,,,,,,,,
,,127000 - Kinesiology                             ,53,,32,,30,,61,,60,,72,,97,,54,,86,
,,129900 - Other Health Occupations                ,52,,89,26,30,,77,31,49,,73,,29,,85,54,92,
,,130500 - Child Development/Early Care and Educati,429,,394,128,409,,337,153,449,,384,145,382,,428,279,554,
,,130520 - Children with Special Needs             ,,,33,,,,24,,,,24,,,,39,,,
,,130540 - Preshool Age Children                   ,192,,153,,163,,161,,180,,155,,129,,126,,188,
,,130580 - Child Development Administration and Man,,,,,,,25,,,,28,,,,34,,,
,,130590 - Infants and Toddlers                    ,,,,,,,67,35,,,77,22,34,,99,34,71,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",20,,,,21,,,,31,,,,31,,,,22,
,,130620 - Dietetic Services and Management        ,22,,62,,15,,50,,7,,41,,6,,42,,8,
,,130660 - Dietetic Technology                     ,173,,116,25,163,,115,25,186,,163,30,228,,178,58,212,
,,140200 - Paralegal                               ,262,,226,,237,,307,,358,,399,,409,,328,,327,
,,150100 - English                                 ,776,,593,137,627,,572,99,642,,706,155,768,,668,133,657,
,,150600 - Speech Communication                    ,649,,564,305,682,,607,300,708,,685,428,666,,680,454,780,
,,150700 - Creative Writing                        ,,,29,,27,,16,,,,,,29,,,,,
,,150900 - Philosophy                              ,87,,40,,59,,,,64,,29,,60,,74,,72,
,,159900 - Other Humanities                        ,31,,29,,29,,29,,30,,34,,37,,40,,,
,,169900 - Other Library Science                   ,18,,26,,19,,21,,30,,25,,27,,21,,35,
,,"170100 - Mathematics, General                    ",865,,817,181,859,,984,281,884,,"1,077",193,909,,990,304,913,
,,"190200 - Physics, General                        ",149,,196,,158,,134,,146,,120,,137,,72,,182,
,,"190500 - Chemistry, General                      ",308,,240,100,238,,274,225,392,,270,36,310,,252,,368,
,,191100 - Astronomy                               ,17,,,,,,27,,16,,42,,34,,32,,36,
,,191400 - Geology                                 ,94,,117,,58,,67,,32,,56,,38,,38,,58,
,,"200100 - Psychology, General                     ",511,,461,153,478,,415,98,363,,477,108,464,,499,80,564,
,,210400 - Human Services                          ,72,,,,34,,56,,102,,,,48,,138,,76,
,,210440 - Alcohol and Controlled Substances       ,95,,111,,52,,44,6,125,,139,4,156,,101,,177,
,,210500 - Administration of Justice               ,254,,141,,153,,111,23,128,,191,57,127,,250,92,211,
,,210510 - Corrections                             ,,,27,,,,,,22,,,,14,,,,32,
,,210530 - Industrial and Transportation Security  ,,,15,,,,19,,,,20,,,,29,,,
