,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Moorpark Total,,,"35,067",,"31,316","11,280","34,190",,"33,598","13,394","38,525",,"35,675","14,606","37,867",,"36,648","16,470","39,856",
,Credit - Degree Applicable                         Total,,"34,969",,"31,251","11,264","34,098",,"33,555","13,389","38,444",,"35,611","14,577","37,793",,"36,615","16,445","39,791",
,,010200 - Animal Science                          ,961,,824,145,731,,744,121,906,,752,151,852,,724,153,964,
,,030100 - Environmental Science                   ,310,,264,94,282,,286,148,262,,279,138,315,,361,158,389,
,,030200 - Environmental Studies                   ,,,10,,14,,18,,8,,9,,19,,8,,30,
,,030300 - Environmental Technology                ,,,,1,,,,,,,,,,,,,,
,,"040100 - Biology, General                        ",862,,680,225,783,,678,244,752,,648,218,687,,727,306,719,
,,"040200 - Botany, General                         ",,,7,,,,7,,,,23,,,,18,,,
,,040300 - MicroBiology                            ,109,,110,15,104,,104,21,114,,110,26,118,,121,24,119,
,,"040700 - Zoology, General                        ",22,,38,,46,,32,,36,,22,,46,,22,,42,
,,041000 - Anatomy and Physiology                  ,543,,491,94,496,,523,81,481,,538,136,526,,538,143,577,
,,043000 - Biotechnology and Biomedical Technology ,66,,67,,57,,56,1,75,,85,4,93,,117,1,155,
,,"050100 - Business and Commerce, General          ",660,,561,274,785,,709,342,955,,696,330,874,,744,382,928,
,,050200 - Accounting                              ,731,,744,362,517,,682,356,714,,749,414,706,,671,549,734,
,,050210 - Tax Studies                             ,31,,11,,31,,13,18,36,,17,34,58,,33,39,71,
,,050600 - Business Management                     ,416,,423,140,341,,518,171,492,,588,218,536,,495,230,669,
,,050800 - International Business and Trade        ,47,,53,18,21,,48,22,115,,62,21,68,,81,38,92,
,,050900 - Marketing and Distribution              ,104,,117,18,100,,137,36,91,,128,28,144,,124,38,142,
,,051000 - Logistics and Materials Transportation  ,,,14,,14,,28,,22,,11,,16,,21,,17,
,,"060100 - Media and Communications, General       ",48,,67,21,56,,65,34,61,,54,,,,,,,
,,060200 - Journalism                              ,106,,135,67,91,,98,72,113,,150,55,136,,125,65,,
,,060400 - Radio and Television                    ,251,,255,91,324,,328,139,330,,374,152,412,,407,137,422,
,,061000 - Mass Communications                     ,102,,106,41,111,,111,64,120,,83,56,105,,124,58,101,
,,061200 - Film Studies                            ,396,,295,183,412,,322,191,479,,443,186,445,,405,193,454,
,,061210 - Film History and Criticism              ,59,,110,,52,,135,,85,,109,,87,,48,,67,
,,061400 - Digital Media                           ,108,,89,,82,,63,37,103,,96,34,128,,96,13,126,
,,061410 - Multimedia                              ,22,,23,,8,,11,,8,,,,11,,,,13,
,,061420 - Electronic Game Design                  ,158,,138,44,163,,156,39,164,,162,39,165,,166,42,185,
,,061430 - Website Design and Development          ,,,,,,,37,,,,48,,,,57,,,
,,069900 - Other Media and Communications          ,16,,30,,,,,,,,,,,,,,,
,,"070100 - Information Technology, General         ",8,,2,5,,,,,,,,,,,,,,
,,070200 - Computer Information Systems            ,175,,157,105,162,,156,103,155,,112,106,112,,120,110,119,
,,070600 - Computer Science (Transfer)             ,433,,410,142,473,,522,181,591,,547,188,535,,475,169,494,
,,070710 - Computer Programming                    ,37,,38,,62,,31,29,58,,34,36,47,,28,27,43,
,,070720 - Database Design and Administration      ,31,,,41,,,45,,,,34,,,,22,,,
,,070800 - Computer Infrastructure and Support     ,300,,256,99,296,,362,120,360,,403,128,374,,452,124,409,
,,070810 - Computer Networking                     ,119,,110,35,140,,129,40,181,,181,38,180,,122,32,150,
,,"080100 - Education, General                      ",84,,47,,74,,38,,60,,37,,50,,28,,68,
,,083500 - Physical Education                      ,708,,668,389,593,,732,496,778,,839,608,876,,916,872,935,
,,083520 - Fitness Trainer                         ,58,,70,21,47,,68,41,95,,103,30,115,,89,16,95,
,,083550 - Intercollegiate Athletics               ,298,,306,,298,,346,,324,,279,,309,,278,15,391,
,,083700 - Health Education                        ,573,,547,254,545,,585,404,663,,693,456,632,,713,572,636,
,,"090100 - Engineering, General (requires Calculus)",34,,68,16,39,,53,23,28,,88,28,38,,71,26,197,
,,"092400 - Engineering Technology, General (require",179,,199,40,177,,196,31,194,,228,52,201,,215,64,79,
,,093400 - Electronics and Electric Technology     ,,,11,,26,,21,8,38,,43,19,29,,25,9,32,
,,093500 - Electro-Mechanical Technology           ,,,,,,,,,,,12,,12,,6,,3,
,,"100100 - Fine Arts, General                      ",559,,458,194,566,,499,183,581,,539,205,525,,513,213,441,
,,100200 - Art                                     ,576,,600,177,687,,641,210,780,,720,192,737,,780,193,730,
,,100400 - Music                                   ,676,,561,253,639,,745,323,772,,777,276,745,,828,327,798,
,,100500 - Commercial Music                        ,84,,59,,44,,89,,74,,102,,96,,123,12,109,
,,100600 - Technical Theater                       ,44,,58,16,60,,80,41,99,,100,34,108,,92,15,72,
,,100700 - Dramatic Arts                           ,291,,404,94,378,,368,136,338,,367,157,414,,376,117,388,
,,100800 - Dance                                   ,246,,246,87,288,,365,93,350,,352,90,326,,338,140,350,
,,100810 - Commercial Dance                        ,,,18,,16,,15,4,,,6,,,,11,8,,
,,100900 - Applied Design                          ,,,14,,3,,,,6,,4,,4,,4,,8,
,,101100 - Photography                             ,128,,125,58,142,,129,54,109,,102,56,107,,160,72,148,
,,101200 - Applied Photography                     ,169,,205,67,215,,230,89,249,,234,90,227,,191,85,192,
,,101300 - Commercial Art                          ,73,,22,,,,,,,,,,,,,,,
